,required,optional,required,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,required
,10636,0,1,0,0,0,3,"0 2005 33.50,11.65,-305.63",1,,1,0,0,0,0,0,0,102
,10637,0,1,1,0,0,3,1 2005 60340,1,,1,0,0,0,0,60340,0,104
,10638,0,1,0,0,0,3,"0 2005 20.43,13.54,-314.74",1,,0,0,0,0,0,0,0,101
,10639,0,1,0,0,0,3,"0 2005 16.11,13.51,-318.79",1,,1,0,0,0,0,0,0,105
,10640,0,1,0,0,0,3,2 2005 900457,1,,1,0,0,0,0,900457,0,103
,10641,0,1,1,0,0,3,1 2005 60341,1,,0,0,0,0,0,60341,0,104
,10642,0,1,0,0,0,3,1 2005 20593,1,,1,0,0,0,0,20593,0,101
,10643,0,1,0,0,0,3,"0 2005 83.63,29.94,-371.38",1,,0,0,0,0,0,0,0,105
,10644,0,1,0,0,0,3,1 2005 20595,1,,1,0,0,0,0,20595,0,101
,10645,0,1,0,0,0,3,1 2005 20594,1,,0,0,0,0,0,20594,0,101
,10646,0,1,0,0,0,3,1 2005 20594,1,,1,0,0,0,0,20594,0,101
,10647,0,1,0,0,0,3,1 2005 20644,1,,1,0,0,0,0,20644,0,101
,10648,0,1,0,0,0,3,1 2005 20644,1,,0,0,0,0,0,20644,0,101
特殊的受困者,10649,0,1,0,0,0,3,"0 2001 -17.67,0.13,-85.67",1,,1,0,0,0,0,,0,1
,10650,0,1,1,0,0,3,1 2005 60356,1,,1,0,0,0,0,0,0,104
,10651,0,1,1,0,0,3,1 2005 60357,1,,1,0,0,0,0,0,0,104
,10652,0,1,1,0,0,3,1 2005 60358,1,,1,0,0,0,0,60358,0,104
,10653,0,1,0,0,0,3,"0 2005 83.63,29.94,-371.38",1,,1,0,0,0,0,0,0,103
,10654,0,1,0,0,0,3,"0 2005 83.63,29.94,-371.38",1,,1,0,0,0,0,0,0,101
,10655,0,1,0,0,0,3,"0 2005 -14.88,27.97,-409.87",1,,1,0,0,0,0,0,0,105
,10656,0,1,2,0,0,3,1 2005 20673,1,,1,2005,9999999,0,0,20673,0,101
,10657,0,1,0,0,0,3,1 2005 20673,1,,1,0,0,0,0,20673,0,101
,10658,0,1,0,0,0,3,1 2005 20673,1,,1,0,0,0,0,20673,0,101
,10659,0,1,0,0,0,3,1 2006 20420,1,,1,0,0,0,0,20420,0,101
,10660,0,1,0,0,0,3,"0 2004 -12.39,4.42,33.37",1,,1,0,0,0,0,0,0,101
,10661,0,1,0,0,0,3,"0 2004 96.34,-0.10,10.42",1,,1,0,0,0,0,0,0,101
,10662,0,1,0,0,0,3,"0 2004 24.66,0.71,-50.23",1,,1,0,0,0,0,0,0,101
,10663,0,1,0,0,0,3,1 2006 20420,1,,1,0,0,0,0,20420,0,101
,10664,0,1,0,0,0,3,1 2004 20674,1,,1,0,0,0,0,20674,0,101
,10665,0,1,0,0,0,1,,1,,1,0,0,0,0,0,0,101
,10666,0,1,0,0,0,3,1 2004 20675,1,,1,0,0,0,0,0,0,103
,10667,0,1,0,0,0,3,"0 2004 14.02,4.86,-0.22",1,,1,0,0,0,0,0,0,101
,10668,0,1,0,0,0,3,"0 2004 -54.97,0.71,71.73",1,,1,0,0,0,0,0,0,101
,10669,0,1,0,0,0,1,,1,,1,0,0,0,0,0,0,101
,10670,0,1,0,0,0,1,,1,,1,0,0,0,0,0,0,101
,10671,0,1,0,0,0,3,1 2006 20420,1,,1,0,0,0,0,20420,0,101
,10672,0,1,0,0,0,3,1 2006 20420,1,,1,0,0,0,0,20420,0,101
,10673,0,1,0,0,0,3,1 2006 20420,1,,1,0,0,0,0,20420,0,101
,10674,0,1,0,0,0,1,,1,,1,0,0,0,0,0,0,101
,10675,0,1,0,0,0,1,0,1,,0,0,0,0,0,0,0,101
,10676,0,1,0,0,0,3,1 1000 30640,1,,1,0,0,0,0,0,0,101
,10677,0,1,0,0,0,3,"0 2001 13.88,1.22,-27.59",1,,1,0,0,0,0,"13.88,1.22,-27.59",0,101
,20000,0,5,0,200101,1,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,0,0,0,0,1,0,0,0
,20001,0,5,0,200101,1,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,0,0,0,0,2,0,0,0
,20002,0,5,0,200102,1,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,0,0,0,0,3,0,0,0
,20003,0,5,0,200102,1,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,0,0,0,0,4,0,0,0
,20004,0,5,0,200103,1,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,0,0,0,0,5,0,0,0
,20005,0,5,0,200103,1,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,0,0,0,0,1,0,0,0
,20006,0,5,0,200104,1,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,0,0,0,0,2,0,0,0
,20007,0,5,0,200104,1,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,0,0,0,0,3,0,0,0
,20008,0,5,0,200105,1,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,0,0,0,0,4,0,0,0
,20009,0,5,0,200105,1,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,0,0,0,0,5,0,0,0
,20010,0,5,0,200101,2,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,0,0,0,0,1,0,0,0
,20011,0,5,0,200101,3,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,0,0,0,0,1,0,0,0
,20012,0,5,0,200101,4,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,0,0,0,0,1,0,0,0
,20013,0,5,0,200101,5,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,0,0,0,0,1,0,0,0
,20014,0,5,0,200101,2,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,0,0,0,0,2,0,0,0
,20015,0,5,0,200101,3,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,0,0,0,0,2,0,0,0
,20016,0,5,0,200101,4,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,0,0,0,0,2,0,0,0
,20017,0,5,0,200101,5,3,"0 2001 -18.8083,0.06709957,-47.85902",1,,0,0,0,0,2,0,0,0
,20021,0,5,0,200101,1,3,"0 2001 8.82,0.13,-18.23",1,,0,0,0,0,101,,0,201
,20022,0,5,0,200101,2,3,"0 2001 8.82,0.13,-18.23",1,,0,0,0,0,201,,0,201
,20023,0,5,0,200101,3,3,"0 2001 8.82,0.13,-18.23",1,,0,0,0,0,301,,0,201
,20024,0,5,0,200101,4,3,"0 2001 8.82,0.13,-18.23",1,,0,0,0,0,401,,0,201
,20025,0,5,0,200101,5,3,"0 2001 8.82,0.13,-18.23",1,,0,0,0,0,501,,0,201
,20026,0,5,0,200101,1,3,"0 2001 -2.33,0.05,-1.83",1,,0,0,0,0,102,,0,201
,20027,0,5,0,200101,2,3,"0 2001 -2.33,0.05,-1.83",1,,0,0,0,0,202,,0,201
,20028,0,5,0,200101,3,3,"0 2001 -2.33,0.05,-1.83",1,,0,0,0,0,302,,0,201
,20029,0,5,0,200101,4,3,"0 2001 -2.33,0.05,-1.83",1,,0,0,0,0,402,,0,201
,20030,0,5,0,200101,5,3,"0 2001 -2.33,0.05,-1.83",1,,0,0,0,0,502,,0,201
,20031,0,5,0,200101,1,3,1 2001 20076,1,,0,0,0,0,103,20076,0,201
,20032,0,5,0,200101,2,3,1 2001 20076,1,,0,0,0,0,203,20076,0,201
,20033,0,5,0,200101,3,3,1 2001 20076,1,,0,0,0,0,303,20076,0,201
,20034,0,5,0,200101,4,3,1 2001 20076,1,,0,0,0,0,403,20076,0,201
,20035,0,5,0,200101,5,3,1 2001 20076,1,,0,0,0,0,503,20076,0,201
,20036,0,5,0,200101,1,3,"0 2001 -56.8,0.1,-81.0",1,,0,0,0,0,1,0,0,0
,20037,0,5,0,200101,2,3,"0 2001 -56.8,0.1,-81.0",1,,0,0,0,0,1,0,0,0
,20038,0,5,0,200101,3,3,"0 2001 -56.8,0.1,-81.0",1,,0,0,0,0,1,0,0,0
,20039,0,5,0,200101,4,3,"0 2001 -56.8,0.1,-81.0",1,,0,0,0,0,1,0,0,0
,20040,0,5,0,200101,5,3,"0 2001 -56.8,0.1,-81.0",1,,0,0,0,0,1,0,0,0
,20041,0,5,0,200101,1,3,1 2001 20047,1,,0,2001,0,0,104,20047,0,201
,20042,0,5,0,200101,2,3,1 2001 20047,1,,0,2001,0,0,204,20047,0,201
,20043,0,5,0,200101,3,3,1 2001 20047,1,,0,2001,0,0,304,20047,0,201
,20044,0,5,0,200101,4,3,1 2001 20047,1,,0,2001,0,0,404,20047,0,201
,20045,0,5,0,200101,5,3,1 2001 20047,1,,0,2001,0,0,504,20047,0,201
,20046,0,5,0,200101,1,3,2 2001 900205,1,,0,0,0,0,105,900205,0,202
,20047,0,5,0,200101,2,3,2 2001 900205,1,,0,0,0,0,205,900205,0,202
,20048,0,5,0,200101,3,3,2 2001 900205,1,,0,0,0,0,305,900205,0,202
,20049,0,5,0,200101,4,3,2 2001 900205,1,,0,0,0,0,405,900205,0,202
,20050,0,5,0,200101,5,3,2 2001 900205,1,,0,0,0,0,505,900205,0,202
,20051,0,5,1,200101,1,3,1 2001 60047,1,,0,0,0,0,101,,0,204
,20052,0,5,1,200101,2,3,1 2001 60047,1,,0,0,0,0,201,,0,204
,20053,0,5,1,200101,3,3,1 2001 60047,1,,0,0,0,0,301,,0,204
,20054,0,5,1,200101,4,3,1 2001 60047,1,,0,0,0,0,401,,0,204
,20055,0,5,1,200101,5,3,1 2001 60047,1,,0,0,0,0,501,,0,204
,20056,0,5,0,200101,1,3,2 2001 900147,1,,0,0,0,0,102,900147,0,202
,20057,0,5,0,200101,2,3,2 2001 900147,1,,0,0,0,0,202,900147,0,202
,20058,0,5,0,200101,3,3,2 2001 900147,1,,0,0,0,0,302,900147,0,202
,20059,0,5,0,200101,4,3,2 2001 900147,1,,0,0,0,0,402,900147,0,202
,20060,0,5,0,200101,5,3,2 2001 900147,1,,0,0,0,0,502,900147,0,202
,20061,0,5,0,200101,1,3,1 2001 20079,1,,0,0,0,0,103,20079,0,202
,20062,0,5,0,200101,2,3,1 2001 20079,1,,0,0,0,0,203,20079,0,202
,20063,0,5,0,200101,3,3,1 2001 20079,1,,0,0,0,0,303,20079,0,202
,20064,0,5,0,200101,4,3,1 2001 20079,1,,0,0,0,0,403,20079,0,202
,20065,0,5,0,200101,5,3,1 2001 20079,1,,0,0,0,0,503,20079,0,202
会长的信件,20080,0,5,0,200102,1,3,"0 2001 -85.19,2.58,26.72",1,,0,0,0,0,101,0,0,201
会长的信件,20081,0,5,0,200102,2,3,"0 2001 -85.19,2.58,26.72",1,,0,0,0,0,201,0,0,201
会长的信件,20082,0,5,0,200102,3,3,"0 2001 -85.19,2.58,26.72",1,,0,0,0,0,301,0,0,201
会长的信件,20083,0,5,0,200102,4,3,"0 2001 -85.19,2.58,26.72",1,,0,0,0,0,401,0,0,201
会长的信件,20084,0,5,0,200102,5,3,"0 2001 -85.19,2.58,26.72",1,,0,0,0,0,501,0,0,201
工会的物资,20085,0,5,0,200102,1,3,1 2001 20066,1,,0,0,0,0,102,20066,0,201
工会的物资,20086,0,5,0,200102,2,3,1 2001 20066,1,,0,0,0,0,202,20066,0,201
工会的物资,20087,0,5,0,200102,3,3,1 2001 20066,1,,0,0,0,0,302,20066,0,201
工会的物资,20088,0,5,0,200102,4,3,1 2001 20066,1,,0,0,0,0,402,20066,0,201
工会的物资,20089,0,5,0,200102,5,3,1 2001 20066,1,,0,0,0,0,502,20066,0,201
捉迷藏小女孩,20090,0,5,0,200102,1,3,1 2001 20067,1,,0,0,0,0,103,20067,0,201
捉迷藏小女孩,20091,0,5,0,200102,2,3,1 2001 20067,1,,0,0,0,0,203,20067,0,201
捉迷藏小女孩,20092,0,5,0,200102,3,3,1 2001 20067,1,,0,0,0,0,303,20067,0,201
捉迷藏小女孩,20093,0,5,0,200102,4,3,1 2001 20067,1,,0,0,0,0,403,20067,0,201
捉迷藏小女孩,20094,0,5,0,200102,5,3,1 2001 20067,1,,0,0,0,0,503,20067,0,201
护送糕点师,20095,0,5,0,200102,1,3,"0 2001 -85.19,2.58,26.72",1,,0,2001,0,0,104,0,0,201
护送糕点师,20096,0,5,0,200102,2,3,"0 2001 -85.19,2.58,26.72",1,,0,2001,0,0,204,0,0,201
护送糕点师,20097,0,5,0,200102,3,3,"0 2001 -85.19,2.58,26.72",1,,0,2001,0,0,304,0,0,201
护送糕点师,20098,0,5,0,200102,4,3,"0 2001 -85.19,2.58,26.72",1,,0,2001,0,0,404,0,0,201
护送糕点师,20099,0,5,0,200102,5,3,"0 2001 -85.19,2.58,26.72",1,,0,2001,0,0,504,0,0,201
驱逐玫瑰团,20100,0,5,0,200102,1,3,2 2001 900211,1,,0,0,0,0,105,900211,0,202
驱逐玫瑰团,20101,0,5,0,200102,2,3,2 2001 900211,1,,0,0,0,0,205,900211,0,202
驱逐玫瑰团,20102,0,5,0,200102,3,3,2 2001 900211,1,,0,0,0,0,305,900211,0,202
驱逐玫瑰团,20103,0,5,0,200102,4,3,2 2001 900211,1,,0,0,0,0,405,900211,0,202
驱逐玫瑰团,20104,0,5,0,200102,5,3,2 2001 900211,1,,0,0,0,0,505,900211,0,202
黑吃黑,20105,0,5,0,200102,1,3,2 2001 900212,1,,0,0,0,0,101,900212,0,202
黑吃黑,20106,0,5,0,200102,2,3,2 2001 900212,1,,0,0,0,0,201,900212,0,202
黑吃黑,20107,0,5,0,200102,3,3,2 2001 900212,1,,0,0,0,0,301,900212,0,202
黑吃黑,20108,0,5,0,200102,4,3,2 2001 900212,1,,0,0,0,0,401,900212,0,202
黑吃黑,20109,0,5,0,200102,5,3,2 2001 900212,1,,0,0,0,0,501,900212,0,202
盗贼奸细,20110,0,5,0,200102,1,3,1 2001 20071,1,,0,0,0,0,102,20071,0,202
盗贼奸细,20111,0,5,0,200102,2,3,1 2001 20071,1,,0,0,0,0,202,20071,0,202
盗贼奸细,20112,0,5,0,200102,3,3,1 2001 20071,1,,0,0,0,0,302,20071,0,202
盗贼奸细,20113,0,5,0,200102,4,3,1 2001 20071,1,,0,0,0,0,402,20071,0,202
盗贼奸细,20114,0,5,0,200102,5,3,1 2001 20071,1,,0,0,0,0,502,20071,0,202
掏蜂窝的居民,20115,0,5,0,200102,1,3,1 2001 20072,1,,0,0,0,0,103,20072,0,202
掏蜂窝的居民,20116,0,5,0,200102,2,3,1 2001 20072,1,,0,0,0,0,203,20072,0,202
掏蜂窝的居民,20117,0,5,0,200102,3,3,1 2001 20072,1,,0,0,0,0,303,20072,0,202
掏蜂窝的居民,20118,0,5,0,200102,4,3,1 2001 20072,1,,0,0,0,0,403,20072,0,202
掏蜂窝的居民,20119,0,5,0,200102,5,3,1 2001 20072,1,,0,0,0,0,503,20072,0,202
雷鸣大陆志（二）,20120,0,5,1,200102,1,3,1 2001 60050,1,,0,0,0,0,104,,0,204
雷鸣大陆志（二）,20121,0,5,1,200102,2,3,1 2001 60050,1,,0,0,0,0,204,,0,204
雷鸣大陆志（二）,20122,0,5,1,200102,3,3,1 2001 60050,1,,0,0,0,0,304,,0,204
雷鸣大陆志（二）,20123,0,5,1,200102,4,3,1 2001 60050,1,,0,0,0,0,404,,0,204
雷鸣大陆志（二）,20124,0,5,1,200102,5,3,1 2001 60050,1,,0,0,0,0,504,,0,204
托马斯的信,20131,0,5,0,200103,1,3,1 2001 20057,1,,0,0,0,0,101,20057,0,201
托马斯的信,20132,0,5,0,200103,2,3,1 2001 20057,1,,0,0,0,0,201,20057,0,201
托马斯的信,20133,0,5,0,200103,3,3,1 2001 20057,1,,0,0,0,0,301,20057,0,201
托马斯的信,20134,0,5,0,200103,4,3,1 2001 20057,1,,0,0,0,0,401,20057,0,201
托马斯的信,20135,0,5,0,200103,5,3,1 2001 20057,1,,0,0,0,0,501,20057,0,201
卡诺萨灵魂奖,20136,0,5,0,200103,1,3,1 2001 20058,1,,0,0,0,0,102,20058,0,201
卡诺萨灵魂奖,20137,0,5,0,200103,2,3,1 2001 20058,1,,0,0,0,0,202,20058,0,201
卡诺萨灵魂奖,20138,0,5,0,200103,3,3,1 2001 20058,1,,0,0,0,0,302,20058,0,201
卡诺萨灵魂奖,20139,0,5,0,200103,4,3,1 2001 20058,1,,0,0,0,0,402,20058,0,201
卡诺萨灵魂奖,20140,0,5,0,200103,5,3,1 2001 20058,1,,0,0,0,0,502,20058,0,201
吟游诗人的噪音,20141,0,5,0,200103,1,3,1 2001 20083,1,,0,0,0,0,103,20083,0,201
吟游诗人的噪音,20142,0,5,0,200103,2,3,1 2001 20083,1,,0,0,0,0,203,20083,0,201
吟游诗人的噪音,20143,0,5,0,200103,3,3,1 2001 20083,1,,0,0,0,0,303,20083,0,201
吟游诗人的噪音,20144,0,5,0,200103,4,3,1 2001 20083,1,,0,0,0,0,403,20083,0,201
吟游诗人的噪音,20145,0,5,0,200103,5,3,1 2001 20083,1,,0,0,0,0,503,20083,0,201
风车镇的木材,20146,0,5,0,200103,1,3,1 2001 20057,1,,0,2001,0,0,104,20057,0,201
风车镇的木材,20147,0,5,0,200103,2,3,1 2001 20057,1,,0,2001,0,0,204,20057,0,201
风车镇的木材,20148,0,5,0,200103,3,3,1 2001 20057,1,,0,2001,0,0,304,20057,0,201
风车镇的木材,20149,0,5,0,200103,4,3,1 2001 20057,1,,0,2001,0,0,404,20057,0,201
风车镇的木材,20150,0,5,0,200103,5,3,1 2001 20057,1,,0,2001,0,0,504,20057,0,201
驱逐哥布林,20156,0,5,0,200103,1,3,2 2001 900209,1,,0,0,0,0,105,900209,0,202
驱逐哥布林,20157,0,5,0,200103,2,3,2 2001 900209,1,,0,0,0,0,205,900209,0,202
驱逐哥布林,20158,0,5,0,200103,3,3,2 2001 900209,1,,0,0,0,0,305,900209,0,202
驱逐哥布林,20159,0,5,0,200103,4,3,2 2001 900209,1,,0,0,0,0,405,900209,0,202
驱逐哥布林,20160,0,5,0,200103,5,3,2 2001 900209,1,,0,0,0,0,505,900209,0,202
红枫叶,20161,0,5,1,200103,1,3,1 2001 60048,1,,0,0,0,0,101,60048,0,204
红枫叶,20162,0,5,1,200103,2,3,1 2001 60048,1,,0,0,0,0,201,60048,0,204
红枫叶,20163,0,5,1,200103,3,3,1 2001 60048,1,,0,0,0,0,301,60048,0,204
红枫叶,20164,0,5,1,200103,4,3,1 2001 60048,1,,0,0,0,0,401,60048,0,204
红枫叶,20165,0,5,1,200103,5,3,1 2001 60048,1,,0,0,0,0,501,60048,0,204
铁甲哥布林,20166,0,5,0,200103,1,3,2 2001 900159,1,,0,0,0,0,102,900159,0,203
铁甲哥布林,20167,0,5,0,200103,2,3,2 2001 900159,1,,0,0,0,0,202,900159,0,203
铁甲哥布林,20168,0,5,0,200103,3,3,2 2001 900159,1,,0,0,0,0,302,900159,0,203
铁甲哥布林,20169,0,5,0,200103,4,3,2 2001 900159,1,,0,0,0,0,402,900159,0,203
铁甲哥布林,20170,0,5,0,200103,5,3,2 2001 900159,1,,0,0,0,0,502,900159,0,203
哥布林的擂台,20171,0,5,0,200103,1,3,1 2001 20085,1,,0,0,0,0,103,20085,0,202
哥布林的擂台,20172,0,5,0,200103,2,3,1 2001 20085,1,,0,0,0,0,203,20085,0,202
哥布林的擂台,20173,0,5,0,200103,3,3,1 2001 20085,1,,0,0,0,0,303,20085,0,202
哥布林的擂台,20174,0,5,0,200103,4,3,1 2001 20085,1,,0,0,0,0,403,20085,0,202
哥布林的擂台,20175,0,5,0,200103,5,3,1 2001 20085,1,,0,0,0,0,503,20085,0,202
雷鸣大陆志（三）,20176,0,5,0,200103,1,3,2 2001 900210,1,,0,0,0,0,104,900210,0,202
雷鸣大陆志（三）,20177,0,5,0,200103,2,3,2 2001 900210,1,,0,0,0,0,204,900210,0,202
雷鸣大陆志（三）,20178,0,5,0,200103,3,3,2 2001 900210,1,,0,0,0,0,304,900210,0,202
雷鸣大陆志（三）,20179,0,5,0,200103,4,3,2 2001 900210,1,,0,0,0,0,404,900210,0,202
雷鸣大陆志（三）,20180,0,5,0,200103,5,3,2 2001 900210,1,,0,0,0,0,504,900210,0,202
,20186,0,5,0,200104,1,3,"0 2001 78.16,0.11,-148.94",1,,0,0,0,0,101,,0,201
,20187,0,5,0,200104,2,3,"0 2001 78.16,0.11,-148.94",1,,0,0,0,0,201,,0,201
,20188,0,5,0,200104,3,3,"0 2001 78.16,0.11,-148.94",1,,0,0,0,0,301,,0,201
,20189,0,5,0,200104,4,3,"0 2001 78.16,0.11,-148.94",1,,0,0,0,0,401,,0,201
,20190,0,5,0,200104,5,3,"0 2001 78.16,0.11,-148.94",1,,0,0,0,0,501,,0,201
,20191,0,5,0,200104,1,3,"0 2001 78.16,0.11,-148.94",1,,0,0,0,0,102,,0,201
,20192,0,5,0,200104,2,3,"0 2001 78.16,0.11,-148.94",1,,0,0,0,0,202,,0,201
,20193,0,5,0,200104,3,3,"0 2001 78.16,0.11,-148.94",1,,0,0,0,0,302,,0,201
,20194,0,5,0,200104,4,3,"0 2001 78.16,0.11,-148.94",1,,0,0,0,0,402,,0,201
,20195,0,5,0,200104,5,3,"0 2001 78.16,0.11,-148.94",1,,0,0,0,0,502,,0,201
,20196,0,5,0,200104,1,3,2 2001 900164,1,,0,0,0,0,103,900164,0,202
,20197,0,5,0,200104,2,3,2 2001 900164,1,,0,0,0,0,203,900164,0,202
,20198,0,5,0,200104,3,3,2 2001 900164,1,,0,0,0,0,303,900164,0,202
,20199,0,5,0,200104,4,3,2 2001 900164,1,,0,0,0,0,403,900164,0,202
,20200,0,5,0,200104,5,3,2 2001 900164,1,,0,0,0,0,503,900164,0,202
,20201,0,5,0,200104,1,3,1 2001 20086,1,,0,0,0,0,104,20086,0,201
,20202,0,5,0,200104,2,3,1 2001 20086,1,,0,0,0,0,204,20086,0,201
,20203,0,5,0,200104,3,3,1 2001 20086,1,,0,0,0,0,304,20086,0,201
,20204,0,5,0,200104,4,3,1 2001 20086,1,,0,0,0,0,404,20086,0,201
,20205,0,5,0,200104,5,3,1 2001 20086,1,,0,0,0,0,504,20086,0,201
,20206,0,5,0,200104,1,3,2 2001 900168,1,,0,0,0,0,105,900168,0,202
,20207,0,5,0,200104,2,3,2 2001 900168,1,,0,0,0,0,205,900168,0,202
,20208,0,5,0,200104,3,3,2 2001 900168,1,,0,0,0,0,305,900168,0,202
,20209,0,5,0,200104,4,3,2 2001 900168,1,,0,0,0,0,405,900168,0,202
,20210,0,5,0,200104,5,3,2 2001 900168,1,,0,0,0,0,505,900168,0,202
,20211,0,5,1,200104,1,3,1 2001 60051,1,,0,0,0,0,101,,0,204
,20212,0,5,1,200104,2,3,1 2001 60051,1,,0,0,0,0,201,,0,204
,20213,0,5,1,200104,3,3,1 2001 60051,1,,0,0,0,0,301,,0,204
,20214,0,5,1,200104,4,3,1 2001 60051,1,,0,0,0,0,401,,0,204
,20215,0,5,1,200104,5,3,1 2001 60051,1,,0,0,0,0,501,,0,204
,20216,0,5,0,200104,1,3,1 2001 20090,1,,0,0,0,0,102,20090,0,202
,20217,0,5,0,200104,2,3,1 2001 20090,1,,0,0,0,0,202,20090,0,202
,20218,0,5,0,200104,3,3,1 2001 20090,1,,0,0,0,0,302,20090,0,202
,20219,0,5,0,200104,4,3,1 2001 20090,1,,0,0,0,0,402,20090,0,202
,20220,0,5,0,200104,5,3,1 2001 20090,1,,0,0,0,0,502,20090,0,202
,20221,0,5,0,200104,1,3,1 2001 20103,1,,0,0,0,0,103,20103,0,202
,20222,0,5,0,200104,2,3,1 2001 20103,1,,0,0,0,0,203,20103,0,202
,20223,0,5,0,200104,3,3,1 2001 20103,1,,0,0,0,0,303,20103,0,202
,20224,0,5,0,200104,4,3,1 2001 20103,1,,0,0,0,0,403,20103,0,202
,20225,0,5,0,200104,5,3,1 2001 20103,1,,0,0,0,0,503,20103,0,202
,20286,0,5,0,200105,1,3,1 2001 20094,1,,0,0,0,0,101,20094,0,201
,20287,0,5,0,200105,2,3,1 2001 20094,1,,0,0,0,0,201,20094,0,201
,20288,0,5,0,200105,3,3,1 2001 20094,1,,0,0,0,0,301,20094,0,201
,20289,0,5,0,200105,4,3,1 2001 20094,1,,0,0,0,0,401,20094,0,201
,20290,0,5,0,200105,5,3,1 2001 20094,1,,0,0,0,0,501,20094,0,201
,20291,0,5,0,200105,1,3,1 2001 20095,1,,0,0,0,0,102,20095,0,201
,20292,0,5,0,200105,2,3,1 2001 20095,1,,0,0,0,0,202,20095,0,201
,20293,0,5,0,200105,3,3,1 2001 20095,1,,0,0,0,0,302,20095,0,201
,20294,0,5,0,200105,4,3,1 2001 20095,1,,0,0,0,0,402,20095,0,201
,20295,0,5,0,200105,5,3,1 2001 20095,1,,0,0,0,0,502,20095,0,201
,20296,0,5,0,200105,1,3,1 2001 20097,1,,0,0,0,0,103,20097,0,202
,20297,0,5,0,200105,2,3,1 2001 20097,1,,0,0,0,0,203,20097,0,202
,20298,0,5,0,200105,3,3,1 2001 20097,1,,0,0,0,0,303,20097,0,202
,20299,0,5,0,200105,4,3,1 2001 20097,1,,0,0,0,0,403,20097,0,202
,20300,0,5,0,200105,5,3,1 2001 20097,1,,0,0,0,0,503,20097,0,202
,20301,0,5,0,200105,1,3,1 2001 20095,1,,0,2001,0,0,104,20095,0,201
,20302,0,5,0,200105,2,3,1 2001 20095,1,,0,2001,0,0,204,20095,0,201
,20303,0,5,0,200105,3,3,1 2001 20095,1,,0,2001,0,0,304,20095,0,201
,20304,0,5,0,200105,4,3,1 2001 20095,1,,0,2001,0,0,404,20095,0,201
,20305,0,5,0,200105,5,3,1 2001 20095,1,,0,2001,0,0,504,20095,0,201
,20306,0,5,0,200105,1,3,2 2001 900206,1,,0,0,0,0,105,900206,0,202
,20307,0,5,0,200105,2,3,2 2001 900206,1,,0,0,0,0,205,900206,0,202
,20308,0,5,0,200105,3,3,2 2001 900206,1,,0,0,0,0,305,900206,0,202
,20309,0,5,0,200105,4,3,2 2001 900206,1,,0,0,0,0,405,900206,0,202
,20310,0,5,0,200105,5,3,2 2001 900206,1,,0,0,0,0,505,900206,0,202
,20311,0,5,0,200105,1,3,2 2001 900207,1,,0,0,0,0,101,900207,0,202
,20312,0,5,0,200105,2,3,2 2001 900207,1,,0,0,0,0,201,900207,0,202
,20313,0,5,0,200105,3,3,2 2001 900207,1,,0,0,0,0,301,900207,0,202
,20314,0,5,0,200105,4,3,2 2001 900207,1,,0,0,0,0,401,900207,0,202
,20315,0,5,0,200105,5,3,2 2001 900207,1,,0,0,0,0,501,900207,0,202
,20316,0,5,0,200105,1,3,2 2001 900181,1,,0,0,0,0,102,900181,0,202
,20317,0,5,0,200105,2,3,2 2001 900181,1,,0,0,0,0,202,900181,0,202
,20318,0,5,0,200105,3,3,2 2001 900181,1,,0,0,0,0,302,900181,0,202
,20319,0,5,0,200105,4,3,2 2001 900181,1,,0,0,0,0,402,900181,0,202
,20320,0,5,0,200105,5,3,2 2001 900181,1,,0,0,0,0,502,900181,0,202
,20321,0,5,0,200105,1,3,1 2001 20095,1,,0,0,0,0,103,20095,0,202
,20322,0,5,0,200105,2,3,1 2001 20095,1,,0,0,0,0,203,20095,0,202
,20323,0,5,0,200105,3,3,1 2001 20095,1,,0,0,0,0,303,20095,0,202
,20324,0,5,0,200105,4,3,1 2001 20095,1,,0,0,0,0,403,20095,0,202
,20325,0,5,0,200105,5,3,1 2001 20095,1,,0,0,0,0,503,20095,0,202
,20326,0,5,1,200105,1,3,1 2001 60056,1,,0,0,0,0,104,,0,204
,20327,0,5,1,200105,2,3,1 2001 60056,1,,0,0,0,0,204,,0,204
,20328,0,5,1,200105,3,3,1 2001 60056,1,,0,0,0,0,304,,0,204
