,required,required,required,required,required,required,required,required
,108018,108,18,16065,0,1249,484,510
,108019,108,19,17010,0,1323,513,540
,108020,108,20,17955,0,1396,541,570
,108021,108,21,18900,0,1470,570,600
,108022,108,22,19845,0,1543,598,630
,108023,108,23,20790,0,1617,627,660
,108024,108,24,21735,0,1690,655,690
,108025,108,25,22680,0,1764,684,720
,108026,108,26,23625,0,1837,712,750
,108027,108,27,24570,0,1911,741,780
,108028,108,28,25515,0,1984,769,810
,108029,108,29,26460,0,2058,798,840
,108030,108,30,27405,0,2131,826,870
,108031,108,31,28350,0,2205,855,900
,108032,108,32,29295,0,2278,883,930
,108033,108,33,30240,0,2352,912,960
,108034,108,34,31185,0,2425,940,990
,108035,108,35,32130,0,2499,969,1020
,108036,108,36,33075,0,2572,997,1050
,108037,108,37,34020,0,2646,1026,1080
,108038,108,38,34965,0,2719,1054,1110
,108039,108,39,35910,0,2793,1083,1140
,108040,108,40,36855,0,2866,1111,1170
,108041,108,41,37800,0,2940,1140,1200
,108042,108,42,38745,0,3013,1168,1230
,108043,108,43,39690,0,3087,1197,1260
,108044,108,44,40635,0,3160,1225,1290
,108045,108,45,41580,0,3234,1254,1320
,108046,108,46,42525,0,3307,1282,1350
,108047,108,47,43470,0,3381,1311,1380
,108048,108,48,44415,0,3454,1339,1410
,108049,108,49,45360,0,3528,1368,1440
,108050,108,50,46305,0,3601,1396,1470
,108051,108,51,47250,0,3675,1425,1500
,108052,108,52,48195,0,3748,1453,1530
,108053,108,53,49140,0,3822,1482,1560
,108054,108,54,50085,0,3895,1510,1590
,108055,108,55,51030,0,3969,1539,1620
,108056,108,56,51975,0,4042,1567,1650
,108057,108,57,52920,0,4116,1596,1680
,108058,108,58,53865,0,4189,1624,1710
,108059,108,59,54810,0,4263,1653,1740
,108060,108,60,55755,0,4336,1681,1770
,108061,108,61,56700,0,4410,1710,1800
,108062,108,62,57645,0,4483,1738,1830
,108063,108,63,58590,0,4557,1767,1860
,108064,108,64,59535,0,4630,1795,1890
,108065,108,65,60480,0,4704,1824,1920
,108066,108,66,61425,0,4777,1852,1950
,108067,108,67,62370,0,4851,1881,1980
,108068,108,68,63315,0,4924,1909,2010
,108069,108,69,64260,0,4998,1938,2040
,108070,108,70,65205,0,5071,1966,2070
,108071,108,71,66150,0,5145,1995,2100
,108072,108,72,67095,0,5218,2023,2130
,108073,108,73,68040,0,5292,2052,2160
,108074,108,74,68985,0,5365,2080,2190
,108075,108,75,69930,0,5439,2109,2220
,108076,108,76,70875,0,5512,2137,2250
,108077,108,77,71820,0,5586,2166,2280
,108078,108,78,72765,0,5659,2194,2310
,108079,108,79,73710,0,5733,2223,2340
,108080,108,80,74655,0,5806,2251,2370
,302081,302,81,70560,0,6120,2280,2520
,302082,302,82,71442,0,6196,2308,2551
,302083,302,83,72324,0,6273,2337,2583
,302084,302,84,73206,0,6349,2365,2614
,302085,302,85,74088,0,6426,2394,2646
,302086,302,86,74970,0,6502,2422,2677
,302087,302,87,75852,0,6579,2451,2709
,302088,302,88,76734,0,6655,2479,2740
,302089,302,89,77616,0,6732,2508,2772
,302090,302,90,78498,0,6808,2536,2803
,302091,302,91,79380,0,6885,2565,2835
,302092,302,92,80262,0,6961,2593,2866
,302093,302,93,81144,0,7038,2622,2898
,302094,302,94,82026,0,7114,2650,2929
,302095,302,95,82908,0,7191,2679,2961
,302096,302,96,83790,0,7267,2707,2992
,302097,302,97,84672,0,7344,2736,3024
,302098,302,98,85554,0,7420,2764,3055
,302099,302,99,86436,0,7497,2793,3087
,302100,302,100,87318,0,7573,2821,3118
,401001,401,1,0,0,0,0,0
,401002,401,2,873,0,75,31,28
,401003,401,3,1746,0,151,63,57
,401004,401,4,2619,0,227,94,85
,401005,401,5,3492,0,303,126,114
,401006,401,6,4365,0,378,157,142
,401007,401,7,5238,0,454,189,171
,401008,401,8,6111,0,530,220,199
,401009,401,9,6984,0,606,252,228
,401010,401,10,7857,0,681,283,256
,401011,401,11,8730,0,757,315,285
,401012,401,12,9603,0,833,346,313
,401013,401,13,10476,0,909,378,342
,401014,401,14,11349,0,984,409,370
,401015,401,15,12222,0,1060,441,399
,401016,401,16,13095,0,1136,472,427
,401017,401,17,13968,0,1212,504,456
,401018,401,18,14841,0,1287,535,484
,401019,401,19,15714,0,1363,567,513
,401020,401,20,16587,0,1439,598,541
,401021,401,21,17460,0,1515,630,570
,401022,401,22,18333,0,1590,661,598
,401023,401,23,19206,0,1666,693,627
,401024,401,24,20079,0,1742,724,655
,401025,401,25,20952,0,1818,756,684
,401026,401,26,21825,0,1893,787,712
,401027,401,27,22698,0,1969,819,741
,401028,401,28,23571,0,2045,850,769
,401029,401,29,24444,0,2121,882,798
,401030,401,30,25317,0,2196,913,826
,401031,401,31,26190,0,2272,945,855
,401032,401,32,27063,0,2348,976,883
,401033,401,33,27936,0,2424,1008,912
,401034,401,34,28809,0,2499,1039,940
,401035,401,35,29682,0,2575,1071,969
,401036,401,36,30555,0,2651,1102,997
,401037,401,37,31428,0,2727,1134,1026
,401038,401,38,32301,0,2802,1165,1054
,401039,401,39,33174,0,2878,1197,1083
,401040,401,40,34047,0,2954,1228,1111
,401041,401,41,34920,0,3030,1260,1140
,401042,401,42,35793,0,3105,1291,1168
,401043,401,43,36666,0,3181,1323,1197
,401044,401,44,37539,0,3257,1354,1225
,401045,401,45,38412,0,3333,1386,1254
,401046,401,46,39285,0,3408,1417,1282
,401047,401,47,40158,0,3484,1449,1311
,401048,401,48,41031,0,3560,1480,1339
,401049,401,49,41904,0,3636,1512,1368
,401050,401,50,42777,0,3711,1543,1396
,401051,401,51,43650,0,3787,1575,1425
,401052,401,52,44523,0,3863,1606,1453
,401053,401,53,45396,0,3939,1638,1482
,401054,401,54,46269,0,4014,1669,1510
,401055,401,55,47142,0,4090,1701,1539
,401056,401,56,48015,0,4166,1732,1567
,401057,401,57,48888,0,4242,1764,1596
,401058,401,58,49761,0,4317,1795,1624
,401059,401,59,50634,0,4393,1827,1653
,401060,401,60,51507,0,4469,1858,1681
,401061,401,61,52380,0,4545,1890,1710
,401062,401,62,53253,0,4620,1921,1738
,401063,401,63,54126,0,4696,1953,1767
,401064,401,64,54999,0,4772,1984,1795
,401065,401,65,55872,0,4848,2016,1824
,401066,401,66,56745,0,4923,2047,1852
,401067,401,67,57618,0,4999,2079,1881
,401068,401,68,58491,0,5075,2110,1909
,401069,401,69,59364,0,5151,2142,1938
,401070,401,70,60237,0,5226,2173,1966
,401071,401,71,61110,0,5302,2205,1995
,401072,401,72,61983,0,5378,2236,2023
,401073,401,73,62856,0,5454,2268,2052
,401074,401,74,63729,0,5529,2299,2080
,401075,401,75,64602,0,5605,2331,2109
,401076,401,76,65475,0,5681,2362,2137
,401077,401,77,66348,0,5757,2394,2166
,401078,401,78,67221,0,5832,2425,2194
,401079,401,79,68094,0,5908,2457,2223
,401080,401,80,68967,0,5984,2488,2251
,401081,401,81,69840,0,6060,2520,2280
,401082,401,82,70713,0,6135,2551,2308
,401083,401,83,71586,0,6211,2583,2337
,401084,401,84,72459,0,6287,2614,2365
,401085,401,85,73332,0,6363,2646,2394
,401086,401,86,74205,0,6438,2677,2422
,401087,401,87,75078,0,6514,2709,2451
,401088,401,88,75951,0,6590,2740,2479
,401089,401,89,76824,0,6666,2772,2508
,401090,401,90,77697,0,6741,2803,2536
,401091,401,91,78570,0,6817,2835,2565
,401092,401,92,79443,0,6893,2866,2593
,401093,401,93,80316,0,6969,2898,2622
,401094,401,94,81189,0,7044,2929,2650
,401095,401,95,82062,0,7120,2961,2679
,401096,401,96,82935,0,7196,2992,2707
,401097,401,97,83808,0,7272,3024,2736
,401098,401,98,84681,0,7347,3055,2764
,401099,401,99,85554,0,7423,3087,2793
,401100,401,100,86427,0,7499,3118,2821
