,required,required,required,required,required,optional,optional,repeated,required,required,required,repeated,required,required,required,required,required,repeated,required,repeated,required,required,required,required,required,required,required,required,required,required,required,required,required,optional,optional
,104061,,10406,1,24,0,0,0,52000,0,1,1040601;1040602,0,0,0,0,0,,0,10406,0,0,250,1,0,0,0,0,0,0,0,0,0,0,0
,104071,,10407,1,30,0,0,1,0,0,0,1040701;1040702,0,0,0,0,0,101001,1,,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,0
,104081,,10408,1,70,0,0,0,70000,0,0,,0,0,0,0,0,,0,10409,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,0
,104101,,10410,1,50,0,0,0,0,0,0,,0,0,0,0,0,,0,10430;10431,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,104111,,10411,1,51,0,0,0,0,0,0,,0,0,0,0,0,,0,10433,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,104121,,10412,1,52,0,0,0,0,0,0,,0,0,0,0,0,,0,10434,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,104131,,10413,1,53,0,0,0,0,0,0,,0,0,0,0,0,,0,10435,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,108011,,10801,1,11,0,0,0,0,0,0,1080101,0,0,0,0,0,,0,,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0
,108021,,10802,1,12,0,0,0,0,0,0,1080201,0,0,0,0,0,,0,,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0
,108031,,10803,1,21,0,0,0,24000,0,0,1080301,0,0,0,0,0,200501,1,10801,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0
,108041,,10804,1,22,0,0,0,30000,0,0,1080401,0,0,0,0,0,200501,1,10802,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0
,108051,,10805,1,23,0,0,0,38000,0,0,1080501,0,0,0,0,0,200501;200502,1,,0,0,200,1,0,0,0,0,0,0,0,0,0,0,0
,108061,,10806,1,24,0,0,0,48000,0,0,1080601,0,0,0,0,0,200501,1,10804,0,0,250,1,0,0,0,0,0,0,0,0,0,0,0
,108071,,10807,1,30,0,0,1,0,0,0,1080701,0,0,0,0,0,,0,10805;10807;10806,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,0
,108081,,10808,1,70,0,0,0,80000,0,0,,0,0,0,0,0,,0,10825,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,0
,108101,,10810,1,50,0,0,0,0,0,0,,0,0,0,0,0,,0,10830;10832,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,108111,,10811,1,51,0,0,0,0,0,0,,0,0,0,0,0,,0,10834,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,108121,,10812,1,52,0,0,0,0,0,0,,0,0,0,0,0,,0,10835,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,108131,,10813,1,53,0,0,0,0,0,0,,0,0,0,0,0,,0,10836,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,108211,,10821,1,11,0,0,0,0,0,0,1082101,0,0,0,0,0,,0,,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0
,108221,,10822,1,12,0,0,0,0,0,0,1082201,0,0,0,0,0,,0,,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0
,108231,,10823,1,21,0,0,0,24000,0,0,1082301,0,0,0,0,0,201801,1,10812,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0
,108241,,10824,1,22,0,0,0,30000,0,0,1082401,0,0,0,0,0,,0,10812;10813,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0
,108251,,10825,1,23,0,0,0,38000,0,0,1082501,0,0,0,0,0,,0,10812;10815,0,0,200,1,0,0,0,0,0,0,0,0,0,0,0
,108261,,10826,1,24,0,0,0,48000,0,0,1082601,0,0,0,0,0,,0,10812;10820,0,0,250,1,0,0,0,0,0,0,0,0,0,0,0
,108271,,10827,1,30,0,0,1,0,0,0,1082701,0,0,0,0,0,,0,10812;10822;10823,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,0
,105011,,10501,1,11,0,0,0,0,0,0,1050101,0,0,0,0,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,105021,,10502,1,12,0,0,0,0,0,0,1050201,0,0,0,0,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,105031,,10503,1,21,0,0,0,0,0,0,1050301,3000,1,6,0,0,,0,,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0
,105041,,10504,1,22,0,0,0,0,0,0,1050401,0,0,1,0,0,,0,10503,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0
,105051,,10505,1,23,0,0,0,0,0,0,1050501,3000,1,1,0,0,,0,10504,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0
,105061,,10506,1,24,0,0,0,0,0,0,1050601,0,0,1,0,0,300001;300001;300002;300002,1,10506,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0
,105071,,10507,1,30,0,0,1,0,0,0,1050701,0,0,0,0,0,,0,10508,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,1
,105081,,10508,1,70,0,0,0,80000,0,0,,0,0,0,0,0,,0,10509;10510,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,0
,105101,,10510,1,50,0,0,0,0,0,0,,0,0,0,0,0,,0,10501;10502;10530;10531,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,105111,,10511,1,51,0,0,0,0,0,0,,0,0,0,0,0,,0,10532,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,105121,,10512,1,52,0,0,0,0,0,0,,0,0,0,0,0,,0,10533,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,105131,,10513,1,53,0,0,0,0,0,0,,0,0,0,0,0,,0,10534;10535,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,106011,,10601,1,11,0,0,0,0,0,0,1060101,0,0,0,0,0,,0,,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0
,106021,,10602,1,12,0,0,0,0,0,0,1060201,0,0,0,0,0,,0,,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0
,106031,,10603,1,21,0,0,0,26000,0,0,1060301,0,0,0,0,0,201301;201301;201301,0,,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0
,106041,,10604,1,22,0,0,0,34000,0,0,1060401;1060402,0,0,0,0,0,201301;201301;201302;201302;201302,0,10601,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0
,106051,,10605,1,23,0,0,0,42000,0,0,1060501,0,0,0,0,0,,0,10602,0,0,200,1,0,0,0,0,0,0,0,0,0,0,0
,106061,,10606,1,24,0,0,0,0,0,0,1060601,0,0,4,0,0,201301,1,10603,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0
,106071,,10607,1,30,0,0,1,0,0,0,1060701;1060702;1060703,0,0,0,0,0,,0,10604;10605;10606;10607,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,0
,106081,,10608,1,70,0,0,0,60000,0,0,,0,0,0,0,0,,0,10630;10631;10612,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,0
,106101,,10610,1,50,0,0,0,0,0,0,,0,0,0,0,0,,0,10630;10631,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,106111,,10611,1,51,0,0,0,0,0,0,,0,0,0,0,0,,0,10632,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,106121,,10612,1,52,0,0,0,0,0,0,,0,0,0,0,0,,0,10633;10634,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,106131,,10613,1,53,0,0,0,0,0,0,,0,0,0,0,0,,0,10635,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,101032,,10103,2,21,0,0,0,24000,0,0,1010301;1010302;1010303,0,0,0,0,0,,0,10101,0,0,150,1,10000,3030013,1,0,0,0,0,0,0,0,0
,101042,,10104,2,22,0,0,0,30000,0,0,1010401;1010402;1010403;1010404;1010405;1010406,0,0,0,0,0,100101,1,,0,0,150,1,10000,3030013,1,0,0,0,0,0,0,0,0
,101052,,10105,2,23,0,0,0,36000,0,0,1010501;1010502;1010503;1010504,0,0,0,0,0,100301,1,,0,0,200,1,10000,3030013,1,0,0,0,0,0,0,0,0
,101062,,10106,2,24,0,0,0,42000,0,0,1010601;1010602;1010603;1010604;1010605;1010606,0,0,0,0,0,,0,10102,0,0,200,1,10000,3030013,1,0,0,0,0,0,0,0,0
,101072,,10107,2,30,0,0,1,0,0,0,1010701;1010702,0,0,0,0,0,201001,0,10160,0,1000,0,1,10000,3030013,1,0,0,0,0,0,0,0,0
,201032,,20103,2,21,0,0,0,24000,0,0,2010301;2010302;2010303,0,0,0,0,0,,0,20101,0,0,180,1,10000,3030013,1,0,0,0,0,0,0,0,0
,201042,,20104,2,22,0,0,0,30000,0,0,2010401;2010402,0,0,0,0,0,200101;101901,1,,0,0,180,1,10000,3030013,1,0,0,0,0,0,0,0,0
,201052,,20105,2,23,0,0,0,36000,0,0,2010501;2010502;2010503;2010504,0,0,0,0,0,200101;200102,1,20102,0,0,250,1,10000,3030013,1,0,0,0,0,0,0,0,0
,201062,,20106,2,24,0,0,0,42000,0,0,2010601,0,0,0,0,0,,0,20160;20104,0,0,250,1,10000,3030013,1,0,0,0,0,0,0,0,1
,201072,,20107,2,30,0,0,1,0,0,1,2010701,0,0,0,0,0,,0,20166;20106,0,1000,0,1,10000,3030013,1,0,0,0,0,0,0,0,0
,301032,,30103,2,21,0,0,0,24000,0,0,3010301;3010302,0,0,0,0,0,,0,30101,0,0,150,1,10000,3030013,1,0,0,0,0,0,0,0,0
,301042,,30104,2,22,0,0,0,32000,0,0,3010401;3010402,0,0,0,0,0,,0,30102,0,0,150,1,10000,3030013,1,0,0,0,0,0,0,0,0
,301052,,30105,2,23,0,0,0,40000,0,0,3010501;3010502;3010503,0,0,0,0,0,,0,30103;30104,0,0,200,1,10000,3030013,1,0,0,0,0,0,0,0,0
,301062,,30106,2,24,0,0,0,48000,0,0,3010601,0,0,0,0,0,,0,30105,0,0,250,1,10000,3030013,1,0,0,0,0,0,0,0,0
,301072,,30107,2,30,0,0,1,0,0,0,3010701,0,0,0,0,0,,0,30160,0,1000,0,1,10000,3030013,1,0,0,0,0,0,0,0,0
,102032,,10203,2,21,0,0,0,24000,0,0,1020301;1020302,0,0,0,0,0,,0,10201,0,0,75,1,10000,3030013,1,0,0,0,0,0,0,0,0
,102042,,10204,2,22,0,0,0,32000,0,0,1020401;1020402;1020403,0,0,0,0,0,,0,10202,0,0,75,1,10000,3030013,1,0,0,0,0,0,0,0,0
,102052,,10205,2,23,0,0,0,40000,0,0,1020501;1020502,0,0,0,0,0,100101,1,10260,0,0,100,1,10000,3030013,1,0,0,0,0,0,0,0,0
,102062,,10206,2,24,0,0,0,55000,0,0,1020601;1020602,0,0,0,0,0,,0,10206,0,0,125,1,10000,3030013,1,0,0,0,0,0,0,0,0
,102072,,10207,2,30,0,0,11;12,0,0,0,1020701,0,0,0,0,0,,0,10210;10211,0,2000,0,1,10000,3030013,1,0,0,0,0,0,0,0,0
,102232,,10223,2,21,0,0,0,0,0,0,1022301,0,0,0,0,0,,0,,0,0,0,1,10000,3030013,1,0,0,0,0,0,0,0,0
,102242,,10224,2,22,0,0,0,0,0,0,1022401,0,0,0,0,0,,0,10215,0,0,0,1,10000,3030013,1,0,0,0,0,0,0,0,0
,102252,,10225,2,23,0,0,0,0,0,0,1022501,0,0,0,0,0,100101,1,,0,0,0,1,10000,3030013,1,0,0,0,0,0,0,0,0
,102262,,10226,2,24,0,0,0,0,0,0,1022601,0,0,0,0,0,,0,10216,0,0,0,1,10000,3030013,1,0,0,0,0,0,0,0,0
,302032,,30203,2,21,0,0,0,34000,0,0,3020301,0,0,0,0,0,,0,,0,0,40,1,10000,3030013,1,0,0,0,0,0,0,0,0
,302042,,30204,2,22,0,0,0,28000,0,0,3020401;3020402;3020403,0,0,0,0,0,,0,30202,0,0,150,1,10000,3030013,1,0,0,0,0,0,0,0,0
,302052,,30205,2,23,0,0,0,50000,0,0,3020501,0,0,0,0,0,101301,1,,0,0,200,1,10000,3030013,1,0,0,0,0,0,0,0,0
,302062,,30206,2,24,0,0,0,50000,0,0,3020601,0,0,0,0,0,100701,1,,0,0,200,1,10000,3030013,1,0,0,0,0,0,0,0,0
,302072,,30207,2,30,0,0,1,0,0,0,3020701,0,0,0,0,0,,0,30204;30260,0,1000,0,1,10000,3030013,1,0,0,0,0,0,0,0,0
,103032,,10303,2,21,0,0,0,24000,0,0,1030301;1030302;1030303,0,0,0,0,0,200201,1,,0,0,150,1,10000,3030013,1,0,0,0,0,0,0,0,0
,103042,,10304,2,22,0,0,0,30000,0,0,1030401;1030402;1030403,0,0,0,0,0,,0,10302,0,0,150,1,10000,3030013,1,0,0,0,0,0,0,0,0
,103052,,10305,2,23,0,0,0,36000,0,0,1030501;1030502;1030503;1030504,0,0,0,0,0,200301,1,10305,0,0,200,1,10000,3030013,1,0,0,0,0,0,0,0,0
,103062,,10306,2,24,0,0,0,42000,0,1,1030601,0,0,0,0,0,,0,10306,0,0,300,1,10000,3030013,1,0,0,0,0,0,0,0,0
,103072,,10307,2,30,0,0,1,0,0,1,1030701,0,0,0,0,0,200401,0,,0,1000,0,1,10000,3030013,1,0,0,0,0,0,0,0,0
,104032,,10403,2,21,0,0,0,22000,0,0,1040301;1040302,0,0,0,0,0,102901,1,,0,0,150,1,10000,3030013,1,0,0,0,0,0,0,0,0
,104042,,10404,2,22,0,0,0,32000,0,0,1040401;1040402;1040403,0,0,0,0,0,,0,10460,0,0,150,1,10000,3030013,1,0,0,0,0,0,0,0,0
,104052,,10405,2,23,0,0,0,42000,0,0,1040501;1040502;1040503,0,0,0,0,0,,0,10406,0,0,200,1,10000,3030013,1,0,0,0,0,0,0,0,0
,104062,,10406,2,24,0,0,0,52000,0,1,1040601;1040602,0,0,0,0,0,,0,10406,0,0,250,1,10000,3030013,1,0,0,0,0,0,0,0,0
,104072,,10407,2,30,0,0,1,0,0,0,1040701;1040702,0,0,0,0,0,101001,1,,0,1000,0,1,10000,3030013,1,0,0,0,0,0,0,0,0
,108032,,10803,2,21,0,0,0,24000,0,0,1080301,0,0,0,0,0,200501,1,10860,0,0,150,1,10000,3030013,1,0,0,0,0,0,0,0,0
,108042,,10804,2,22,0,0,0,30000,0,0,1080401,0,0,0,0,0,200501,1,10802,0,0,150,1,10000,3030013,1,0,0,0,0,0,0,0,0
,108052,,10805,2,23,0,0,0,38000,0,0,1080501,0,0,0,0,0,200501;200502,1,,0,0,200,1,10000,3030013,1,0,0,0,0,0,0,0,0
,108062,,10806,2,24,0,0,0,48000,0,0,1080601,0,0,0,0,0,200501,1,10804,0,0,250,1,10000,3030013,1,0,0,0,0,0,0,0,0
,108072,,10807,2,30,0,0,1,0,0,0,1080701,0,0,0,0,0,,0,10805;10807;10866,0,1000,0,1,10000,3030013,1,0,0,0,0,0,0,0,0
,108232,,10823,2,21,0,0,0,24000,0,0,1082301,0,0,0,0,0,201801,1,10872,0,0,150,1,10000,3030013,1,0,0,0,0,0,0,0,0
,108242,,10824,2,22,0,0,0,30000,0,0,1082401,0,0,0,0,0,,0,10872;10813,0,0,150,1,10000,3030013,1,0,0,0,0,0,0,0,0
,108252,,10825,2,23,0,0,0,38000,0,0,1082501,0,0,0,0,0,,0,10872;10815,0,0,200,1,10000,3030013,1,0,0,0,0,0,0,0,0
,108262,,10826,2,24,0,0,0,48000,0,0,1082601,0,0,0,0,0,,0,10872;10820,0,0,250,1,10000,3030013,1,0,0,0,0,0,0,0,0
,108272,,10827,2,30,0,0,1,0,0,0,1082701,0,0,0,0,0,,0,10872;10822;10823,0,1000,0,1,10000,3030013,1,0,0,0,0,0,0,0,0
,105032,,10503,2,21,0,0,0,0,0,0,1050301,3000,1,6,0,0,,0,,0,0,100,1,10000,3030013,1,0,0,0,0,0,0,0,0
,105042,,10504,2,22,0,0,0,0,0,0,1050401,0,0,1,0,0,,0,10503,0,0,100,1,10000,3030013,1,0,0,0,0,0,0,0,0
,105052,,10505,2,23,0,0,0,0,0,0,1050501,3000,1,1,0,0,,0,10560,0,0,100,1,10000,3030013,1,0,0,0,0,0,0,0,0
,105062,,10506,2,24,0,0,0,0,0,0,1050601,0,0,1,0,0,300001;300001;300002;300002,1,10572,0,0,150,1,10000,3030013,1,0,0,0,0,0,0,0,0
,105072,,10507,2,30,0,0,1,0,0,0,1050701,0,0,0,0,0,,0,10508,0,1000,0,1,10000,3030013,1,0,0,0,0,0,0,0,1
,106032,,10603,2,21,0,0,0,26000,0,0,1060301,0,0,0,0,0,201301;201301;201301,0,,0,0,150,1,10000,3030013,1,0,0,0,0,0,0,0,0
,106042,,10604,2,22,0,0,0,34000,0,0,1060401;1060402,0,0,0,0,0,201301;201301;201302;201302;201302,0,10601,0,0,150,1,10000,3030013,1,0,0,0,0,0,0,0,0
,106052,,10605,2,23,0,0,0,42000,0,0,1060501,0,0,0,0,0,,0,10602,0,0,200,1,10000,3030013,1,0,0,0,0,0,0,0,0
,106062,,10606,2,24,0,0,0,0,0,0,1060601,0,0,4,0,0,201301,1,10603,0,0,100,1,10000,3030013,1,0,0,0,0,0,0,0,0
,106072,,10607,2,30,0,0,1,0,0,0,1060701;1060702;1060703,0,0,0,0,0,,0,10604;10605;10606;10607,0,1000,0,1,10000,3030013,1,0,0,0,0,0,0,0,0
,101033,,10103,3,21,0,0,0,24000,0,0,1010301;1010302;1010303,0,0,0,0,0,,0,10101,0,0,150,1,50000,3030013,3,0,0,0,0,0,0,0,0
,101043,,10104,3,22,0,0,0,30000,0,0,1010401;1010402;1010403;1010404;1010405;1010406,0,0,0,0,0,100101,1,,0,0,150,1,50000,3030013,3,0,0,0,0,0,0,0,0
,101053,,10105,3,23,0,0,0,36000,0,0,1010501;1010502;1010503;1010504,0,0,0,0,0,100301,1,,0,0,200,1,50000,3030013,3,0,0,0,0,0,0,0,0
,101063,,10106,3,24,0,0,0,42000,0,0,1010601;1010602;1010603;1010604;1010605;1010606,0,0,0,0,0,,0,10102,0,0,200,1,50000,3030013,3,0,0,0,0,0,0,0,0
,101073,,10107,3,30,0,0,1,0,0,0,1010701;1010702,0,0,0,0,0,201001,0,10161,0,1000,0,1,50000,3030013,3,0,0,0,0,0,0,0,0
,201033,,20103,3,21,0,0,0,24000,0,0,2010301;2010302;2010303,0,0,0,0,0,,0,20101,0,0,180,1,50000,3030013,3,0,0,0,0,0,0,0,0
,201043,,20104,3,22,0,0,0,30000,0,0,2010401;2010402,0,0,0,0,0,200101;101901,1,,0,0,180,1,50000,3030013,3,0,0,0,0,0,0,0,0
,201053,,20105,3,23,0,0,0,36000,0,0,2010501;2010502;2010503;2010504,0,0,0,0,0,200101;200102,1,20102,0,0,250,1,50000,3030013,3,0,0,0,0,0,0,0,0
,201063,,20106,3,24,0,0,0,42000,0,0,2010601,0,0,0,0,0,,0,20161;20104,0,0,250,1,50000,3030013,3,0,0,0,0,0,0,0,1
,201073,,20107,3,30,0,0,1,0,0,1,2010701,0,0,0,0,0,,0,20167;20106,0,1000,0,1,50000,3030013,3,0,0,0,0,0,0,0,0
,301033,,30103,3,21,0,0,0,24000,0,0,3010301;3010302,0,0,0,0,0,,0,30101,0,0,150,1,50000,3030013,3,0,0,0,0,0,0,0,0
,301043,,30104,3,22,0,0,0,32000,0,0,3010401;3010402,0,0,0,0,0,,0,30102,0,0,150,1,50000,3030013,3,0,0,0,0,0,0,0,0
,301053,,30105,3,23,0,0,0,40000,0,0,3010501;3010502;3010503,0,0,0,0,0,,0,30103;30104,0,0,200,1,50000,3030013,3,0,0,0,0,0,0,0,0
,301063,,30106,3,24,0,0,0,48000,0,0,3010601,0,0,0,0,0,,0,30105,0,0,250,1,50000,3030013,3,0,0,0,0,0,0,0,0
,301073,,30107,3,30,0,0,1,0,0,0,3010701,0,0,0,0,0,,0,30161,0,1000,0,1,50000,3030013,3,0,0,0,0,0,0,0,0
,102033,,10203,3,21,0,0,0,24000,0,0,1020301;1020302,0,0,0,0,0,,0,10201,0,0,75,1,50000,3030013,3,0,0,0,0,0,0,0,0
,102043,,10204,3,22,0,0,0,32000,0,0,1020401;1020402;1020403,0,0,0,0,0,,0,10202,0,0,75,1,50000,3030013,3,0,0,0,0,0,0,0,0
,102053,,10205,3,23,0,0,0,40000,0,0,1020501;1020502,0,0,0,0,0,100101,1,10261,0,0,100,1,50000,3030013,3,0,0,0,0,0,0,0,0
,102063,,10206,3,24,0,0,0,55000,0,0,1020601;1020602,0,0,0,0,0,,0,10206,0,0,125,1,50000,3030013,3,0,0,0,0,0,0,0,0
,102073,,10207,3,30,0,0,11;12,0,0,0,1020701,0,0,0,0,0,,0,10210;10211,0,2000,0,1,50000,3030013,3,0,0,0,0,0,0,0,0
,102233,,10223,3,21,0,0,0,0,0,0,1022301,0,0,0,0,0,,0,,0,0,0,1,50000,3030013,3,0,0,0,0,0,0,0,0
,102243,,10224,3,22,0,0,0,0,0,0,1022401,0,0,0,0,0,,0,10215,0,0,0,1,50000,3030013,3,0,0,0,0,0,0,0,0
,102253,,10225,3,23,0,0,0,0,0,0,1022501,0,0,0,0,0,100101,1,,0,0,0,1,50000,3030013,3,0,0,0,0,0,0,0,0
,102263,,10226,3,24,0,0,0,0,0,0,1022601,0,0,0,0,0,,0,10216,0,0,0,1,50000,3030013,3,0,0,0,0,0,0,0,0
,302033,,30203,3,21,0,0,0,34000,0,0,3020301,0,0,0,0,0,,0,,0,0,40,1,50000,3030013,3,0,0,0,0,0,0,0,0
,302043,,30204,3,22,0,0,0,28000,0,0,3020401;3020402;3020403,0,0,0,0,0,,0,30202,0,0,150,1,50000,3030013,3,0,0,0,0,0,0,0,0
,302053,,30205,3,23,0,0,0,50000,0,0,3020501,0,0,0,0,0,101301,1,,0,0,200,1,50000,3030013,3,0,0,0,0,0,0,0,0
,302063,,30206,3,24,0,0,0,50000,0,0,3020601,0,0,0,0,0,100701,1,,0,0,200,1,50000,3030013,3,0,0,0,0,0,0,0,0
,302073,,30207,3,30,0,0,1,0,0,0,3020701,0,0,0,0,0,,0,30204;30261,0,1000,0,1,50000,3030013,3,0,0,0,0,0,0,0,0
,103033,,10303,3,21,0,0,0,24000,0,0,1030301;1030302;1030303,0,0,0,0,0,200201,1,,0,0,150,1,50000,3030013,3,0,0,0,0,0,0,0,0
,103043,,10304,3,22,0,0,0,30000,0,0,1030401;1030402;1030403,0,0,0,0,0,,0,10302,0,0,150,1,50000,3030013,3,0,0,0,0,0,0,0,0
,103053,,10305,3,23,0,0,0,36000,0,0,1030501;1030502;1030503;1030504,0,0,0,0,0,200301,1,10305,0,0,200,1,50000,3030013,3,0,0,0,0,0,0,0,0
,103063,,10306,3,24,0,0,0,42000,0,1,1030601,0,0,0,0,0,,0,10306,0,0,300,1,50000,3030013,3,0,0,0,0,0,0,0,0
,103073,,10307,3,30,0,0,1,0,0,1,1030701,0,0,0,0,0,200401,0,,0,1000,0,1,50000,3030013,3,0,0,0,0,0,0,0,0
,104033,,10403,3,21,0,0,0,22000,0,0,1040301;1040302,0,0,0,0,0,102901,1,,0,0,150,1,50000,3030013,3,0,0,0,0,0,0,0,0
,104043,,10404,3,22,0,0,0,32000,0,0,1040401;1040402;1040403,0,0,0,0,0,,0,10461,0,0,150,1,50000,3030013,3,0,0,0,0,0,0,0,0
,104053,,10405,3,23,0,0,0,42000,0,0,1040501;1040502;1040503,0,0,0,0,0,,0,10406,0,0,200,1,50000,3030013,3,0,0,0,0,0,0,0,0
,104063,,10406,3,24,0,0,0,52000,0,1,1040601;1040602,0,0,0,0,0,,0,10406,0,0,250,1,50000,3030013,3,0,0,0,0,0,0,0,0
,104073,,10407,3,30,0,0,1,0,0,0,1040701;1040702,0,0,0,0,0,101001,1,,0,1000,0,1,50000,3030013,3,0,0,0,0,0,0,0,0
,108033,,10803,3,21,0,0,0,24000,0,0,1080301,0,0,0,0,0,200501,1,10861,0,0,150,1,50000,3030013,3,0,0,0,0,0,0,0,0
,108043,,10804,3,22,0,0,0,30000,0,0,1080401,0,0,0,0,0,200501,1,10802,0,0,150,1,50000,3030013,3,0,0,0,0,0,0,0,0
,108053,,10805,3,23,0,0,0,38000,0,0,1080501,0,0,0,0,0,200501;200502,1,,0,0,200,1,50000,3030013,3,0,0,0,0,0,0,0,0
,108063,,10806,3,24,0,0,0,48000,0,0,1080601,0,0,0,0,0,200501,1,10804,0,0,250,1,50000,3030013,3,0,0,0,0,0,0,0,0
,108073,,10807,3,30,0,0,1,0,0,0,1080701,0,0,0,0,0,,0,10805;10807;10867,0,1000,0,1,50000,3030013,3,0,0,0,0,0,0,0,0
,108233,,10823,3,21,0,0,0,24000,0,0,1082301,0,0,0,0,0,201801,1,10873,0,0,150,1,50000,3030013,3,0,0,0,0,0,0,0,0
,108243,,10824,3,22,0,0,0,30000,0,0,1082401,0,0,0,0,0,,0,10873;10813,0,0,150,1,50000,3030013,3,0,0,0,0,0,0,0,0
,108253,,10825,3,23,0,0,0,38000,0,0,1082501,0,0,0,0,0,,0,10873;10815,0,0,200,1,50000,3030013,3,0,0,0,0,0,0,0,0
,108263,,10826,3,24,0,0,0,48000,0,0,1082601,0,0,0,0,0,,0,10873;10820,0,0,250,1,50000,3030013,3,0,0,0,0,0,0,0,0
,108273,,10827,3,30,0,0,1,0,0,0,1082701,0,0,0,0,0,,0,10873;10822;10823,0,1000,0,1,50000,3030013,3,0,0,0,0,0,0,0,0
,105033,,10503,3,21,0,0,0,0,0,0,1050301,3000,1,6,0,0,,0,,0,0,100,1,50000,3030013,3,0,0,0,0,0,0,0,0
,105043,,10504,3,22,0,0,0,0,0,0,1050401,0,0,1,0,0,,0,10503,0,0,100,1,50000,3030013,3,0,0,0,0,0,0,0,0
,105053,,10505,3,23,0,0,0,0,0,0,1050501,3000,1,1,0,0,,0,10562,0,0,100,1,50000,3030013,3,0,0,0,0,0,0,0,0
,105063,,10506,3,24,0,0,0,0,0,0,1050601,0,0,1,0,0,300001;300001;300002;300002,1,10574,0,0,150,1,50000,3030013,3,0,0,0,0,0,0,0,0
,105073,,10507,3,30,0,0,1,0,0,0,1050701,0,0,0,0,0,,0,10508,0,1000,0,1,50000,3030013,3,0,0,0,0,0,0,0,1
,106033,,10603,3,21,0,0,0,26000,0,0,1060301,0,0,0,0,0,201301;201301;201301,0,,0,0,150,1,50000,3030013,3,0,0,0,0,0,0,0,0
,106043,,10604,3,22,0,0,0,34000,0,0,1060401;1060402,0,0,0,0,0,201301;201301;201302;201302;201302,0,10601,0,0,150,1,50000,3030013,3,0,0,0,0,0,0,0,0
,106053,,10605,3,23,0,0,0,42000,0,0,1060501,0,0,0,0,0,,0,10602,0,0,200,1,50000,3030013,3,0,0,0,0,0,0,0,0
,106063,,10606,3,24,0,0,0,0,0,0,1060601,0,0,4,0,0,201301,1,10603,0,0,100,1,50000,3030013,3,0,0,0,0,0,0,0,0
,106073,,10607,3,30,0,0,1,0,0,0,1060701;1060702;1060703,0,0,0,0,0,,0,10604;10605;10606;10607,0,1000,0,1,50000,3030013,3,0,0,0,0,0,0,0,0
,101034,,10103,4,21,0,0,0,24000,0,0,1010301;1010302;1010303,0,0,0,0,0,,0,10101,0,0,150,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,101044,,10104,4,22,0,0,0,30000,0,0,1010401;1010402;1010403;1010404;1010405;1010406,0,0,0,0,0,100101,1,,0,0,150,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,101054,,10105,4,23,0,0,0,36000,0,0,1010501;1010502;1010503;1010504,0,0,0,0,0,100301,1,,0,0,200,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
