,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required
XP技能6级,20170,,10000,1,1,10,31,2,1,0,0,10,11,72,0,125,
XP技能7级,20171,,10000,1,1,10,31,2,1,0,0,10,11,72,0,150,
专属本命1级,20191,,10000,0,0,10,51,0,0,0,0,10,99,2019101,0,0,
专属本命2级,20192,,10000,0,0,10,51,0,0,0,0,10,21,200101,1,0,
专属本命3级,20193,,10000,0,0,10,51,0,0,0,0,10,21,200101,2,0,
技能1,30101,,10000,1,1,10,11,73,2,5000,0,10,31,0,2000,0,
技能2,30102,,10000,1,1,10,11,73,2,1000,0,10,11,73,5,1000,
技能3,30103,,10000,1,1,10,1,0,0,0,0,10,11,73,6,1000,
,30104,,10000,1,1,10,1,0,0,0,0,10,31,0,10000,0,
技能4,30105,,10000,1,1,10,102,73,4,500,0,10,40,24,6,10000,
XP技能,30106,,10000,1,1,10,102,73,4,2000,0,20,21,102101,1,0,
防守技能,30107,,10000,1,1,10,1,0,0,0,0,10,113,3,1,0,
,30108,,10000,1,1,20,40,0,0,0,0,10,11,72,0,100,
特性,30130,,10000,1,1,10,32,1,73,0,0,10,34,7500,15000,20,
突破1,30131,,10000,0,0,10,1,0,0,0,0,10,11,72,0,300,
突破2,30132,,10000,0,0,10,11,73,2,3000,0,10,36,0,3000,0,
天赋1,30133,,10000,1,1,10,42,0,1,1,0,10,11,73,5,1000,
天赋2,30134,,10000,1,1,10,40,1,1,1,0,10,99,30135,0,0,
,30135,,10000,1,1,10,102,73,4,500,0,10,40,2,6,10000,
天赋3,30136,,10000,1,1,10,1,0,0,0,0,10,112,30137,30107,0,
,30137,,10000,0,1,10,1,0,0,0,0,10,113,4,1,1000,
XP技能2级,30160,,10000,1,1,10,102,73,4,2200,0,20,21,102101,1,0,
XP技能3级,30161,,10000,1,1,10,102,73,4,2400,0,20,21,102101,1,0,
XP技能4级,30162,,10000,1,1,10,102,73,4,2600,0,20,21,102101,1,0,
XP技能5级,30163,,10000,1,1,10,102,73,4,2800,0,20,21,102101,1,0,
XP技能6级,30164,,10000,1,1,10,102,73,4,3000,0,20,21,102101,1,0,
XP技能7级,30165,,10000,1,1,10,102,73,4,3500,0,20,21,102101,1,0,
专属本命1级,30191,,10000,0,1,10,1,0,0,0,0,10,99,3019101,3019102,0,
专属本命2级,30192,,10000,0,1,10,1,0,0,0,0,10,99,3019201,3019202,0,
专属本命3级,30193,,10000,0,1,10,1,0,0,0,0,10,99,3019301,3019302,0,
技能1(配在特性上),30201,,10000,1,1,10,40,21,0,0,0,10,104,21,4,0,"0,999;10000,0;1000,1999;10000,10000,0;2000,2999;10000,10000,1000,0;3000,5000;10000,10000,10000,10000,0"
技能2,30202,,10000,1,1,20,24,1013,1,1,0,10,31,0,3000,0,
技能4,30203,,10000,1,1,10,40,0,0,0,0,20,103,73,3,3000,
XP技能,30204,,10000,1,1,10,1,0,0,0,0,10,11,73,5,1500,
XP技能,30205,,10000,1,1,20,62,1,0,0,0,10,31,0,2000,0,
防守技能,30206,,10000,1,1,10,1,0,0,0,0,10,11,12,0,2000,
特性,30230,,10000,0,1,10,31,3,1,0,0,10,11,72,0,50,
突破1,30231,,10000,0,0,10,1,0,0,0,0,10,11,72,0,300,
突破2,30232,,10000,0,0,10,44,70,0,0,0,10,21,102501,1,0,
天赋1,30233,,10000,0,0,10,44,21,0,0,0,10,55,5,10000,0,
天赋2,30234,,10000,0,1,10,52,0,0,0,0,11,99,30235,0,0,
,30235,,10000,1,1,11,62,1,0,0,0,11,21,102601,1,0,
天赋3,30236,,10000,1,1,10,44,24,0,0,0,20,21,102701,1,0,
XP技能2级,30260,,10000,1,1,20,62,1,0,0,0,10,31,0,2200,0,
XP技能3级,30261,,10000,1,1,20,62,1,0,0,0,10,31,0,2400,0,
XP技能4级,30262,,10000,1,1,20,62,1,0,0,0,10,31,0,2600,0,
XP技能5级,30263,,10000,1,1,20,62,1,0,0,0,10,31,0,2800,0,
XP技能6级,30264,,10000,1,1,20,62,1,0,0,0,10,31,0,3000,0,
XP技能7级,30265,,10000,1,1,20,62,1,0,0,0,10,31,0,3500,0,
专属本命1级,30291,,10000,1,1,20,62,1,0,0,0,10,56,1000,10,0,
专属本命2级,30292,,10000,1,1,20,62,1,0,0,0,10,56,1400,10,0,
专属本命3级,30293,,10000,1,1,20,62,1,0,0,0,10,56,2000,10,0,
技能1,40101,,10000,0,0,10,24,2009,1,1,0,10,123,2009,10,40102,
,40102,,2000,0,0,10,1,0,0,0,0,20,21,103801,1,0,
技能2,40103,,10000,0,0,10,24,2009,1,1,0,10,115,102401,102402,0,
,40104,,10000,0,0,10,24,2009,1,1,0,10,123,2009,10,40105,
,40105,,10000,0,0,10,1,0,0,0,0,10,31,0,3000,0,
技能3,40106,,10000,0,0,20,24,1024,1,1,0,10,99,40107,0,0,
,40107,,10000,0,0,10,44,0,0,0,0,10,54,5000,0,0,
,40108,,10000,0,0,20,24,1038,1,1,0,10,99,40109,0,0,
,40109,,10000,0,1,10,1,0,0,0,0,20,143,500,0,0,
,40110,,10000,0,0,10,24,1,1,0,0,10,123,2009,10,40111,1
,40111,,10000,0,0,10,44,0,0,0,0,10,11,72,0,200,
,40112,,10000,0,0,10,44,0,0,0,0,10,22,2009,1,0,
技能4,40113,,10000,0,0,10,24,1,1,0,0,10,123,2009,10,40114,1
,40114,,10000,0,0,0,1,0,0,0,0,20,140,2,10,40115,
,40115,,10000,0,0,0,1,0,0,0,0,10,31,0,3000,0,
XP技能,40116,,10000,0,0,10,24,2009,1,1,0,10,123,2009,10,40117,
,40117,,10000,0,0,10,1,0,0,0,0,10,31,0,3000,0,
防御技,40118,,10000,0,0,0,1,0,0,0,0,18,141,5000,0,0,
特性,40130,,10000,0,0,10,21,2009,0,0,0,10,40,24,1,10000,
突破1,40131,,10000,0,0,10,1,0,0,0,0,10,11,72,0,300,
突破2,40132,,10000,0,0,10,40,21,0,0,0,10,115,200901,200902,0,
天赋1,40133,,10000,0,0,10,40,24,0,0,0,10,31,0,2000,0,
,40134,,10000,0,0,10,40,24,0,0,0,10,44,2009,1,1000,
天赋2,40135,,5000,0,0,10,44,30,0,0,0,10,21,200901,1,0,
天赋3,40136,,10000,0,0,20,24,1024,1,1,0,10,11,14,0,5000,
专属本命 1级,40191,,10000,0,0,10,40,0,0,0,0,10,99,4019101,4019102,0,
专属本命 2级,40192,,10000,0,0,10,40,0,0,0,0,10,99,4019201,4019202,0,
专属本命 3级,40193,,10000,0,0,10,40,0,0,0,0,10,99,4019301,4019302,0,
暴击,103101,,10000,1,1,20,62,1,0,0,0,10,11,13,0,10000,
破击率,103102,,10000,1,1,20,62,1,0,0,0,10,11,18,0,5000,
暴击,104101,,10000,1,1,20,62,2,0,0,0,10,11,13,0,10000,
破击率,104102,,10000,1,1,20,62,2,0,0,0,10,11,18,0,5000,
无法使用换人,106101,,10000,1,1,0,1,0,0,0,0,40,42,80,0,0,
无法使用防守,106102,,10000,1,1,0,1,0,0,0,0,40,42,70,0,0,
受到伤害减少,109101,,10000,1,1,40,63,0,0,1,0,10,99,109102,109103,0,
敌方死亡人数大于2时,109102,,10000,1,1,0,1,0,0,0,0,10,31,0,5000,0,
造成伤害增加,109103,,10000,1,1,0,1,0,0,0,0,10,36,0,3000,0,
受到伤害减少,109104,,10000,1,1,40,63,0,1,2,0,10,99,109105,109106,0,
加血量上限,109105,,10000,1,1,0,1,0,0,0,0,10,31,0,10000,0,
加当前血量,109106,,10000,1,1,0,1,0,0,0,0,10,36,0,5000,0,
敌方死亡人数等于1时,111101,,10000,0,1,0,1,0,0,0,0,10,11,1,5,5000,
造成伤害增加,111102,,10000,0,1,0,1,0,0,0,0,10,11,73,5,5000,
高物攻,112101,,10000,0,1,0,1,0,0,0,0,10,11,2,5,3000,
高魔攻,112102,,10000,0,1,0,1,0,0,0,0,10,11,3,5,3000,
暴击,114101,,10000,0,1,0,1,1,0,0,0,10,11,13,0,8000,
暴击伤害,114102,,10000,0,1,0,1,1,0,0,0,10,11,14,0,0,
破击,114103,,10000,0,1,0,1,1,0,0,0,10,11,18,0,2000,
格挡,115101,,10000,0,1,0,1,1,0,0,0,10,11,16,0,5000,
格挡减伤,115102,,10000,0,1,0,1,1,0,0,0,10,11,17,0,0,
怪物自己每使用一次技能加一层免伤状态,119101,,10000,0,0,10,44,0,0,0,0,10,21,500601,1,0,
玩家每使用一个技能后消除一个状态,119102,,10000,0,0,20,44,0,0,0,0,10,22,500601,1,0,
奥义技能奥义消耗+1000,120101,,10000,1,0,0,1,0,0,0,0,40,43,30,1,1000,
防守技能奥义值消耗+1000,120102,,10000,1,0,0,1,0,0,0,0,40,43,70,1,1000,
换人技能奥义值消耗+1000,120103,,10000,1,0,0,1,0,0,0,0,20,43,80,1,1000,
无法使用奥义技能,121101,,10000,1,1,0,1,0,0,0,0,10,42,30,0,0,
负抗300冰,123101,,10000,0,1,0,1,0,0,0,0,10,11,51,1,30000,
正抗火100,123102,,10000,0,1,0,1,0,0,0,0,10,11,52,0,10000,
负抗300火,124101,,10000,0,1,0,1,0,0,0,0,10,11,52,1,30000,
正抗冰100,124102,,10000,0,1,0,1,0,0,0,0,10,11,51,0,10000,
负抗300光,125101,,10000,0,1,0,1,0,0,0,0,10,11,53,1,30000,
正抗暗100,125102,,10000,0,1,0,1,0,0,0,0,10,11,54,0,10000,
负抗300暗,126101,,10000,0,1,0,1,0,0,0,0,10,11,54,1,30000,
正抗光100,126102,,10000,0,1,0,1,0,0,0,0,10,11,53,0,10000,
尸毒，使用技能损血,131101,,10000,0,0,10,40,0,0,0,0,10,11,73,6,1000,
超级尸毒，使用技能损血,132101,,10000,0,0,10,40,0,0,0,0,10,11,73,6,2000,
封印所有技能,134101,,10000,1,1,0,1,0,0,0,0,10,42,4,0,0,
,301001,,10000,0,1,0,1,0,0,0,0,20,11,4,6,10000,
,301002,,10000,0,1,0,1,0,0,0,0,20,11,5,6,10000,
,301003,,10000,0,1,0,1,0,0,0,0,20,11,32,6,10000,
,405101,,10000,0,1,10,1,0,0,0,0,10,11,4,0,300,
,405102,,10000,0,1,10,1,0,0,0,0,10,11,5,0,300,
,405201,,10000,0,1,10,1,0,0,0,0,10,11,4,0,500,
,405202,,10000,0,1,10,1,0,0,0,0,10,11,5,0,500,
,405301,,10000,0,1,10,1,0,0,0,0,10,11,4,0,800,
,405302,,10000,0,1,10,1,0,0,0,0,10,11,5,0,800,
,431101,,10000,0,1,10,2,1,0,0,0,10,11,72,0,1000,
,431201,,10000,0,1,10,2,1,0,0,0,10,11,72,0,1100,
,431301,,10000,0,1,10,2,1,0,0,0,10,11,72,0,1200,
,433101,,10000,0,1,10,1,0,0,0,0,10,11,4,5,1500,
,433102,,10000,0,1,10,1,0,0,0,0,10,11,5,5,1500,
,433201,,10000,0,1,10,1,0,0,0,0,10,11,4,5,2100,
,433202,,10000,0,1,10,1,0,0,0,0,10,11,5,5,2100,
,433301,,10000,0,1,10,1,0,0,0,0,10,11,4,5,3000,
,433302,,10000,0,1,10,1,0,0,0,0,10,11,5,5,3000,
,435101,,10000,0,1,10,1,0,0,0,0,10,11,4,5,1000,
,435102,,10000,0,1,10,1,0,0,0,0,10,11,5,5,1000,
,435201,,10000,0,1,10,1,0,0,0,0,10,11,4,5,1500,
,435202,,10000,0,1,10,1,0,0,0,0,10,11,5,5,1500,
,435301,,10000,0,1,10,1,0,0,0,0,10,11,4,5,2000,
,435302,,10000,0,1,10,1,0,0,0,0,10,11,5,5,2000,
,442101,,10000,0,1,10,1,0,0,0,0,10,11,4,5,500,
,442102,,10000,0,1,10,1,0,0,0,0,10,11,5,5,500,
,442201,,10000,0,1,10,1,0,0,0,0,10,11,4,5,800,
,442202,,10000,0,1,10,1,0,0,0,0,10,11,5,5,800,
,442301,,10000,0,1,10,1,0,0,0,0,10,11,4,5,1200,
,442302,,10000,0,1,10,1,0,0,0,0,10,11,5,5,1200,
,443101,,4000,0,1,20,40,1,0,0,0,10,36,0,10000,0,
,443201,,7000,0,1,20,40,1,0,0,0,10,36,0,10000,0,
,443301,,10000,0,1,20,40,1,0,0,0,10,36,0,10000,0,
,448101,,10000,0,1,10,1,0,0,0,0,10,43,30,1,1000,
,448102,,10000,0,1,10,40,30,0,0,0,10,31,0,5000,0,
,448201,,10000,0,1,10,1,0,0,0,0,10,43,30,1,1000,
,448202,,10000,0,1,10,40,30,0,0,0,10,31,0,7000,0,
,448301,,10000,0,1,10,1,0,0,0,0,10,43,30,1,1000,
,448302,,10000,0,1,10,40,30,0,0,0,10,31,0,10000,0,
,451101,,10000,0,1,20,66,1,0,0,0,10,21,410301,1,0,
,451102,,10000,0,1,20,66,2,0,0,0,10,21,410301,1,0,
,451201,,10000,0,1,20,66,1,0,0,0,10,21,410302,1,0,
,451202,,10000,0,1,20,66,2,0,0,0,10,21,410302,1,0,
,451301,,10000,0,1,20,66,1,0,0,0,10,21,410303,1,0,
,451302,,10000,0,1,20,66,2,0,0,0,10,21,410303,1,0,
,461101,,10000,0,1,10,2,1,0,0,0,10,11,72,0,1200,
,461201,,10000,0,1,10,2,1,0,0,0,10,11,72,0,1300,
,461301,,10000,0,1,10,2,1,0,0,0,10,11,72,0,1400,
,481101,,10000,0,1,10,11,73,2,3000,0,20,11,2,5,800,
,481102,,10000,0,1,10,11,73,2,3000,0,20,11,3,5,800,
,481201,,10000,0,1,10,11,73,2,3000,0,20,11,2,5,1100,
,481202,,10000,0,1,10,11,73,2,3000,0,20,11,3,5,1100,
,481301,,10000,0,1,10,11,73,2,3000,0,20,11,2,5,1500,
,481302,,10000,0,1,10,11,73,2,3000,0,20,11,3,5,1500,
,507101,,10000,0,0,10,65,1,0,0,0,10,35,0,2500,0,
,507201,,10000,0,0,10,65,1,0,0,0,10,35,0,3200,0,
,507301,,10000,0,0,10,65,1,0,0,0,10,35,0,4000,0,
,507401,,10000,0,0,10,65,1,0,0,0,10,35,0,5000,0,
,507501,,10000,0,0,10,65,1,0,0,0,10,35,0,6000,0,
,508101,,10000,0,0,10,65,2,0,0,0,10,35,0,2500,0,
,508201,,10000,0,0,10,65,2,0,0,0,10,35,0,3200,0,
,508301,,10000,0,0,10,65,2,0,0,0,10,35,0,4000,0,
,508401,,10000,0,0,10,65,2,0,0,0,10,35,0,5000,0,
,508501,,10000,0,0,10,65,2,0,0,0,10,35,0,6000,0,
,509101,,10000,0,0,10,65,3,0,0,0,10,35,0,2500,0,
,509201,,10000,0,0,10,65,3,0,0,0,10,35,0,3200,0,
,509301,,10000,0,0,10,65,3,0,0,0,10,35,0,4000,0,
,509401,,10000,0,0,10,65,3,0,0,0,10,35,0,5000,0,
,509501,,10000,0,0,10,65,3,0,0,0,10,35,0,6000,0,
,510101,,10000,0,0,10,65,4,0,0,0,10,35,0,2500,0,
,510201,,10000,0,0,10,65,4,0,0,0,10,35,0,3200,0,
,510301,,10000,0,0,10,65,4,0,0,0,10,35,0,4000,0,
,510401,,10000,0,0,10,65,4,0,0,0,10,35,0,5000,0,
,510501,,10000,0,0,10,65,4,0,0,0,10,35,0,6000,0,
,511101,,10000,0,0,10,65,5,0,0,0,10,35,0,2500,0,
,511201,,10000,0,0,10,65,5,0,0,0,10,35,0,3200,0,
,511301,,10000,0,0,10,65,5,0,0,0,10,35,0,4000,0,
,511401,,10000,0,0,10,65,5,0,0,0,10,35,0,5000,0,
,511501,,10000,0,0,10,65,5,0,0,0,10,35,0,6000,0,
,512101,,10000,0,0,10,65,6,0,0,0,10,35,0,2500,0,
,512201,,10000,0,0,10,65,6,0,0,0,10,35,0,3200,0,
,512301,,10000,0,0,10,65,6,0,0,0,10,35,0,4000,0,
,512401,,10000,0,0,10,65,6,0,0,0,10,35,0,5000,0,
,512501,,10000,0,0,10,65,6,0,0,0,10,35,0,6000,0,
,526101,,10000,0,0,10,24,1008,1,1,0,10,35,0,1500,0,
,526201,,10000,0,0,10,24,1008,1,1,0,10,35,0,2000,0,
,526301,,10000,0,0,10,24,1008,1,1,0,10,35,0,2500,0,
,526401,,10000,0,0,10,24,1008,1,1,0,10,35,0,3000,0,
,526501,,10000,0,0,10,24,1008,1,1,0,10,35,0,4000,0,
,527101,,10000,0,0,10,24,1019,1,1,0,10,35,0,1500,0,
,527201,,10000,0,0,10,24,1019,1,1,0,10,35,0,2000,0,
,527301,,10000,0,0,10,24,1019,1,1,0,10,35,0,2500,0,
,527401,,10000,0,0,10,24,1019,1,1,0,10,35,0,3000,0,
,527501,,10000,0,0,10,24,1019,1,1,0,10,35,0,4000,0,
,529101,,10000,0,0,10,66,2,0,0,0,10,35,0,4000,0,
,529201,,10000,0,0,10,66,2,0,0,0,10,35,0,5000,0,
,529301,,10000,0,0,10,66,2,0,0,0,10,35,0,6000,0,
,529401,,10000,0,0,10,66,2,0,0,0,10,35,0,7200,0,
,529501,,10000,0,0,10,66,2,0,0,0,10,35,0,8500,0,
,544101,,10000,0,0,10,66,2,0,0,0,10,35,0,5500,0,
,544201,,10000,0,0,10,66,2,0,0,0,10,35,0,7000,0,
,544301,,10000,0,0,10,66,2,0,0,0,10,35,0,8500,0,
,544401,,10000,0,0,10,66,2,0,0,0,10,35,0,10000,0,
,544501,,10000,0,0,10,66,2,0,0,0,10,35,0,12000,0,
,545101,,10000,0,0,10,44,0,0,0,0,10,54,3000,0,0,
,545102,,10000,0,0,10,1,0,0,0,0,20,40,80,6,800,
,545201,,10000,0,0,10,44,0,0,0,0,10,54,3700,0,0,
,545202,,10000,0,0,10,1,0,0,0,0,20,40,80,6,1200,
,545301,,10000,0,0,10,44,0,0,0,0,10,54,4400,0,0,
,545302,,10000,0,0,10,1,0,0,0,0,20,40,80,6,1600,
,545401,,10000,0,0,10,44,0,0,0,0,10,54,5100,0,0,
,545402,,10000,0,0,10,1,0,0,0,0,10,40,80,6,2000,
,545501,,10000,0,0,10,44,0,0,0,0,10,54,6000,0,0,
,545502,,10000,0,0,10,1,0,0,0,0,10,40,80,6,2500,
,546101,,10000,0,0,10,1,0,0,0,0,10,42,80,0,0,
,546201,,10000,0,0,10,1,0,0,0,0,10,42,80,0,0,
,546301,,10000,0,0,10,1,0,0,0,0,10,42,80,0,0,
,546401,,10000,0,0,10,1,0,0,0,0,10,42,80,0,0,
,546501,,10000,0,0,10,1,0,0,0,0,10,42,80,0,0,
,547101,,10000,0,0,10,24,1008,1,1,0,10,35,0,3000,0,
,547102,,10000,0,0,10,24,1008,1,1,0,10,45,1008,13,1,
,547201,,10000,0,0,10,24,1008,1,1,0,10,35,0,3800,0,
,547202,,10000,0,0,10,24,1008,1,1,0,10,45,1008,13,2,
,547301,,10000,0,0,10,24,1008,1,1,0,10,35,0,4600,0,
,547302,,10000,0,0,10,24,1008,1,1,0,10,45,1008,13,3,
,547401,,10000,0,0,10,24,1008,1,1,0,10,35,0,5500,0,
,547402,,10000,0,0,10,24,1008,1,1,0,10,45,1008,13,4,
,547501,,10000,0,0,10,24,1008,1,1,0,10,35,0,6500,0,
,547502,,10000,0,0,10,24,1008,1,1,0,10,45,1008,13,5,
,548101,,10000,0,0,10,24,1019,1,1,0,10,35,0,3000,0,
,548102,,10000,0,0,10,24,1019,1,1,0,10,45,1019,13,1,
,548201,,10000,0,0,10,24,1019,1,1,0,10,35,0,3800,0,
,548202,,10000,0,0,10,24,1019,1,1,0,10,45,1019,13,2,
,548301,,10000,0,0,10,24,1019,1,1,0,10,35,0,4600,0,
,548302,,10000,0,0,10,24,1019,1,1,0,10,45,1019,13,3,
,548401,,10000,0,0,10,24,1019,1,1,0,10,35,0,5500,0,
,548402,,10000,0,0,10,24,1019,1,1,0,10,45,1019,13,4,
,548501,,10000,0,0,10,24,1019,1,1,0,10,35,0,6500,0,
,548502,,10000,0,0,10,24,1019,1,1,0,10,45,1019,13,5,
,549101,,10000,0,0,10,1,0,0,0,0,30,122,5,3500,0,
,549102,,10000,0,0,10,1,0,0,0,0,10,21,400501,1,0,
,549201,,10000,0,0,10,1,0,0,0,0,30,122,5,4200,0,
,549202,,10000,0,0,10,1,0,0,0,0,10,21,400502,1,0,
,549301,,10000,0,0,10,1,0,0,0,0,30,122,5,5000,0,
,549302,,10000,0,0,10,1,0,0,0,0,10,21,400501,1,0,
,549401,,10000,0,0,10,1,0,0,0,0,30,122,5,6000,0,
,549402,,10000,0,0,10,1,0,0,0,0,10,21,400504,1,0,
,549501,,10000,0,0,10,1,0,0,0,0,30,122,5,7000,0,
,549502,,10000,0,0,10,1,0,0,0,0,10,21,400501,1,0,
,551101,,10000,0,0,10,1,0,0,0,0,10,11,14,0,3800,
,551102,,10000,0,0,10,1,0,0,0,0,30,11,12,1,1000,
,551103,,10000,0,0,10,1,0,0,0,0,30,11,16,1,1000,
,551201,,10000,0,0,10,1,0,0,0,0,10,11,14,0,4500,
,551202,,10000,0,0,10,1,0,0,0,0,30,11,12,1,1500,
,551203,,10000,0,0,10,1,0,0,0,0,30,11,16,1,1500,
,551301,,10000,0,0,10,1,0,0,0,0,10,11,14,0,5200,
,551302,,10000,0,0,10,1,0,0,0,0,30,11,12,1,2000,
,551303,,10000,0,0,10,1,0,0,0,0,30,11,16,1,2000,
,551401,,10000,0,0,10,1,0,0,0,0,10,11,14,0,6000,
,551402,,10000,0,0,10,1,0,0,0,0,30,11,12,1,2500,
,551403,,10000,0,0,10,1,0,0,0,0,30,11,16,1,2500,
,551501,,10000,0,0,10,1,0,0,0,0,10,11,14,0,7500,
,551502,,10000,0,0,10,1,0,0,0,0,30,11,12,1,3000,
,551503,,10000,0,0,10,1,0,0,0,0,30,11,16,1,3000,
,552101,,10000,0,0,10,1,0,0,0,0,10,37,4000,0,0,
,552102,,10000,0,0,10,1,0,0,0,0,10,126,6,4000,0,
,552201,,10000,0,0,10,1,0,0,0,0,10,37,5000,0,0,
,552202,,10000,0,0,10,1,0,0,0,0,10,126,6,5000,0,
,552301,,10000,0,0,10,1,0,0,0,0,10,37,6000,0,0,
,552302,,10000,0,0,10,1,0,0,0,0,10,126,6,6500,0,
,552401,,10000,0,0,10,1,0,0,0,0,10,37,7200,0,0,
,552402,,10000,0,0,10,1,0,0,0,0,10,126,6,7000,0,
,552501,,10000,0,0,10,1,0,0,0,0,10,37,8500,0,0,
,552502,,10000,0,0,10,1,0,0,0,0,10,126,6,10000,0,
,1019101,,10000,1,1,10,44,0,0,0,0,10,40,5,1,10000,1
,1019201,,10000,1,1,10,44,0,0,0,0,10,40,5,1,15000,1
,1019301,,10000,1,1,10,44,0,0,0,0,10,40,5,1,20000,1
,1029101,,10000,0,1,10,1,0,0,0,0,10,11,13,0,1000,
,1029102,,10000,0,1,10,1,0,0,0,0,10,55,5,1000,0,
,1029201,,10000,0,1,10,1,0,0,0,0,10,11,13,0,1500,
,1029202,,10000,0,1,10,1,0,0,0,0,10,55,5,1200,0,
,1029301,,10000,0,1,10,1,0,0,0,0,10,11,13,0,2500,
,1029302,,10000,0,1,10,1,0,0,0,0,10,55,5,1500,0,
,1039101,,10000,1,1,10,2,1,0,0,0,10,21,201201,1,0,
,1039102,,10000,1,1,10,2,1,0,0,0,10,21,102801,1,0,
,1039201,,10000,1,1,10,1,0,0,0,0,10,21,201202,1,0,
,1039301,,10000,1,1,10,1,0,0,0,0,10,21,201203,1,0,
,1069101,,10000,0,0,10,1,0,0,0,0,10,40,80,1,1000,
,1069102,,10000,0,0,10,1,0,0,0,0,10,11,73,5,100,
,1069201,,10000,0,0,20,21,2013,0,0,0,10,40,80,1,1000,
,1069202,,10000,0,0,20,21,2013,0,0,0,10,11,73,5,100,
,1069301,,10000,0,0,20,21,2013,0,0,0,10,40,80,1,1000,
,1069302,,10000,0,0,20,21,2013,0,0,0,10,11,73,5,100,
,1079101,,10000,0,0,10,118,2014,2015,2016,2017,10,36,0,800,0,
,1079201,,10000,0,0,10,118,2014,2015,2016,2017,10,36,0,1200,0,
,1079301,,10000,0,0,10,118,2014,2015,2016,2017,10,36,0,2000,0,
,1089101,,10000,0,0,10,1,0,0,0,0,30,122,5,1000,0,
,1089201,,10000,0,0,10,1,0,0,0,0,30,122,5,1400,0,
,1089301,,10000,0,0,10,1,0,0,0,0,30,122,5,2000,0,
,2019101,,10000,0,0,10,2,1,0,0,0,10,21,200101,1,0,
,3019101,,10000,0,1,10,11,73,2,5000,0,10,11,13,0,500,
,3019102,,10000,0,1,10,11,73,2,2000,0,10,11,13,0,1000,
,3019201,,10000,0,1,10,11,73,2,5000,0,10,11,13,0,800,
,3019202,,10000,0,1,10,11,73,2,2000,0,10,11,13,0,1500,
,3019301,,10000,0,1,10,11,73,2,5000,0,10,11,13,0,1200,
,3019302,,10000,0,1,10,11,73,2,2000,0,10,11,13,0,2000,
,4019101,,10000,0,0,10,1,0,0,0,0,10,44,1024,1,1000,
,4019102,,10000,0,0,10,1,0,0,0,0,10,44,1038,1,1000,
,4019201,,10000,0,0,10,1,0,0,0,0,10,44,1024,1,1500,
,4019202,,10000,0,0,10,1,0,0,0,0,10,44,1038,1,1500,
,4019301,,10000,0,0,10,1,0,0,0,0,10,44,1024,1,3000,
,4019302,,10000,0,0,10,1,0,0,0,0,10,44,1038,1,3000,
,1601,,10000,0,0,10,1,0,0,0,0,10,36,0,5000,0,
,1602,,10000,0,0,10,1,0,0,0,0,10,31,0,10000,0,
,1603,,10000,1,1,10,44,0,0,0,0,10,99,160301,160302,0,
,160301,,10000,0,0,20,61,1,0,0,0,10,21,800014,1,0,
,160302,,10000,0,0,20,61,2,0,0,0,10,21,800015,1,0,
,160303,,10000,0,0,10,1,0,0,0,0,10,36,1,5000,0,
,160304,,10000,0,0,10,1,0,0,0,0,10,36,2,5000,0,
,1604,,10000,1,1,10,1,0,0,0,0,40,42,70,0,0,
,1605,,10000,1,1,10,1,0,0,0,0,40,42,80,0,0,
,1606,,10000,0,1,20,44,30,0,0,0,10,21,800016,1,0,
,160601,,10000,0,0,10,1,0,0,0,0,10,36,0,3000,0,
,160602,,10000,0,0,10,1,0,0,0,0,10,31,0,5000,0,
,1607,,10000,0,1,40,44,80,0,0,0,10,21,800016,1,0,
,1608,,10000,0,1,10,44,12,0,0,0,30,53,5000,0,0,
,1609,,1000,0,1,10,44,0,0,0,0,30,53,5000,0,0,
,1610,,10000,1,1,10,11,73,2,3000,0,10,99,161001,0,0,
,161001,,10000,0,0,10,44,0,0,0,0,10,11,73,5,5000,
,1611,,10000,0,0,10,1,0,0,0,0,10,99,161101,161102,0,
,161101,,10000,0,0,10,1,0,0,0,0,10,11,4,5,30000,
,161102,,10000,0,0,10,1,0,0,0,0,10,11,5,5,30000,
,1612,,10000,0,1,10,1,0,0,0,0,10,62,0,20000,0,
,1613,,10000,0,1,10,1,0,0,0,0,10,43,0,5,1,
,1614,,10000,0,1,10,44,12,0,0,0,10,21,800002,1,0,
,1615,,10000,1,0,10,1,0,0,0,0,10,99,161501,161502,161503,
,161501,,10000,0,0,10,44,0,0,0,0,10,21,800013,1,0,
,161502,,10000,0,0,20,44,2,0,0,0,10,22,800013,1,0,
,161503,,10000,0,0,20,44,30,0,0,0,10,22,800013,1,0,
,1616,,10000,0,0,10,31,3,1,0,0,10,21,800017,1,0,
,1617,,10000,1,1,10,31,2,1,0,0,10,21,800018,1,0,
,1618,,10000,1,1,10,1,0,0,0,0,10,99,161801,161802,0,
,161801,,10000,0,0,20,11,72,2,999,0,10,99,161803,161804,0,
,161802,,10000,0,0,20,11,72,2,1999,0,10,99,161803,161804,0,
,161803,,10000,0,0,10,1,0,0,0,0,10,36,0,3000,0,
,161804,,10000,0,0,10,1,0,0,0,0,10,31,0,3000,0,
,1619,,3000,1,1,10,40,0,0,0,0,20,40,2,0,5000,
,1620,,10000,1,1,10,44,0,0,0,0,10,99,162001,162002,0,
,162001,,10000,0,0,10,1,0,0,0,0,10,140,1,10,162003,
