,required,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional
,2030013,203,13,10,203010,1965,3000,3000,3000,0,0
,2030014,203,14,10,203010,1965,3000,3000,3000,0,0
,2030015,203,15,15,203015,2483,3000,3000,3000,0,0
,2030016,203,16,15,203015,2483,3000,3000,3000,0,0
,2030017,203,17,15,203015,2483,3000,3000,3000,0,0
,2030018,203,18,15,203015,2483,3000,3000,3000,0,0
,2030019,203,19,15,203015,2483,3000,3000,3000,0,0
,2030020,203,20,20,203020,3071,3000,3000,3000,0,0
,2030021,203,21,20,203020,3071,3000,3000,3000,0,0
,2030022,203,22,20,203020,3071,3000,3000,3000,0,0
,2030023,203,23,20,203020,3071,3000,3000,3000,0,0
,2030024,203,24,20,203020,3071,3000,3000,3000,0,0
,2030025,203,25,25,203025,3792,3000,3000,3000,0,0
,2030026,203,26,25,203025,3792,3000,3000,3000,0,0
,2030027,203,27,25,203025,3792,3000,3000,3000,0,0
,2030028,203,28,25,203025,3792,3000,3000,3000,0,0
,2030029,203,29,25,203025,3792,3000,3000,3000,0,0
,2030030,203,30,30,203030,4405,3000,3000,3000,0,0
,2030031,203,31,30,203030,4405,3000,3000,3000,0,0
,2030032,203,32,30,203030,4405,3000,3000,3000,0,0
,2030033,203,33,30,203030,4405,3000,3000,3000,0,0
,2030034,203,34,30,203030,4405,3000,3000,3000,0,0
,2030035,203,35,35,203035,5199,3000,3000,3000,0,0
,2030036,203,36,35,203035,5199,3000,3000,3000,0,0
,2030037,203,37,35,203035,5199,3000,3000,3000,0,0
,2030038,203,38,35,203035,5199,3000,3000,3000,0,0
,2030039,203,39,35,203035,5199,3000,3000,3000,0,0
,2030040,203,40,40,203040,5882,4000,4000,4000,0,0
,2030041,203,41,40,203040,5882,4000,4000,4000,0,0
,2030042,203,42,40,203040,5882,4000,4000,4000,0,0
,2030043,203,43,40,203040,5882,4000,4000,4000,0,0
,2030044,203,44,40,203040,5882,4000,4000,4000,0,0
,2030045,203,45,45,203045,6465,4000,4000,4000,0,0
,2030046,203,46,45,203045,6465,4000,4000,4000,0,0
,2030047,203,47,45,203045,6465,4000,4000,4000,0,0
,2030048,203,48,45,203045,6465,4000,4000,4000,0,0
,2030049,203,49,45,203045,6465,4000,4000,4000,0,0
,2030050,203,50,50,203050,7690,4000,4000,4000,0,0
,2030051,203,51,50,203050,7690,4000,4000,4000,0,0
,2030052,203,52,50,203050,7690,4000,4000,4000,0,0
,2030053,203,53,50,203050,7690,4000,4000,4000,0,0
,2030054,203,54,50,203050,7690,4000,4000,4000,0,0
,2030055,203,55,55,203055,8288,4000,4000,4000,0,0
,2030056,203,56,55,203055,8288,4000,4000,4000,0,0
,2030057,203,57,55,203055,8288,4000,4000,4000,0,0
,2030058,203,58,55,203055,8288,4000,4000,4000,0,0
,2030059,203,59,55,203055,8288,4000,4000,4000,0,0
,2030060,203,60,60,203060,8886,4000,4000,4000,0,0
,2030061,203,61,60,203060,8886,4000,4000,4000,0,0
,2030062,203,62,60,203060,8886,4000,4000,4000,0,0
,2030063,203,63,60,203060,8886,4000,4000,4000,0,0
,2030064,203,64,60,203060,8886,4000,4000,4000,0,0
,2030065,203,65,65,203065,9484,5000,5000,5000,0,0
,2030066,203,66,65,203065,9484,5000,5000,5000,0,0
,2030067,203,67,65,203065,9484,5000,5000,5000,0,0
,2030068,203,68,65,203065,9484,5000,5000,5000,0,0
,2030069,203,69,65,203065,9484,5000,5000,5000,0,0
,2030070,203,70,70,203070,11746,5000,5000,5000,0,0
,2030071,203,71,70,203070,11746,5000,5000,5000,0,0
,2030072,203,72,70,203070,11746,5000,5000,5000,0,0
,2030073,203,73,70,203070,11746,5000,5000,5000,0,0
,2030074,203,74,70,203070,11746,5000,5000,5000,0,0
,2030075,203,75,75,203075,12430,5000,5000,5000,0,0
,2030076,203,76,75,203075,12430,5000,5000,5000,0,0
,2030077,203,77,75,203075,12430,5000,5000,5000,0,0
,2030078,203,78,75,203075,12430,5000,5000,5000,0,0
,2030079,203,79,75,203075,12430,5000,5000,5000,0,0
,2030080,203,80,80,203080,13114,5000,5000,5000,0,0
,2030081,203,81,80,203080,13114,5000,5000,5000,0,0
,2030082,203,82,80,203080,13114,5000,5000,5000,0,0
,2030083,203,83,80,203080,13114,5000,5000,5000,0,0
,2030084,203,84,80,203080,13114,5000,5000,5000,0,0
,2030085,203,85,85,203085,13798,5000,5000,5000,0,0
,2030086,203,86,85,203085,13798,5000,5000,5000,0,0
,2030087,203,87,85,203085,13798,5000,5000,5000,0,0
,2030088,203,88,85,203085,13798,5000,5000,5000,0,0
,2030089,203,89,85,203085,13798,5000,5000,5000,0,0
,2030090,203,90,90,203090,14482,5000,5000,5000,0,0
,2030091,203,91,90,203090,14482,5000,5000,5000,0,0
,2030092,203,92,90,203090,14482,5000,5000,5000,0,0
,2030093,203,93,90,203090,14482,5000,5000,5000,0,0
,2030094,203,94,90,203090,14482,5000,5000,5000,0,0
,2030095,203,95,95,203095,15166,5000,5000,5000,0,0
,2030096,203,96,95,203095,15166,5000,5000,5000,0,0
,2030097,203,97,95,203095,15166,5000,5000,5000,0,0
,2030098,203,98,95,203095,15166,5000,5000,5000,0,0
,2030099,203,99,95,203095,15166,5000,5000,5000,0,0
,2030100,203,100,100,203100,15850,5000,5000,5000,0,0
,2030101,203,101,100,203100,15850,5000,5000,5000,0,0
,2030102,203,102,100,203100,15850,5000,5000,5000,0,0
,2030103,203,103,100,203100,15850,5000,5000,5000,0,0
,2030104,203,104,100,203100,15850,5000,5000,5000,0,0
,2040000,204,0,1,204001,1062,3000,3000,3000,0,0
,2040001,204,1,1,204001,1062,3000,3000,3000,0,0
,2040002,204,2,1,204001,1062,3000,3000,3000,0,0
,2040003,204,3,1,204001,1062,3000,3000,3000,0,0
,2040004,204,4,1,204001,1062,3000,3000,3000,0,0
,2040005,204,5,5,204005,1459,3000,3000,3000,0,0
,2040006,204,6,5,204005,1459,3000,3000,3000,0,0
,2040007,204,7,5,204005,1459,3000,3000,3000,0,0
,2040008,204,8,5,204005,1459,3000,3000,3000,0,0
,2040009,204,9,5,204005,1459,3000,3000,3000,0,0
,2040010,204,10,10,204010,1965,3000,3000,3000,0,0
,2040011,204,11,10,204010,1965,3000,3000,3000,0,0
,2040012,204,12,10,204010,1965,3000,3000,3000,0,0
,2040013,204,13,10,204010,1965,3000,3000,3000,0,0
,2040014,204,14,10,204010,1965,3000,3000,3000,0,0
,2040015,204,15,15,204015,2483,3000,3000,3000,0,0
,2040016,204,16,15,204015,2483,3000,3000,3000,0,0
,2040017,204,17,15,204015,2483,3000,3000,3000,0,0
,2040018,204,18,15,204015,2483,3000,3000,3000,0,0
,2040019,204,19,15,204015,2483,3000,3000,3000,0,0
,2040020,204,20,20,204020,3071,3000,3000,3000,0,0
,2040021,204,21,20,204020,3071,3000,3000,3000,0,0
,2040022,204,22,20,204020,3071,3000,3000,3000,0,0
,2040023,204,23,20,204020,3071,3000,3000,3000,0,0
,2040024,204,24,20,204020,3071,3000,3000,3000,0,0
,2040025,204,25,25,204025,3792,3000,3000,3000,0,0
,2040026,204,26,25,204025,3792,3000,3000,3000,0,0
,2040027,204,27,25,204025,3792,3000,3000,3000,0,0
,2040028,204,28,25,204025,3792,3000,3000,3000,0,0
,2040029,204,29,25,204025,3792,3000,3000,3000,0,0
,2040030,204,30,30,204030,4405,3000,3000,3000,0,0
,2040031,204,31,30,204030,4405,3000,3000,3000,0,0
,2040032,204,32,30,204030,4405,3000,3000,3000,0,0
,2040033,204,33,30,204030,4405,3000,3000,3000,0,0
,2040034,204,34,30,204030,4405,3000,3000,3000,0,0
,2040035,204,35,35,204035,5199,3000,3000,3000,0,0
,2040036,204,36,35,204035,5199,3000,3000,3000,0,0
,2040037,204,37,35,204035,5199,3000,3000,3000,0,0
,2040038,204,38,35,204035,5199,3000,3000,3000,0,0
,2040039,204,39,35,204035,5199,3000,3000,3000,0,0
,2040040,204,40,40,204040,5882,4000,4000,4000,0,0
,2040041,204,41,40,204040,5882,4000,4000,4000,0,0
,2040042,204,42,40,204040,5882,4000,4000,4000,0,0
,2040043,204,43,40,204040,5882,4000,4000,4000,0,0
,2040044,204,44,40,204040,5882,4000,4000,4000,0,0
,2040045,204,45,45,204045,6465,4000,4000,4000,0,0
,2040046,204,46,45,204045,6465,4000,4000,4000,0,0
,2040047,204,47,45,204045,6465,4000,4000,4000,0,0
,2040048,204,48,45,204045,6465,4000,4000,4000,0,0
,2040049,204,49,45,204045,6465,4000,4000,4000,0,0
,2040050,204,50,50,204050,7690,4000,4000,4000,0,0
,2040051,204,51,50,204050,7690,4000,4000,4000,0,0
,2040052,204,52,50,204050,7690,4000,4000,4000,0,0
,2040053,204,53,50,204050,7690,4000,4000,4000,0,0
,2040054,204,54,50,204050,7690,4000,4000,4000,0,0
,2040055,204,55,55,204055,8288,4000,4000,4000,0,0
,2040056,204,56,55,204055,8288,4000,4000,4000,0,0
,2040057,204,57,55,204055,8288,4000,4000,4000,0,0
,2040058,204,58,55,204055,8288,4000,4000,4000,0,0
,2040059,204,59,55,204055,8288,4000,4000,4000,0,0
,2040060,204,60,60,204060,8886,4000,4000,4000,0,0
,2040061,204,61,60,204060,8886,4000,4000,4000,0,0
,2040062,204,62,60,204060,8886,4000,4000,4000,0,0
,2040063,204,63,60,204060,8886,4000,4000,4000,0,0
,2040064,204,64,60,204060,8886,4000,4000,4000,0,0
,2040065,204,65,65,204065,9484,5000,5000,5000,0,0
,2040066,204,66,65,204065,9484,5000,5000,5000,0,0
,2040067,204,67,65,204065,9484,5000,5000,5000,0,0
,2040068,204,68,65,204065,9484,5000,5000,5000,0,0
,2040069,204,69,65,204065,9484,5000,5000,5000,0,0
,2040070,204,70,70,204070,11746,5000,5000,5000,0,0
,2040071,204,71,70,204070,11746,5000,5000,5000,0,0
,2040072,204,72,70,204070,11746,5000,5000,5000,0,0
,2040073,204,73,70,204070,11746,5000,5000,5000,0,0
,2040074,204,74,70,204070,11746,5000,5000,5000,0,0
,2040075,204,75,75,204075,12430,5000,5000,5000,0,0
,2040076,204,76,75,204075,12430,5000,5000,5000,0,0
,2040077,204,77,75,204075,12430,5000,5000,5000,0,0
,2040078,204,78,75,204075,12430,5000,5000,5000,0,0
,2040079,204,79,75,204075,12430,5000,5000,5000,0,0
,2040080,204,80,80,204080,13114,5000,5000,5000,0,0
,2040081,204,81,80,204080,13114,5000,5000,5000,0,0
,2040082,204,82,80,204080,13114,5000,5000,5000,0,0
,2040083,204,83,80,204080,13114,5000,5000,5000,0,0
,2040084,204,84,80,204080,13114,5000,5000,5000,0,0
,2040085,204,85,85,204085,13798,5000,5000,5000,0,0
,2040086,204,86,85,204085,13798,5000,5000,5000,0,0
,2040087,204,87,85,204085,13798,5000,5000,5000,0,0
,2040088,204,88,85,204085,13798,5000,5000,5000,0,0
,2040089,204,89,85,204085,13798,5000,5000,5000,0,0
,2040090,204,90,90,204090,14482,5000,5000,5000,0,0
,2040091,204,91,90,204090,14482,5000,5000,5000,0,0
,2040092,204,92,90,204090,14482,5000,5000,5000,0,0
,2040093,204,93,90,204090,14482,5000,5000,5000,0,0
,2040094,204,94,90,204090,14482,5000,5000,5000,0,0
,2040095,204,95,95,204095,15166,5000,5000,5000,0,0
,2040096,204,96,95,204095,15166,5000,5000,5000,0,0
,2040097,204,97,95,204095,15166,5000,5000,5000,0,0
,2040098,204,98,95,204095,15166,5000,5000,5000,0,0
,2040099,204,99,95,204095,15166,5000,5000,5000,0,0
,2040100,204,100,100,204100,15850,5000,5000,5000,0,0
,2040101,204,101,100,204100,15850,5000,5000,5000,0,0
,2040102,204,102,100,204100,15850,5000,5000,5000,0,0
,2040103,204,103,100,204100,15850,5000,5000,5000,0,0
,2040104,204,104,100,204100,15850,5000,5000,5000,0,0
,2050000,205,0,1,205001,1063,3000,3000,3000,0,0
,2050001,205,1,1,205001,1063,3000,3000,3000,0,0
,2050002,205,2,1,205001,1063,3000,3000,3000,0,0
,2050003,205,3,1,205001,1063,3000,3000,3000,0,0
,2050004,205,4,1,205001,1063,3000,3000,3000,0,0
,2050005,205,5,5,205005,1469,3000,3000,3000,0,0
,2050006,205,6,5,205005,1469,3000,3000,3000,0,0
,2050007,205,7,5,205005,1469,3000,3000,3000,0,0
,2050008,205,8,5,205005,1469,3000,3000,3000,0,0
,2050009,205,9,5,205005,1469,3000,3000,3000,0,0
,2050010,205,10,10,205010,1992,3000,3000,3000,0,0
,2050011,205,11,10,205010,1992,3000,3000,3000,0,0
,2050012,205,12,10,205010,1992,3000,3000,3000,0,0
,2050013,205,13,10,205010,1992,3000,3000,3000,0,0
,2050014,205,14,10,205010,1992,3000,3000,3000,0,0
,2050015,205,15,15,205015,2533,3000,3000,3000,0,0
,2050016,205,16,15,205015,2533,3000,3000,3000,0,0
,2050017,205,17,15,205015,2533,3000,3000,3000,0,0
,2050018,205,18,15,205015,2533,3000,3000,3000,0,0
,2050019,205,19,15,205015,2533,3000,3000,3000,0,0
,2050020,205,20,20,205020,3169,3000,3000,3000,0,0
,2050021,205,21,20,205020,3169,3000,3000,3000,0,0
,2050022,205,22,20,205020,3169,3000,3000,3000,0,0
,2050023,205,23,20,205020,3169,3000,3000,3000,0,0
,2050024,205,24,20,205020,3169,3000,3000,3000,0,0
,2050025,205,25,25,205025,3976,3000,3000,3000,0,0
,2050026,205,26,25,205025,3976,3000,3000,3000,0,0
,2050027,205,27,25,205025,3976,3000,3000,3000,0,0
,2050028,205,28,25,205025,3976,3000,3000,3000,0,0
,2050029,205,29,25,205025,3976,3000,3000,3000,0,0
,2050030,205,30,30,205030,4658,3000,3000,3000,0,0
,2050031,205,31,30,205030,4658,3000,3000,3000,0,0
,2050032,205,32,30,205030,4658,3000,3000,3000,0,0
,2050033,205,33,30,205030,4658,3000,3000,3000,0,0
,2050034,205,34,30,205030,4658,3000,3000,3000,0,0
,2050035,205,35,35,205035,5587,3000,3000,3000,0,0
,2050036,205,36,35,205035,5587,3000,3000,3000,0,0
,2050037,205,37,35,205035,5587,3000,3000,3000,0,0
,2050038,205,38,35,205035,5587,3000,3000,3000,0,0
,2050039,205,39,35,205035,5587,3000,3000,3000,0,0
,2050040,205,40,40,205040,6375,4000,4000,4000,0,0
,2050041,205,41,40,205040,6375,4000,4000,4000,0,0
,2050042,205,42,40,205040,6375,4000,4000,4000,0,0
,2050043,205,43,40,205040,6375,4000,4000,4000,0,0
,2050044,205,44,40,205040,6375,4000,4000,4000,0,0
,2050045,205,45,45,205045,7197,4000,4000,4000,0,0
,2050046,205,46,45,205045,7197,4000,4000,4000,0,0
,2050047,205,47,45,205045,7197,4000,4000,4000,0,0
,2050048,205,48,45,205045,7197,4000,4000,4000,0,0
,2050049,205,49,45,205045,7197,4000,4000,4000,0,0
,2050050,205,50,50,205050,9186,4000,4000,4000,0,0
,2050051,205,51,50,205050,9186,4000,4000,4000,0,0
,2050052,205,52,50,205050,9186,4000,4000,4000,0,0
,2050053,205,53,50,205050,9186,4000,4000,4000,0,0
,2050054,205,54,50,205050,9186,4000,4000,4000,0,0
,2050055,205,55,55,205055,10263,4000,4000,4000,0,0
,2050056,205,56,55,205055,10263,4000,4000,4000,0,0
,2050057,205,57,55,205055,10263,4000,4000,4000,0,0
,2050058,205,58,55,205055,10263,4000,4000,4000,0,0
,2050059,205,59,55,205055,10263,4000,4000,4000,0,0
,2050060,205,60,60,205060,11388,4000,4000,4000,0,0
,2050061,205,61,60,205060,11388,4000,4000,4000,0,0
,2050062,205,62,60,205060,11388,4000,4000,4000,0,0
,2050063,205,63,60,205060,11388,4000,4000,4000,0,0
,2050064,205,64,60,205060,11388,4000,4000,4000,0,0
,2050065,205,65,65,205065,12561,5000,5000,5000,0,0
,2050066,205,66,65,205065,12561,5000,5000,5000,0,0
,2050067,205,67,65,205065,12561,5000,5000,5000,0,0
,2050068,205,68,65,205065,12561,5000,5000,5000,0,0
,2050069,205,69,65,205065,12561,5000,5000,5000,0,0
,2050070,205,70,70,205070,17562,5000,5000,5000,0,0
,2050071,205,71,70,205070,17562,5000,5000,5000,0,0
,2050072,205,72,70,205070,17562,5000,5000,5000,0,0
,2050073,205,73,70,205070,17562,5000,5000,5000,0,0
,2050074,205,74,70,205070,17562,5000,5000,5000,0,0
,2050075,205,75,75,205075,19302,5000,5000,5000,0,0
,2050076,205,76,75,205075,19302,5000,5000,5000,0,0
,2050077,205,77,75,205075,19302,5000,5000,5000,0,0
,2050078,205,78,75,205075,19302,5000,5000,5000,0,0
,2050079,205,79,75,205075,19302,5000,5000,5000,0,0
,2050080,205,80,80,205080,21118,5000,5000,5000,0,0
,2050081,205,81,80,205080,21118,5000,5000,5000,0,0
,2050082,205,82,80,205080,21118,5000,5000,5000,0,0
,2050083,205,83,80,205080,21118,5000,5000,5000,0,0
,2050084,205,84,80,205080,21118,5000,5000,5000,0,0
,2050085,205,85,85,205085,23009,5000,5000,5000,0,0
,2050086,205,86,85,205085,23009,5000,5000,5000,0,0
,2050087,205,87,85,205085,23009,5000,5000,5000,0,0
,2050088,205,88,85,205085,23009,5000,5000,5000,0,0
,2050089,205,89,85,205085,23009,5000,5000,5000,0,0
,2050090,205,90,90,205090,24976,5000,5000,5000,0,0
,2050091,205,91,90,205090,24976,5000,5000,5000,0,0
,2050092,205,92,90,205090,24976,5000,5000,5000,0,0
,2050093,205,93,90,205090,24976,5000,5000,5000,0,0
,2050094,205,94,90,205090,24976,5000,5000,5000,0,0
,2050095,205,95,95,205095,27019,5000,5000,5000,0,0
,2050096,205,96,95,205095,27019,5000,5000,5000,0,0
,2050097,205,97,95,205095,27019,5000,5000,5000,0,0
,2050098,205,98,95,205095,27019,5000,5000,5000,0,0
,2050099,205,99,95,205095,27019,5000,5000,5000,0,0
,2050100,205,100,100,205100,29137,5000,5000,5000,0,0
,2050101,205,101,100,205100,29137,5000,5000,5000,0,0
,2050102,205,102,100,205100,29137,5000,5000,5000,0,0
,2050103,205,103,100,205100,29137,5000,5000,5000,0,0
,2050104,205,104,100,205100,29137,5000,5000,5000,0,0
,3010000,301,0,1,301001,1062,3000,3000,3000,0,0
,3010001,301,1,1,301001,1062,3000,3000,3000,0,0
,3010002,301,2,1,301001,1062,3000,3000,3000,0,0
,3010003,301,3,1,301001,1062,3000,3000,3000,0,0
,3010004,301,4,1,301001,1062,3000,3000,3000,0,0
,3010005,301,5,5,301005,1459,3000,3000,3000,0,0
,3010006,301,6,5,301005,1459,3000,3000,3000,0,0
,3010007,301,7,5,301005,1459,3000,3000,3000,0,0
,3010008,301,8,5,301005,1459,3000,3000,3000,0,0
,3010009,301,9,5,301005,1459,3000,3000,3000,0,0
,3010010,301,10,10,301010,1965,3000,3000,3000,0,0
,3010011,301,11,10,301010,1965,3000,3000,3000,0,0
,3010012,301,12,10,301010,1965,3000,3000,3000,0,0
,3010013,301,13,10,301010,1965,3000,3000,3000,0,0
,3010014,301,14,10,301010,1965,3000,3000,3000,0,0
,3010015,301,15,15,301015,2483,3000,3000,3000,0,0
,3010016,301,16,15,301015,2483,3000,3000,3000,0,0
,3010017,301,17,15,301015,2483,3000,3000,3000,0,0
,3010018,301,18,15,301015,2483,3000,3000,3000,0,0
,3010019,301,19,15,301015,2483,3000,3000,3000,0,0
,3010020,301,20,20,301020,3071,3000,3000,3000,0,0
,3010021,301,21,20,301020,3071,3000,3000,3000,0,0
,3010022,301,22,20,301020,3071,3000,3000,3000,0,0
,3010023,301,23,20,301020,3071,3000,3000,3000,0,0
,3010024,301,24,20,301020,3071,3000,3000,3000,0,0
,3010025,301,25,25,301025,3792,3000,3000,3000,0,0
,3010026,301,26,25,301025,3792,3000,3000,3000,0,0
,3010027,301,27,25,301025,3792,3000,3000,3000,0,0
,3010028,301,28,25,301025,3792,3000,3000,3000,0,0
,3010029,301,29,25,301025,3792,3000,3000,3000,0,0
,3010030,301,30,30,301030,4405,3000,3000,3000,0,0
,3010031,301,31,30,301030,4405,3000,3000,3000,0,0
,3010032,301,32,30,301030,4405,3000,3000,3000,0,0
,3010033,301,33,30,301030,4405,3000,3000,3000,0,0
,3010034,301,34,30,301030,4405,3000,3000,3000,0,0
,3010035,301,35,35,301035,5199,3000,3000,3000,0,0
,3010036,301,36,35,301035,5199,3000,3000,3000,0,0
,3010037,301,37,35,301035,5199,3000,3000,3000,0,0
,3010038,301,38,35,301035,5199,3000,3000,3000,0,0
,3010039,301,39,35,301035,5199,3000,3000,3000,0,0
,3010040,301,40,40,301040,5882,4000,4000,4000,0,0
,3010041,301,41,40,301040,5882,4000,4000,4000,0,0
,3010042,301,42,40,301040,5882,4000,4000,4000,0,0
,3010043,301,43,40,301040,5882,4000,4000,4000,0,0
,3010044,301,44,40,301040,5882,4000,4000,4000,0,0
,3010045,301,45,45,301045,6465,4000,4000,4000,0,0
,3010046,301,46,45,301045,6465,4000,4000,4000,0,0
,3010047,301,47,45,301045,6465,4000,4000,4000,0,0
,3010048,301,48,45,301045,6465,4000,4000,4000,0,0
,3010049,301,49,45,301045,6465,4000,4000,4000,0,0
,3010050,301,50,50,301050,7690,4000,4000,4000,0,0
,3010051,301,51,50,301050,7690,4000,4000,4000,0,0
,3010052,301,52,50,301050,7690,4000,4000,4000,0,0
,3010053,301,53,50,301050,7690,4000,4000,4000,0,0
,3010054,301,54,50,301050,7690,4000,4000,4000,0,0
,3010055,301,55,55,301055,8288,4000,4000,4000,0,0
,3010056,301,56,55,301055,8288,4000,4000,4000,0,0
,3010057,301,57,55,301055,8288,4000,4000,4000,0,0
,3010058,301,58,55,301055,8288,4000,4000,4000,0,0
,3010059,301,59,55,301055,8288,4000,4000,4000,0,0
,3010060,301,60,60,301060,8886,4000,4000,4000,0,0
,3010061,301,61,60,301060,8886,4000,4000,4000,0,0
,3010062,301,62,60,301060,8886,4000,4000,4000,0,0
,3010063,301,63,60,301060,8886,4000,4000,4000,0,0
,3010064,301,64,60,301060,8886,4000,4000,4000,0,0
,3010065,301,65,65,301065,9484,5000,5000,5000,0,0
,3010066,301,66,65,301065,9484,5000,5000,5000,0,0
,3010067,301,67,65,301065,9484,5000,5000,5000,0,0
,3010068,301,68,65,301065,9484,5000,5000,5000,0,0
,3010069,301,69,65,301065,9484,5000,5000,5000,0,0
,3010070,301,70,70,301070,11746,5000,5000,5000,0,0
,3010071,301,71,70,301070,11746,5000,5000,5000,0,0
,3010072,301,72,70,301070,11746,5000,5000,5000,0,0
,3010073,301,73,70,301070,11746,5000,5000,5000,0,0
,3010074,301,74,70,301070,11746,5000,5000,5000,0,0
,3010075,301,75,75,301075,12430,5000,5000,5000,0,0
,3010076,301,76,75,301075,12430,5000,5000,5000,0,0
,3010077,301,77,75,301075,12430,5000,5000,5000,0,0
,3010078,301,78,75,301075,12430,5000,5000,5000,0,0
,3010079,301,79,75,301075,12430,5000,5000,5000,0,0
,3010080,301,80,80,301080,13114,5000,5000,5000,0,0
,3010081,301,81,80,301080,13114,5000,5000,5000,0,0
,3010082,301,82,80,301080,13114,5000,5000,5000,0,0
,3010083,301,83,80,301080,13114,5000,5000,5000,0,0
,3010084,301,84,80,301080,13114,5000,5000,5000,0,0
,3010085,301,85,85,301085,13798,5000,5000,5000,0,0
,3010086,301,86,85,301085,13798,5000,5000,5000,0,0
,3010087,301,87,85,301085,13798,5000,5000,5000,0,0
,3010088,301,88,85,301085,13798,5000,5000,5000,0,0
,3010089,301,89,85,301085,13798,5000,5000,5000,0,0
,3010090,301,90,90,301090,14482,5000,5000,5000,0,0
,3010091,301,91,90,301090,14482,5000,5000,5000,0,0
,3010092,301,92,90,301090,14482,5000,5000,5000,0,0
,3010093,301,93,90,301090,14482,5000,5000,5000,0,0
,3010094,301,94,90,301090,14482,5000,5000,5000,0,0
,3010095,301,95,95,301095,15166,5000,5000,5000,0,0
,3010096,301,96,95,301095,15166,5000,5000,5000,0,0
,3010097,301,97,95,301095,15166,5000,5000,5000,0,0
,3010098,301,98,95,301095,15166,5000,5000,5000,0,0
,3010099,301,99,95,301095,15166,5000,5000,5000,0,0
,3010100,301,100,100,301100,15850,5000,5000,5000,0,0
,3010101,301,101,100,301100,15850,5000,5000,5000,0,0
,3010102,301,102,100,301100,15850,5000,5000,5000,0,0
,3010103,301,103,100,301100,15850,5000,5000,5000,0,0
,3010104,301,104,100,301100,15850,5000,5000,5000,0,0
,3020000,302,0,1,302001,1062,3000,3000,3000,0,0
,3020001,302,1,1,302001,1062,3000,3000,3000,0,0
,3020002,302,2,1,302001,1062,3000,3000,3000,0,0
,3020003,302,3,1,302001,1062,3000,3000,3000,0,0
,3020004,302,4,1,302001,1062,3000,3000,3000,0,0
,3020005,302,5,5,302005,1459,3000,3000,3000,0,0
,3020006,302,6,5,302005,1459,3000,3000,3000,0,0
,3020007,302,7,5,302005,1459,3000,3000,3000,0,0
,3020008,302,8,5,302005,1459,3000,3000,3000,0,0
,3020009,302,9,5,302005,1459,3000,3000,3000,0,0
,3020010,302,10,10,302010,1965,3000,3000,3000,0,0
,3020011,302,11,10,302010,1965,3000,3000,3000,0,0
,3020012,302,12,10,302010,1965,3000,3000,3000,0,0
,3020013,302,13,10,302010,1965,3000,3000,3000,0,0
,3020014,302,14,10,302010,1965,3000,3000,3000,0,0
,3020015,302,15,15,302015,2483,3000,3000,3000,0,0
,3020016,302,16,15,302015,2483,3000,3000,3000,0,0
,3020017,302,17,15,302015,2483,3000,3000,3000,0,0
,3020018,302,18,15,302015,2483,3000,3000,3000,0,0
,3020019,302,19,15,302015,2483,3000,3000,3000,0,0
,3020020,302,20,20,302020,3071,3000,3000,3000,0,0
,3020021,302,21,20,302020,3071,3000,3000,3000,0,0
,3020022,302,22,20,302020,3071,3000,3000,3000,0,0
,3020023,302,23,20,302020,3071,3000,3000,3000,0,0
,3020024,302,24,20,302020,3071,3000,3000,3000,0,0
,3020025,302,25,25,302025,3792,3000,3000,3000,0,0
,3020026,302,26,25,302025,3792,3000,3000,3000,0,0
,3020027,302,27,25,302025,3792,3000,3000,3000,0,0
,3020028,302,28,25,302025,3792,3000,3000,3000,0,0
,3020029,302,29,25,302025,3792,3000,3000,3000,0,0
,3020030,302,30,30,302030,4405,3000,3000,3000,0,0
,3020031,302,31,30,302030,4405,3000,3000,3000,0,0
,3020032,302,32,30,302030,4405,3000,3000,3000,0,0
,3020033,302,33,30,302030,4405,3000,3000,3000,0,0
,3020034,302,34,30,302030,4405,3000,3000,3000,0,0
,3020035,302,35,35,302035,5199,3000,3000,3000,0,0
,3020036,302,36,35,302035,5199,3000,3000,3000,0,0
,3020037,302,37,35,302035,5199,3000,3000,3000,0,0
,3020038,302,38,35,302035,5199,3000,3000,3000,0,0
,3020039,302,39,35,302035,5199,3000,3000,3000,0,0
,3020040,302,40,40,302040,5882,4000,4000,4000,0,0
,3020041,302,41,40,302040,5882,4000,4000,4000,0,0
,3020042,302,42,40,302040,5882,4000,4000,4000,0,0
,3020043,302,43,40,302040,5882,4000,4000,4000,0,0
,3020044,302,44,40,302040,5882,4000,4000,4000,0,0
,3020045,302,45,45,302045,6465,4000,4000,4000,0,0
,3020046,302,46,45,302045,6465,4000,4000,4000,0,0
,3020047,302,47,45,302045,6465,4000,4000,4000,0,0
,3020048,302,48,45,302045,6465,4000,4000,4000,0,0
,3020049,302,49,45,302045,6465,4000,4000,4000,0,0
,3020050,302,50,50,302050,7690,4000,4000,4000,0,0
,3020051,302,51,50,302050,7690,4000,4000,4000,0,0
,3020052,302,52,50,302050,7690,4000,4000,4000,0,0
,3020053,302,53,50,302050,7690,4000,4000,4000,0,0
,3020054,302,54,50,302050,7690,4000,4000,4000,0,0
,3020055,302,55,55,302055,8288,4000,4000,4000,0,0
,3020056,302,56,55,302055,8288,4000,4000,4000,0,0
,3020057,302,57,55,302055,8288,4000,4000,4000,0,0
