,required,required,required,required,required,repeated,required,required,required,required,required,required,required,required
,104078,1040402,7,1300,1524,,3600,0,0,0,0,0,0,0
,104079,1040403,7,1400,1625,,5600,0,0,0,0,0,0,0
,104080,1040501,7,850,989,,2000,0,0,0,0,0,0,0
,104081,1040502,7,1050,1199,,5300,0,0,0,0,0,0,0
,104082,1040503,7,1100,1304,,9000,0,0,0,0,0,0,0
,104083,1040601,7,2400,2375,,3400,0,0,0,0,0,0,0
,104084,1040602,7,3600,3594,,12200,0,0,0,0,0,0,0
,104085,1040701,7,2000,2045,,6100,0,0,0,0,1,1,0
,104086,1040702,7,6000,5983,,25100,0,0,0,0,1,1,0
,108065,1080501,6,5000,4864,,9000,0,0,0,0,0,0,0
,108066,1080601,6,6000,9013,,8500,0,0,0,0,0,0,0
,108067,1080701,6,8000,8201,,0,0,0,0,0,1,1,0
,108068,1082101,6,2000,1921,,4000,0,0,0,0,0,0,0
,108069,1082201,6,2000,3017,,4000,0,0,0,0,0,0,0
,108070,1082301,6,3000,2684,,13000,0,0,0,0,0,0,0
,108071,1082401,6,5000,4841,,13300,0,0,0,0,0,0,0
,108072,1082501,6,5000,5065,,14000,0,0,0,0,0,0,0
,108073,1082601,6,5000,5231,,11500,0,0,0,0,0,0,0
,108074,1082701,6,8000,10023,,42000,0,0,0,0,0,0,0
,105033,1050301,7,1836,1866,,10000,0,0,0,0,0,0,0
,105034,1050401,7,1836,6605,,12700,0,0,0,0,0,0,0
,105035,1050501,7,1836,4811,,14700,0,0,0,0,0,0,0
,105036,1050601,7,1836,7464,,18300,0,0,0,0,0,0,0
,105037,1050701,7,1836,8302,,37300,0,0,0,0,1,1,0
,106051,1060301,7,3000,3221,,12200,0,0,0,0,0,0,0
,106052,1060401,7,1550,1736,,3900,0,0,0,0,0,0,0
,106053,1060402,7,1450,1620,,8300,0,0,0,0,0,0,0
,106054,1060501,7,5000,5033,,8800,0,0,0,0,0,0,0
,106055,1060601,7,3000,3098,,6100,0,0,0,0,0,0,0
,106056,1060701,7,3750,4299,,7100,0,0,0,0,1,1,0
,106057,1060702,7,870,980,,8800,0,0,0,0,1,1,0
,106058,1060703,7,1380,1538,,11900,0,0,0,0,1,1,0
,90000101,90000101,1,3000,1951,,16800,0,0,0,0,0,0,0
,90000201,90000201,1,3000,2616,,33600,0,0,0,0,0,0,0
,90000301,90000301,1,5000,3484,,36000,0,0,0,0,0,0,0
,90000401,90000401,1,8000,4985,,120000,0,0,0,0,0,0,0
,90010101,90010101,1,3000,1994,,24000,0,0,0,0,0,0,0
,90010201,90010201,1,3000,2495,,26400,0,0,0,0,0,0,0
,90010301,90010301,1,5000,3230,,36000,0,0,0,0,0,0,0
,90010401,90010401,1,8000,5605,,84000,0,0,0,0,0,0,0
,90020101,90020101,1,3000,1995,,19200,0,0,0,0,0,0,0
,90020201,90020201,1,3000,3073,,28800,0,0,0,0,0,0,0
,90020301,90020301,1,5000,4334,,36000,0,0,0,0,0,0,0
,90020401,90020401,1,8000,8151,,120000,0,0,0,0,0,0,0
,90030101,90030101,1,3000,1807,,24000,0,0,0,0,0,0,0
,90030201,90030201,1,3000,2705,,26400,0,0,0,0,0,0,0
,90030301,90030301,1,5000,3659,,36000,0,0,0,0,0,0,0
,90030401,90030401,1,8000,6031,,84000,0,0,0,0,0,0,0
,100540302,100540302,1,3000,1301,,60000,0,0,0,0,0,0,0
,520010101,520010101,1,1000,703,,14400,0,0,0,0,0,0,0
,520010102,520010102,1,1000,489,,7200,0,0,0,0,0,0,0
,520010103,520010103,1,1000,984,,7200,0,0,0,0,0,0,0
,520010201,520010201,1,1000,615,,8400,0,0,0,0,0,0,0
,520010202,520010202,1,1000,723,,8400,0,0,0,0,0,0,0
,520020101,520020101,1,1000,751,,12000,0,0,0,0,0,0,0
,520020102,520020102,1,1000,447,,12000,0,0,0,0,0,0,0
,520020201,520020201,1,1000,574,,8400,0,0,0,0,0,0,0
,520020202,520020202,1,1000,368,,8400,0,0,0,0,0,0,0
,520020203,520020203,1,1000,467,,8400,0,0,0,0,0,0,0
,520020204,520020204,1,1000,945,,8400,0,0,0,0,0,0,0
,520030101,520030101,1,1000,913,,8400,0,0,0,0,0,0,0
,520030102,520030102,1,1000,573,,8400,0,0,0,0,0,0,0
,520030103,520030103,1,2000,2593,,16800,0,0,0,0,0,0,0
,520030201,520030201,1,1000,708,,7200,0,0,0,0,0,0,0
,520030202,520030202,1,1000,933,,7200,0,0,0,0,0,0,0
,520030203,520030203,1,1000,570,,7200,0,0,0,0,0,0,0
,520030204,520030204,1,1000,1311,,7200,0,0,0,0,0,0,0
,520030205,520030205,1,2000,1128,,18000,0,0,0,0,0,0,0
,520080101,520080101,1,1000,740,,7200,0,0,0,0,0,0,0
,520080102,520080102,1,1000,740,,7200,0,0,0,0,0,0,0
,520080103,520080103,1,2000,1542,,7200,0,0,0,0,0,0,0
,520080201,520080201,1,4000,1473,,7200,0,0,0,0,0,0,0
,520080202,520080202,1,4000,3726,,14400,0,0,0,0,0,0,0
,520080301,520080301,1,3000,4478,,28800,0,0,0,0,0,0,0
,520080302,520080302,1,3000,2802,,57600,0,0,0,0,0,0,0
,520100101,520100101,1,3000,3182,,8400,0,0,0,0,0,0,0
,520100102,520100102,1,1000,488,,8400,0,0,0,0,0,0,0
,520100103,520100103,1,1000,497,,4200,0,0,0,0,0,0,0
,520100104,520100104,1,2000,2127,,4200,0,0,0,0,0,0,0
,520100201,520100201,1,2000,1862,,8400,0,0,0,0,0,0,0
,520100202,520100202,1,1000,988,,8400,0,0,0,0,0,0,0
,520100203,520100203,1,2000,1412,,8400,0,0,0,0,0,0,0
,520100204,520100204,1,2000,1875,,8400,0,0,0,0,0,0,0
,520100205,520100205,1,1000,539,,8400,0,0,0,0,0,0,0
,520100206,520100206,1,2000,2364,,8400,0,0,0,0,0,0,0
,520100301,520100301,1,6000,5974,,84000,0,0,0,0,0,0,0
,520110101,520110101,1,1000,762,,7200,0,0,0,0,0,0,0
,520110102,520110102,1,1000,660,,7200,0,0,0,0,0,0,0
,520110103,520110103,1,1000,1600,,7200,0,0,0,0,0,0,0
,520110201,520110201,1,1000,1480,,19200,0,0,0,0,0,0,0
,520110202,520110202,1,1000,3720,,9600,0,0,0,0,0,0,0
,520110301,520110301,1,2000,4586,,28800,0,0,0,0,0,0,0
,520110302,520110302,1,2000,2694,,57600,0,0,0,0,0,0,0
,100010101,100010101,1,1000,766,,8400,0,0,0,0,0,0,0
,100010102,100010102,1,1000,726,,8400,0,0,0,0,0,0,0
,100010201,100010201,1,2000,788,,9600,0,0,0,0,0,0,0
,100010202,100010202,1,2000,977,,19200,0,0,0,0,0,0,0
,100020101,100020101,1,2000,2007,,15600,0,0,0,0,0,0,0
,100020102,100020102,1,2000,787,,15600,0,0,0,0,0,0,0
,100020201,100020201,1,2000,1971,,19200,0,0,0,0,0,0,0
,100020202,100020202,1,2000,820,,9600,0,0,0,0,0,0,0
,100030101,100030101,1,1000,1004,,8400,0,0,0,0,0,0,0
,100030102,100030102,1,1000,871,,8400,0,0,0,0,0,0,0
,100030201,100030201,1,2000,1445,,8400,0,0,0,0,0,0,0
,100030202,100030202,1,2000,1189,,16800,0,0,0,0,0,0,0
,100040101,100040101,1,1000,1085,,6000,0,0,0,0,0,0,0
,100040102,100040102,1,1000,556,,6000,0,0,0,0,0,0,0
,100040103,100040103,1,1000,588,,6000,0,0,0,0,0,0,0
,100040201,100040201,1,1000,1243,,6000,0,0,0,0,0,0,0
,100040202,100040202,1,1000,789,,12000,0,0,0,0,0,0,0
,100040203,100040203,1,1000,758,,6000,0,0,0,0,0,0,0
,100050101,100050101,1,1000,1925,,3600,0,0,0,0,0,0,0
,100050102,100050102,1,1000,812,,10800,0,0,0,0,0,0,0
,100050103,100050103,1,1000,1051,,3600,0,0,0,0,0,0,0
,100050201,100050201,1,1000,1605,,7200,0,0,0,0,0,0,0
,100050202,100050202,1,1000,693,,7200,0,0,0,0,0,0,0
,100050203,100050203,1,1000,782,,15600,0,0,0,0,0,0,0
,100060101,100060101,1,1000,912,,5400,0,0,0,0,0,0,0
,100060102,100060102,1,1000,848,,5400,0,0,0,0,0,0,0
,100060103,100060103,1,1000,2021,,10800,0,0,0,0,0,0,0
,100060201,100060201,1,1000,775,,5400,0,0,0,0,0,0,0
,100060202,100060202,1,1000,885,,5400,0,0,0,0,0,0,0
,100060203,100060203,1,1000,1856,,10800,0,0,0,0,0,0,0
,100070101,100070101,1,1000,1804,,8400,0,0,0,0,0,0,0
,100070102,100070102,1,1000,1069,,8400,0,0,0,0,0,0,0
,100070201,100070201,1,2000,2281,,8400,0,0,0,0,0,0,0
,100070202,100070202,1,2000,675,,8400,0,0,0,0,0,0,0
,100070203,100070203,1,2000,817,,8400,0,0,0,0,0,0,0
,100080101,100080101,1,2000,1528,,7200,0,0,0,0,0,0,0
,100080102,100080102,1,2000,745,,7200,0,0,0,0,0,0,0
,100080201,100080201,1,2000,1395,,14400,0,0,0,0,0,0,0
,100080202,100080202,1,2000,642,,7200,0,0,0,0,0,0,0
,100080203,100080203,1,2000,888,,7200,0,0,0,0,0,0,0
,100090101,100090101,1,2000,963,,8400,0,0,0,0,0,0,0
,100090102,100090102,1,2000,1352,,8400,0,0,0,0,0,0,0
,100090201,100090201,1,2000,741,,8400,0,0,0,0,0,0,0
,100090202,100090202,1,2000,963,,8400,0,0,0,0,0,0,0
,100090203,100090203,1,2000,1739,,8400,0,0,0,0,0,0,0
,100100101,100100101,1,2000,3438,,16800,0,0,0,0,0,0,0
,100100201,100100201,1,2000,2202,,16800,0,0,0,0,0,0,0
,100100202,100100202,1,2000,1110,,8400,0,0,0,0,0,0,0
,100110101,100110101,1,4000,1998,,14400,0,0,0,0,0,0,0
,100110201,100110201,1,3000,2070,,14400,0,0,0,0,0,0,0
,100110202,100110202,1,3000,2169,,14400,0,0,0,0,0,0,0
,100120101,100120101,1,2000,1362,,6000,0,0,0,0,0,0,0
,100120102,100120102,1,2000,1686,,12000,0,0,0,0,0,0,0
,100120201,100120201,1,3000,4628,,18000,0,0,0,0,0,0,0
,100120202,100120202,1,3000,2514,,6000,0,0,0,0,0,0,0
,100120301,100120301,1,3000,4964,,42000,0,0,0,0,0,0,0
,100120302,100120302,1,3000,3773,,42000,0,0,0,0,0,0,0
,100130101,100130101,1,1965,786,,7200,0,0,0,0,0,0,0
,100130102,100130102,1,1547,619,,7200,0,0,0,0,0,0,0
,100130201,100130201,1,2240,896,,6000,0,0,0,0,0,0,0
,100130202,100130202,1,2212,885,,6000,0,0,0,0,0,0,0
,100130203,100130203,1,2990,1196,,13200,0,0,0,0,0,0,0
,100130301,100130301,1,3620,1448,,12000,0,0,0,0,0,0,0
,100130302,100130302,1,4285,1714,,24000,0,0,0,0,0,0,0
,100130303,100130303,1,3820,1528,,12000,0,0,0,0,0,0,0
,100130304,100130304,1,4777,1911,,24000,0,0,0,0,0,0,0
,100140101,100140101,1,3000,2771,,19200,0,0,0,0,0,0,0
,100140201,100140201,1,2000,2701,,19200,0,0,0,0,0,0,0
,100140202,100140202,1,2000,1693,,9600,0,0,0,0,0,0,0
,100140301,100140301,1,4000,2923,,12000,0,0,0,0,0,0,0
,100140302,100140302,1,4000,2923,,48000,0,0,0,0,0,0,0
,100140303,100140303,1,4000,2409,,24000,0,0,0,0,0,0,0
,100150101,100150101,1,2000,2199,,8400,0,0,0,0,0,0,0
,100150102,100150102,1,2000,2137,,8400,0,0,0,0,0,0,0
,100150201,100150201,1,2000,1359,,8400,0,0,0,0,0,0,0
,100150202,100150202,1,2000,1374,,16800,0,0,0,0,0,0,0
,100150203,100150203,1,2000,2732,,8400,0,0,0,0,0,0,0
,100150301,100150301,1,2000,4402,,7200,0,0,0,0,0,0,0
,100150302,100150302,1,2000,3044,,64800,0,0,0,0,0,0,0
,100150303,100150303,1,2000,1882,,21600,0,0,0,0,0,0,0
,100160101,100160101,1,3000,3577,,16800,0,0,0,0,0,0,0
,100160201,100160201,1,3000,2040,,16800,0,0,0,0,0,0,0
,100160202,100160202,1,3000,2247,,16800,0,0,0,0,0,0,0
,100160301,100160301,1,3000,2773,,50400,0,0,0,0,0,0,0
,100160302,100160302,1,3000,4637,,72000,0,0,0,0,0,0,0
,100170101,100170101,1,2000,2108,,24000,0,0,0,0,0,0,0
,100170201,100170201,1,2000,1748,,16800,0,0,0,0,0,0,0
,100170202,100170202,1,2000,1676,,8400,0,0,0,0,0,0,0
,100180101,100180101,1,2000,1220,,8400,0,0,0,0,0,0,0
,100180102,100180102,1,2000,773,,8400,0,0,0,0,0,0,0
,100180201,100180201,1,2000,1285,,8400,0,0,0,0,0,0,0
,100180202,100180202,1,2000,516,,8400,0,0,0,0,0,0,0
,100180203,100180203,1,2000,1013,,8400,0,0,0,0,0,0,0
,100190101,100190101,1,2000,952,,8400,0,0,0,0,0,0,0
,100190102,100190102,1,2000,987,,8400,0,0,0,0,0,0,0
,100190201,100190201,1,2000,1050,,16800,0,0,0,0,0,0,0
,100190202,100190202,1,2000,958,,8400,0,0,0,0,0,0,0
,100200101,100200101,1,3000,2937,,9000,0,0,0,0,0,0,0
,100200102,100200102,1,3000,1623,,9000,0,0,0,0,0,0,0
,100200201,100200201,1,2000,2251,,24000,0,0,0,0,0,0,0
,100200202,100200202,1,2000,2727,,6000,0,0,0,0,0,0,0
,100200301,100200301,1,4000,9401,,120000,0,0,0,0,0,0,0
,100210101,100210101,1,6000,2541,,24000,0,0,0,0,0,0,0
,100210201,100210201,1,2000,1429,,24000,0,0,0,0,0,0,0
,100210202,100210202,1,2000,798,,6000,0,0,0,0,0,0,0
,100210203,100210203,1,2000,909,,6000,0,0,0,0,0,0,0
,100210301,100210301,1,4000,3271,,72000,0,0,0,0,0,0,0
,100210302,100210302,1,4000,1934,,48000,0,0,0,0,0,0,0
,100220101,100220101,1,3000,1691,,14400,0,0,0,0,0,0,0
,100220102,100220102,1,3000,998,,14400,0,0,0,0,0,0,0
,100220201,100220201,1,3000,1124,,7200,0,0,0,0,0,0,0
,100220202,100220202,1,3000,1466,,14400,0,0,0,0,0,0,0
,100220301,100220301,1,3000,1795,,12000,0,0,0,0,0,0,0
,100220302,100220302,1,3000,1484,,24000,0,0,0,0,0,0,0
,100220303,100220303,1,3000,1729,,48000,0,0,0,0,0,0,0
,100230101,100230101,1,2000,1299,,14400,0,0,0,0,0,0,0
,100230102,100230102,1,2000,831,,7200,0,0,0,0,0,0,0
,100230201,100230201,1,2000,1274,,14400,0,0,0,0,0,0,0
,100230202,100230202,1,2000,939,,7200,0,0,0,0,0,0,0
,100240101,100240101,1,2000,1151,,12000,0,0,0,0,0,0,0
,100240102,100240102,1,2000,899,,12000,0,0,0,0,0,0,0
,100240201,100240201,1,2000,1305,,18000,0,0,0,0,0,0,0
,100240202,100240202,1,2000,1860,,36000,0,0,0,0,0,0,0
,100250101,100250101,1,2000,2449,,18000,0,0,0,0,0,0,0
,100250102,100250102,1,2000,1261,,12000,0,0,0,0,0,0,0
,100250201,100250201,1,2000,2016,,14400,0,0,0,0,0,0,0
,100250202,100250202,1,2000,959,,14400,0,0,0,0,0,0,0
,100250301,100250301,1,2000,2664,,19200,0,0,0,0,0,0,0
,100250302,100250302,1,2000,1856,,19200,0,0,0,0,0,0,0
,100260101,100260101,1,2000,1568,,10800,0,0,0,0,0,0,0
,100260102,100260102,1,2000,728,,10800,0,0,0,0,0,0,0
,100260201,100260201,1,3000,2471,,28800,0,0,0,0,0,0,0
,100260301,100260301,1,3000,3089,,36000,0,0,0,0,0,0,0
,100270101,100270101,1,3000,2167,,12000,0,0,0,0,0,0,0
,100270102,100270102,1,3000,721,,9600,0,0,0,0,0,0,0
,100270201,100270201,1,3000,2011,,18000,0,0,0,0,0,0,0
,100270202,100270202,1,3000,1930,,9600,0,0,0,0,0,0,0
,100270301,100270301,1,3000,1041,,48000,0,0,0,0,0,0,0
,100270302,100270302,1,3000,1218,,48000,0,0,0,0,0,0,0
,100280101,100280101,1,2000,1924,,19200,0,0,0,0,0,0,0
,100280201,100280201,1,2000,1899,,28800,0,0,0,0,0,0,0
,100290101,100290101,1,4812,1925,,14400,0,0,0,0,0,0,0
,100290201,100290201,1,3475,1668,,8400,0,0,0,0,0,0,0
,100290202,100290202,1,5885,2354,,25200,0,0,0,0,0,0,0
,100290301,100290301,1,6335,2534,,27600,0,0,0,0,0,0,0
,100290302,100290302,1,5517,2207,,27600,0,0,0,0,0,0,0
,100290303,100290303,1,3832,1533,,27600,0,0,0,0,0,0,0
,100300101,100300101,1,2000,1152,,16800,0,0,0,0,0,0,0
,100300201,100300201,1,2000,1289,,25200,0,0,0,0,0,0,0
,100300301,100300301,1,2000,652,,16800,0,0,0,0,0,0,0
,100300302,100300302,1,2000,1391,,50400,0,0,0,0,0,0,0
,100300401,100300401,1,2000,6228,,50400,0,0,0,0,0,0,0
,100300501,100300501,1,2000,0,,50400,0,0,0,0,0,0,0
,100300601,100300601,1,2000,0,,50400,0,0,0,0,0,0,0
,100310101,100310101,1,2000,1344,,12000,0,0,0,0,0,0,0
,100310102,100310102,1,2000,737,,12000,0,0,0,0,0,0,0
,100310201,100310201,1,4000,3727,,24000,0,0,0,0,0,0,0
,100310301,100310301,1,6000,5721,,120000,0,0,0,0,0,0,0
,100311001,100311001,1,2000,2573,,9600,0,0,0,0,0,0,0
,100311002,100311002,1,2000,1451,,9600,0,0,0,0,0,0,0
,100311101,100311101,1,2000,1435,,9000,0,0,0,0,0,0,0
,100311102,100311102,1,2000,855,,9000,0,0,0,0,0,0,0
,100311103,100311103,1,2000,2184,,18000,0,0,0,0,0,0,0
,100311201,100311201,1,3000,4009,,19200,0,0,0,0,0,0,0
,100311202,100311202,1,3000,2569,,9600,0,0,0,0,0,0,0
,100311203,100311203,1,3000,2356,,72000,0,0,0,0,0,0,0
,100320101,100320101,1,2000,754,,9600,0,0,0,0,0,0,0
,100320102,100320102,1,2000,516,,9600,0,0,0,0,0,0,0
,100320201,100320201,1,2000,1004,,24000,0,0,0,0,0,0,0
,100320202,100320202,1,2000,901,,24000,0,0,0,0,0,0,0
,100330101,100330101,1,2000,3156,,16800,0,0,0,0,0,0,0
,100330201,100330201,1,2000,2860,,16800,0,0,0,0,0,0,0
,100330202,100330202,1,2000,1357,,8400,0,0,0,0,0,0,0
,100330301,100330301,1,2000,2308,,54000,0,0,0,0,0,0,0
,100330302,100330302,1,2000,1475,,18000,0,0,0,0,0,0,0
,100330303,100330303,1,2000,1845,,36000,0,0,0,0,0,0,0
,100340101,100340101,1,2000,2330,,24000,0,0,0,0,0,0,0
,100340201,100340201,1,2000,2784,,24000,0,0,0,0,0,0,0
,100340202,100340202,1,2000,2166,,24000,0,0,0,0,0,0,0
,100350101,100350101,1,2000,2288,,19200,0,0,0,0,0,0,0
,100350201,100350201,1,3000,2748,,28800,0,0,0,0,0,0,0
,100350301,100350301,1,4000,3363,,38400,0,0,0,0,0,0,0
,100350401,100350401,1,4000,2695,,18000,0,0,0,0,0,0,0
,100350402,100350402,1,4000,4192,,108000,0,0,0,0,0,0,0
,100360101,100360101,1,4000,1729,,12000,0,0,0,0,0,0,0
,100360201,100360201,1,4000,2668,,24000,0,0,0,0,0,0,0
,100360301,100360301,1,4000,3761,,36000,0,0,0,0,0,0,0
,100360401,100360401,1,10000,6476,,120000,0,0,0,0,0,0,0
,100370101,100370101,1,4000,4530,,12000,0,0,0,0,0,0,0
,100370201,100370201,1,4000,3210,,24000,0,0,0,0,0,0,0
,100370301,100370301,1,4000,9055,,36000,0,0,0,0,0,0,0
,100370401,100370401,1,10000,10009,,120000,0,0,0,0,0,0,0
,100380101,100380101,1,1000,1085,,6000,0,0,0,0,0,0,0
,100380102,100380102,1,1000,556,,6000,0,0,0,0,0,0,0
,100380103,100380103,1,1000,588,,6000,0,0,0,0,0,0,0
,100380201,100380201,1,1000,1243,,6000,0,0,0,0,0,0,0
,100380202,100380202,1,1000,789,,12000,0,0,0,0,0,0,0
,100380203,100380203,1,1000,758,,6000,0,0,0,0,0,0,0
,100390101,100390101,1,2000,2199,,8400,0,0,0,0,0,0,0
,100390102,100390102,1,2000,2137,,8400,0,0,0,0,0,0,0
,100390201,100390201,1,2000,1359,,8400,0,0,0,0,0,0,0
,100390202,100390202,1,2000,1374,,16800,0,0,0,0,0,0,0
,100390203,100390203,1,2000,2732,,8400,0,0,0,0,0,0,0
,100390301,100390301,1,2000,4402,,7200,0,0,0,0,0,0,0
,100390302,100390302,1,2000,3044,,64800,0,0,0,0,0,0,0
,100390303,100390303,1,2000,1882,,21600,0,0,0,0,0,0,0
,100400101,100400101,1,2000,952,,8400,0,0,0,0,0,0,0
,100400102,100400102,1,2000,987,,8400,0,0,0,0,0,0,0
,100400201,100400201,1,2000,1050,,16800,0,0,0,0,0,0,0
,100400202,100400202,1,2000,958,,8400,0,0,0,0,0,0,0
,100410101,100410101,1,2000,1528,,7200,0,0,0,0,0,0,0
,100410102,100410102,1,2000,745,,7200,0,0,0,0,0,0,0
,100410201,100410201,1,2000,1395,,14400,0,0,0,0,0,0,0
,100410202,100410202,1,2000,642,,7200,0,0,0,0,0,0,0
,100410203,100410203,1,2000,888,,7200,0,0,0,0,0,0,0
,100420101,100420101,1,2000,2449,,18000,0,0,0,0,0,0,0
,100420102,100420102,1,2000,1261,,12000,0,0,0,0,0,0,0
,100420201,100420201,1,2000,2016,,14400,0,0,0,0,0,0,0
,100420202,100420202,1,2000,959,,14400,0,0,0,0,0,0,0
,100420301,100420301,1,2000,2664,,19200,0,0,0,0,0,0,0
,100420302,100420302,1,2000,1856,,19200,0,0,0,0,0,0,0
,100430101,100430101,1,4000,1998,,14400,0,0,0,0,0,0,0
,100430201,100430201,1,3000,2070,,14400,0,0,0,0,0,0,0
,100430202,100430202,1,3000,2169,,14400,0,0,0,0,0,0,0
,100440101,100440101,1,2000,1299,,14400,0,0,0,0,0,0,0
,100440102,100440102,1,2000,831,,7200,0,0,0,0,0,0,0
,100440201,100440201,1,2000,1274,,14400,0,0,0,0,0,0,0
,100440202,100440202,1,2000,939,,7200,0,0,0,0,0,0,0
,100450101,100450101,1,2000,952,,8400,0,0,0,0,0,0,0
,100450102,100450102,1,2000,987,,8400,0,0,0,0,0,0,0
,100450201,100450201,1,2000,1050,,16800,0,0,0,0,0,0,0
,100450202,100450202,1,2000,958,,8400,0,0,0,0,0,0,0
,100460101,100460101,1,1000,703,,14400,0,0,0,0,0,0,0
,100460102,100460102,1,1000,489,,7200,0,0,0,0,0,0,0
,100460103,100460103,1,1000,984,,7200,0,0,0,0,0,0,0
,100460201,100460201,1,1000,615,,8400,0,0,0,0,0,0,0
,100460202,100460202,1,1000,1043,,8400,0,0,0,0,0,0,0
,100470101,100470101,1,2000,1924,,19200,0,0,0,0,0,0,0
,100470201,100470201,1,2000,1899,,28800,0,0,0,0,0,0,0
,100480101,100480101,1,2000,2007,,15600,0,0,0,0,0,0,0
,100480102,100480102,1,2000,787,,15600,0,0,0,0,0,0,0
,100480201,100480201,1,2000,1971,,19200,0,0,0,0,0,0,0
,100480202,100480202,1,2000,820,,9600,0,0,0,0,0,0,0
,100490101,100490101,1,2000,1220,,8400,0,0,0,0,0,0,0
,100490102,100490102,1,2000,773,,8400,0,0,0,0,0,0,0
,100490201,100490201,1,2000,1285,,8400,0,0,0,0,0,0,0
,100490202,100490202,1,2000,516,,8400,0,0,0,0,0,0,0
,100490203,100490203,1,2000,1013,,8400,0,0,0,0,0,0,0
,100500101,100500101,1,2000,2007,,15600,0,0,0,0,0,0,0
,100500102,100500102,1,2000,787,,15600,0,0,0,0,0,0,0
,100500201,100500201,1,2000,1971,,19200,0,0,0,0,0,0,0
,100500202,100500202,1,2000,820,,9600,0,0,0,0,0,0,0
,100510101,100510101,1,1000,766,,8400,0,0,0,0,0,0,0
,100510102,100510102,1,1000,726,,8400,0,0,0,0,0,0,0
,100510201,100510201,1,2000,788,,9600,0,0,0,0,0,0,0
,100510202,100510202,1,2000,977,,19200,0,0,0,0,0,0,0
,100520101,100520101,1,3000,2771,,19200,0,0,0,0,0,0,0
,100520201,100520201,1,2000,2701,,19200,0,0,0,0,0,0,0
,100520202,100520202,1,2000,1693,,9600,0,0,0,0,0,0,0
,100520301,100520301,1,4000,2923,,12000,0,0,0,0,0,0,0
,100520302,100520302,1,4000,2923,,48000,0,0,0,0,0,0,0
,100520303,100520303,1,4000,2409,,24000,0,0,0,0,0,0,0
,100530101,100530101,1,2000,1528,,7200,0,0,0,0,0,0,0
,100530102,100530102,1,2000,745,,7200,0,0,0,0,0,0,0
,100530201,100530201,1,2000,1395,,14400,0,0,0,0,0,0,0
,100530202,100530202,1,2000,642,,7200,0,0,0,0,0,0,0
,100530203,100530203,1,2000,888,,7200,0,0,0,0,0,0,0
,100540101,100540101,1,5000,1780,,18000,0,0,0,0,0,0,0
,100540201,100540201,1,5000,3140,,30000,0,0,0,0,0,0,0
,100540301,100540301,1,3000,2907,,60000,0,0,0,0,0,0,0
,100550101,100550101,1,5000,2582,,24000,0,0,0,0,0,0,0
,100550201,100550201,1,5000,5544,,36000,0,0,0,0,0,0,0
,100560101,100560101,1,5000,2582,,24000,0,0,0,0,0,0,0
,100560201,100560201,1,5000,5544,,36000,0,0,0,0,0,0,0
,107001,1070101,1,1650,1685,,4000,0,0,0,0,0,0,0
,107002,1070201,1,2200,2290,,4000,0,0,0,0,0,0,0
,107003,1070301,1,3000,2961,,16000,0,0,0,0,0,0,0
,107004,1070401,1,5000,5028,,13000,0,0,0,0,0,0,0
,107005,1070501,1,5000,5574,,12000,0,0,0,0,0,0,0
,107006,1070601,1,5000,5484,,13000,0,0,0,0,0,0,0
,107007,1070701,1,8000,11538,,30000,0,0,0,0,0,0,0
,107008,1070801,1,3000,3365,,0,0,0,0,0,0,0,0
,107009,1070301,2,3000,2961,,17200,0,0,0,0,0,0,0
,107010,1070401,2,5000,5028,,14000,0,0,0,0,0,0,0
,107011,1070501,2,5000,5574,,12900,0,0,0,0,0,0,0
,107012,1070601,2,5000,5484,,14000,0,0,0,0,0,0,0
,107013,1070701,2,8000,11538,,32400,0,0,0,0,0,0,0
,107014,1070801,2,3000,3365,,0,0,0,0,0,0,0,0
,107015,1070301,3,3000,2961,,18400,0,0,0,0,0,0,0
,107016,1070401,3,5000,5028,,15000,0,0,0,0,0,0,0
,107017,1070501,3,5000,5574,,13800,0,0,0,0,0,0,0
,107018,1070601,3,5000,5484,,15000,0,0,0,0,0,0,0
,107019,1070701,3,8000,11538,,34800,0,0,0,0,0,0,0
,107020,1070801,3,3000,3365,,0,0,0,0,0,0,0,0
,107021,1070301,4,3000,2961,,19600,0,0,0,0,0,0,0
,107022,1070401,4,5000,5028,,16000,0,0,0,0,0,0,0
,107023,1070501,4,5000,5574,,14700,0,0,0,0,0,0,0
,107024,1070601,4,5000,5484,,16000,0,0,0,0,0,0,0
,107025,1070701,4,8000,11538,,37200,0,0,0,0,0,0,0
,107026,1070801,4,3000,3365,,0,0,0,0,0,0,0,0
,107027,1070301,5,3000,2961,,20800,0,0,0,0,0,0,0
,107028,1070401,5,5000,5028,,17000,0,0,0,0,0,0,0
,107029,1070501,5,5000,5574,,15600,0,0,0,0,0,0,0
,107030,1070601,5,5000,5484,,17000,0,0,0,0,0,0,0
,107031,1070701,5,8000,11538,,39600,0,0,0,0,0,0,0
,107032,1070801,5,3000,3365,,0,0,0,0,0,0,0,0
,107033,1070301,6,3000,2961,,22000,0,0,0,0,0,0,0
,107034,1070401,6,5000,5028,,18000,0,0,0,0,0,0,0
,107035,1070501,6,5000,5574,,16500,0,0,0,0,0,0,0
,107036,1070601,6,5000,5484,,18000,0,0,0,0,0,0,0
,107037,1070701,6,8000,11538,,42000,0,0,0,0,0,0,0
