,required,required,required,optional,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,optional,repeated,required,optional
,200512,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200513,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200514,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,200515,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,200516,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,200517,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,200518,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,200519,1,59,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,200520,1,59,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,200521,1,59,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,200522,1,59,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,200523,1,59,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,200524,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,200525,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,200526,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,200527,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,200528,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,200529,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,200530,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,200531,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,200532,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,200533,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,200534,1,56,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200535,1,56,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200536,1,56,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200537,1,56,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200538,1,56,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200539,1,56,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200540,1,56,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200541,1,56,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200542,1,56,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200543,1,56,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200544,1,59,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200545,1,59,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200546,1,59,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200547,1,59,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200548,1,59,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200549,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200550,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200551,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200552,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200553,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200554,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200555,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200556,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200557,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200558,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200559,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200560,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200561,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200562,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200563,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200564,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200565,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200566,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200567,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200568,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200569,1,56,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200570,1,56,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200571,1,56,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200572,1,56,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200573,1,56,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,200574,1,59,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,200575,1,59,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,200576,1,59,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,200577,1,59,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,200578,1,59,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,200649,1,59,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100250,0,0,5,3,,0,0,0,0,0,0,0,0,0,,1,
,300021,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300022,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300025,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,"5,5,5",0,0,0,0,0,101,102,103,0,,1,
,300026,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300027,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,"5,5,5",0,0,0,0,0,101,102,103,0,,1,
,300028,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,"5,5,5",0,0,0,0,0,101,102,103,0,,1,
,300029,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300032,1,24,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,"7,7,7",0,0,0,0,0,101,102,103,0,,1,
,300043,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,"7,7,7",0,0,0,0,0,101,102,103,0,,1,
,300045,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,0,0,,1,
,300046,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,0,0,,1,
,300047,1.5,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,0,0,,1,
,300048,1.5,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,0,0,,1,
,300049,1.5,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,300050,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,300051,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300053,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,300073,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,"5,5,5",0,0,0,0,0,101,102,0,0,,1,
,300074,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,0,0,,1,
,300075,1,58,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,0,0,,1,
,300076,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,0,0,,1,
,300078,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,0,0,,1,
,300086,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,300087,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,300088,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,300089,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,300090,1,58,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,300096,1,62,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,300097,1,62,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,300098,1,62,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,300099,1,62,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,"0,0,0",0,0,0,0,0,0,0,0,0,,1,
,300100,1,62,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,300101,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100081,0,0,5,3,"4,4,4",0,0,0,0,0,0,0,0,0,,1,
,300102,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100082,0,0,5,3,"4,4,4",0,0,0,0,0,0,0,0,0,,1,
,300103,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100084,0,0,5,3,"4,4,4",0,0,0,0,0,0,0,0,10025,10026;10027;10028;10029;10030;10031,1,
,300104,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,100083,0,0,5,3,"4,4,4",0,0,0,0,0,0,0,0,0,,1,
,300105,1,57,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300106,1,57,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300107,1,57,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300108,1,57,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300109,1,57,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300110,1,57,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,"6,6,6",0,0,0,0,0,101,102,103,0,,1,
,300111,1,57,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300112,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300113,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300114,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300115,1,57,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,0,0,,1,
,300117,1,57,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,0,0,,1,
,300118,1,57,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,0,0,,1,
,300119,1,57,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,0,0,,1,
,300120,1,57,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,0,0,,1,
,300121,1,57,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,0,0,,1,
,300122,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,0,0,,1,
,300123,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,0,0,,1,
,300124,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,0,0,,1,
,300125,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,0,0,,1,
,300126,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,0,0,,1,
,300127,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,"5,5,5",0,0,0,0,0,101,102,103,0,,1,
,300128,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,"5,5,5",0,0,0,0,0,101,102,0,0,,1,
魔导箱守卫萨泽,300130,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
魔导箱守卫波尔,300131,1,57,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
魔导箱守卫普坦,300132,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
魔导箱守卫伊登,300133,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
魔导箱守卫哈伦,300134,1,57,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
魔导箱守卫科克,300135,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,
,300137,1,57,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1.5,
,300138,1,61,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1.5,
,300139,1,63,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1.5,
,300140,1,63,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1.5,
,300141,1,63,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1.5,
,300142,1,63,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1.5,
,300143,1,57,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,0,0,,1.5,
,300144,1,62,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,0,0,,1.5,
,300145,1,64,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,0,0,,1.5,
,300147,1,58,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1.5,
,300148,1,19,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1.5,
,300149,1,75,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300150,1,75,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,"6,6,6",0,0,0,0,0,101,102,103,0,,1,
,300151,1,75,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300153,1,58,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,"4,4,4",0,0,0,0,0,101,102,103,0,,1,
,300154,1,70,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,"4,4,4",0,0,0,0,0,101,102,103,0,,1,
,300155,1,70,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300156,1,57,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300157,1,57,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,"4,4,4",0,0,0,0,0,101,102,103,0,,1,
,300158,1,57,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300159,1,57,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300160,1,57,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300161,1,57,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,"4,4,4",0,0,0,0,0,101,102,103,0,,1,
,300162,1,75,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300163,1,75,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300164,1,75,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300165,1,70,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300166,1,70,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300167,1,57,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300168,1,57,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300169,1,57,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300170,1,57,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,"4,4,4",0,0,0,0,0,101,102,103,0,,1,
,300171,1,57,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300172,1,57,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300173,1,64,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300174,1,64,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300176,1,73,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300177,1,73,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300178,1,73,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300179,1,73,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300180,1,73,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300181,1,73,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300182,1,73,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300183,1,73,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300184,1,73,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300185,1,73,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,"8,8,8",0,0,0,0,0,101,102,103,0,,1,
,300186,1,73,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,"8,8,8",0,0,0,0,0,101,102,103,0,,1,
,300187,1,73,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300188,1,73,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300189,1,73,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300190,1,73,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
,300191,1,73,Prefab/Effect/Scene/Effect_Scene_monster_bai.prefab,0,0,0,0,0,0,,0,0,0,0,0,101,102,103,0,,1,
