,required,required,required,required,repeated,required,required,required,required,required,required,required,required,required,required
,800027,贪婪,1,4,1000361,0,0,0,0,0,0,300000,0,0,0
,800028,黑色荆棘,1,1,1000362,0,0,0,0,0,0,300000,0,0,0
,800029,绝世舞姬,1,2,1000363,0,0,0,0,0,0,300000,0,0,0
,800030,萨米尔,1,3,1000364,0,0,0,0,0,0,300000,0,0,0
,800031,异雾鬼手,1,0,1000375,0,0,0,0,0,0,300000,0,0,0
,800032,烈火斧兽,1,0,1000376,0,0,0,0,0,0,300000,0,0,0
,800033,迷梦魔蛛,1,0,1000377,0,0,0,0,0,0,300000,0,0,0
,800034,遗忘徘徊者,1,0,1000378,0,0,0,0,0,0,300000,0,0,0
,800035,铁斧魔兵,1,0,1000379,0,0,0,0,0,0,300000,0,0,0
,800036,深红魔人,1,0,1000380,0,0,0,0,0,0,300000,0,0,0
,800037,石窟蝎怪,1,0,1000381,0,0,0,0,0,0,300000,0,0,0
,800038,幽藤巫医,1,0,1000382,0,0,0,0,0,0,300000,0,0,0
,800039,悲叹巫女,1,0,1000383,0,0,0,0,0,0,300000,0,0,0
,800040,鬼面恶魔,1,0,1000384,0,0,0,0,0,0,300000,0,0,0
,800041,罪恶之鞭,1,0,1000385,0,0,0,0,0,0,300000,0,0,0
,800042,憎恨血刃,1,0,1000386,0,0,0,0,0,0,300000,0,0,0
,800043,虚妄鬼手,1,0,1000387,0,0,0,0,0,0,300000,0,0,0
,800044,炽炎斧魔,1,0,1000388,0,0,0,0,0,0,300000,0,0,0
,800045,烈毒魔蛛,1,0,1000389,0,0,0,0,0,0,300000,0,0,0
,800046,邪魇支配者,1,0,1000390,0,0,0,0,0,0,300000,0,0,0
,800047,利斧尖兵,1,0,1000391,0,0,0,0,0,0,300000,0,0,0
,800048,赤血魔人,1,0,1000392,0,0,0,0,0,0,300000,0,0,0
,800049,地穴蝎兽,1,0,1000393,0,0,0,0,0,0,300000,0,0,0
,800050,森骨巫医,1,0,1000394,0,0,0,0,0,0,300000,0,0,0
,800051,逆潮巫女,1,0,1000395,0,0,0,0,0,0,300000,0,0,0
,800052,魔瞳恶魔,1,0,1000396,0,0,0,0,0,0,300000,0,0,0
,800053,荆棘之鞭,1,0,1000397,0,0,0,0,0,0,300000,0,0,0
,800054,银月逆刃,1,0,1000398,0,0,0,0,0,0,300000,0,0,0
,800055,邪纹鬼手达克,1,0,1000399,0,0,0,0,0,0,300000,0,0,0
,800056,熔岩巨兽索恩,1,0,1000400,0,0,0,0,0,0,300000,0,0,0
,800057,绯影魔蛛瑟西,1,0,1000401,0,0,0,0,0,0,300000,0,0,0
,800058,噩梦预言者凯文,1,0,1000402,0,0,0,0,0,0,300000,0,0,0
,800059,尖嚎锐斧巴克,1,0,1000403,0,0,0,0,0,0,300000,0,0,0
,800060,狂暴魔人贝尔特,1,0,1000404,0,0,0,0,0,0,300000,0,0,0
,800061,黯蚀蝎魔索恩斯,1,0,1000405,0,0,0,0,0,0,300000,0,0,0
,800062,冥夜巫医艾凛,1,0,1000406,0,0,0,0,0,0,300000,0,0,0
,800063,绯红巫女卡珊德,1,0,1000407,0,0,0,0,0,0,300000,0,0,0
,800064,恶魔领主克拉斯,1,0,1000408,0,0,0,0,0,0,300000,0,0,0
,800065,灵魂鞭挞者埃莉,1,0,1000409,0,0,0,0,0,0,300000,0,0,0
,800066,致命利刃希尔琳,1,0,1000410,0,0,0,0,0,0,300000,0,0,0
,800067,诡禁魔手之奥顿,1,0,1000411,0,0,0,0,0,0,300000,0,0,0
,800068,焚心巨斧之卡尔,1,0,1000412,0,0,0,0,0,0,300000,0,0,0
,800069,暗渊蛛姬之达莉,1,0,1000413,0,0,0,0,0,0,300000,0,0,0
,800070,堕落法王之帕克,1,0,1000414,0,0,0,0,0,0,300000,0,0,0
,800071,荒芜魔斧之伊凡,1,0,1000415,0,0,0,0,0,0,300000,0,0,0
,800072,苍澜怒火之德里,1,0,1000416,0,0,0,0,0,0,300000,0,0,0
,800073,寂静梦魇之琼斯,1,0,1000417,0,0,0,0,0,0,300000,0,0,0
,800074,深渊巫医之加尔,1,0,1000418,0,0,0,0,0,0,300000,0,0,0
,800075,薄暮巫女之米格,1,0,1000419,0,0,0,0,0,0,300000,0,0,0
,800076,恶魔主宰之伊拉,1,0,1000420,0,0,0,0,0,0,300000,0,0,0
,800077,魅影流光之莎朗,1,0,1000421,0,0,0,0,0,0,300000,0,0,0
,800078,魔沼咒刃之苏菲,1,0,1000422,0,0,0,0,0,0,300000,0,0,0
,800079,默希娅,1,4,1000424,0,0,0,0,0,0,300000,0,0,0
,800080,巨岩守卫,41826,0,1000425;1000426,0,0,0,0,1000227,0,600000,0,0,1
,800081,生命制造者,44034,0,1000427;1000428;1000428,0,0,0,0,1000228,0,600000,0,0,1
,800082,爱琪,46317,0,1000429,0,0,0,0,1000229,0,600000,0,0,1
,800083,亡魂御侍,48672,0,1000430;1000431,0,0,0,0,1000230,0,600000,0,0,1
,800084,暗墓领主,51102,0,1000432,0,0,0,0,1000231,0,600000,0,0,1
,800085,暗黑战魂,53610,0,1000433;1000434,0,0,0,0,1000232,0,600000,0,0,1
,800086,兰奇,56184,0,1000435,0,0,0,0,1000233,0,600000,0,0,1
,800087,狡诈鹰后,56184,0,1000436;1000437,0,0,0,0,1000234,0,600000,0,0,1
,800088,远古银铠战士,58842,0,1000438;1000439;1000440,0,0,0,0,1000235,0,600000,0,0,1
,800089,黑冥丧尸,61572,0,1000441;1000442,0,0,0,0,1000236,0,600000,0,0,1
,800090,命运邪神,64383,0,1000443;1000444,0,0,0,0,1000237,0,600000,0,0,1
,800091,堕落石像,66822,0,1000445;1000446;1000447,0,0,0,0,1000238,0,600000,0,0,1
,800092,机械恐惧,70242,0,1000448;1000449;1000450,0,0,0,0,1000239,0,600000,0,0,1
,800093,米兰达,73296,0,1000451,0,0,0,0,1000240,0,600000,0,0,1
,800094,魅魔分身,73296,0,1000452;1000453;1000454,0,0,0,0,1000241,0,600000,0,0,1
,800095,哀嚎石像,76443,0,1000455;1000456;1000457,0,0,0,0,1000242,0,600000,0,0,1
,800096,荆棘猎手,79407,0,1000458;1000459;1000460,0,0,0,0,1000243,0,600000,0,0,1
,800097,异能丧尸,83010,0,1000461;1000462;1000463,0,0,0,0,1000244,0,600000,0,0,1
,800098,幽沼御主,86442,0,1000464;1000465,0,0,0,0,1000245,0,600000,0,0,1
,800099,武装领主,89976,0,1000466;1000467,0,0,0,0,1000246,0,600000,0,0,1
,800100,爱琳娜,93624,0,1000468,0,0,0,0,1000247,0,600000,0,0,1
,800101,温丽,93624,0,1000469,0,0,0,0,1000248,0,600000,0,0,1
,800102,爱琪,97389,0,1000470,0,0,0,0,1000249,0,600000,0,0,1
,800103,西蒙,101277,0,1000471,0,0,0,0,1000250,0,600000,0,0,1
,800104,阿德琳,105303,0,1000472,0,0,0,0,1000251,0,600000,0,0,1
,800105,爱琳娜,109458,0,1000473,0,0,0,0,1000252,0,600000,0,0,1
,800106,夜崎隐,113766,0,1000474,0,0,0,0,1000253,0,600000,0,0,1
,800107,乔伊,118230,0,1000475,0,0,0,0,1000254,0,600000,0,0,1
,800108,无言守将,118230,0,1000476;1000477,0,0,0,0,1000255,0,600000,0,0,1
,800109,荒漠蝎王,122859,0,1000478;1000479,0,0,0,0,1000256,0,600000,0,0,1
,800110,愤怒之誓,127656,0,1000610;1000611;1000612,0,0,0,0,1000257,0,600000,0,0,1
,800111,冷漠蝎后,132651,0,1000613;1000614,0,0,0,0,1000258,0,600000,0,0,1
,800112,追梦少女,137832,0,1000615;1000616,0,0,0,0,1000259,0,600000,0,0,1
,800113,虚无梦魔,143217,0,1000617;1000618;1000619,0,0,0,0,1000260,0,600000,0,0,1
,800114,葛莱蒂丝,148833,0,1000620,0,0,0,0,1000261,0,600000,0,0,1
,800115,金色魅影,0,0,1000484,0,0,0,0,0,0,600000,0,0,0
,800116,黄金巨石大盗,0,0,1000485,0,0,0,0,0,0,600000,0,0,0
,800117,黄金寇盗,0,0,1000486,0,0,0,0,0,0,600000,0,0,0
,800118,黄金魅惑大盗,0,0,1000487,0,0,0,0,0,0,600000,0,0,0
,800124,游荡亡灵,1,0,1000558,0,0,0,0,0,0,600000,0,1,0
,800125,森林狩猎者,1,0,1000559,1000,0,0,0,0,0,600000,0,1,0
,800126,白眼独狼,1,0,1000560,2000,0,0,0,0,0,600000,0,1,0
,800127,哥布林统领里科,1,0,1000561,3000,0,0,0,0,0,600000,0,1,0
,800128,北方暴君纳森,1,0,1000562,4000,0,0,0,0,0,600000,0,1,0
,800129,魔化阿噗哈姆,1,0,1000563,5000,0,0,0,0,0,600000,0,1,0
,800130,哈扎克,1,0,1000564,0,0,0,0,1000351,0,600000,0,1,0
,800131,侍灵骑士亚斯,1,0,1000565,0,0,0,0,1000353,0,600000,0,1,0
,800132,游荡亡灵,1,0,1000558,0,0,0,0,0,0,600000,0,1,0
,800133,游荡亡灵,1,0,1000558,0,0,0,0,0,0,600000,0,1,0
,800134,敏锐蜂后,148833,0,1000621;1000622,0,0,0,0,7000699,0,600000,0,0,1
,800135,密林荆棘,154674,0,1000623;1000624;1000625,0,0,0,0,7000700,0,600000,0,0,1
,800136,原野石魂,160764,0,1000626;1000627,0,0,0,0,7000701,0,600000,0,0,1
,800137,无限魔导,167106,0,1000628;1000629;1000630,0,0,0,0,7000702,0,600000,0,0,1
,800138,神秘庄园主,173730,0,1000631;1000632;1000633,0,0,0,0,7000703,0,600000,0,0,1
,800139,幻想者6号,180639,0,1000634;1000635,0,0,0,0,7000704,0,600000,0,0,1
,800140,木禅,187845,0,1000636,0,0,0,0,7000705,0,600000,0,0,1
,800141,绝望舞姬,187845,0,1000637;1000638;1000639,0,0,0,0,7000706,0,600000,0,0,1
,800142,铁律刑官,195372,0,1000640;1000641;1000641,0,0,0,0,7000707,0,600000,0,0,1
,800143,恸哭盲女,203244,0,1000642;1000643,0,0,0,0,7000708,0,600000,0,0,1
,800144,邪恶使徒,211470,0,1000644;1000645,0,0,0,0,7000709,0,600000,0,0,1
,800145,残暴蝎王,220071,0,1000646;1000647,0,0,0,0,7000710,0,600000,0,0,1
,800146,禁锢怨魂,226371,0,1000648;1000649,0,0,0,0,7000711,0,600000,0,0,1
,800147,爱琳娜,230754,0,1000650,0,0,0,0,7000712,0,600000,0,0,1
,800148,异蜂长老,230754,0,1000651;1000652,0,0,0,0,7000713,0,600000,0,0,1
,800149,卡诺萨卫兵,235131,0,1000653;1000654;1000655,0,0,0,0,7000714,0,600000,0,0,1
,800150,任性法师,258582,0,1000656;1000657,0,0,0,0,7000715,0,600000,0,0,1
,800151,剑魂,269343,0,1000658;1000659;1000660,0,0,0,0,7000716,0,600000,0,0,1
,800152,赤子之心,280605,0,1000661;1000662;1000663,0,0,0,0,7000717,0,600000,0,0,1
,800153,捣蛋机械,292392,0,1000664;1000665;1000666,0,0,0,0,7000718,0,600000,0,0,1
,800154,温丽,304716,0,1000667,0,0,0,0,7000719,0,600000,0,0,1
,800155,游乐女巫,304716,0,1000668;1000669;1000670,0,0,0,0,7000720,0,600000,0,0,1
,800156,飞翼石像,311193,0,1000671;1000672;1000673,0,0,0,0,7000721,0,600000,0,0,1
,800157,幽影刺客,328017,0,1000674;1000675;1000676,0,0,0,0,7000722,0,600000,0,0,1
,800158,恶魔法师,333204,0,1000677;1000678;1000679,0,0,0,0,7000723,0,600000,0,0,1
,800159,火舞女爵,338397,0,1000680;1000681,0,0,0,0,7000724,0,600000,0,0,1
,800160,财迷熊,375471,0,1000682;1000683,0,0,0,0,7000725,0,600000,0,0,1
,800161,檐鬼,391623,0,1000684,0,0,0,0,7000726,0,600000,0,0,1
,800162,困懒石像,391623,0,1000685;1000686,0,0,0,0,7000727,0,600000,0,0,1
,800163,权谋之师,408537,0,1000687;1000688,0,0,0,0,7000728,0,600000,0,0,1
,800164,怒魂监管者,426207,0,1000689;1000690,0,0,0,0,7000729,0,600000,0,0,1
,800165,贪婪博士,444681,0,1000691;1000692,0,0,0,0,7000730,0,600000,0,0,1
,800166,暴食棕熊,453282,0,1000693;1000694,0,0,0,0,7000731,0,600000,0,0,1
,800167,欲望号3型,459477,0,1000695;1000696,0,0,0,0,7000732,0,600000,0,0,1
,800168,西蒙,465663,0,1000697,0,0,0,0,7000733,0,600000,0,0,1
,800169,骁勇骑士长,465663,0,1000698;1000699,0,0,0,0,7000734,0,600000,0,0,1
,800170,暗潮蝎王,492156,0,1000700;1000701,0,0,0,0,7000735,0,600000,0,0,1
,800171,无名剑神,498591,0,1000702;1000703;1000704,0,0,0,0,7000736,0,600000,0,0,1
,800172,蝎族守护神,505038,0,1000705;1000706,0,0,0,0,7000737,0,600000,0,0,1
,800173,诫律魔使,511449,0,1000707;1000708,0,0,0,0,7000738,0,600000,0,0,1
,800174,女王忠仆,517875,0,1000709;1000710;1000711,0,0,0,0,7000739,0,600000,0,0,1
,800175,爱琪,524316,0,1000712,0,0,0,0,7000740,0,600000,0,0,1
,800176,渴血毒蜂,524316,0,1000713;1000714,0,0,0,0,7000741,0,600000,0,0,1
,800177,瘟疫感染者,530751,0,1000715;1000716;1000717,0,0,0,0,7000742,0,600000,0,0,1
,800178,魔眼石像,537168,0,1000718;1000719,0,0,0,0,7000743,0,600000,0,0,1
,800179,特型情报机,543591,0,1000720;1000721;1000722,0,0,0,0,7000744,0,600000,0,0,1
,800180,幽灵骑士,550032,0,1000723;1000724;1000725,0,0,0,0,7000745,0,600000,0,0,1
,800181,涡轮机器人,556473,0,1000726;1000727,0,0,0,0,7000746,0,600000,0,0,1
,800182,爱琳娜,562887,0,1000728,0,0,0,0,7000747,0,600000,0,0,1
,800183,魅影女王,0,0,1000881,0,0,0,0,7000873,0,600000,0,0,0
,800184,赤焰之主,0,0,1000882,0,0,0,0,7000873,0,600000,0,0,0
,800185,幽沼祭司,0,0,1000883,0,0,0,0,7000873,0,600000,0,0,0
,800186,罪灵女巫,0,0,1000884,0,0,0,0,7000873,0,600000,0,0,0
,800187,石像领主,0,0,1000885,0,0,0,0,7000873,0,600000,0,0,0
,800188,劫掠战魂,0,0,1000886,0,0,0,0,7000874,0,600000,0,0,0
,800189,狂妄暴魂,0,0,1000887,0,0,0,0,7000874,0,600000,0,0,0
,800190,寂灭铁骑,0,0,1000888,0,0,0,0,7000874,0,600000,0,0,0
,800191,丧钟傀儡,0,0,1000889,0,0,0,0,7000874,0,600000,0,0,0
,800192,独角狂战,0,0,1000890,0,0,0,0,7000874,0,600000,0,0,0
,800197,幽冥邪神·罗宾,0,4,1001137,0,0,0,0,0,0,600000,0,0,0
,800198,隐雾主宰·尼克,0,4,1001138,0,0,0,0,0,0,600000,0,0,0
,800199,墓石领主·伊莱,0,3,1001139,0,0,0,0,0,0,600000,0,0,0
,800200,夜幕女爵·琳娜,0,4,1001140,0,0,0,0,0,0,600000,0,0,0
,800201,阴魂祭司·特尔,0,5,1001141,0,0,0,0,0,0,600000,0,0,0
,800202,密林女王·杜莎,0,6,1001142,0,0,0,0,0,0,600000,0,0,0
,800203,暗渊战魂,0,2,1001143,0,0,0,0,0,0,600000,0,0,0
,800204,禁咒巫使,0,2,1001144,0,0,0,0,0,0,600000,0,0,0
,800205,游魂侍灵,0,2,1001145,0,0,0,0,0,0,600000,0,0,0
,800206,巫蛊蔷薇,0,1,1001146,0,0,0,0,0,0,600000,0,0,0
,800207,戈壁苍蝎,0,1,1001147,0,0,0,0,0,0,600000,0,0,0
,800208,怒海鲸魂,0,1,1001148,0,0,0,0,0,0,600000,0,0,0
,800209,叛逃骑士,0,1,1001149,0,0,0,0,0,0,600000,0,0,0
,800210,梦魇博士,0,1,1001150,0,0,0,0,0,0,600000,0,0,0
,800211,盲眼黑巫,0,1,1001151,0,0,0,0,0,0,600000,0,0,0
,800212,血赤骸虫,0,1,1001152,0,0,0,0,0,0,600000,0,0,0
,800213,深海影鲛,0,1,1001153,0,0,0,0,0,0,600000,0,0,0
,800214,裂谷山鹰,0,1,1001154,0,0,0,0,0,0,600000,0,0,0
,800215,檐鬼·克隆体,1,1,1001155,0,0,0,0,0,0,300000,0,0,0
,800216,夜崎隐·克隆体,1,2,1001156,0,0,0,0,0,0,300000,0,0,0
,800217,乔伊·克隆体,1,3,1001157,0,0,0,0,0,0,300000,0,0,0
,800218,克隆·克隆体,1,4,1001158,0,0,0,0,0,0,300000,0,0,0
,800219,檐鬼·克隆体,1,1,1001159,0,0,0,0,0,0,300000,0,0,0
,800220,夜崎隐·克隆体,1,2,1001160,0,0,0,0,0,0,300000,0,0,0
,800221,乔伊·克隆体,1,3,1001161,0,0,0,0,0,0,300000,0,0,0
,800222,克隆·克隆体,1,4,1001162,0,0,0,0,0,0,300000,0,0,0
,800223,檐鬼·克隆体,1,1,1001163,0,0,0,0,0,0,300000,0,0,0
,800224,夜崎隐·克隆体,1,2,1001164,0,0,0,0,0,0,300000,0,0,0
,800225,乔伊·克隆体,1,3,1001165,0,0,0,0,0,0,300000,0,0,0
,800226,克隆·克隆体,1,4,1001166,0,0,0,0,0,0,300000,0,0,0
,800227,檐鬼·克隆体,1,1,1001167,0,0,0,0,0,0,300000,0,0,0
,800228,夜崎隐·克隆体,1,2,1001168,0,0,0,0,0,0,300000,0,0,0
,800229,乔伊·克隆体,1,3,1001169,0,0,0,0,0,0,300000,0,0,0
,800230,克隆·克隆体,1,4,1001170,0,0,0,0,0,0,300000,0,0,0
,900001,卫兵,0,0,9000011,0,0,0,0,0,0,600000,0,0,0
,900002,鹿角兽,0,0,9000021;9000022,0,0,0,0,0,0,600000,0,0,0
,900003,温丽,0,0,9000031,0,0,0,0,0,0,600000,0,0,0
,900004,盗贼,0,0,9000041,0,0,0,0,0,0,600000,0,0,0
,900101,劫匪,0,0,9001011,0,0,0,0,0,0,600000,0,0,0
,900102,卫兵,0,0,9001012,0,0,0,0,0,0,600000,0,0,0
,900103,哥布林小贼,0,0,9001013,0,0,0,0,0,0,600000,0,0,0
,900104,哥布林小怪,0,0,9001014,0,0,0,0,0,0,600000,0,0,0
,900105,夜崎隐,0,0,9001015,0,0,0,0,0,0,600000,0,0,0
,900106,山岭巨人,0,0,9001016,0,0,0,0,0,0,600000,0,0,0
,900111,血魔腐蚀者,0,0,9000066;9001001;9001001,0,0,0,0,0,0,600000,0,0,0
小石头人,900126,红袭盗匪,0,0,1001027,0,0,0,0,0,0,600000,0,0,0
雷克兽士兵,900127,赤瞳战狼,0,0,9001022;10023;10023,0,0,0,0,0,0,600000,0,0,0
温丽,900128,温丽,0,0,9000031,0,0,0,0,0,0,600000,0,0,0
,900129,泪目狼人,0,0,9000067,0,0,0,0,0,0,600000,0,0,0
该隐,900131,???,0,0,9001026,0,0,0,0,0,0,600000,0,0,0
贝拉,900132,贝拉,5000,0,9001027,0,0,0,0,0,0,600000,0,0,0
爱琳娜,900133,爱琳娜,0,0,9001028,0,0,0,0,0,0,600000,0,0,0
北方暴君纳森,900134,北方暴君纳森,6000,0,9000069;9000069;9001029,0,0,0,0,0,0,600000,0,0,0
,900136,劫匪,0,0,9000070,0,0,0,0,0,0,600000,0,0,0
,900137,部落精英战士,0,0,10002,0,0,0,0,0,0,600000,0,0,0
,900138,卫兵,0,0,9001032,0,0,0,0,0,0,600000,0,0,0
半人鱼,900146,蓝色半鱼人,0,0,9001041,0,0,0,0,0,0,600000,0,0,0
鹿角兽破坏者,900147,鹿角子爵特鲁,0,0,9001042,0,0,0,0,0,0,600000,0,0,0
瑞杰,900148,瑞杰,0,0,9001043,0,0,0,0,0,0,600000,0,0,0
哥布林德雷克,900150,哥布林德雷克,0,0,9000045,0,0,0,0,0,0,600000,0,0,0
部落战士,900151,甜品大盗,25000,0,9000056,0,0,0,0,0,0,600000,0,0,0
盗贼奸细,900152,盗贼奸细,25000,0,9000057,0,0,0,0,0,0,600000,0,0,0
毒刃蜂后,900153,丛林开膛手,25000,0,9000058,0,0,0,0,0,0,600000,0,0,0
丛林偷猎者,900154,丛林偷猎者,25000,0,1000091,0,0,0,0,0,0,600000,0,0,0
丛林偷猎者,900155,丛林偷猎者,25000,0,1000091,0,0,0,0,0,0,600000,0,0,0
丛林偷猎者,900156,丛林偷猎者,25000,0,1000091,0,0,0,0,0,0,600000,0,0,0
丛林偷猎者,900157,丛林偷猎者,25000,0,1000091,0,0,0,0,0,0,600000,0,0,0
丛林偷猎者,900158,丛林偷猎者,25000,0,1000091,0,0,0,0,0,0,600000,0,0,0
铁甲哥布林,900159,铁甲哥布林,25000,0,1000092,0,0,0,0,0,0,600000,0,0,0
铁甲哥布林,900160,铁甲哥布林,25000,0,1000092,0,0,0,0,0,0,600000,0,0,0
铁甲哥布林,900161,铁甲哥布林,25000,0,1000092,0,0,0,0,0,0,600000,0,0,0
铁甲哥布林,900162,铁甲哥布林,25000,0,1000092,0,0,0,0,0,0,600000,0,0,0
先驱者1号,900163,先驱者1号,25000,0,1000093,0,0,0,0,0,0,600000,0,0,0
,900164,丧尸士兵,25000,0,1000094,0,0,0,0,0,0,600000,0,0,0
,900165,巨骨熊,25000,0,1000115,0,0,0,0,0,0,600000,0,0,0
,900166,食人怪奥顿,25000,0,1000096,0,0,0,0,0,0,600000,0,0,0
,900167,强盗珀纳,25000,0,1000095,0,0,0,0,0,0,600000,0,0,0
不死丧尸,900168,不死丧尸,0,0,9000093,0,0,0,0,0,0,600000,0,0,0
,900179,狼人基德,25000,0,2001211,0,0,0,0,0,0,600000,0,0,0
,900180,森林巨熊,25000,0,9000172,0,0,0,0,0,0,600000,0,0,0
,900181,黑骑士,25000,0,9000173,0,0,0,0,0,0,600000,0,0,0
,900182,北方暴君,25000,0,9000150,0,0,0,0,0,0,600000,0,0,0
怒海鱼妖,900183,怒海鱼妖,10000,0,9000059;9000060;9000061,0,0,0,0,0,0,600000,0,0,0
,900184,铠甲幽灵布劳,0,0,9000062,0,0,0,0,0,0,600000,0,0,0
,900185,驭魂法师拜诺,0,0,9000063,0,0,0,0,0,0,600000,0,0,0
,900186,弑魂领主索尔,0,0,9000065,0,0,0,0,0,0,600000,0,0,0
,900188,先驱者1号,0,0,9000068,0,0,0,0,0,0,600000,0,0,0
边陲沙湖,900189,边陲沙狐,0,0,9000071;9000071;9000071,0,0,0,0,0,0,600000,0,0,0
魔脊半人鱼,900190,魔脊半人鱼,0,0,9000072,0,0,0,0,0,0,600000,0,0,0
黑蹄鹿角兽,900191,黑蹄鹿角兽,0,0,9000073,0,0,0,0,0,0,600000,0,0,0
深渊领主,900192,深渊领主,10000,0,9000074,0,0,0,0,0,0,600000,0,0,0
,900193,怒蝎统领强森,0,0,9000075,0,0,0,0,0,0,600000,0,0,0
戈壁火狐,900194,戈壁火狐,0,0,9000078,0,0,0,0,0,0,600000,0,0,0
魔化毒角兽,900195,魔化毒角兽,0,0,9000079,0,0,0,0,0,0,600000,0,0,0
魅魔,900198,???,44000,0,9000085,0,0,0,0,0,0,600000,0,0,0
,900199,不死者安妮特,0,0,9000086,0,0,0,0,0,0,600000,0,0,0
,900200,魔脊半鱼人,0,0,9000087,0,0,0,0,0,0,600000,0,0,0
,900201,晶石暴熊,0,0,9000088,0,0,0,0,0,0,600000,0,0,0
,900202,加林儿子,0,0,9000089,0,0,0,0,0,0,600000,0,0,0
,900203,不死者,0,0,9000090;9000090,0,0,0,0,0,0,600000,0,0,0
,900204,晶石暴熊,0,0,9000147,0,0,0,0,0,0,600000,0,0,0
,900205,狐克斯,0,0,9000094,0,0,0,0,0,0,600000,0,0,0
亡魂死徒,900206,亡魂死徒,0,0,9000095,0,0,0,0,0,0,600000,0,0,0
亡魂死士,900207,亡魂死士,10000,0,9000096,0,0,0,0,0,0,600000,0,0,0
,900209,黑袍哥布林,0,0,9000098,0,0,0,0,0,0,600000,0,0,0
,900210,丛林偷猎者,0,0,9000099,0,0,0,0,0,0,600000,0,0,0
玫瑰团追随者,900211,玫瑰团追随者,0,0,9000100,0,0,0,0,0,0,600000,0,0,0
玫瑰团流浪者,900212,玫瑰团流浪者,0,0,9000101,0,0,0,0,0,0,600000,0,0,0
,900213,野蛮孤狼,0,0,9000102,0,0,0,0,0,0,600000,0,1,0
,900214,半鱼人,0,0,9000103,0,0,0,0,0,0,600000,0,1,0
,900215,玫瑰团追随者,0,0,9000104,0,0,0,0,0,0,600000,0,1,0
,900216,玫瑰团流浪者,0,0,9000105,0,0,0,0,0,0,600000,0,1,0
,900217,虎斑蜂,0,0,9000106,0,0,0,0,0,0,600000,0,1,0
,900218,黑袍哥布林,0,0,9000107,0,0,0,0,0,0,600000,0,1,0
,900219,丛林偷猎者,0,0,9000108,0,0,0,0,0,0,600000,0,1,0
,900220,滚石怪,0,0,9000109,0,0,0,0,0,0,600000,0,1,0
,900221,不死者,0,0,9000110,0,0,0,0,0,0,600000,0,1,0
,900222,亡魂死徒,0,0,9000111,0,0,0,0,0,0,600000,0,1,0
,900223,亡魂死士,0,0,9000112,0,0,0,0,0,0,600000,0,1,0
,900224,白狼领主雷加,0,0,9000113,0,0,0,0,0,0,600000,0,1,0
,900225,暗夜蔷薇维拉,0,0,9000114,0,0,0,0,0,0,600000,0,1,0
,900226,食人族长阿贝普,0,0,9000115,0,0,0,0,0,0,600000,0,1,0
,900227,无魂不死者瑞恩,0,0,9000116,0,0,0,0,0,0,600000,0,1,0
,900228,禁卫军长蓝斯,0,0,9000117,0,0,0,0,0,0,600000,0,1,0
,900229,鹿角伯爵赛尔,0,0,9000118,0,0,0,0,0,0,600000,0,1,0
,900230,永夜鱼龙,57000,0,9000119;9000124,0,0,0,0,0,0,600000,0,0,0
,900231,白眼独狼,57000,0,9000120,0,0,0,0,0,0,600000,0,0,0
,900232,巫袍鹿角兽,57000,0,9000121,0,0,0,0,0,0,600000,0,0,0
,900233,巫袍鹿角兽,57000,0,9000126,0,0,0,0,0,0,600000,0,0,0
,900234,石像鬼,60000,0,9000122,0,0,0,0,0,0,600000,0,0,0
,900235,荆棘花妖,61000,0,9000123;9000128;9000197,0,0,0,0,0,0,600000,0,0,0
,900236,强盗贝拉,61000,0,9000125,0,0,0,0,0,0,600000,0,0,0
,900237,武装狼人,62000,0,9000129;9000127;9000198,0,0,0,0,0,0,600000,0,0,0
,900238,暗黑战魂,62000,0,9000199;9000200,0,0,0,0,0,0,600000,0,0,0
亡魂首领,900240,暗骑首领,47000,0,9000130,0,0,0,0,0,0,600000,0,0,0
巨熊首领,900241,巨熊首领,46000,0,9000131,0,0,0,0,0,0,600000,0,0,0
沙漠巨人,900242,巨人首领,47000,0,9000132,0,0,0,0,0,0,600000,0,0,0
泰坦之魂,900243,泰坦之魂,48000,0,9000133,0,0,0,0,0,0,600000,0,0,0
,900244,檐鬼,18000,0,9000134,0,0,0,0,0,0,600000,0,0,0
苍白獠牙塞特,900245,苍白獠牙特纳,28185,0,9000135,0,0,0,0,0,0,600000,0,0,0
怒鳍半鱼人,900246,怒鳍半鱼人莱基,35094,0,9000136,0,0,0,0,2000172,0,600000,0,0,0
丛林开膛手,900247,丛林开膛手杰斯,37941,0,9000137,0,0,0,0,2000173,0,600000,0,0,0
财宝哥布林,900248,财宝哥布林安达,40386,0,9000138,0,0,0,0,2000174,0,600000,0,0,0
巨斧屠夫曼达,900249,巨斧屠夫诺顿,46041,0,9000139,0,0,0,0,2000175,0,600000,0,0,0
北方暴君纳森,900250,北方暴君雷曼,51024,0,9000140,0,0,0,0,2000176,0,600000,0,0,0
先驱者1号,900251,先驱者6号,54450,0,9000141;9000323;9000323,0,0,0,0,2000177,0,600000,0,0,0
骑士长亚索,900252,骑士长吉索斯,57984,0,9000142,0,0,0,0,2000178,0,600000,0,0,0
食人酋长布鲁,900253,食人酋长沙巴兹,63540,0,9000143,0,0,0,0,2000179,0,600000,0,0,0
