,required,optional,required,required,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,2633,,106,1,41,41,4,12000,2110001,6,2110002,2,0,0,0,0
,2634,,106,1,42,42,4,13000,2110001,6,2110002,2,0,0,0,0
,2635,,106,1,43,43,4,14000,2110001,6,2110002,2,0,0,0,0
,2636,,106,1,44,44,4,15000,2110001,6,2110002,2,0,0,0,0
,2637,,106,1,45,45,4,16000,2110001,6,2110002,2,0,0,0,0
,2638,,106,1,46,46,4,17000,2110001,6,2110002,2,0,0,0,0
,2639,,106,1,47,47,4,18000,2110001,6,2110002,2,0,0,0,0
,2640,,106,1,48,48,4,19000,2110001,6,2110002,2,0,0,0,0
,2641,,106,1,49,49,4,20000,2110001,6,2110002,2,0,0,0,0
,2642,,106,1,50,50,4,21000,2110001,6,2110002,2,0,0,0,0
,2643,,106,1,51,51,5,22000,2110001,10,2110002,3,2110003,1,0,0
,2644,,106,1,52,52,5,23000,2110001,10,2110002,3,2110003,1,0,0
,2645,,106,1,53,53,5,24000,2110001,10,2110002,3,2110003,1,0,0
,2646,,106,1,54,54,5,25000,2110001,10,2110002,3,2110003,1,0,0
,2647,,106,1,55,55,5,26000,2110001,10,2110002,3,2110003,1,0,0
,2648,,106,1,56,56,5,27000,2110001,10,2110002,3,2110003,2,0,0
,2649,,106,1,57,57,5,28000,2110001,10,2110002,3,2110003,2,0,0
,2650,,106,1,58,58,5,29000,2110001,10,2110002,3,2110003,2,0,0
,2651,,106,1,59,59,5,30000,2110001,10,2110002,3,2110003,2,0,0
,2652,,106,1,60,60,5,31000,2110001,10,2110002,3,2110003,2,0,0
,2653,,106,1,61,61,6,32000,2110001,10,2110002,4,2110003,3,0,0
,2654,,106,1,62,62,6,33000,2110001,10,2110002,4,2110003,3,0,0
,2655,,106,1,63,63,6,34000,2110001,10,2110002,4,2110003,3,0,0
,2656,,106,1,64,64,6,35000,2110001,10,2110002,4,2110003,3,0,0
,2657,,106,1,65,65,6,36000,2110001,10,2110002,4,2110003,3,0,0
,2658,,106,1,66,66,6,37000,2110001,10,2110002,4,2110003,4,2110004,1
,2659,,106,1,67,67,6,38000,2110001,10,2110002,4,2110003,4,2110004,1
,2660,,106,1,68,68,6,39000,2110001,10,2110002,4,2110003,4,2110004,1
,2661,,106,1,69,69,6,40000,2110001,10,2110002,4,2110003,4,2110004,1
,2662,,106,1,70,70,6,41000,2110001,10,2110002,4,2110003,4,2110004,1
,2663,,106,1,71,71,7,42000,2110001,10,2110002,6,2110003,5,2110004,2
,2664,,106,1,72,72,7,43000,2110001,10,2110002,6,2110003,5,2110004,2
,2665,,106,1,73,73,7,44000,2110001,10,2110002,6,2110003,5,2110004,2
,2666,,106,1,74,74,7,45000,2110001,10,2110002,6,2110003,5,2110004,2
,2667,,106,1,75,75,7,46000,2110001,10,2110002,6,2110003,5,2110004,2
,2668,,106,1,76,76,7,47000,2110001,10,2110002,6,2110003,6,2110004,3
,2669,,106,1,77,77,7,48000,2110001,10,2110002,6,2110003,6,2110004,3
,2670,,106,1,78,78,7,49000,2110001,10,2110002,6,2110003,6,2110004,3
,2671,,106,1,79,79,7,50000,2110001,10,2110002,6,2110003,6,2110004,3
,2672,,106,1,80,80,7,50000,2110001,10,2110002,6,2110003,6,2110004,3
,2673,,106,2,1,1,0,100,2110001,1,0,0,0,0,0,0
,2674,,106,2,2,2,0,200,2110001,1,0,0,0,0,0,0
,2675,,106,2,3,3,0,300,2110001,1,0,0,0,0,0,0
,2676,,106,2,4,4,0,400,2110001,1,0,0,0,0,0,0
,2677,,106,2,5,5,0,500,2110001,1,0,0,0,0,0,0
,2678,,106,2,6,6,0,600,2110001,1,0,0,0,0,0,0
,2679,,106,2,7,7,0,700,2110001,1,0,0,0,0,0,0
,2680,,106,2,8,8,0,800,2110001,1,0,0,0,0,0,0
,2681,,106,2,9,9,0,900,2110001,1,0,0,0,0,0,0
,2682,,106,2,10,10,0,1000,2110001,1,0,0,0,0,0,0
,2683,,106,2,11,11,1,1200,2110001,2,0,0,0,0,0,0
,2684,,106,2,12,12,1,1400,2110001,2,0,0,0,0,0,0
,2685,,106,2,13,13,1,1600,2110001,2,0,0,0,0,0,0
,2686,,106,2,14,14,1,1800,2110001,2,0,0,0,0,0,0
,2687,,106,2,15,15,1,2000,2110001,2,0,0,0,0,0,0
,2688,,106,2,16,16,1,2200,2110001,2,0,0,0,0,0,0
,2689,,106,2,17,17,1,2400,2110001,2,0,0,0,0,0,0
,2690,,106,2,18,18,1,2600,2110001,2,0,0,0,0,0,0
,2691,,106,2,19,19,1,2800,2110001,2,0,0,0,0,0,0
,2692,,106,2,20,20,1,3000,2110001,2,0,0,0,0,0,0
,2693,,106,2,21,21,2,3300,2110001,3,0,0,0,0,0,0
,2694,,106,2,22,22,2,3600,2110001,3,0,0,0,0,0,0
,2695,,106,2,23,23,2,3900,2110001,3,0,0,0,0,0,0
,2696,,106,2,24,24,2,4200,2110001,3,0,0,0,0,0,0
,2697,,106,2,25,25,2,4500,2110001,3,0,0,0,0,0,0
,2698,,106,2,26,26,2,4800,2110001,3,0,0,0,0,0,0
,2699,,106,2,27,27,2,5100,2110001,3,0,0,0,0,0,0
,2700,,106,2,28,28,2,5400,2110001,3,0,0,0,0,0,0
,2701,,106,2,29,29,2,5700,2110001,3,0,0,0,0,0,0
,2702,,106,2,30,30,2,6000,2110001,3,0,0,0,0,0,0
,2703,,106,2,31,31,3,6500,2110001,4,2110002,1,0,0,0,0
,2704,,106,2,32,32,3,7000,2110001,4,2110002,1,0,0,0,0
,2705,,106,2,33,33,3,7500,2110001,4,2110002,1,0,0,0,0
,2706,,106,2,34,34,3,8000,2110001,4,2110002,1,0,0,0,0
,2707,,106,2,35,35,3,8500,2110001,4,2110002,1,0,0,0,0
,2708,,106,2,36,36,3,9000,2110001,4,2110002,1,0,0,0,0
,2709,,106,2,37,37,3,9500,2110001,4,2110002,1,0,0,0,0
,2710,,106,2,38,38,3,10000,2110001,4,2110002,1,0,0,0,0
,2711,,106,2,39,39,3,10500,2110001,4,2110002,1,0,0,0,0
,2712,,106,2,40,40,3,11000,2110001,4,2110002,1,0,0,0,0
,2713,,106,2,41,41,4,12000,2110001,6,2110002,2,0,0,0,0
,2714,,106,2,42,42,4,13000,2110001,6,2110002,2,0,0,0,0
,2715,,106,2,43,43,4,14000,2110001,6,2110002,2,0,0,0,0
,2716,,106,2,44,44,4,15000,2110001,6,2110002,2,0,0,0,0
,2717,,106,2,45,45,4,16000,2110001,6,2110002,2,0,0,0,0
,2718,,106,2,46,46,4,17000,2110001,6,2110002,2,0,0,0,0
,2719,,106,2,47,47,4,18000,2110001,6,2110002,2,0,0,0,0
,2720,,106,2,48,48,4,19000,2110001,6,2110002,2,0,0,0,0
,2721,,106,2,49,49,4,20000,2110001,6,2110002,2,0,0,0,0
,2722,,106,2,50,50,4,21000,2110001,6,2110002,2,0,0,0,0
,2723,,106,2,51,51,5,22000,2110001,10,2110002,3,2110003,1,0,0
,2724,,106,2,52,52,5,23000,2110001,10,2110002,3,2110003,1,0,0
,2725,,106,2,53,53,5,24000,2110001,10,2110002,3,2110003,1,0,0
,2726,,106,2,54,54,5,25000,2110001,10,2110002,3,2110003,1,0,0
,2727,,106,2,55,55,5,26000,2110001,10,2110002,3,2110003,1,0,0
,2728,,106,2,56,56,5,27000,2110001,10,2110002,3,2110003,2,0,0
,2729,,106,2,57,57,5,28000,2110001,10,2110002,3,2110003,2,0,0
,2730,,106,2,58,58,5,29000,2110001,10,2110002,3,2110003,2,0,0
,2731,,106,2,59,59,5,30000,2110001,10,2110002,3,2110003,2,0,0
,2732,,106,2,60,60,5,31000,2110001,10,2110002,3,2110003,2,0,0
,2733,,106,2,61,61,6,32000,2110001,10,2110002,4,2110003,3,0,0
,2734,,106,2,62,62,6,33000,2110001,10,2110002,4,2110003,3,0,0
,2735,,106,2,63,63,6,34000,2110001,10,2110002,4,2110003,3,0,0
,2736,,106,2,64,64,6,35000,2110001,10,2110002,4,2110003,3,0,0
,2737,,106,2,65,65,6,36000,2110001,10,2110002,4,2110003,3,0,0
,2738,,106,2,66,66,6,37000,2110001,10,2110002,4,2110003,4,2110004,1
,2739,,106,2,67,67,6,38000,2110001,10,2110002,4,2110003,4,2110004,1
,2740,,106,2,68,68,6,39000,2110001,10,2110002,4,2110003,4,2110004,1
,2741,,106,2,69,69,6,40000,2110001,10,2110002,4,2110003,4,2110004,1
,2742,,106,2,70,70,6,41000,2110001,10,2110002,4,2110003,4,2110004,1
,2743,,106,2,71,71,7,42000,2110001,10,2110002,6,2110003,5,2110004,2
,2744,,106,2,72,72,7,43000,2110001,10,2110002,6,2110003,5,2110004,2
,2745,,106,2,73,73,7,44000,2110001,10,2110002,6,2110003,5,2110004,2
,2746,,106,2,74,74,7,45000,2110001,10,2110002,6,2110003,5,2110004,2
,2747,,106,2,75,75,7,46000,2110001,10,2110002,6,2110003,5,2110004,2
,2748,,106,2,76,76,7,47000,2110001,10,2110002,6,2110003,6,2110004,3
,2749,,106,2,77,77,7,48000,2110001,10,2110002,6,2110003,6,2110004,3
,2750,,106,2,78,78,7,49000,2110001,10,2110002,6,2110003,6,2110004,3
,2751,,106,2,79,79,7,50000,2110001,10,2110002,6,2110003,6,2110004,3
,2752,,106,2,80,80,7,50000,2110001,10,2110002,6,2110003,6,2110004,3
,2753,,106,3,1,1,0,100,2110001,1,0,0,0,0,0,0
,2754,,106,3,2,2,0,200,2110001,1,0,0,0,0,0,0
,2755,,106,3,3,3,0,300,2110001,1,0,0,0,0,0,0
,2756,,106,3,4,4,0,400,2110001,1,0,0,0,0,0,0
,2757,,106,3,5,5,0,500,2110001,1,0,0,0,0,0,0
,2758,,106,3,6,6,0,600,2110001,1,0,0,0,0,0,0
,2759,,106,3,7,7,0,700,2110001,1,0,0,0,0,0,0
,2760,,106,3,8,8,0,800,2110001,1,0,0,0,0,0,0
,2761,,106,3,9,9,0,900,2110001,1,0,0,0,0,0,0
,2762,,106,3,10,10,0,1000,2110001,1,0,0,0,0,0,0
,2763,,106,3,11,11,1,1200,2110001,2,0,0,0,0,0,0
,2764,,106,3,12,12,1,1400,2110001,2,0,0,0,0,0,0
,2765,,106,3,13,13,1,1600,2110001,2,0,0,0,0,0,0
,2766,,106,3,14,14,1,1800,2110001,2,0,0,0,0,0,0
,2767,,106,3,15,15,1,2000,2110001,2,0,0,0,0,0,0
,2768,,106,3,16,16,1,2200,2110001,2,0,0,0,0,0,0
,2769,,106,3,17,17,1,2400,2110001,2,0,0,0,0,0,0
,2770,,106,3,18,18,1,2600,2110001,2,0,0,0,0,0,0
,2771,,106,3,19,19,1,2800,2110001,2,0,0,0,0,0,0
,2772,,106,3,20,20,2,3000,2110001,2,0,0,0,0,0,0
,2773,,106,3,21,21,2,3300,2110001,3,0,0,0,0,0,0
,2774,,106,3,22,22,2,3600,2110001,3,0,0,0,0,0,0
,2775,,106,3,23,23,2,3900,2110001,3,0,0,0,0,0,0
,2776,,106,3,24,24,2,4200,2110001,3,0,0,0,0,0,0
,2777,,106,3,25,25,2,4500,2110001,3,0,0,0,0,0,0
,2778,,106,3,26,26,2,4800,2110001,3,0,0,0,0,0,0
,2779,,106,3,27,27,2,5100,2110001,3,0,0,0,0,0,0
,2780,,106,3,28,28,2,5400,2110001,3,0,0,0,0,0,0
,2781,,106,3,29,29,2,5700,2110001,3,0,0,0,0,0,0
,2782,,106,3,30,30,2,6000,2110001,3,0,0,0,0,0,0
,2783,,106,3,31,31,3,6500,2110001,4,2110002,1,0,0,0,0
,2784,,106,3,32,32,3,7000,2110001,4,2110002,1,0,0,0,0
,2785,,106,3,33,33,3,7500,2110001,4,2110002,1,0,0,0,0
,2786,,106,3,34,34,3,8000,2110001,4,2110002,1,0,0,0,0
,2787,,106,3,35,35,3,8500,2110001,4,2110002,1,0,0,0,0
,2788,,106,3,36,36,3,9000,2110001,4,2110002,1,0,0,0,0
,2789,,106,3,37,37,3,9500,2110001,4,2110002,1,0,0,0,0
,2790,,106,3,38,38,3,10000,2110001,4,2110002,1,0,0,0,0
,2791,,106,3,39,39,3,10500,2110001,4,2110002,1,0,0,0,0
,2792,,106,3,40,40,3,11000,2110001,4,2110002,1,0,0,0,0
,2793,,106,3,41,41,4,12000,2110001,6,2110002,2,0,0,0,0
,2794,,106,3,42,42,4,13000,2110001,6,2110002,2,0,0,0,0
,2795,,106,3,43,43,4,14000,2110001,6,2110002,2,0,0,0,0
,2796,,106,3,44,44,4,15000,2110001,6,2110002,2,0,0,0,0
,2797,,106,3,45,45,4,16000,2110001,6,2110002,2,0,0,0,0
,2798,,106,3,46,46,4,17000,2110001,6,2110002,2,0,0,0,0
,2799,,106,3,47,47,4,18000,2110001,6,2110002,2,0,0,0,0
,2800,,106,3,48,48,4,19000,2110001,6,2110002,2,0,0,0,0
,2801,,106,3,49,49,4,20000,2110001,6,2110002,2,0,0,0,0
,2802,,106,3,50,50,4,21000,2110001,6,2110002,2,0,0,0,0
,2803,,106,3,51,51,5,22000,2110001,10,2110002,3,2110003,1,0,0
,2804,,106,3,52,52,5,23000,2110001,10,2110002,3,2110003,1,0,0
,2805,,106,3,53,53,5,24000,2110001,10,2110002,3,2110003,1,0,0
,2806,,106,3,54,54,5,25000,2110001,10,2110002,3,2110003,1,0,0
,2807,,106,3,55,55,5,26000,2110001,10,2110002,3,2110003,1,0,0
,2808,,106,3,56,56,5,27000,2110001,10,2110002,3,2110003,2,0,0
,2809,,106,3,57,57,5,28000,2110001,10,2110002,3,2110003,2,0,0
,2810,,106,3,58,58,5,29000,2110001,10,2110002,3,2110003,2,0,0
,2811,,106,3,59,59,5,30000,2110001,10,2110002,3,2110003,2,0,0
,2812,,106,3,60,60,5,31000,2110001,10,2110002,3,2110003,2,0,0
,2813,,106,3,61,61,6,32000,2110001,10,2110002,4,2110003,3,0,0
,2814,,106,3,62,62,6,33000,2110001,10,2110002,4,2110003,3,0,0
,2815,,106,3,63,63,6,34000,2110001,10,2110002,4,2110003,3,0,0
,2816,,106,3,64,64,6,35000,2110001,10,2110002,4,2110003,3,0,0
,2817,,106,3,65,65,6,36000,2110001,10,2110002,4,2110003,3,0,0
,2818,,106,3,66,66,6,37000,2110001,10,2110002,4,2110003,4,2110004,1
,2819,,106,3,67,67,6,38000,2110001,10,2110002,4,2110003,4,2110004,1
,2820,,106,3,68,68,6,39000,2110001,10,2110002,4,2110003,4,2110004,1
,2821,,106,3,69,69,6,40000,2110001,10,2110002,4,2110003,4,2110004,1
,2822,,106,3,70,70,6,41000,2110001,10,2110002,4,2110003,4,2110004,1
,2823,,106,3,71,71,7,42000,2110001,10,2110002,6,2110003,5,2110004,2
,2824,,106,3,72,72,7,43000,2110001,10,2110002,6,2110003,5,2110004,2
,2825,,106,3,73,73,7,44000,2110001,10,2110002,6,2110003,5,2110004,2
,2826,,106,3,74,74,7,45000,2110001,10,2110002,6,2110003,5,2110004,2
,2827,,106,3,75,75,7,46000,2110001,10,2110002,6,2110003,5,2110004,2
,2828,,106,3,76,76,7,47000,2110001,10,2110002,6,2110003,6,2110004,3
,2829,,106,3,77,77,7,48000,2110001,10,2110002,6,2110003,6,2110004,3
,2830,,106,3,78,78,7,49000,2110001,10,2110002,6,2110003,6,2110004,3
,2831,,106,3,79,79,7,50000,2110001,10,2110002,6,2110003,6,2110004,3
,2832,,106,3,80,80,7,50000,2110001,10,2110002,6,2110003,6,2110004,3
,2833,,106,4,1,1,0,100,2110001,1,0,0,0,0,0,0
,2834,,106,4,2,2,0,200,2110001,1,0,0,0,0,0,0
,2835,,106,4,3,3,0,300,2110001,1,0,0,0,0,0,0
,2836,,106,4,4,4,0,400,2110001,1,0,0,0,0,0,0
,2837,,106,4,5,5,0,500,2110001,1,0,0,0,0,0,0
,2838,,106,4,6,6,0,600,2110001,1,0,0,0,0,0,0
,2839,,106,4,7,7,0,700,2110001,1,0,0,0,0,0,0
,2840,,106,4,8,8,0,800,2110001,1,0,0,0,0,0,0
,2841,,106,4,9,9,0,900,2110001,1,0,0,0,0,0,0
,2842,,106,4,10,10,0,1000,2110001,1,0,0,0,0,0,0
,2843,,106,4,11,11,1,1200,2110001,2,0,0,0,0,0,0
,2844,,106,4,12,12,1,1400,2110001,2,0,0,0,0,0,0
,2845,,106,4,13,13,1,1600,2110001,2,0,0,0,0,0,0
,2846,,106,4,14,14,1,1800,2110001,2,0,0,0,0,0,0
,2847,,106,4,15,15,1,2000,2110001,2,0,0,0,0,0,0
,2848,,106,4,16,16,1,2200,2110001,2,0,0,0,0,0,0
,2849,,106,4,17,17,1,2400,2110001,2,0,0,0,0,0,0
,2850,,106,4,18,18,1,2600,2110001,2,0,0,0,0,0,0
,2851,,106,4,19,19,1,2800,2110001,2,0,0,0,0,0,0
,2852,,106,4,20,20,1,3000,2110001,2,0,0,0,0,0,0
,2853,,106,4,21,21,2,3300,2110001,3,0,0,0,0,0,0
,2854,,106,4,22,22,2,3600,2110001,3,0,0,0,0,0,0
,2855,,106,4,23,23,2,3900,2110001,3,0,0,0,0,0,0
,2856,,106,4,24,24,2,4200,2110001,3,0,0,0,0,0,0
,2857,,106,4,25,25,2,4500,2110001,3,0,0,0,0,0,0
,2858,,106,4,26,26,2,4800,2110001,3,0,0,0,0,0,0
,2859,,106,4,27,27,2,5100,2110001,3,0,0,0,0,0,0
,2860,,106,4,28,28,2,5400,2110001,3,0,0,0,0,0,0
,2861,,106,4,29,29,2,5700,2110001,3,0,0,0,0,0,0
,2862,,106,4,30,30,2,6000,2110001,3,0,0,0,0,0,0
,2863,,106,4,31,31,3,6500,2110001,4,2110002,1,0,0,0,0
,2864,,106,4,32,32,3,7000,2110001,4,2110002,1,0,0,0,0
,2865,,106,4,33,33,3,7500,2110001,4,2110002,1,0,0,0,0
,2866,,106,4,34,34,3,8000,2110001,4,2110002,1,0,0,0,0
,2867,,106,4,35,35,3,8500,2110001,4,2110002,1,0,0,0,0
,2868,,106,4,36,36,3,9000,2110001,4,2110002,1,0,0,0,0
,2869,,106,4,37,37,3,9500,2110001,4,2110002,1,0,0,0,0
,2870,,106,4,38,38,3,10000,2110001,4,2110002,1,0,0,0,0
,2871,,106,4,39,39,3,10500,2110001,4,2110002,1,0,0,0,0
,2872,,106,4,40,40,3,11000,2110001,4,2110002,1,0,0,0,0
,2873,,106,4,41,41,4,12000,2110001,6,2110002,2,0,0,0,0
,2874,,106,4,42,42,4,13000,2110001,6,2110002,2,0,0,0,0
,2875,,106,4,43,43,4,14000,2110001,6,2110002,2,0,0,0,0
,2876,,106,4,44,44,4,15000,2110001,6,2110002,2,0,0,0,0
,2877,,106,4,45,45,4,16000,2110001,6,2110002,2,0,0,0,0
,2878,,106,4,46,46,4,17000,2110001,6,2110002,2,0,0,0,0
,2879,,106,4,47,47,4,18000,2110001,6,2110002,2,0,0,0,0
,2880,,106,4,48,48,4,19000,2110001,6,2110002,2,0,0,0,0
,2881,,106,4,49,49,4,20000,2110001,6,2110002,2,0,0,0,0
,2882,,106,4,50,50,4,21000,2110001,6,2110002,2,0,0,0,0
,2883,,106,4,51,51,5,22000,2110001,10,2110002,3,2110003,1,0,0
,2884,,106,4,52,52,5,23000,2110001,10,2110002,3,2110003,1,0,0
,2885,,106,4,53,53,5,24000,2110001,10,2110002,3,2110003,1,0,0
,2886,,106,4,54,54,5,25000,2110001,10,2110002,3,2110003,1,0,0
,2887,,106,4,55,55,5,26000,2110001,10,2110002,3,2110003,1,0,0
,2888,,106,4,56,56,5,27000,2110001,10,2110002,3,2110003,2,0,0
,2889,,106,4,57,57,5,28000,2110001,10,2110002,3,2110003,2,0,0
,2890,,106,4,58,58,5,29000,2110001,10,2110002,3,2110003,2,0,0
,2891,,106,4,59,59,5,30000,2110001,10,2110002,3,2110003,2,0,0
,2892,,106,4,60,60,5,31000,2110001,10,2110002,3,2110003,2,0,0
,2893,,106,4,61,61,6,32000,2110001,10,2110002,4,2110003,3,0,0
,2894,,106,4,62,62,6,33000,2110001,10,2110002,4,2110003,3,0,0
,2895,,106,4,63,63,6,34000,2110001,10,2110002,4,2110003,3,0,0
,2896,,106,4,64,64,6,35000,2110001,10,2110002,4,2110003,3,0,0
,2897,,106,4,65,65,6,36000,2110001,10,2110002,4,2110003,3,0,0
,2898,,106,4,66,66,6,37000,2110001,10,2110002,4,2110003,4,2110004,1
,2899,,106,4,67,67,6,38000,2110001,10,2110002,4,2110003,4,2110004,1
,2900,,106,4,68,68,6,39000,2110001,10,2110002,4,2110003,4,2110004,1
,2901,,106,4,69,69,6,40000,2110001,10,2110002,4,2110003,4,2110004,1
,2902,,106,4,70,70,6,41000,2110001,10,2110002,4,2110003,4,2110004,1
,2903,,106,4,71,71,7,42000,2110001,10,2110002,6,2110003,5,2110004,2
,2904,,106,4,72,72,7,43000,2110001,10,2110002,6,2110003,5,2110004,2
,2905,,106,4,73,73,7,44000,2110001,10,2110002,6,2110003,5,2110004,2
,2906,,106,4,74,74,7,45000,2110001,10,2110002,6,2110003,5,2110004,2
,2907,,106,4,75,75,7,46000,2110001,10,2110002,6,2110003,5,2110004,2
,2908,,106,4,76,76,7,47000,2110001,10,2110002,6,2110003,6,2110004,3
,2909,,106,4,77,77,7,48000,2110001,10,2110002,6,2110003,6,2110004,3
,2910,,106,4,78,78,7,49000,2110001,10,2110002,6,2110003,6,2110004,3
,2911,,106,4,79,79,7,50000,2110001,10,2110002,6,2110003,6,2110004,3
,2912,,106,4,80,80,7,50000,2110001,10,2110002,6,2110003,6,2110004,3
,2913,,106,1,0,0,0,0,0,0,0,0,0,0,0,0
,2914,,106,2,0,0,0,0,0,0,0,0,0,0,0,0
,2915,,106,3,0,0,0,0,0,0,0,0,0,0,0,0
,2916,,106,4,0,0,0,0,0,0,0,0,0,0,0,0
,2917,,107,1,1,1,0,100,2110001,1,0,0,0,0,0,0
,2918,,107,1,2,2,0,200,2110001,1,0,0,0,0,0,0
,2919,,107,1,3,3,0,300,2110001,1,0,0,0,0,0,0
,2920,,107,1,4,4,0,400,2110001,1,0,0,0,0,0,0
,2921,,107,1,5,5,0,500,2110001,1,0,0,0,0,0,0
,2922,,107,1,6,6,0,600,2110001,1,0,0,0,0,0,0
,2923,,107,1,7,7,0,700,2110001,1,0,0,0,0,0,0
,2924,,107,1,8,8,0,800,2110001,1,0,0,0,0,0,0
,2925,,107,1,9,9,0,900,2110001,1,0,0,0,0,0,0
,2926,,107,1,10,10,0,1000,2110001,1,0,0,0,0,0,0
,2927,,107,1,11,11,1,1200,2110001,2,0,0,0,0,0,0
,2928,,107,1,12,12,1,1400,2110001,2,0,0,0,0,0,0
,2929,,107,1,13,13,1,1600,2110001,2,0,0,0,0,0,0
,2930,,107,1,14,14,1,1800,2110001,2,0,0,0,0,0,0
,2931,,107,1,15,15,1,2000,2110001,2,0,0,0,0,0,0
,2932,,107,1,16,16,1,2200,2110001,2,0,0,0,0,0,0
,2933,,107,1,17,17,1,2400,2110001,2,0,0,0,0,0,0
,2934,,107,1,18,18,1,2600,2110001,2,0,0,0,0,0,0
,2935,,107,1,19,19,1,2800,2110001,2,0,0,0,0,0,0
,2936,,107,1,20,20,1,3000,2110001,2,0,0,0,0,0,0
,2937,,107,1,21,21,2,3300,2110001,3,0,0,0,0,0,0
,2938,,107,1,22,22,2,3600,2110001,3,0,0,0,0,0,0
,2939,,107,1,23,23,2,3900,2110001,3,0,0,0,0,0,0
,2940,,107,1,24,24,2,4200,2110001,3,0,0,0,0,0,0
,2941,,107,1,25,25,2,4500,2110001,3,0,0,0,0,0,0
,2942,,107,1,26,26,2,4800,2110001,3,0,0,0,0,0,0
,2943,,107,1,27,27,2,5100,2110001,3,0,0,0,0,0,0
,2944,,107,1,28,28,2,5400,2110001,3,0,0,0,0,0,0
,2945,,107,1,29,29,2,5700,2110001,3,0,0,0,0,0,0
,2946,,107,1,30,30,2,6000,2110001,3,0,0,0,0,0,0
,2947,,107,1,31,31,3,6500,2110001,4,2110002,1,0,0,0,0
,2948,,107,1,32,32,3,7000,2110001,4,2110002,1,0,0,0,0
,2949,,107,1,33,33,3,7500,2110001,4,2110002,1,0,0,0,0
,2950,,107,1,34,34,3,8000,2110001,4,2110002,1,0,0,0,0
,2951,,107,1,35,35,3,8500,2110001,4,2110002,1,0,0,0,0
,2952,,107,1,36,36,3,9000,2110001,4,2110002,1,0,0,0,0
,2953,,107,1,37,37,3,9500,2110001,4,2110002,1,0,0,0,0
,2954,,107,1,38,38,3,10000,2110001,4,2110002,1,0,0,0,0
,2955,,107,1,39,39,3,10500,2110001,4,2110002,1,0,0,0,0
,2956,,107,1,40,40,3,11000,2110001,4,2110002,1,0,0,0,0
,2957,,107,1,41,41,4,12000,2110001,6,2110002,2,0,0,0,0
,2958,,107,1,42,42,4,13000,2110001,6,2110002,2,0,0,0,0
,2959,,107,1,43,43,4,14000,2110001,6,2110002,2,0,0,0,0
,2960,,107,1,44,44,4,15000,2110001,6,2110002,2,0,0,0,0
,2961,,107,1,45,45,4,16000,2110001,6,2110002,2,0,0,0,0
,2962,,107,1,46,46,4,17000,2110001,6,2110002,2,0,0,0,0
,2963,,107,1,47,47,4,18000,2110001,6,2110002,2,0,0,0,0
,2964,,107,1,48,48,4,19000,2110001,6,2110002,2,0,0,0,0
,2965,,107,1,49,49,4,20000,2110001,6,2110002,2,0,0,0,0
,2966,,107,1,50,50,4,21000,2110001,6,2110002,2,0,0,0,0
,2967,,107,1,51,51,5,22000,2110001,10,2110002,3,2110003,1,0,0
,2968,,107,1,52,52,5,23000,2110001,10,2110002,3,2110003,1,0,0
,2969,,107,1,53,53,5,24000,2110001,10,2110002,3,2110003,1,0,0
,2970,,107,1,54,54,5,25000,2110001,10,2110002,3,2110003,1,0,0
,2971,,107,1,55,55,5,26000,2110001,10,2110002,3,2110003,1,0,0
,2972,,107,1,56,56,5,27000,2110001,10,2110002,3,2110003,2,0,0
,2973,,107,1,57,57,5,28000,2110001,10,2110002,3,2110003,2,0,0
,2974,,107,1,58,58,5,29000,2110001,10,2110002,3,2110003,2,0,0
,2975,,107,1,59,59,5,30000,2110001,10,2110002,3,2110003,2,0,0
,2976,,107,1,60,60,5,31000,2110001,10,2110002,3,2110003,2,0,0
,2977,,107,1,61,61,6,32000,2110001,10,2110002,4,2110003,3,0,0
,2978,,107,1,62,62,6,33000,2110001,10,2110002,4,2110003,3,0,0
,2979,,107,1,63,63,6,34000,2110001,10,2110002,4,2110003,3,0,0
,2980,,107,1,64,64,6,35000,2110001,10,2110002,4,2110003,3,0,0
,2981,,107,1,65,65,6,36000,2110001,10,2110002,4,2110003,3,0,0
,2982,,107,1,66,66,6,37000,2110001,10,2110002,4,2110003,4,2110004,1
,2983,,107,1,67,67,6,38000,2110001,10,2110002,4,2110003,4,2110004,1
,2984,,107,1,68,68,6,39000,2110001,10,2110002,4,2110003,4,2110004,1
,2985,,107,1,69,69,6,40000,2110001,10,2110002,4,2110003,4,2110004,1
,2986,,107,1,70,70,6,41000,2110001,10,2110002,4,2110003,4,2110004,1
,2987,,107,1,71,71,7,42000,2110001,10,2110002,6,2110003,5,2110004,2
,2988,,107,1,72,72,7,43000,2110001,10,2110002,6,2110003,5,2110004,2
,2989,,107,1,73,73,7,44000,2110001,10,2110002,6,2110003,5,2110004,2
,2990,,107,1,74,74,7,45000,2110001,10,2110002,6,2110003,5,2110004,2
,2991,,107,1,75,75,7,46000,2110001,10,2110002,6,2110003,5,2110004,2
,2992,,107,1,76,76,7,47000,2110001,10,2110002,6,2110003,6,2110004,3
,2993,,107,1,77,77,7,48000,2110001,10,2110002,6,2110003,6,2110004,3
,2994,,107,1,78,78,7,49000,2110001,10,2110002,6,2110003,6,2110004,3
,2995,,107,1,79,79,7,50000,2110001,10,2110002,6,2110003,6,2110004,3
