,required,required,optional,required,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,1502,104,,3,43,43,4,4600,2110001,5,2110402,3,2110102,1,0,0
,1503,104,,3,44,44,4,4800,2110001,5,2110402,3,2110102,1,0,0
,1504,104,,3,45,45,4,5000,2110001,5,2110402,5,2110102,2,0,0
,1505,104,,3,46,46,4,5200,2110001,5,2110402,5,2110102,2,0,0
,1506,104,,3,47,47,4,5400,2110001,5,2110402,5,2110102,2,0,0
,1507,104,,3,48,48,4,5600,2110001,5,2110402,5,2110102,2,0,0
,1508,104,,3,49,49,4,5800,2110001,5,2110402,5,2110102,2,0,0
,1509,104,,3,50,50,4,6000,2110001,5,2110402,5,2110102,2,0,0
,1510,104,,3,51,51,5,6300,2110002,1,2110403,2,2110103,1,0,0
,1511,104,,3,52,52,5,6600,2110002,1,2110403,2,2110103,1,0,0
,1512,104,,3,53,53,5,6900,2110002,1,2110403,2,2110103,1,0,0
,1513,104,,3,54,54,5,7200,2110002,1,2110403,2,2110103,1,0,0
,1514,104,,3,55,55,5,7500,2110002,1,2110403,2,2110103,1,0,0
,1515,104,,3,56,56,5,7800,2110002,2,2110403,2,2110103,1,0,0
,1516,104,,3,57,57,5,8100,2110002,2,2110403,2,2110103,1,0,0
,1517,104,,3,58,58,5,8400,2110002,2,2110403,2,2110103,1,0,0
,1518,104,,3,59,59,5,8700,2110002,2,2110403,2,2110103,1,0,0
,1519,104,,3,60,60,5,9000,2110002,2,2110403,2,2110103,1,0,0
,1520,104,,3,61,61,6,9300,2110002,2,2110403,3,2110103,1,0,0
,1521,104,,3,62,62,6,9600,2110002,2,2110403,3,2110103,1,0,0
,1522,104,,3,63,63,6,9900,2110002,2,2110403,3,2110103,1,0,0
,1523,104,,3,64,64,6,10200,2110002,2,2110403,3,2110103,1,0,0
,1524,104,,3,65,65,6,10500,2110002,2,2110403,3,2110103,1,0,0
,1525,104,,3,66,66,6,10800,2110002,3,2110403,3,2110103,1,0,0
,1526,104,,3,67,67,6,11100,2110002,3,2110403,3,2110103,1,0,0
,1527,104,,3,68,68,6,11400,2110002,3,2110403,3,2110103,1,0,0
,1528,104,,3,69,69,6,11700,2110002,3,2110403,3,2110103,1,0,0
,1529,104,,3,70,70,6,12000,2110002,3,2110403,3,2110103,1,0,0
,1530,104,,3,71,71,7,12300,2110002,3,2110404,2,2110104,1,0,0
,1531,104,,3,72,72,7,12600,2110002,3,2110404,2,2110104,1,0,0
,1532,104,,3,73,73,7,12900,2110002,3,2110404,2,2110104,1,0,0
,1533,104,,3,74,74,7,13200,2110002,3,2110404,2,2110104,1,0,0
,1534,104,,3,75,75,7,13500,2110002,3,2110404,2,2110104,1,0,0
,1535,104,,3,76,76,7,13800,2110002,4,2110404,3,2110104,1,0,0
,1536,104,,3,77,77,7,14100,2110002,4,2110404,3,2110104,1,0,0
,1537,104,,3,78,78,7,14400,2110002,4,2110404,3,2110104,1,0,0
,1538,104,,3,79,79,7,14700,2110002,4,2110404,3,2110104,1,0,0
,1539,104,,3,80,80,7,15000,2110002,4,2110404,3,2110104,1,0,0
,1581,104,,4,41,41,4,4200,2110001,5,2110502,3,2110102,1,0,0
,1582,104,,4,42,42,4,4400,2110001,5,2110502,3,2110102,1,0,0
,1583,104,,4,43,43,4,4600,2110001,5,2110502,3,2110102,1,0,0
,1584,104,,4,44,44,4,4800,2110001,5,2110502,3,2110102,1,0,0
,1585,104,,4,45,45,4,5000,2110001,5,2110502,5,2110102,2,0,0
,1586,104,,4,46,46,4,5200,2110001,5,2110502,5,2110102,2,0,0
,1587,104,,4,47,47,4,5400,2110001,5,2110502,5,2110102,2,0,0
,1588,104,,4,48,48,4,5600,2110001,5,2110502,5,2110102,2,0,0
,1589,104,,4,49,49,4,5800,2110001,5,2110502,5,2110102,2,0,0
,1590,104,,4,50,50,4,6000,2110001,5,2110502,5,2110102,2,0,0
,1591,104,,4,51,51,5,6300,2110002,1,2110503,2,2110103,1,0,0
,1592,104,,4,52,52,5,6600,2110002,1,2110503,2,2110103,1,0,0
,1593,104,,4,53,53,5,6900,2110002,1,2110503,2,2110103,1,0,0
,1594,104,,4,54,54,5,7200,2110002,1,2110503,2,2110103,1,0,0
,1595,104,,4,55,55,5,7500,2110002,1,2110503,2,2110103,1,0,0
,1596,104,,4,56,56,5,7800,2110002,2,2110503,2,2110103,1,0,0
,1597,104,,4,57,57,5,8100,2110002,2,2110503,2,2110103,1,0,0
,1598,104,,4,58,58,5,8400,2110002,2,2110503,2,2110103,1,0,0
,1599,104,,4,59,59,5,8700,2110002,2,2110503,2,2110103,1,0,0
,1600,104,,4,60,60,5,9000,2110002,2,2110503,2,2110103,1,0,0
,1601,104,,4,61,61,6,9300,2110002,2,2110503,3,2110103,1,0,0
,1602,104,,4,62,62,6,9600,2110002,2,2110503,3,2110103,1,0,0
,1603,104,,4,63,63,6,9900,2110002,2,2110503,3,2110103,1,0,0
,1604,104,,4,64,64,6,10200,2110002,2,2110503,3,2110103,1,0,0
,1605,104,,4,65,65,6,10500,2110002,2,2110503,3,2110103,1,0,0
,1606,104,,4,66,66,6,10800,2110002,3,2110503,3,2110103,1,0,0
,1607,104,,4,67,67,6,11100,2110002,3,2110503,3,2110103,1,0,0
,1608,104,,4,68,68,6,11400,2110002,3,2110503,3,2110103,1,0,0
,1609,104,,4,69,69,6,11700,2110002,3,2110503,3,2110103,1,0,0
,1610,104,,4,70,70,6,12000,2110002,3,2110503,3,2110103,1,0,0
,1611,104,,4,71,71,7,12300,2110002,3,2110504,2,2110104,1,0,0
,1612,104,,4,72,72,7,12600,2110002,3,2110504,2,2110104,1,0,0
,1613,104,,4,73,73,7,12900,2110002,3,2110504,2,2110104,1,0,0
,1614,104,,4,74,74,7,13200,2110002,3,2110504,2,2110104,1,0,0
,1615,104,,4,75,75,7,13500,2110002,3,2110504,2,2110104,1,0,0
,1616,104,,4,76,76,7,13800,2110002,4,2110504,3,2110104,1,0,0
,1617,104,,4,77,77,7,14100,2110002,4,2110504,3,2110104,1,0,0
,1618,104,,4,78,78,7,14400,2110002,4,2110504,3,2110104,1,0,0
,1619,104,,4,79,79,7,14700,2110002,4,2110504,3,2110104,1,0,0
,1620,104,,4,80,80,7,15000,2110002,4,2110504,3,2110104,1,0,0
,1662,106,,1,41,41,4,4200,2110001,5,2110202,3,0,0,0,0
,1663,106,,1,42,42,4,4400,2110001,5,2110202,3,0,0,0,0
,1664,106,,1,43,43,4,4600,2110001,5,2110202,3,0,0,0,0
,1665,106,,1,44,44,4,4800,2110001,5,2110202,3,0,0,0,0
,1666,106,,1,45,45,4,5000,2110001,5,2110202,5,0,0,0,0
,1667,106,,1,46,46,4,5200,2110001,5,2110202,5,0,0,0,0
,1668,106,,1,47,47,4,5400,2110001,5,2110202,5,0,0,0,0
,1669,106,,1,48,48,4,5600,2110001,5,2110202,5,0,0,0,0
,1670,106,,1,49,49,4,5800,2110001,5,2110202,5,0,0,0,0
,1671,106,,1,50,50,4,6000,2110001,5,2110202,5,0,0,0,0
,1672,106,,1,51,51,5,6300,2110002,1,2110203,2,0,0,0,0
,1673,106,,1,52,52,5,6600,2110002,1,2110203,2,0,0,0,0
,1674,106,,1,53,53,5,6900,2110002,1,2110203,2,0,0,0,0
,1675,106,,1,54,54,5,7200,2110002,1,2110203,2,0,0,0,0
,1676,106,,1,55,55,5,7500,2110002,1,2110203,2,0,0,0,0
,1677,106,,1,56,56,5,7800,2110002,2,2110203,2,0,0,0,0
,1678,106,,1,57,57,5,8100,2110002,2,2110203,2,0,0,0,0
,1679,106,,1,58,58,5,8400,2110002,2,2110203,2,0,0,0,0
,1680,106,,1,59,59,5,8700,2110002,2,2110203,2,0,0,0,0
,1681,106,,1,60,60,5,9000,2110002,2,2110203,2,0,0,0,0
,1682,106,,1,61,61,6,9300,2110002,2,2110203,3,0,0,0,0
,1683,106,,1,62,62,6,9600,2110002,2,2110203,3,0,0,0,0
,1684,106,,1,63,63,6,9900,2110002,2,2110203,3,0,0,0,0
,1685,106,,1,64,64,6,10200,2110002,2,2110203,3,0,0,0,0
,1686,106,,1,65,65,6,10500,2110002,2,2110203,3,0,0,0,0
,1687,106,,1,66,66,6,10800,2110002,3,2110203,3,0,0,0,0
,1688,106,,1,67,67,6,11100,2110002,3,2110203,3,0,0,0,0
,1689,106,,1,68,68,6,11400,2110002,3,2110203,3,0,0,0,0
,1690,106,,1,69,69,6,11700,2110002,3,2110203,3,0,0,0,0
,1691,106,,1,70,70,6,12000,2110002,3,2110203,3,0,0,0,0
,1692,106,,1,71,71,7,12300,2110002,3,2110204,2,0,0,0,0
,1693,106,,1,72,72,7,12600,2110002,3,2110204,2,0,0,0,0
,1694,106,,1,73,73,7,12900,2110002,3,2110204,2,0,0,0,0
,1695,106,,1,74,74,7,13200,2110002,3,2110204,2,0,0,0,0
,1696,106,,1,75,75,7,13500,2110002,3,2110204,2,0,0,0,0
,1697,106,,1,76,76,7,13800,2110002,4,2110204,3,0,0,0,0
,1698,106,,1,77,77,7,14100,2110002,4,2110204,3,0,0,0,0
,1699,106,,1,78,78,7,14400,2110002,4,2110204,3,0,0,0,0
,1700,106,,1,79,79,7,14700,2110002,4,2110204,3,0,0,0,0
,1701,106,,1,80,80,7,15000,2110002,4,2110204,3,0,0,0,0
,1743,106,,2,41,41,4,4200,2110001,5,2110102,3,0,0,0,0
,1744,106,,2,42,42,4,4400,2110001,5,2110102,3,0,0,0,0
,1745,106,,2,43,43,4,4600,2110001,5,2110102,3,0,0,0,0
,1746,106,,2,44,44,4,4800,2110001,5,2110102,3,0,0,0,0
,1747,106,,2,45,45,4,5000,2110001,5,2110102,5,0,0,0,0
,1748,106,,2,46,46,4,5200,2110001,5,2110102,5,0,0,0,0
,1749,106,,2,47,47,4,5400,2110001,5,2110102,5,0,0,0,0
,1750,106,,2,48,48,4,5600,2110001,5,2110102,5,0,0,0,0
,1751,106,,2,49,49,4,5800,2110001,5,2110102,5,0,0,0,0
,1752,106,,2,50,50,4,6000,2110001,5,2110102,5,0,0,0,0
,1753,106,,2,51,51,5,6300,2110002,1,2110103,2,0,0,0,0
,1754,106,,2,52,52,5,6600,2110002,1,2110103,2,0,0,0,0
,1755,106,,2,53,53,5,6900,2110002,1,2110103,2,0,0,0,0
,1756,106,,2,54,54,5,7200,2110002,1,2110103,2,0,0,0,0
,1757,106,,2,55,55,5,7500,2110002,1,2110103,2,0,0,0,0
,1758,106,,2,56,56,5,7800,2110002,2,2110103,2,0,0,0,0
,1759,106,,2,57,57,5,8100,2110002,2,2110103,2,0,0,0,0
,1760,106,,2,58,58,5,8400,2110002,2,2110103,2,0,0,0,0
,1761,106,,2,59,59,5,8700,2110002,2,2110103,2,0,0,0,0
,1762,106,,2,60,60,5,9000,2110002,2,2110103,2,0,0,0,0
,1763,106,,2,61,61,6,9300,2110002,2,2110103,3,0,0,0,0
,1764,106,,2,62,62,6,9600,2110002,2,2110103,3,0,0,0,0
,1765,106,,2,63,63,6,9900,2110002,2,2110103,3,0,0,0,0
,1766,106,,2,64,64,6,10200,2110002,2,2110103,3,0,0,0,0
,1767,106,,2,65,65,6,10500,2110002,2,2110103,3,0,0,0,0
,1768,106,,2,66,66,6,10800,2110002,3,2110103,3,0,0,0,0
,1769,106,,2,67,67,6,11100,2110002,3,2110103,3,0,0,0,0
,1770,106,,2,68,68,6,11400,2110002,3,2110103,3,0,0,0,0
,1771,106,,2,69,69,6,11700,2110002,3,2110103,3,0,0,0,0
,1772,106,,2,70,70,6,12000,2110002,3,2110103,3,0,0,0,0
,1773,106,,2,71,71,7,12300,2110002,3,2110104,2,0,0,0,0
,1774,106,,2,72,72,7,12600,2110002,3,2110104,2,0,0,0,0
,1775,106,,2,73,73,7,12900,2110002,3,2110104,2,0,0,0,0
,1776,106,,2,74,74,7,13200,2110002,3,2110104,2,0,0,0,0
,1777,106,,2,75,75,7,13500,2110002,3,2110104,2,0,0,0,0
,1778,106,,2,76,76,7,13800,2110002,4,2110104,3,0,0,0,0
,1779,106,,2,77,77,7,14100,2110002,4,2110104,3,0,0,0,0
,1780,106,,2,78,78,7,14400,2110002,4,2110104,3,0,0,0,0
,1781,106,,2,79,79,7,14700,2110002,4,2110104,3,0,0,0,0
,1782,106,,2,80,80,7,15000,2110002,4,2110104,3,0,0,0,0
,1824,106,,3,41,41,4,4200,2110001,5,2110402,3,2110102,1,0,0
,1825,106,,3,42,42,4,4400,2110001,5,2110402,3,2110102,1,0,0
,1826,106,,3,43,43,4,4600,2110001,5,2110402,3,2110102,1,0,0
,1827,106,,3,44,44,4,4800,2110001,5,2110402,3,2110102,1,0,0
,1828,106,,3,45,45,4,5000,2110001,5,2110402,5,2110102,2,0,0
,1829,106,,3,46,46,4,5200,2110001,5,2110402,5,2110102,2,0,0
,1830,106,,3,47,47,4,5400,2110001,5,2110402,5,2110102,2,0,0
,1831,106,,3,48,48,4,5600,2110001,5,2110402,5,2110102,2,0,0
,1832,106,,3,49,49,4,5800,2110001,5,2110402,5,2110102,2,0,0
,1833,106,,3,50,50,4,6000,2110001,5,2110402,5,2110102,2,0,0
,1834,106,,3,51,51,5,6300,2110002,1,2110403,2,2110103,1,0,0
,1835,106,,3,52,52,5,6600,2110002,1,2110403,2,2110103,1,0,0
,1836,106,,3,53,53,5,6900,2110002,1,2110403,2,2110103,1,0,0
,1837,106,,3,54,54,5,7200,2110002,1,2110403,2,2110103,1,0,0
,1838,106,,3,55,55,5,7500,2110002,1,2110403,2,2110103,1,0,0
,1839,106,,3,56,56,5,7800,2110002,2,2110403,2,2110103,1,0,0
,1840,106,,3,57,57,5,8100,2110002,2,2110403,2,2110103,1,0,0
,1841,106,,3,58,58,5,8400,2110002,2,2110403,2,2110103,1,0,0
,1842,106,,3,59,59,5,8700,2110002,2,2110403,2,2110103,1,0,0
,1843,106,,3,60,60,5,9000,2110002,2,2110403,2,2110103,1,0,0
,1844,106,,3,61,61,6,9300,2110002,2,2110403,3,2110103,1,0,0
,1845,106,,3,62,62,6,9600,2110002,2,2110403,3,2110103,1,0,0
,1846,106,,3,63,63,6,9900,2110002,2,2110403,3,2110103,1,0,0
,1847,106,,3,64,64,6,10200,2110002,2,2110403,3,2110103,1,0,0
,1848,106,,3,65,65,6,10500,2110002,2,2110403,3,2110103,1,0,0
,1849,106,,3,66,66,6,10800,2110002,3,2110403,3,2110103,1,0,0
,1850,106,,3,67,67,6,11100,2110002,3,2110403,3,2110103,1,0,0
,1851,106,,3,68,68,6,11400,2110002,3,2110403,3,2110103,1,0,0
,1852,106,,3,69,69,6,11700,2110002,3,2110403,3,2110103,1,0,0
,1853,106,,3,70,70,6,12000,2110002,3,2110403,3,2110103,1,0,0
,1854,106,,3,71,71,7,12300,2110002,3,2110404,2,2110104,1,0,0
,1855,106,,3,72,72,7,12600,2110002,3,2110404,2,2110104,1,0,0
,1856,106,,3,73,73,7,12900,2110002,3,2110404,2,2110104,1,0,0
,1857,106,,3,74,74,7,13200,2110002,3,2110404,2,2110104,1,0,0
,1858,106,,3,75,75,7,13500,2110002,3,2110404,2,2110104,1,0,0
,1859,106,,3,76,76,7,13800,2110002,4,2110404,3,2110104,1,0,0
,1860,106,,3,77,77,7,14100,2110002,4,2110404,3,2110104,1,0,0
,1861,106,,3,78,78,7,14400,2110002,4,2110404,3,2110104,1,0,0
,1862,106,,3,79,79,7,14700,2110002,4,2110404,3,2110104,1,0,0
,1863,106,,3,80,80,7,15000,2110002,4,2110404,3,2110104,1,0,0
,1905,106,,4,41,41,4,4200,2110001,5,2110502,3,2110102,1,0,0
,1906,106,,4,42,42,4,4400,2110001,5,2110502,3,2110102,1,0,0
,1907,106,,4,43,43,4,4600,2110001,5,2110502,3,2110102,1,0,0
,1908,106,,4,44,44,4,4800,2110001,5,2110502,3,2110102,1,0,0
,1909,106,,4,45,45,4,5000,2110001,5,2110502,5,2110102,2,0,0
,1910,106,,4,46,46,4,5200,2110001,5,2110502,5,2110102,2,0,0
,1911,106,,4,47,47,4,5400,2110001,5,2110502,5,2110102,2,0,0
,1912,106,,4,48,48,4,5600,2110001,5,2110502,5,2110102,2,0,0
,1913,106,,4,49,49,4,5800,2110001,5,2110502,5,2110102,2,0,0
,1914,106,,4,50,50,4,6000,2110001,5,2110502,5,2110102,2,0,0
,1915,106,,4,51,51,5,6300,2110002,1,2110503,2,2110103,1,0,0
,1916,106,,4,52,52,5,6600,2110002,1,2110503,2,2110103,1,0,0
,1917,106,,4,53,53,5,6900,2110002,1,2110503,2,2110103,1,0,0
,1918,106,,4,54,54,5,7200,2110002,1,2110503,2,2110103,1,0,0
,1919,106,,4,55,55,5,7500,2110002,1,2110503,2,2110103,1,0,0
,1920,106,,4,56,56,5,7800,2110002,2,2110503,2,2110103,1,0,0
,1921,106,,4,57,57,5,8100,2110002,2,2110503,2,2110103,1,0,0
,1922,106,,4,58,58,5,8400,2110002,2,2110503,2,2110103,1,0,0
,1923,106,,4,59,59,5,8700,2110002,2,2110503,2,2110103,1,0,0
,1924,106,,4,60,60,5,9000,2110002,2,2110503,2,2110103,1,0,0
,1925,106,,4,61,61,6,9300,2110002,2,2110503,3,2110103,1,0,0
,1926,106,,4,62,62,6,9600,2110002,2,2110503,3,2110103,1,0,0
,1927,106,,4,63,63,6,9900,2110002,2,2110503,3,2110103,1,0,0
,1928,106,,4,64,64,6,10200,2110002,2,2110503,3,2110103,1,0,0
,1929,106,,4,65,65,6,10500,2110002,2,2110503,3,2110103,1,0,0
,1930,106,,4,66,66,6,10800,2110002,3,2110503,3,2110103,1,0,0
,1931,106,,4,67,67,6,11100,2110002,3,2110503,3,2110103,1,0,0
,1932,106,,4,68,68,6,11400,2110002,3,2110503,3,2110103,1,0,0
,1933,106,,4,69,69,6,11700,2110002,3,2110503,3,2110103,1,0,0
,1934,106,,4,70,70,6,12000,2110002,3,2110503,3,2110103,1,0,0
,1935,106,,4,71,71,7,12300,2110002,3,2110504,2,2110104,1,0,0
,1936,106,,4,72,72,7,12600,2110002,3,2110504,2,2110104,1,0,0
,1937,106,,4,73,73,7,12900,2110002,3,2110504,2,2110104,1,0,0
,1938,106,,4,74,74,7,13200,2110002,3,2110504,2,2110104,1,0,0
,1939,106,,4,75,75,7,13500,2110002,3,2110504,2,2110104,1,0,0
,1940,106,,4,76,76,7,13800,2110002,4,2110504,3,2110104,1,0,0
,1941,106,,4,77,77,7,14100,2110002,4,2110504,3,2110104,1,0,0
,1942,106,,4,78,78,7,14400,2110002,4,2110504,3,2110104,1,0,0
,1943,106,,4,79,79,7,14700,2110002,4,2110504,3,2110104,1,0,0
,1944,106,,4,80,80,7,15000,2110002,4,2110504,3,2110104,1,0,0
,1986,107,,1,41,41,4,4200,2110001,5,2110202,3,0,0,0,0
,1987,107,,1,42,42,4,4400,2110001,5,2110202,3,0,0,0,0
,1988,107,,1,43,43,4,4600,2110001,5,2110202,3,0,0,0,0
,1989,107,,1,44,44,4,4800,2110001,5,2110202,3,0,0,0,0
,1990,107,,1,45,45,4,5000,2110001,5,2110202,5,0,0,0,0
,1991,107,,1,46,46,4,5200,2110001,5,2110202,5,0,0,0,0
,1992,107,,1,47,47,4,5400,2110001,5,2110202,5,0,0,0,0
,1993,107,,1,48,48,4,5600,2110001,5,2110202,5,0,0,0,0
,1994,107,,1,49,49,4,5800,2110001,5,2110202,5,0,0,0,0
,1995,107,,1,50,50,4,6000,2110001,5,2110202,5,0,0,0,0
,1996,107,,1,51,51,5,6300,2110002,1,2110203,2,0,0,0,0
,1997,107,,1,52,52,5,6600,2110002,1,2110203,2,0,0,0,0
,1998,107,,1,53,53,5,6900,2110002,1,2110203,2,0,0,0,0
,1999,107,,1,54,54,5,7200,2110002,1,2110203,2,0,0,0,0
,2000,107,,1,55,55,5,7500,2110002,1,2110203,2,0,0,0,0
,2001,107,,1,56,56,5,7800,2110002,2,2110203,2,0,0,0,0
,2002,107,,1,57,57,5,8100,2110002,2,2110203,2,0,0,0,0
,2003,107,,1,58,58,5,8400,2110002,2,2110203,2,0,0,0,0
,2004,107,,1,59,59,5,8700,2110002,2,2110203,2,0,0,0,0
,2005,107,,1,60,60,5,9000,2110002,2,2110203,2,0,0,0,0
,2006,107,,1,61,61,6,9300,2110002,2,2110203,3,0,0,0,0
,2007,107,,1,62,62,6,9600,2110002,2,2110203,3,0,0,0,0
,2008,107,,1,63,63,6,9900,2110002,2,2110203,3,0,0,0,0
,2009,107,,1,64,64,6,10200,2110002,2,2110203,3,0,0,0,0
,2010,107,,1,65,65,6,10500,2110002,2,2110203,3,0,0,0,0
,2011,107,,1,66,66,6,10800,2110002,3,2110203,3,0,0,0,0
,2012,107,,1,67,67,6,11100,2110002,3,2110203,3,0,0,0,0
,2013,107,,1,68,68,6,11400,2110002,3,2110203,3,0,0,0,0
,2014,107,,1,69,69,6,11700,2110002,3,2110203,3,0,0,0,0
,2015,107,,1,70,70,6,12000,2110002,3,2110203,3,0,0,0,0
,2016,107,,1,71,71,7,12300,2110002,3,2110204,2,0,0,0,0
,2017,107,,1,72,72,7,12600,2110002,3,2110204,2,0,0,0,0
,2018,107,,1,73,73,7,12900,2110002,3,2110204,2,0,0,0,0
,2019,107,,1,74,74,7,13200,2110002,3,2110204,2,0,0,0,0
,2020,107,,1,75,75,7,13500,2110002,3,2110204,2,0,0,0,0
,2021,107,,1,76,76,7,13800,2110002,4,2110204,3,0,0,0,0
,2022,107,,1,77,77,7,14100,2110002,4,2110204,3,0,0,0,0
,2023,107,,1,78,78,7,14400,2110002,4,2110204,3,0,0,0,0
,2024,107,,1,79,79,7,14700,2110002,4,2110204,3,0,0,0,0
,2025,107,,1,80,80,7,15000,2110002,4,2110204,3,0,0,0,0
,2067,107,,2,41,41,4,4200,2110001,5,2110102,3,0,0,0,0
,2068,107,,2,42,42,4,4400,2110001,5,2110102,3,0,0,0,0
,2069,107,,2,43,43,4,4600,2110001,5,2110102,3,0,0,0,0
,2070,107,,2,44,44,4,4800,2110001,5,2110102,3,0,0,0,0
,2071,107,,2,45,45,4,5000,2110001,5,2110102,5,0,0,0,0
,2072,107,,2,46,46,4,5200,2110001,5,2110102,5,0,0,0,0
,2073,107,,2,47,47,4,5400,2110001,5,2110102,5,0,0,0,0
,2074,107,,2,48,48,4,5600,2110001,5,2110102,5,0,0,0,0
,2075,107,,2,49,49,4,5800,2110001,5,2110102,5,0,0,0,0
,2076,107,,2,50,50,4,6000,2110001,5,2110102,5,0,0,0,0
,2077,107,,2,51,51,5,6300,2110002,1,2110103,2,0,0,0,0
,2078,107,,2,52,52,5,6600,2110002,1,2110103,2,0,0,0,0
,2079,107,,2,53,53,5,6900,2110002,1,2110103,2,0,0,0,0
,2080,107,,2,54,54,5,7200,2110002,1,2110103,2,0,0,0,0
,2081,107,,2,55,55,5,7500,2110002,1,2110103,2,0,0,0,0
,2082,107,,2,56,56,5,7800,2110002,2,2110103,2,0,0,0,0
,2083,107,,2,57,57,5,8100,2110002,2,2110103,2,0,0,0,0
,2084,107,,2,58,58,5,8400,2110002,2,2110103,2,0,0,0,0
,2085,107,,2,59,59,5,8700,2110002,2,2110103,2,0,0,0,0
,2086,107,,2,60,60,5,9000,2110002,2,2110103,2,0,0,0,0
,2087,107,,2,61,61,6,9300,2110002,2,2110103,3,0,0,0,0
,2088,107,,2,62,62,6,9600,2110002,2,2110103,3,0,0,0,0
,2089,107,,2,63,63,6,9900,2110002,2,2110103,3,0,0,0,0
,2090,107,,2,64,64,6,10200,2110002,2,2110103,3,0,0,0,0
,2091,107,,2,65,65,6,10500,2110002,2,2110103,3,0,0,0,0
,2092,107,,2,66,66,6,10800,2110002,3,2110103,3,0,0,0,0
,2093,107,,2,67,67,6,11100,2110002,3,2110103,3,0,0,0,0
,2094,107,,2,68,68,6,11400,2110002,3,2110103,3,0,0,0,0
,2095,107,,2,69,69,6,11700,2110002,3,2110103,3,0,0,0,0
,2096,107,,2,70,70,6,12000,2110002,3,2110103,3,0,0,0,0
,2097,107,,2,71,71,7,12300,2110002,3,2110104,2,0,0,0,0
,2098,107,,2,72,72,7,12600,2110002,3,2110104,2,0,0,0,0
,2099,107,,2,73,73,7,12900,2110002,3,2110104,2,0,0,0,0
,2100,107,,2,74,74,7,13200,2110002,3,2110104,2,0,0,0,0
,2101,107,,2,75,75,7,13500,2110002,3,2110104,2,0,0,0,0
,2102,107,,2,76,76,7,13800,2110002,4,2110104,3,0,0,0,0
,2103,107,,2,77,77,7,14100,2110002,4,2110104,3,0,0,0,0
,2104,107,,2,78,78,7,14400,2110002,4,2110104,3,0,0,0,0
,2105,107,,2,79,79,7,14700,2110002,4,2110104,3,0,0,0,0
,2106,107,,2,80,80,7,15000,2110002,4,2110104,3,0,0,0,0
,2148,107,,3,41,41,4,4200,2110001,5,2110402,3,2110102,1,0,0
,2149,107,,3,42,42,4,4400,2110001,5,2110402,3,2110102,1,0,0
,2150,107,,3,43,43,4,4600,2110001,5,2110402,3,2110102,1,0,0
,2151,107,,3,44,44,4,4800,2110001,5,2110402,3,2110102,1,0,0
,2152,107,,3,45,45,4,5000,2110001,5,2110402,5,2110102,2,0,0
,2153,107,,3,46,46,4,5200,2110001,5,2110402,5,2110102,2,0,0
,2154,107,,3,47,47,4,5400,2110001,5,2110402,5,2110102,2,0,0
,2155,107,,3,48,48,4,5600,2110001,5,2110402,5,2110102,2,0,0
,2156,107,,3,49,49,4,5800,2110001,5,2110402,5,2110102,2,0,0
,2157,107,,3,50,50,4,6000,2110001,5,2110402,5,2110102,2,0,0
,2158,107,,3,51,51,5,6300,2110002,1,2110403,2,2110103,1,0,0
,2159,107,,3,52,52,5,6600,2110002,1,2110403,2,2110103,1,0,0
,2160,107,,3,53,53,5,6900,2110002,1,2110403,2,2110103,1,0,0
,2161,107,,3,54,54,5,7200,2110002,1,2110403,2,2110103,1,0,0
,2162,107,,3,55,55,5,7500,2110002,1,2110403,2,2110103,1,0,0
,2163,107,,3,56,56,5,7800,2110002,2,2110403,2,2110103,1,0,0
,2164,107,,3,57,57,5,8100,2110002,2,2110403,2,2110103,1,0,0
,2165,107,,3,58,58,5,8400,2110002,2,2110403,2,2110103,1,0,0
,2166,107,,3,59,59,5,8700,2110002,2,2110403,2,2110103,1,0,0
,2167,107,,3,60,60,5,9000,2110002,2,2110403,2,2110103,1,0,0
,2168,107,,3,61,61,6,9300,2110002,2,2110403,3,2110103,1,0,0
,2169,107,,3,62,62,6,9600,2110002,2,2110403,3,2110103,1,0,0
,2170,107,,3,63,63,6,9900,2110002,2,2110403,3,2110103,1,0,0
,2171,107,,3,64,64,6,10200,2110002,2,2110403,3,2110103,1,0,0
,2172,107,,3,65,65,6,10500,2110002,2,2110403,3,2110103,1,0,0
,2173,107,,3,66,66,6,10800,2110002,3,2110403,3,2110103,1,0,0
,2174,107,,3,67,67,6,11100,2110002,3,2110403,3,2110103,1,0,0
,2175,107,,3,68,68,6,11400,2110002,3,2110403,3,2110103,1,0,0
,2176,107,,3,69,69,6,11700,2110002,3,2110403,3,2110103,1,0,0
,2177,107,,3,70,70,6,12000,2110002,3,2110403,3,2110103,1,0,0
,2178,107,,3,71,71,7,12300,2110002,3,2110404,2,2110104,1,0,0
,2179,107,,3,72,72,7,12600,2110002,3,2110404,2,2110104,1,0,0
,2180,107,,3,73,73,7,12900,2110002,3,2110404,2,2110104,1,0,0
,2181,107,,3,74,74,7,13200,2110002,3,2110404,2,2110104,1,0,0
,2182,107,,3,75,75,7,13500,2110002,3,2110404,2,2110104,1,0,0
,2183,107,,3,76,76,7,13800,2110002,4,2110404,3,2110104,1,0,0
,2184,107,,3,77,77,7,14100,2110002,4,2110404,3,2110104,1,0,0
,2185,107,,3,78,78,7,14400,2110002,4,2110404,3,2110104,1,0,0
