,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional
,21128,1005,,0,1,保罗,0,0,1,2026,0,,
,21129,1005,,0,1,萨莎,0,0,1,2024,0,,
,21130,1005,,0,1,邦妮,0,0,1,2022,0,,
,21131,1005,,0,1,埃尼奥,0,0,1,2078,0,,
,21132,1005,,0,1,敏特,0,0,1,2044,0,,
,21133,1005,,0,1,麦克斯,0,0,1,2047,0,,
,21134,1005,,0,1,杰拉尔,0,0,1,2043,0,,
,21135,1005,,0,1,阿穆特,0,0,1,2029,0,,
,21136,1005,,0,1,博恩克,0,0,1,2037,0,,
,21137,1005,,0,1,利昂特,0,0,1,52017,0,,
,21138,1005,,0,1,米尔雅,0,0,1,52016,0,,
,21139,1005,,0,1,米妮,0,0,1,2006,0,,
,21140,1005,,0,1,海伦,0,0,1,2016,0,,
,21141,1005,,0,1,乔治,0,0,1,2019,0,,
,21142,1005,,0,1,玛丽,0,0,1,2008,0,,
,21143,1005,,0,1,欧桑,0,0,1,2001,0,,
,21144,1005,,0,1,塞恩,0,0,1,52011,0,,
,21145,1005,,0,1,洛克,0,0,1,2038,0,,
,21146,1005,,0,1,莱安,0,0,1,2063,0,,
,21147,1005,,0,1,达勒,0,0,1,52011,0,,
,21148,1005,,0,1,诺阿,0,0,1,2005,0,,
,21149,1005,,0,1,李,0,0,1,2013,0,,
,21150,1005,,0,1,玛格,0,0,1,2003,0,,
,21151,1005,,0,1,艾尔玛,0,0,1,2030,0,,
,21152,1005,,0,1,斯特朗,0,0,1,2062,0,,
,21153,1005,,0,1,斯密斯,0,0,1,2046,0,,
,21154,1005,,0,1,贝克,0,0,1,2028,0,,
,21155,1005,,0,1,刘易斯,0,0,1,2025,0,,
,21156,1005,,0,1,阿伯特,0,0,1,10034,0,,
,21162,2001,,1,1,碎魂狼王乌迪尔,0,0,1,10026,0,,
,30000,2001,,0,7,陷阱,0,0,1,0,0,,
,30001,2001,,0,7,陷阱,0,0,1,0,0,,
,30002,2001,,0,7,陷阱,0,0,1,0,0,,
,30003,2001,,0,7,陷阱,0,0,1,0,0,,
,30004,2001,,0,7,陷阱,0,0,1,0,0,,
,30005,2001,,0,7,陷阱,0,0,1,0,0,,
,30006,2001,,0,7,陷阱,0,0,1,0,0,,
,30007,2001,,0,7,陷阱,0,0,1,0,0,,
,30013,3031,"15,4,4",1,7,哥布林巢穴陷阱1,0,0,1,0,0,,
,30015,2001,"4,4,4",0,7,哀嚎神殿副本入口陷阱,0,0,0,0,0,,
,30016,2001,"4,4,4",0,7,先驱者1号陷阱,0,0,0,0,0,,
,30017,2001,"4,4,4",0,7,树林赫丽陷阱,0,0,0,0,0,,
,30018,1000,"4,4,4",0,7,泰雷家陷阱,0,0,0,0,0,,
,30019,1000,"4,4,4",0,7,特罗德家陷阱,0,0,0,0,0,,
,30020,1000,"4,4,4",0,7,王宫陷阱,0,0,0,0,0,,
,30022,2001,"4,4,4",0,7,阿克莱斯陷阱2,0,0,1,0,0,,
,30023,2001,"4,4,4",0,7,阿克莱斯陷阱3,0,0,1,0,0,,
,30024,2001,"4,4,4",0,7,阿克莱斯陷阱4,0,0,1,0,0,,
,30025,2001,"4,4,4",0,7,阿克莱斯陷阱5,0,0,1,0,0,,
,30026,2001,,0,7,阿克莱斯陷阱6,0,0,1,0,0,,
,30027,2001,,0,7,阿克莱斯陷阱7,0,0,1,0,0,,
,30030,2001,"4,4,4",0,7,阿克莱斯陷阱10,0,0,1,0,0,,
,30036,2001,,0,7,罗兰雕像脚下,0,0,1,0,0,,
,30037,2001,,0,7,蝎尾草,0,0,1,0,0,,
,30038,2001,,0,7,爱琳娜,0,0,1,0,0,,
,30039,2001,,0,7,强盗领地,0,0,1,0,0,,
,30040,1000,,0,7,佣兵工会外,0,0,1,0,0,,
,30052,3021,"8,4,2",1,7,盗贼营地BOSS对白陷阱,0,0,1,0,0,,
,30054,2001,"4,4,4",0,7,露西副本入口陷阱,0,0,0,0,0,,
,30055,2001,,0,7,哥布林小贼陷阱,0,0,0,0,0,,
,30056,3032,"8,5,5",1,7,发现诺尔拿神器,0,0,1,0,0,,
,30057,3032,"25,5,2",1,7,桥头对白,0,0,1,0,0,,
,30071,3034,"10,4,4",1,7,魔族之心发现萨米尔陷阱,0,0,0,0,0,,
,30073,3034,"4,4,4",0,7,魔族之心魔法墙陷阱1,0,0,0,0,0,,
,30075,3034,"12,12,12",0,7,魔族之心结界陷阱,0,0,0,0,0,,
,30076,3011,"5,10,25",1,7,鹿角兽副本小怪陷阱,0,0,1,0,0,,
,30077,3011,"5,10,40",1,7,鹿角兽副本BOSS陷阱,0,0,1,0,0,,
,30081,2001,,0,7,湖畔镇陷阱1,0,0,1,0,0,,
,30083,2001,,0,7,湖畔镇陷阱3,0,0,1,0,0,,
,30084,2001,,0,7,湖畔镇陷阱4,0,0,1,0,0,,
,30085,2001,,0,7,湖畔镇陷阱5,0,0,1,0,0,,
,30087,2001,,0,7,湖畔镇陷阱7,0,0,1,0,0,,
,30088,2001,,0,7,湖畔镇陷阱7,0,0,1,0,0,,
,30089,2001,"4,4,4",1,7,罗兰镇陷阱1,0,0,1,0,0,,
,30090,2001,"4,4,4",1,7,罗兰镇陷阱2,0,0,1,0,0,,
,30095,2001,"4,4,4",1,7,罗兰镇陷阱7,0,0,1,0,0,,
,30096,2001,"4,4,4",1,7,罗兰镇陷阱8,0,0,1,0,0,,
,30097,1000,"4,4,4",1,7,罗兰镇陷阱,0,0,1,0,0,,
,30098,1000,"4,4,4",1,7,罗兰镇陷阱,0,0,1,0,0,,
,30106,1000,,0,7,护送卡城陷阱,0,0,1,0,0,,
,30109,2001,,0,7,魔力石陷阱,0,0,0,0,0,,
,30115,2001,"6,6,6",0,7,木头陷阱,0,0,0,0,0,,
,30117,2001,,0,7,安可陷阱,0,0,0,0,0,,
,30118,2001,,0,7,出口陷阱,0,0,0,0,0,,
,30131,2001,,0,7,库伯拉长老陷阱,0,0,0,0,0,,
,30132,2001,,0,7,安可陷阱,0,0,0,0,0,,
,30133,2001,,0,7,吟游诗人陷阱,0,0,0,0,0,,
,30134,2001,,0,7,地精商人陷阱,0,0,0,0,0,,
,30135,2001,,0,7,暗雷陷阱,0,0,0,0,0,,
,30136,2001,,0,7,暗雷陷阱,0,0,0,0,0,,
,30137,2001,,0,7,暗雷陷阱,0,0,0,0,0,,
,30138,2001,,0,7,暗雷陷阱,0,0,0,0,0,,
,30139,2001,,0,7,暗雷陷阱,0,0,0,0,0,,
,30140,2001,,0,7,先驱者1号陷阱,0,0,0,0,0,,
,30141,2001,,0,7,部落战士陷阱,0,0,1,0,0,,
,30142,2001,,0,7,部落战士陷阱,0,0,1,0,0,,
,30149,2001,"4,4,4",0,7,阿克莱斯佣兵任务陷阱,0,0,1,0,0,,
,30150,2001,"4,4,4",0,7,阿克莱斯佣兵任务陷阱,0,0,1,0,0,,
,30151,2001,"4,4,4",0,7,阿克莱斯佣兵任务陷阱,0,0,1,0,0,,
,30152,2001,"7,7,7",0,7,阿克莱斯佣兵任务陷阱,0,0,1,0,0,,
,30155,2001,,0,7,暗雷陷阱,0,0,1,0,0,,
,30156,2001,,0,7,暗雷陷阱,0,0,1,0,0,,
,30157,2001,,0,7,暗雷陷阱,0,0,1,0,0,,
,30158,2001,,0,7,暗雷陷阱,0,0,1,0,0,,
,30159,2001,,0,7,暗雷陷阱,0,0,1,0,0,,
,30160,2001,,0,7,暗雷陷阱,0,0,1,0,0,,
,30161,2002,,0,7,泰雷陷阱,0,0,1,0,0,,
,30163,2002,,0,7,叮嘱陷阱,0,0,1,0,0,,
,30164,2002,,0,7,战魂冰陷阱,0,0,1,0,0,,
,30165,2002,"6,6,6",0,7,战魂暗陷阱,0,0,1,0,0,,
,30166,2002,,0,7,战魂火陷阱,0,0,1,0,0,,
,30168,2002,,0,7,法阵陷阱,0,0,1,0,0,,
,30171,1000,"4,4,4",1,7,主线任务陷阱,0,0,1,0,0,,
,30172,2001,,0,7,树林陷阱,0,0,1,0,0,,
,30173,3034,,0,7,魔族之心障碍陷阱左,0,0,1,0,0,,
,30174,3034,,0,7,魔族之心障碍陷阱上,0,0,1,0,0,,
,30176,3035,"20,5,3",1,7,BOSS前陷阱,0,0,1,0,0,,
,30177,3035,"8,5,3",1,7,第一个机关,0,0,1,0,0,,
,30178,3035,"8,5,3",1,7,第二个机关,0,0,1,0,0,,
,30179,2001,,1,7,晚宴陷阱,0,0,1,0,0,,
,30184,3084,"7,7,7",0,7,左相入口陷阱,0,0,1,0,0,,
,30185,3084,"15,5,3",1,7,左相书房陷阱,0,0,1,0,0,,
,30186,3084,"7,7,7",0,7,左相出口陷阱,0,0,1,0,0,,
,30188,2001,,0,7,,0,0,1,0,0,,
,30190,3022,"6,4,14",1,7,狂杀虫巢剧情2陷阱,0,0,1,0,0,,
,30191,3023,"10,3,3.5",1,7,银母矿洞陷阱,0,0,1,0,0,,
,30193,3024,"8,1,1",1,7,荒野古堡实验药剂,0,0,0,0,0,,
,30194,3024,"8,1,1",1,7,荒野古堡实验药剂,0,0,0,0,0,,
,30195,3024,"1,2,8",1,7,荒野古堡魔法橱柜,0,0,0,0,0,,
抵达边陲陷阱,30196,2003,,0,7,抵达边陲陷阱,0,0,1,0,0,,
镇里打听陷阱,30197,2003,,0,7,镇里打听陷阱,0,0,1,0,0,,
半鱼人陷阱,30198,2003,,0,7,半鱼人陷阱,0,0,1,0,0,,
,30203,2001,"6,6,6",0,7,入口陷阱,0,0,1,0,0,,
,30208,3061,"20,4,3",1,7,封印阵前陷阱,0,0,1,0,0,,
,30209,3061,"5,5,5",1,7,门前陷阱,0,0,1,0,0,,
,30210,3011,"13,5,5",1,7,开箱子前陷井,0,0,1,0,0,,
,30213,2003,,0,7,冒险者营地主线陷阱,0,0,1,0,0,,
,30214,2003,,0,7,冒险者营地主线陷阱,0,0,1,0,0,,
,30215,2003,,0,7,冒险者营地主线陷阱,0,0,1,0,0,,
,30216,2003,,0,7,冒险者营地主线陷阱,0,0,1,0,0,,
,30217,2003,,0,7,冒险者营地主线陷阱,0,0,1,0,0,,
,30218,2003,,0,7,冒险者营地主线陷阱,0,0,1,0,0,,
,30219,2003,,0,7,冒险者营地主线陷阱,0,0,1,0,0,,
,30223,2003,,0,7,月神陷阱1,0,0,1,0,0,,
,30224,2003,,0,7,月神陷阱2,0,0,1,0,0,,
,30226,2003,,0,7,月神陷阱4,0,0,1,0,0,,
,30228,2003,,0,7,月神陷阱6,0,0,1,0,0,,
,30230,2003,,0,7,月神陷阱8,0,0,1,0,0,,
,30231,2003,,0,7,月神陷阱9,0,0,1,0,0,,
,30235,2003,"8,8,8",0,7,月神陷阱13,0,0,1,0,0,,
,30237,2003,,0,7,月神陷阱15,0,0,1,0,0,,
,30239,2003,,0,7,月神陷阱17,0,0,1,0,0,,
,30240,2003,"5,5,5",0,7,月神陷阱18,0,0,1,0,0,,
,30273,2003,"4,4,4",0,7,永夜森林入口陷阱,0,0,1,0,0,,
,30274,2003,"6,6,6",0,7,安妮特战斗陷阱,0,0,1,0,0,,
,30275,2003,"3,3,3",0,7,魔脊半鱼人战斗陷阱,0,0,1,0,0,,
,30276,2003,"4,4,4",0,7,晶石熊战斗陷阱,0,0,1,0,0,,
,30277,2003,"4,4,4",0,7,护送加林陷阱,0,0,1,0,0,,
,30278,2003,"4,4,4",0,7,加林施法陷阱,0,0,1,0,0,,
,30279,2003,"3,3,3",0,7,不死者加林儿子战斗陷阱,0,0,1,0,0,,
,30280,2003,"3,3,3",0,7,出逃不死者战斗陷阱,0,0,1,0,0,,
,30284,3024,"12,1,1",1,7,荒原古堡-Boss房间陷阱,0,0,0,0,0,,
,30285,3024,"1,2,8",1,7,荒原古堡-魔法橱柜陷阱2,0,0,0,0,0,,
,30289,3027,,0,7,提示陷阱,0,0,1,0,0,,
,30290,3027,"15,2,4",1,7,离开触发陷阱,0,0,1,0,0,,
,30293,2003,"8,8,8",0,7,迷雾森林陷阱4,0,0,1,0,0,,
,30294,2003,"3,3,3",0,7,迷雾森林陷阱6,0,0,1,0,0,,
,30295,2003,"8,8,8",0,7,迷雾森林陷阱7,0,0,1,0,0,,
,30297,2003,"4,4,4",0,7,迷雾森林陷阱13,0,0,1,0,0,,
,30298,2003,"12,12,12",0,7,迷雾森林陷阱16,0,0,1,0,0,,
,30299,2003,"3,3,3",0,7,迷雾森林陷阱19,0,0,1,0,0,,
,30300,2003,"8,8,8",0,7,迷雾森林陷阱20,0,0,1,0,0,,
,30301,2003,"12,12,12",0,7,迷雾森林陷阱23,0,0,1,0,0,,
,30302,2003,"12,12,12",0,7,迷雾森林陷阱32,0,0,1,0,0,,
,30303,2003,"4,4,4",0,7,迷雾森林陷阱35,0,0,1,0,0,,
,30304,2003,"6,6,6",0,7,迷雾森林陷阱27,0,0,1,0,0,,
,30305,2003,"4,4,4",0,7,杰诺的痕迹,0,0,1,0,0,,
,30306,2003,"4,4,4",0,7,刺人的玫瑰陷阱,0,0,1,0,0,,
,30309,2003,,0,7,泰坦之魂陷阱1,0,0,1,0,0,,
,30310,2003,,0,7,泰坦之魂陷阱2,0,0,1,0,0,,
,30311,2003,"6,6,6",0,7,泰坦之魂陷阱3,0,0,1,0,0,,
,30312,2003,,1,7,冒险者营地主线陷阱,0,0,1,0,0,,
,30318,2003,,1,7,冒险者营地主线陷阱,0,0,1,0,0,,
,30319,2001,,0,7,入口陷阱,0,0,0,0,0,,
,30320,2002,,0,7,大帝重刃陷阱,0,0,0,0,0,,
,30321,2001,,0,7,罗兰镇巡查陷阱1,0,0,1,0,0,,
,30322,2001,,0,7,罗兰镇巡查陷阱2,0,0,1,0,0,,
,30325,2001,,0,7,风车镇巡查陷阱1,0,0,1,0,0,,
,30326,2001,,0,7,风车镇巡查陷阱2,0,0,1,0,0,,
,30327,2001,,0,7,巡查陷阱1,0,0,1,0,0,,
,30328,2001,,0,7,巡查陷阱2,0,0,1,0,0,,
,30329,2001,,0,7,巡查陷阱3,0,0,1,0,0,,
,30330,2001,,0,7,巡查陷阱4,0,0,1,0,0,,
,30331,2001,,0,7,巡查陷阱5,0,0,1,0,0,,
,30332,2001,,0,7,巡查陷阱6,0,0,1,0,0,,
,30335,2001,,0,7,巡查陷阱1,0,0,1,0,0,,
,30336,2001,,0,7,巡查陷阱2,0,0,1,0,0,,
,30337,2001,,0,7,罗兰镇巡查陷阱5,0,0,1,0,0,,
,30338,3042,"6,6,2",1,7,,0,0,1,0,0,,
,30342,2001,,0,7,巡查陷阱1,0,0,1,0,0,,
,30343,2001,,0,7,巡查陷阱2,0,0,1,0,0,,
,30344,2001,,0,7,巡查陷阱3,0,0,1,0,0,,
,30346,3044,,0,7,树心城副本电梯1层-2层,0,0,1,0,0,,
,30347,3044,,0,7,树心城副本电梯2层-1层,0,0,1,0,0,,
,30348,3044,,0,7,树心城副本电梯2层-3层,0,0,1,0,0,,
,30351,1000,,0,7,奇怪的生物战斗陷阱,0,0,1,0,0,,
,30352,1000,,0,7,原地对白陷阱,0,0,1,0,0,,
,30354,2001,,0,7,奇遇神秘宝藏陷阱,0,0,1,0,0,,
,30355,2002,,0,7,发现泰雷陷阱,0,0,0,0,0,,
,30356,3044,"7,4,1",1,7,树心城副本陷阱,0,0,1,0,0,,
,30360,2001,,0,7,风车镇巡查陷阱3,0,0,1,0,0,,
,30361,2001,,0,7,风车镇巡查陷阱4,0,0,1,0,0,,
,30362,2001,,0,7,风车镇巡查陷阱5,0,0,1,0,0,,
,30365,1000,"4,4,4",1,7,奇遇神秘怪盗陷阱1,0,0,1,0,0,,
,30366,1000,"4,4,4",1,7,奇遇神秘怪盗陷阱3,0,0,1,0,0,,
,30369,2003,"4,4,4",0,7,永夜森林巡查点,0,0,1,0,0,,
,30370,2003,,0,7,月神巡查陷阱1,0,0,1,0,0,,
,30371,2003,,0,7,月神巡查陷阱2,0,0,1,0,0,,
,30372,3052,"4,1,2",1,7,陷阱,0,0,1,0,0,,
,30373,2003,,1,7,冒险者营地巡查任务陷阱,0,0,1,0,0,,
,30374,2003,,0,7,冒险者营地巡查任务陷阱,0,0,1,0,0,,
,30375,2003,,0,7,三月巡查接取,0,0,1,0,0,,
,30376,2003,,0,7,三月巡查剑骨,0,0,1,0,0,,
,30377,2003,,0,7,迷雾巡查陷阱1,0,0,1,0,0,,
,30378,2003,,0,7,迷雾巡查陷阱3,0,0,1,0,0,,
,30379,2003,"6,6,6",0,7,迷雾巡查陷阱4,0,0,1,0,0,,
,30380,2003,,0,7,迷雾巡查陷阱8,0,0,1,0,0,,
,30381,2003,"8,8,8",0,7,迷雾巡查陷阱9,0,0,1,0,0,,
,30385,2003,,0,7,三月巡查鹿角兽,0,0,1,0,0,,
,30386,2003,,0,7,三月巡查鹿角怪,0,0,1,0,0,,
,30387,3054,"6,6,6",0,7,枭鹰巢穴陷阱1,0,0,1,0,0,,
,30388,3054,"7,7,7",0,7,枭鹰巢穴陷阱2,0,0,1,0,0,,
,30390,1000,,0,11,异界迷踪陷阱,0,0,1,0,0,,
,30391,2001,,0,11,永恋节陷阱,0,0,1,0,0,,
,30392,2001,,0,11,神秘宝藏陷阱,0,0,1,0,0,,
,30393,1001,,0,11,美酒佳酿陷阱,0,0,1,0,0,,
,30394,1000,,0,11,跑偏的正义陷阱,0,0,1,0,0,,
,30395,1000,,0,11,神秘怪盗陷阱,0,0,1,0,0,,
,30396,2001,,0,7,失落群岛前置任务陷阱1,0,0,1,0,0,,
,30397,2001,,0,7,失落群岛前置任务陷阱2,0,0,1,0,0,,
,30398,2001,"2,2,2",0,7,失落群岛前置任务陷阱3,0,0,1,0,0,,
,30401,2003,,0,7,迷雾森林陷阱1,0,0,1,0,0,,
,30402,2003,,0,7,迷雾森林陷阱26,0,0,1,0,0,,
,30403,2003,,0,7,关闭水闸陷阱,0,0,1,0,0,,
,30404,2003,,0,7,开排水口陷阱,0,0,1,0,0,,
,30405,3069,"8,5,3",1,7,机关陷阱1,0,0,1,0,0,,
,30406,2005,"7,7,7",0,7,不冬岛陷阱5,0,0,1,0,0,,
,30410,2001,,0,7,陷阱1,0,0,1,0,0,,
,30411,2001,,0,7,陷阱2,0,0,1,0,0,,
,30412,2001,,0,7,陷阱3,0,0,1,0,0,,
,30413,2001,,0,7,陷阱4,0,0,1,0,0,,
,30414,2001,,0,7,陷阱5,0,0,1,0,0,,
,30415,2001,,0,7,湖畔巡查-狐克斯,0,0,1,0,0,,
,30420,2001,,0,7,月神主线陷阱,0,0,1,0,0,,
,30421,3069,"8,5,3",1,7,机关陷阱2,0,0,1,0,0,,
,30423,2001,,0,7,罗兰镇巡查陷阱7,0,0,1,0,0,,
,30431,2001,,0,7,风车镇巡查陷阱7,0,0,1,0,0,,
,30432,2001,,0,7,风车镇巡查陷阱8,0,0,1,0,0,,
,30433,2001,,0,7,风车镇巡查陷阱9,0,0,1,0,0,,
,30434,2001,,0,7,风车镇巡查陷阱10,0,0,1,0,0,,
,30435,2001,,0,7,风车镇巡查陷阱11,0,0,1,0,0,,
,30437,2004,,0,7,天空城陷阱1,0,0,1,0,0,,
,30438,2004,,0,7,天空城陷阱1,0,0,1,0,0,,
,30439,2004,,0,7,天空城陷阱1,0,0,1,0,0,,
,30440,2004,,0,7,天空城陷阱1,0,0,1,0,0,,
,30441,2004,,0,7,天空城陷阱1,0,0,1,0,0,,
,30443,2004,,0,7,天空城陷阱1,0,0,1,0,0,,
,30444,2004,"7,7,7",0,7,天空城陷阱1,0,0,1,0,0,,
,30445,2004,,0,7,天空城陷阱1,0,0,1,0,0,,
,30446,2004,,0,7,天空城陷阱1,0,0,1,0,0,,
,30447,2004,,0,7,天空城陷阱1,0,0,1,0,0,,
,30448,2004,,0,7,天空城陷阱1,0,0,1,0,0,,
,30449,2004,,0,7,天空城陷阱1,0,0,1,0,0,,
,30450,2004,,0,7,天空城陷阱1,0,0,1,0,0,,
,30451,2001,"5,5,5",1,7,露西动画陷阱,0,0,1,0,0,,
,30452,2001,,0,7,护送陷阱,0,0,1,0,0,,
,30453,2001,,0,7,护送陷阱,0,0,1,0,0,,
,30456,2005,,0,7,不冬岛陷阱1,0,0,1,0,0,,
,30457,2005,,0,7,不冬岛陷阱2,0,0,1,0,0,,
,30458,2005,,0,7,不冬岛陷阱3,0,0,1,0,0,,
,30459,2005,,0,7,不冬岛陷阱4,0,0,1,0,0,,
,30461,2001,"2,2,2",0,7,解救邦尼陷阱,0,0,1,0,0,,
,30463,2003,"4,4,4",0,7,泪目狼人陷阱,0,0,1,0,0,,
,30464,2003,,0,7,陷阱,0,0,0,0,0,,
,30465,2003,,0,7,陷阱,0,0,0,0,0,,
,30466,2003,,0,7,陷阱,0,0,0,0,0,,
,30467,2003,,0,7,陷阱,0,0,0,0,0,,
,30471,2005,,0,7,陷阱,0,0,0,0,0,,
,30472,2005,,0,7,陷阱,0,0,0,0,0,,
,30473,2005,,0,7,陷阱,0,0,0,0,0,,
,30474,2005,,0,7,陷阱,0,0,0,0,0,,
,30475,2005,,0,7,陷阱,0,0,0,0,0,,
,30476,2005,,0,7,陷阱,0,0,0,0,0,,
,30477,2005,,0,7,陷阱,0,0,0,0,0,,
,30478,2005,,0,2,龟长家,0,0,1,0,34,,"0.41,4.15,0"
,30479,2005,"8,8,8",0,7,陷阱,0,0,0,0,0,,
,30480,2005,"5,5,5",0,7,陷阱,0,0,0,0,0,,
,30483,3072,,1,7,剧情陷阱1,0,0,1,0,0,,
,30484,3072,,1,7,剧情陷阱2,0,0,1,0,0,,
,30486,1000,"2,2,2",0,7,护送陷阱1,0,0,1,0,0,,
,30489,2003,,0,7,对白触发陷阱,0,0,1,0,0,,
,30490,2003,,0,7,月神巡查陷阱3,0,0,1,0,0,,
,30491,2003,,0,7,月神巡查陷阱4,0,0,1,0,0,,
,30492,2003,"3,3,3",0,7,迷雾巡查陷阱4_2,0,0,1,0,0,,
,30493,2005,,0,7,陷阱6_1,0,0,0,0,0,,
,30502,3073,,0,7,深海实验室陷阱1,0,0,1,0,0,,
,30503,3073,,0,7,深海实验室陷阱2,0,0,1,0,0,,
,30504,3073,"2,4,8",1,7,深海实验室陷阱3,0,0,1,0,0,,
,30505,3073,"8,4,4",1,7,深海实验室陷阱4,0,0,1,0,0,,
,30506,2001,,0,7,陷阱,0,0,1,0,0,,
,30507,2003,,0,7,暗怪陷阱1,0,0,1,0,0,,
,30508,2003,,0,7,暗怪陷阱2,0,0,1,0,0,,
,30509,2003,,0,7,护送点陷阱,0,0,1,0,0,,
,30512,2005,,0,7,陷阱,0,0,1,0,0,,
,30513,2005,,0,7,陷阱,0,0,1,0,0,,
,30514,2005,,0,7,陷阱,0,0,1,0,0,,
,30515,2005,"5,5,5",0,7,击杀先驱者陷阱,0,0,1,0,0,,
,30516,2005,,0,7,对策对话陷阱,0,0,1,0,0,,
,30519,2001,,0,7,陷阱,0,0,1,0,0,,
,30520,2005,,0,7,陷阱,0,0,1,0,0,,
,30521,2005,,0,7,赛文住处,0,0,1,0,0,,
,30522,2005,,0,7,斯拜住处,0,0,1,0,0,,
,30523,2005,,0,7,讨论案情,0,0,1,0,0,,
,30524,2005,,0,7,真凶陷阱,0,0,1,0,0,,
,30525,2005,,0,7,怪物露妮,0,0,1,0,0,,
,30527,3074,,0,7,boss前障碍陷阱,0,0,1,0,0,,
,30530,3076,,0,7,陷阱,0,0,1,0,0,,
,30557,3080,,0,7,陷阱,0,0,1,0,0,,
,30558,3081,,0,7,陷阱,0,0,1,0,0,,
,30559,3075,,0,7,陷阱,0,0,1,0,0,,
,30560,3076,,0,7,陷阱,0,0,1,0,0,,
,30561,3078,,0,7,陷阱,0,0,1,0,0,,
,30562,3079,,0,7,通关陷阱,0,0,1,0,0,,
,30572,3011,"30,4,4",1,7,饿狼看门陷阱,0,0,1,0,0,,
,30573,3011,"6,6,6",0,7,饿狼宝箱偷袭陷阱,0,0,1,0,0,,
,30574,2001,,0,7,温丽预言陷阱,0,0,1,0,0,,
,30575,3085,,0,7,陷阱1,0,0,1,0,0,,
,30576,3085,,0,7,陷阱2,0,0,1,0,0,,
,30577,3085,,0,7,陷阱3,0,0,1,0,0,,
,30580,2001,"7,7,7",1,7,罗兰镇陷阱14,0,0,1,0,0,,
,30582,1000,"4,4,4",1,7,陷阱,0,0,1,0,0,,
,30584,2001,"4,4,4",1,7,罗兰镇陷阱15,0,0,1,0,0,,
,30586,3087,"1,4,20",1,7,陷阱,0,0,1,0,0,,
,30587,170,"4,4,10",1,7,黑龙战舰电梯前,0,0,1,0,0,,
,30588,170,,0,7,黑龙战舰电梯1,0,0,1,0,0,,
,30589,170,,0,7,黑龙战舰电梯2,0,0,1,0,0,,
,30590,170,"4,4,30",1,7,黑龙战舰亚兹莫前,0,0,1,0,0,,
,30593,2003,,0,7,圣界齐聚陷阱,0,0,1,0,0,,
,30596,3090,"4,2,2",1,7,,0,0,1,0,0,,
,30597,3090,"2,2,2",1,7,,0,0,1,0,0,,
,30598,2005,,0,7,任务陷阱,0,0,1,0,0,,
,30599,2005,,0,7,任务陷阱,0,0,1,0,0,,
,30600,2005,,0,7,任务陷阱,0,0,1,0,0,,
,30601,2005,,0,7,任务陷阱,0,0,1,0,0,,
,30602,2005,,0,7,任务陷阱,0,0,1,0,0,,
,30603,2005,,0,7,任务陷阱,0,0,1,0,0,,
,30604,2005,,0,7,任务陷阱,0,0,1,0,0,,
,30605,2005,,0,7,任务陷阱,0,0,1,0,0,,
,30606,2005,,0,7,任务陷阱,0,0,1,0,0,,
,30609,2005,,0,7,陷阱,0,0,1,0,0,,
,30610,2005,,0,7,陷阱,0,0,1,0,0,,
,30611,2005,,0,7,陷阱,0,0,1,0,0,,
,30612,2005,,0,7,陷阱,0,0,1,0,0,,
,30613,2005,,0,7,陷阱,0,0,1,0,0,,
,30614,2005,,0,7,陷阱,0,0,1,0,0,,
,30615,2005,,0,7,任务陷阱,0,0,1,0,0,,
,30616,2004,,0,7,陷阱,0,0,1,0,0,,
,30617,2004,,0,7,陷阱,0,0,1,0,0,,
,30618,2004,,0,7,陷阱,0,0,1,0,0,,
,30619,2004,,0,7,陷阱,0,0,1,0,0,,
,30621,2004,,0,7,陷阱,0,0,1,0,0,,
,30622,2004,,0,7,陷阱,0,0,1,0,0,,
,30624,2004,,0,7,陷阱,0,0,1,0,0,,
,30625,2004,,0,7,陷阱,0,0,1,0,0,,
,30626,2004,,0,7,陷阱,0,0,1,0,0,,
,30627,2004,,0,7,陷阱,0,0,1,0,0,,
,30628,2004,,0,7,陷阱,0,0,1,0,0,,
,30629,2004,"5,5,5",0,7,陷阱,0,0,1,0,0,,
,30630,2004,"8,8,8",0,7,陷阱,0,0,1,0,0,,
,30632,2001,,0,7,陷阱,0,0,1,0,0,,
,30639,1000,,0,7,陷阱,0,0,1,0,0,,
,30640,1000,,0,7,,0,0,1,0,0,,
,30650,2005,,0,7,,0,0,1,0,0,,
,30653,3129,"12,4,4",1,7,,0,0,1,0,0,,
,30656,1000,,0,7,风迹速递陷阱,0,0,1,0,0,,
,30663,2005,"6,6,6",0,5,深海实验室,0,0,1,0,0,,"-2.51,6.26,0"
,30664,1000,"4,4,4",0,7,奥兹家族第一天陷阱1,0,0,1,0,0,,
,30665,1000,"4,4,4",0,7,奥兹家族第一天陷阱2,0,0,1,0,0,,
,30666,2001,,0,7,王牌通缉前置任务陷阱4,0,0,1,0,0,,
,30667,1000,,0,7,,0,0,1,0,0,,"0,3,0"
,30672,3147,"2,2,2",1,7,陷阱,0,0,1,0,0,,
,30673,3147,"20,3,2",1,7,陷阱,0,0,1,0,0,,
,30674,3147,,0,7,陷阱,0,0,1,0,0,,
,30675,3147,,0,7,陷阱,0,0,1,0,0,,
