,id,name,des,functionDes,shop_des
,5004022,生命护盾,深藏在艾恩大陆的地下溶洞，凝结了强大的战斗属性。,镶嵌此符文的技能，施放时将当前生命值的15%转化为等量的护盾。,镶嵌此符文的技能，施放时将当前生命值的15%转化为等量的护盾。
,5004032,生命护盾,深藏在艾恩大陆的地下溶洞，凝结了强大的战斗属性。,镶嵌此符文的技能，施放时将当前生命值的20%转化为等量的护盾。,镶嵌此符文的技能，施放时将当前生命值的20%转化为等量的护盾。
,5004042,生命护盾,深藏在艾恩大陆的地下溶洞，凝结了强大的战斗属性。,镶嵌此符文的技能，施放时将当前生命值的25%转化为等量的护盾。,镶嵌此符文的技能，施放时将当前生命值的25%转化为等量的护盾。
,5004052,生命护盾,深藏在艾恩大陆的地下溶洞，凝结了强大的战斗属性。,镶嵌此符文的技能，施放时将当前生命值的30%转化为等量的护盾。,镶嵌此符文的技能，施放时将当前生命值的30%转化为等量的护盾。
,5005012,初级护盾,深藏在艾恩大陆的地下溶洞，凝结了强大的战斗属性。,镶嵌此符文的技能，施放时将获得等同伤害5%的护盾。,镶嵌此符文的技能，施放时将获得等同伤害5%的护盾。
,5005022,初级护盾,深藏在艾恩大陆的地下溶洞，凝结了强大的战斗属性。,镶嵌此符文的技能，施放时将获得等同伤害7%的护盾。,镶嵌此符文的技能，施放时将获得等同伤害7%的护盾。
,5005032,初级护盾,深藏在艾恩大陆的地下溶洞，凝结了强大的战斗属性。,镶嵌此符文的技能，施放时将获得等同伤害9%的护盾。,镶嵌此符文的技能，施放时将获得等同伤害9%的护盾。
,5005042,初级护盾,深藏在艾恩大陆的地下溶洞，凝结了强大的战斗属性。,镶嵌此符文的技能，施放时将获得等同伤害12%的护盾。,镶嵌此符文的技能，施放时将获得等同伤害12%的护盾。
,5005052,初级护盾,深藏在艾恩大陆的地下溶洞，凝结了强大的战斗属性。,镶嵌此符文的技能，施放时将获得等同伤害15%的护盾。,镶嵌此符文的技能，施放时将获得等同伤害15%的护盾。
,5006012,初级生命流转,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，施放时将恢复等同伤害5%的生命值。,镶嵌此符文的技能，施放时将恢复等同伤害5%的生命值。
,5006022,初级生命流转,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，施放时将恢复等同伤害7%的生命值。,镶嵌此符文的技能，施放时将恢复等同伤害7%的生命值。
,5006032,初级生命流转,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，施放时将恢复等同伤害9%的生命值。,镶嵌此符文的技能，施放时将恢复等同伤害9%的生命值。
,5006042,初级生命流转,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，施放时将恢复等同伤害12%的生命值。,镶嵌此符文的技能，施放时将恢复等同伤害12%的生命值。
,5006052,初级生命流转,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，施放时将恢复等同伤害15%的生命值。,镶嵌此符文的技能，施放时将恢复等同伤害15%的生命值。
,5007012,初级绝境爆发,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，物理、魔法伤害提升1-8%。生命值越低，提升越高。,镶嵌此符文的技能，物理、魔法伤害提升1-8%。生命值越低，提升越高。
,5007022,初级绝境爆发,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，物理、魔法伤害提升1-12%。生命值越低，提升越高。,镶嵌此符文的技能，物理、魔法伤害提升1-12%。生命值越低，提升越高。
,5007032,初级绝境爆发,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，物理、魔法伤害提升1-16%。生命值越低，提升越高。,镶嵌此符文的技能，物理、魔法伤害提升1-16%。生命值越低，提升越高。
,5007042,初级绝境爆发,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，物理、魔法伤害提升1-20%。生命值越低，提升越高。,镶嵌此符文的技能，物理、魔法伤害提升1-20%。生命值越低，提升越高。
,5007052,初级绝境爆发,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，物理、魔法伤害提升1-24%。生命值越低，提升越高。,镶嵌此符文的技能，物理、魔法伤害提升1-24%。生命值越低，提升越高。
,5008012,初级绝境回生,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，施放时将恢复等同伤害1-8%的生命值。生命值越低，恢复越多。,镶嵌此符文的技能，施放时将恢复等同伤害1-8%的生命值。生命值越低，恢复越多。
,5008022,初级绝境回生,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，施放时将恢复等同伤害1-12%的生命值。生命值越低，恢复越多。,镶嵌此符文的技能，施放时将恢复等同伤害1-12%的生命值。生命值越低，恢复越多。
,5008032,初级绝境回生,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，施放时将恢复等同伤害1-16%的生命值。生命值越低，恢复越多。,镶嵌此符文的技能，施放时将恢复等同伤害1-16%的生命值。生命值越低，恢复越多。
,5008042,初级绝境回生,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，施放时将恢复等同伤害1-20%的生命值。生命值越低，恢复越多。,镶嵌此符文的技能，施放时将恢复等同伤害1-20%的生命值。生命值越低，恢复越多。
,5008052,初级绝境回生,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，施放时将恢复等同伤害1-24%的生命值。生命值越低，恢复越多。,镶嵌此符文的技能，施放时将恢复等同伤害1-24%的生命值。生命值越低，恢复越多。
,5009012,初级绝境护盾,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，施放时将获得等同伤害1-8%的护盾。生命值越低，获得越多。,镶嵌此符文的技能，施放时将获得等同伤害1-8%的护盾。生命值越低，获得越多。
,5009022,初级绝境护盾,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，施放时将获得等同伤害1-12%的护盾。生命值越低，获得越多。,镶嵌此符文的技能，施放时将获得等同伤害1-12%的护盾。生命值越低，获得越多。
,5009032,初级绝境护盾,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，施放时将获得等同伤害1-16%的护盾。生命值越低，获得越多。,镶嵌此符文的技能，施放时将获得等同伤害1-16%的护盾。生命值越低，获得越多。
,5009042,初级绝境护盾,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，施放时将获得等同伤害1-20%的护盾。生命值越低，获得越多。,镶嵌此符文的技能，施放时将获得等同伤害1-20%的护盾。生命值越低，获得越多。
,5009052,初级绝境护盾,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，施放时将获得等同伤害1-24%的护盾。生命值越低，获得越多。,镶嵌此符文的技能，施放时将获得等同伤害1-24%的护盾。生命值越低，获得越多。
,5010012,魔能增幅,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，施放时魔法伤害提升0-8%。生命值越高，伤害提升越多。,镶嵌此符文的技能，施放时魔法伤害提升0-8%。生命值越高，伤害提升越多。
,5010022,魔能增幅,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，施放时魔法伤害提升0-12%。生命值越高，伤害提升越多。,镶嵌此符文的技能，施放时魔法伤害提升0-12%。生命值越高，伤害提升越多。
,5010032,魔能增幅,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，施放时魔法伤害提升0-16%。生命值越高，伤害提升越多。,镶嵌此符文的技能，施放时魔法伤害提升0-16%。生命值越高，伤害提升越多。
,5010042,魔能增幅,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，施放时魔法伤害提升0-20%。生命值越高，伤害提升越多。,镶嵌此符文的技能，施放时魔法伤害提升0-20%。生命值越高，伤害提升越多。
,5010052,魔能增幅,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，施放时魔法伤害提升0-24%。生命值越高，伤害提升越多。,镶嵌此符文的技能，施放时魔法伤害提升0-24%。生命值越高，伤害提升越多。
,5011012,神力增幅,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，施放时物理伤害提升0-8%。生命值越高，伤害提升越多。,镶嵌此符文的技能，施放时物理伤害提升0-8%。生命值越高，伤害提升越多。
,5011022,神力增幅,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，施放时物理伤害提升0-12%。生命值越高，伤害提升越多。,镶嵌此符文的技能，施放时物理伤害提升0-12%。生命值越高，伤害提升越多。
,5011032,神力增幅,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，施放时物理伤害提升0-16%。生命值越高，伤害提升越多。,镶嵌此符文的技能，施放时物理伤害提升0-16%。生命值越高，伤害提升越多。
,5011042,神力增幅,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，施放时物理伤害提升0-20%。生命值越高，伤害提升越多。,镶嵌此符文的技能，施放时物理伤害提升0-20%。生命值越高，伤害提升越多。
,5011052,神力增幅,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，施放时物理伤害提升0-24%。生命值越高，伤害提升越多。,镶嵌此符文的技能，施放时物理伤害提升0-24%。生命值越高，伤害提升越多。
,5012012,强袭,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，在奥义值高于2000点时，伤害提升10%。,镶嵌此符文的技能，在奥义值高于2000点时，伤害提升10%。
,5012022,强袭,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，在奥义值高于2000点时，伤害提升15%。,镶嵌此符文的技能，在奥义值高于2000点时，伤害提升15%。
,5012032,强袭,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，在奥义值高于2000点时，伤害提升20%。,镶嵌此符文的技能，在奥义值高于2000点时，伤害提升20%。
,5012042,强袭,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，在奥义值高于2000点时，伤害提升25%。,镶嵌此符文的技能，在奥义值高于2000点时，伤害提升25%。
,5012052,强袭,由银母矿洞的矿石制作，融合了独特的战斗属性。,镶嵌此符文的技能，在奥义值高于2000点时，伤害提升30%。,镶嵌此符文的技能，在奥义值高于2000点时，伤害提升30%。
,5021013,中级狂暴,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，暴击率提升15%。,镶嵌此符文的技能，暴击率提升15%。
,5021023,中级狂暴,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，暴击率提升22%。,镶嵌此符文的技能，暴击率提升22%。
,5021033,中级狂暴,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，暴击率提升29%。,镶嵌此符文的技能，暴击率提升29%。
,5021043,中级狂暴,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，暴击率提升37%。,镶嵌此符文的技能，暴击率提升37%。
,5021053,中级狂暴,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，暴击率提升45%。,镶嵌此符文的技能，暴击率提升45%。
,5022013,中级神力,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，物理伤害提升10%。,镶嵌此符文的技能，物理伤害提升10%。
,5022023,中级神力,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，物理伤害提升15%。,镶嵌此符文的技能，物理伤害提升15%。
,5022033,中级神力,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，物理伤害提升20%。,镶嵌此符文的技能，物理伤害提升20%。
,5022043,中级神力,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，物理伤害提升25%。,镶嵌此符文的技能，物理伤害提升25%。
,5022053,中级神力,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，物理伤害提升30%。,镶嵌此符文的技能，物理伤害提升30%。
,5023013,中级魔能,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，魔法伤害提升10%。,镶嵌此符文的技能，魔法伤害提升10%。
,5023023,中级魔能,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，魔法伤害提升15%。,镶嵌此符文的技能，魔法伤害提升15%。
,5023033,中级魔能,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，魔法伤害提升20%。,镶嵌此符文的技能，魔法伤害提升20%。
,5023043,中级魔能,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，魔法伤害提升25%。,镶嵌此符文的技能，魔法伤害提升25%。
,5023053,中级魔能,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，魔法伤害提升30%。,镶嵌此符文的技能，魔法伤害提升30%。
,5024013,初级狂怒,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，暴击伤害提升15%。,镶嵌此符文的技能，暴击伤害提升15%。
,5024023,初级狂怒,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，暴击伤害提升22%。,镶嵌此符文的技能，暴击伤害提升22%。
,5024033,初级狂怒,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，暴击伤害提升29%。,镶嵌此符文的技能，暴击伤害提升29%。
,5024043,初级狂怒,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，暴击伤害提升37%。,镶嵌此符文的技能，暴击伤害提升37%。
,5024053,初级狂怒,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，暴击伤害提升45%。,镶嵌此符文的技能，暴击伤害提升45%。
,5025013,沉着暴怒,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，施放后下个技能的暴击率提升15%。,镶嵌此符文的技能，施放后下个技能的暴击率提升15%。
,5025023,沉着暴怒,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，施放后下个技能的暴击率提升22%。,镶嵌此符文的技能，施放后下个技能的暴击率提升22%。
,5025033,沉着暴怒,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，施放后下个技能的暴击率提升29%。,镶嵌此符文的技能，施放后下个技能的暴击率提升29%。
,5025043,沉着暴怒,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，施放后下个技能的暴击率提升37%。,镶嵌此符文的技能，施放后下个技能的暴击率提升37%。
,5025053,沉着暴怒,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，施放后下个技能的暴击率提升45%。,镶嵌此符文的技能，施放后下个技能的暴击率提升45%。
,5026013,奥义流转,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，施放后有30%几率恢复奥义值150点。,镶嵌此符文的技能，施放后有30%几率恢复奥义值150点。
,5026023,奥义流转,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，施放后有45%几率恢复奥义值150点。,镶嵌此符文的技能，施放后有45%几率恢复奥义值150点。
,5026033,奥义流转,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，施放后有60%几率恢复奥义值150点。,镶嵌此符文的技能，施放后有60%几率恢复奥义值150点。
,5026043,奥义流转,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，施放后有75%几率恢复奥义值150点。,镶嵌此符文的技能，施放后有75%几率恢复奥义值150点。
,5026053,奥义流转,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，施放后有90%几率恢复奥义值150点。,镶嵌此符文的技能，施放后有90%几率恢复奥义值150点。
,5027013,复兴护盾,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，若施放后获得护盾，则额外恢复等同该护盾值12%的生命值。,镶嵌此符文的技能，若施放后获得护盾，则额外恢复等同该护盾值12%的生命值。
,5027023,复兴护盾,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，若施放后获得护盾，则额外恢复等同该护盾值18%的生命值。,镶嵌此符文的技能，若施放后获得护盾，则额外恢复等同该护盾值18%的生命值。
,5027033,复兴护盾,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，若施放后获得护盾，则额外恢复等同该护盾值24%的生命值。,镶嵌此符文的技能，若施放后获得护盾，则额外恢复等同该护盾值24%的生命值。
,5027043,复兴护盾,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，若施放后获得护盾，则额外恢复等同该护盾值30%的生命值。,镶嵌此符文的技能，若施放后获得护盾，则额外恢复等同该护盾值30%的生命值。
,5027053,复兴护盾,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，若施放后获得护盾，则额外恢复等同该护盾值36%的生命值。,镶嵌此符文的技能，若施放后获得护盾，则额外恢复等同该护盾值36%的生命值。
,5028013,撕裂,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，对裂伤状态的目标，暴击率提升18%。,镶嵌此符文的技能，对裂伤状态的目标，暴击率提升18%。
,5028023,撕裂,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，对裂伤状态的目标，暴击率提升27%。,镶嵌此符文的技能，对裂伤状态的目标，暴击率提升27%。
,5028033,撕裂,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，对裂伤状态的目标，暴击率提升36%。,镶嵌此符文的技能，对裂伤状态的目标，暴击率提升36%。
,5028043,撕裂,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，对裂伤状态的目标，暴击率提升45%。,镶嵌此符文的技能，对裂伤状态的目标，暴击率提升45%。
,5028053,撕裂,源自黄金立方矿脉，特殊的锻造工艺让它兼具多种属性。,镶嵌此符文的技能，对裂伤状态的目标，暴击率提升54%。,镶嵌此符文的技能，对裂伤状态的目标，暴击率提升54%。
,5029013,增幅重击,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，额外消耗奥义值200点，伤害提升15%。奥义值不足200点时不触发。,镶嵌此符文的技能，额外消耗奥义值200点，伤害提升15%。奥义值不足200点时不触发。
,5029023,增幅重击,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，额外消耗奥义值200点，伤害提升22%。奥义值不足200点时不触发。,镶嵌此符文的技能，额外消耗奥义值200点，伤害提升22%。奥义值不足200点时不触发。
,5029033,增幅重击,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，额外消耗奥义值200点，伤害提升29%。奥义值不足200点时不触发。,镶嵌此符文的技能，额外消耗奥义值200点，伤害提升29%。奥义值不足200点时不触发。
,5029043,增幅重击,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，额外消耗奥义值200点，伤害提升37%。奥义值不足200点时不触发。,镶嵌此符文的技能，额外消耗奥义值200点，伤害提升37%。奥义值不足200点时不触发。
,5029053,增幅重击,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，额外消耗奥义值200点，伤害提升45%。奥义值不足200点时不触发。,镶嵌此符文的技能，额外消耗奥义值200点，伤害提升45%。奥义值不足200点时不触发。
,5030013,牧野猎手,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对“兽人”和“异虫”的伤害提升15%。,镶嵌此符文的技能，对“兽人”和“异虫”的伤害提升15%。
,5030023,牧野猎手,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对“兽人”和“异虫”的伤害提升22%。,镶嵌此符文的技能，对“兽人”和“异虫”的伤害提升22%。
,5030033,牧野猎手,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对“兽人”和“异虫”的伤害提升29%。,镶嵌此符文的技能，对“兽人”和“异虫”的伤害提升29%。
,5030043,牧野猎手,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对“兽人”和“异虫”的伤害提升37%。,镶嵌此符文的技能，对“兽人”和“异虫”的伤害提升37%。
,5030053,牧野猎手,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对“兽人”和“异虫”的伤害提升45%。,镶嵌此符文的技能，对“兽人”和“异虫”的伤害提升45%。
,5031013,都林猎手,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对“人类”和“妖精”的伤害提升15%。,镶嵌此符文的技能，对“人类”和“妖精”的伤害提升15%。
,5031023,都林猎手,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对“人类”和“妖精”的伤害提升22%。,镶嵌此符文的技能，对“人类”和“妖精”的伤害提升22%。
,5031033,都林猎手,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对“人类”和“妖精”的伤害提升29%。,镶嵌此符文的技能，对“人类”和“妖精”的伤害提升29%。
,5031043,都林猎手,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对“人类”和“妖精”的伤害提升37%。,镶嵌此符文的技能，对“人类”和“妖精”的伤害提升37%。
,5031053,都林猎手,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对“人类”和“妖精”的伤害提升45%。,镶嵌此符文的技能，对“人类”和“妖精”的伤害提升45%。
,5032013,魔灵猎手,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对“魔族”和“亡灵”的伤害提升15%。,镶嵌此符文的技能，对“魔族”和“亡灵”的伤害提升15%。
,5032023,魔灵猎手,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对“魔族”和“亡灵”的伤害提升22%。,镶嵌此符文的技能，对“魔族”和“亡灵”的伤害提升22%。
,5032033,魔灵猎手,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对“魔族”和“亡灵”的伤害提升29%。,镶嵌此符文的技能，对“魔族”和“亡灵”的伤害提升29%。
,5032043,魔灵猎手,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对“魔族”和“亡灵”的伤害提升37%。,镶嵌此符文的技能，对“魔族”和“亡灵”的伤害提升37%。
,5032053,魔灵猎手,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对“魔族”和“亡灵”的伤害提升45%。,镶嵌此符文的技能，对“魔族”和“亡灵”的伤害提升45%。
,5033013,创伤,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对裂伤状态的目标，伤害提升15%。,镶嵌此符文的技能，对裂伤状态的目标，伤害提升15%。
,5033023,创伤,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对裂伤状态的目标，伤害提升22%。,镶嵌此符文的技能，对裂伤状态的目标，伤害提升22%。
,5033033,创伤,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对裂伤状态的目标，伤害提升29%。,镶嵌此符文的技能，对裂伤状态的目标，伤害提升29%。
,5033043,创伤,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对裂伤状态的目标，伤害提升37%。,镶嵌此符文的技能，对裂伤状态的目标，伤害提升37%。
,5033053,创伤,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对裂伤状态的目标，伤害提升45%。,镶嵌此符文的技能，对裂伤状态的目标，伤害提升45%。
,5034013,炽炎,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对灼烧状态的目标，伤害提升15%。,镶嵌此符文的技能，对灼烧状态的目标，伤害提升15%。
,5034023,炽炎,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对灼烧状态的目标，伤害提升22%。,镶嵌此符文的技能，对灼烧状态的目标，伤害提升22%。
,5034033,炽炎,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对灼烧状态的目标，伤害提升29%。,镶嵌此符文的技能，对灼烧状态的目标，伤害提升29%。
,5034043,炽炎,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对灼烧状态的目标，伤害提升37%。,镶嵌此符文的技能，对灼烧状态的目标，伤害提升37%。
,5034053,炽炎,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对灼烧状态的目标，伤害提升45%。,镶嵌此符文的技能，对灼烧状态的目标，伤害提升45%。
,5035013,碎甲,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对碎甲状态的目标，伤害提升15%。,镶嵌此符文的技能，对碎甲状态的目标，伤害提升15%。
,5035023,碎甲,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对碎甲状态的目标，伤害提升22%。,镶嵌此符文的技能，对碎甲状态的目标，伤害提升22%。
,5035033,碎甲,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对碎甲状态的目标，伤害提升29%。,镶嵌此符文的技能，对碎甲状态的目标，伤害提升29%。
,5035043,碎甲,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对碎甲状态的目标，伤害提升37%。,镶嵌此符文的技能，对碎甲状态的目标，伤害提升37%。
,5035053,碎甲,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，对碎甲状态的目标，伤害提升45%。,镶嵌此符文的技能，对碎甲状态的目标，伤害提升45%。
,5036013,高昂,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，当自身生命值80%以上时，伤害提升15%。,镶嵌此符文的技能，当自身生命值80%以上时，伤害提升15%。
,5036023,高昂,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，当自身生命值80%以上时，伤害提升22%。,镶嵌此符文的技能，当自身生命值80%以上时，伤害提升22%。
,5036033,高昂,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，当自身生命值80%以上时，伤害提升29%。,镶嵌此符文的技能，当自身生命值80%以上时，伤害提升29%。
,5036043,高昂,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，当自身生命值80%以上时，伤害提升37%。,镶嵌此符文的技能，当自身生命值80%以上时，伤害提升37%。
,5036053,高昂,银月湖底的天然矿石，精心锻造后，提升了矿石属性。,镶嵌此符文的技能，当自身生命值80%以上时，伤害提升45%。,镶嵌此符文的技能，当自身生命值80%以上时，伤害提升45%。
,5041014,高级狂暴,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，暴击率提升30%。,镶嵌此符文的技能，暴击率提升30%。
,5041024,高级狂暴,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，暴击率提升45%。,镶嵌此符文的技能，暴击率提升45%。
,5041034,高级狂暴,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，暴击率提升60%。,镶嵌此符文的技能，暴击率提升60%。
,5041044,高级狂暴,来自精灵国度的稀有晶石，拥有着非凡的战斗属性。,镶嵌此符文的技能，暴击率提升75%。,镶嵌此符文的技能，暴击率提升75%。
