,id,name,attr,story,location
,4055,浮士德72,圣诞节,<line-indent=2em>嘀——你好！我的朋友！我是浮士德72号！我的机体外设与人类很相似，这是我的制作者安德烈博士设定的，他希望我可以像真正的人类一样。<br>安德烈博士告诉我，要乐于助人，垃圾要分类，要定期护理，要好好照顾自己。他教了我很多，但是我……我知道他已经回不来了……我……我很想博士……（哭）,◆口袋岛
,4056,弗莱特,圣诞节,<line-indent=2em>“噢！你说得是那个少了一边羽翼的孩子吗？那是个坚强的孩子呢，这么多年了一直做着机械翅膀，想再度飞上蓝天呢~”<br>“执著的弗莱特~只会说米兰达姐姐好的孩子~那位小姐，可是弗莱特的偶像呢。他甚至要把机械翅膀送给他最爱的姐姐呢~”,◆不冬岛
,4057,米兰达,圣诞节,,
,4058,泰雷,圣诞节,,
,4059,伊什,圣诞节,,
,4060,阿比旦,圣诞节,,
,4061,黑蹄鹿角兽,圣诞节,,
,4062,鹿角兽队长,圣诞节,,
,4063,头条哥布林,圣诞节,,
,4064,金斯特,圣诞节,,
,4065,哈扎克,圣诞节,,
,4066,卡尔,圣诞节,,
,4067,卡莉,圣诞节,,
,4068,弥尔,圣诞节,,
,4069,费米,圣诞节,<line-indent=2em>“诶！兄弟，你说的是弥尔喜欢的男孩子吧？嘿，那孩子长得是挺清秀的。我跟你说，这孩子喜欢弥尔，但脸皮薄不敢表白。每次看见弥尔那个小姑娘，都结结巴巴的。<br>之前费米去悬崖摘花给弥尔，结果掉到悬崖底下了。结果啊，救回来之后，说话油嘴滑舌的。后来，那个女巫打了他一顿，就学乖了。现在，就跟弥尔在一起了嘛。”,◆冒险者营地
,4070,菲梅,圣诞节,,
,4071,露露,圣诞节,,
,4072,警报机器人·嘀,圣诞节,,
,4073,奥兰德,圣诞节,,
,4074,黄胡子,圣诞节,,
,4075,玛门,圣诞节,,
,4076,萨莎,圣诞节,,
,4077,保罗,圣诞节,,
,4078,塞恩,圣诞节,,
,4079,邦妮,圣诞节,,
,4080,埃尼奥,圣诞节,,
,4081,敏特,圣诞节,,
,4082,麦克斯,圣诞节,,
,4083,洛克,圣诞节,,
,4084,莱安,圣诞节,,
,4085,达罗斯,圣诞节,,
,4086,诺阿,圣诞节,,
,4087,李,圣诞节,,
,4088,玛格,圣诞节,,
,4089,杰拉尔,圣诞节,,
,4090,阿穆特,圣诞节,,
,4091,博恩克,圣诞节,,
,4092,利昂特,圣诞节,,
,4093,米尔雅,圣诞节,,
,4094,艾尔玛,圣诞节,,
,4095,斯特朗,圣诞节,,
,4096,斯密斯,圣诞节,,
,4097,贝克,圣诞节,,
,4098,米妮,圣诞节,,
,4099,乔治,圣诞节,,
,4100,玛丽,圣诞节,,
,4101,欧桑,圣诞节,,
,4102,刘易斯,圣诞节,,
,4103,海伦,圣诞节,,
,4104,阿伯特,圣诞节,,
,4105,贝卡,圣诞节,,
,4106,马修,圣诞节,,
,4107,达勒,圣诞节,,
,4108,吃瓜群众弗瑞德,,,
,4109,塔蕾娅,口袋岛,<line-indent=2em>纳雅族的现任女王，心地善良，优柔寡断。因舅舅亚兹莫叛乱父母双亡，担负起统领纳雅的重任。<br>有别于其他皇室成员四只洁白翅膀，塔蕾娅只有两只金色翅膀，这让她备受争议。但她召唤出六翼天神，并凝结出神器·燃金之泪后，不和谐声音瞬间消失。在这之后，塔蕾娅的翅膀缩小到手指大小，这个现象让全纳雅科学家燃起研究的欲望。,◆天空城
,4110,泰雷,口袋岛,,
,4121,海地斯守卫,,,
,4123,新郎,,,
,4124,新娘,,,
,4125,《湖畔志》,,,
,4126,海盗皮耶罗,,,
,4128,热情的小贩,,,
,4129,小女孩特丽莎,,,
,4130,恶徒奥狄斯,,,
,4131,女青年娜菲,,,
,4132,小孩卡特,,,
,4133,小女孩娜米,,,
,4134,费玛,,,
,4135,残忍的偷猎者,,,
,4136,狡诈的偷猎者,,,
,4137,劫匪,,,
,4138,爱琳娜,测试卡诺萨狂欢夜,,
,4139,爱琪,,,
,4140,酒馆老板,爱琪陌生,,
,4141,青年泽维尔,爱琪陌生,,
,4142,费萨尔,,,
,4143,穆斯塔,,,
,4144,博纳统领,,,
,4145,半鱼人,,,
,4146,《雷鸣大陆志》,,,
,4147,报社社长,,,
,4148,阿德琳,永夜森林,,
,4149,荣恩,纳塔娜友好,,
,4150,慌乱的母亲,纳塔娜友好,,
,4151,焦急的父亲,纳塔娜友好,,
,4152,围观的居民,,,
,4153,不明真相的居民,,,
,4154,万事通的居民,,,
,4155,无赖鲁尼,,,
,4156,《森林部落灾害》,,,
,4157,精灵侍从,精灵射手,,
,4158,《精灵国例行事务》,,,
,4159,诺尔,哀嚎神殿,,
,4160,狼人凯瑟,,,
,4161,失踪的居民,阿克莱斯委托,,
,4162,异变者,阿克莱斯委托,,
,4163,狮心魔骑贝恩,,,
,4164,热心成员,,,
,4165,战魂之殇,,,
,4166,异变者法师,,,
,4191,精灵侍从,精灵战士,,
,4192,主持人索维尔,,,
,4193,箭手可颂,,,
,4194,箭手帕里,,,
,4195,箭手丽娜,,,
,4196,箭术指导弗雷,,,
,4197,双尾毒蝎,,,
,4200,管理员贝弗莉,,,
,4201,布利,,,
,4202,雷兹,,,
,4203,围观的居民,纳塔娜,,
,4204,小猫咪,,,
,4205,猩红祭司,,,
,4206,邪腐法师,,,
,4207,荆棘女巫,,,
,4208,阴戾法师,,,
,4209,迷魅女巫,,,
,4210,诡奇石魔,,,
,4211,狞恶将领,,,
,4214,士兵马修,,,
,4215,士兵达勒,,,
,4216,士兵们,,,
,4217,士兵罗威纳,,,
,4218,罗威纳的父亲,,,
,4219,格蕾,,,
,4220,强壮的猎人,,,
,4221,精瘦的猎人,,,
,4222,暗月,,,
,4223,暴戾狼人,,,
,4224,白眼独狼,,,
,4225,古旧的日记本,,,
,4226,雷克斯,,,
,4227,西拉雅,,,
,4228,金色魅影,,,
,4229,精灵侍卫西泽,萨米尔陌生,,
,4230,精灵侍卫凯希,萨米尔陌生,,
,4231,艾玛丽,,,
,4232,卡莉卓,,,
,4233,艾玛希,,,
,4234,木禅/阿德琳,,,
,4235,三月边陲的商人,,,
,4236,尼格斯,檐鬼陌生,,
,4237,默希娅,檐鬼陌生,,
,4238,精灵艾斯,,,
,4240,玫瑰团追随者,剧情玫瑰团驻地,,
,4241,“强盗贝拉”,剧情玫瑰团驻地,,
护送测试npc,9991,护送测试npc,,,
,9999,透明,,,
