,required,optional,optional,optional,optional,optional,repeated,repeated,optional
,3395,Textures/Atlas/Dyn/CharacterCommonHead/Uncle.png,Textures/Atlas/Dyn/CharacterHalfBody/Uncle.png,npc_dashu_normal,0,,0,0,0
,3397,Textures/Atlas/Dyn/CharacterCommonHead/infectedadventurer.png,Textures\Atlas\Dyn\CharacterHalfBody\Infectedadventurer.png,npc_ganrandemaoxianzhe,198001,,0,0,0
,3398,Textures\Atlas\Dyn\CharacterCommonHead\taleiya.png,Textures\Atlas\Dyn\CharacterHalfBody\TowerLeiYa.png,npc_taleiya,182001,,3404;112;3344,0;1;0,2005
,3399,Textures/Atlas/Dyn/CharacterCommonHead/DrLucy.png,Textures\Atlas\Dyn\CharacterHalfBody\DrLucy.png,npc_maluxi,184001,,3441;3508,0;0,2005
,3400,Textures/Atlas/Dyn/CharacterCommonHead/FemaleOldempty.png,Textures\Atlas\Dyn\CharacterHalfBody\FemaleOldempty.png,,0,,0,0,0
,3401,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Femaledarkelvesyouth.png,npc_anjinglingnvqingnian,111001,,0,0,0
,3402,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\teenageboy.png,npc_zhengtai,0,,0,0,0
,3403,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Pioneer1.png,npc_xianquzhe1hao,149001,,0,0,0
,3404,Textures/Atlas/Dyn/CharacterCommonHead/Chancellor.png,Textures\Atlas\Dyn\CharacterHalfBody\Chancellor.png,npc_aolande,192001,,3398;112,0;1,2005
,3405,Textures/Atlas/Dyn/CharacterCommonHead/Chancellor.png,Textures\Atlas\Dyn\CharacterHalfBody\Chancellor.png,npc_aolande,192001,,0,0,0
,3406,Textures/Atlas/Dyn/CharacterCommonHead/Dwarfminer.png,Textures/Atlas/Dyn/CharacterHalfBody/WerewolfWarrior.png,npc_langrenzhanshi,140001,,0,0,0
,3407,Textures\Atlas\Dyn\CharacterCommonHead\Mysticalbeast.png,Textures\Atlas\Dyn\CharacterHalfBody\Mysteriousbeast.png,npc_bianchuishahu,209001,,0,0,0
,3408,Textures/Atlas/Dyn/CharacterCommonHead/Nayaguard.png,Textures\Atlas\Dyn\CharacterHalfBody\Nayaguard.png,,0,,0,0,0
,3409,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\default.png,,0,,0,0,0
,3410,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Maleyouthempty.png,npc_kongdaonanqingnian,205001,,0,0,0
斗篷女盗贼,3411,Textures/Atlas/Dyn/CharacterCommonHead/robber.png,Textures\Atlas\Dyn\CharacterHalfBody\robber.png,,0,,0,0,0
,3413,,Textures\Atlas\Dyn\CharacterHalfBody\XiaoYing.png,npc_xiaoying,265001,,0,0,0
,3414,Textures/Atlas/Dyn/CharacterCommonHead/Miaer.png,Textures\Atlas\Dyn\CharacterHalfBody\Miranda.png,,0,,0,0,0
,3415,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures/Atlas/Dyn/CharacterHalfBody/Deadwalking.png,npc_Axingganranzhe,101300,,0,0,0
,3416,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures/Atlas/Dyn/CharacterHalfBody/Completelytransparent.png,,0,,0,0,0
,3417,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures/Atlas/Dyn/CharacterHalfBody/Mysteriousbeast.png,npc_bianchuishahu,209001,,0,0,0
,3418,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures/Atlas/Dyn/CharacterHalfBody/ArmedbearWarrior.png,,0,,0,0,0
,3419,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures/Atlas/Dyn/CharacterHalfBody/Completelytransparent.png,,0,,0,0,0
,3420,Textures/Atlas/Dyn/CharacterCommonHead/Lacrimalman.png,Textures/Atlas/Dyn/CharacterHalfBody/Lacrimalman.png,,0,,0,0,0
,3421,Textures/Atlas/Dyn/CharacterCommonHead/Witchservant.png,Textures/Atlas/Dyn/CharacterHalfBody/LittleWitches.png,npc_xiaomonv,115001,,0,0,0
,3422,Textures\Atlas\Dyn\CharacterCommonHead\TheBardofMammon.png,Textures\Atlas\Dyn\CharacterHalfBody\caikuanggongbing.png,npc_caikuanggongbing,266001,,0,0,0
,3423,Textures\Atlas\Dyn\CharacterCommonHead\TheBardofMammon.png,Textures\Atlas\Dyn\CharacterHalfBody\Witchmoor.png,npc_huangyuannvwu,213001,,0,0,0
,3424,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures/Atlas/Dyn/CharacterHalfBody/Completelytransparent.png,,0,,0,0,0
,3425,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\yinghuoxiong.png,npc_yinghuoxiong,275001,,0,0,0
,3426,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\HarmontheOgre.png,npc_shirenmoyongbing,144001,,0,0,0
,3427,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Travelereli.png,npc_lvxingzheaili,199001,,0,0,0
,3428,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Infectedadventurer.png,npc_ganrandemaoxianzhe,198001,,0,0,0
,3429,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\captaindeerstalker.png,npc_heitilujiaoshou,215001,,0,0,0
,3430,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Commandershortgiant.png,npc_aijurenjiaxinuo,224001,,0,0,0
,3432,Textures\Atlas\Dyn\CharacterCommonHead\yangboshi.png,Textures\Atlas\Dyn\CharacterHalfBody\Jboshinormal.png,npc_jboshi,236001,,3436;3438,0;0,2005
,3433,Textures\Atlas\Dyn\CharacterCommonHead\zhanglailuoxi.png,Textures/Atlas/Dyn/CharacterHalfBody/ManOldmanturtle.png,npc_nanlaotou,204001,,3436,0,2005
,3434,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures/Atlas/Dyn/CharacterHalfBody/Malezhengtaiturtle.png,npc_guizuzhengtai,203001,,0,0,0
,3435,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures/Atlas/Dyn/CharacterHalfBody/Malezhengtaiturtle.png,npc_guizuzhengtai,203001,,0,0,0
,3436,Textures\Atlas\Dyn\CharacterCommonHead\yuren.png,Textures/Atlas/Dyn/CharacterHalfBody/Mermaid.png,npc_leiyin,181001,,3432;3433,0;0,2005
,3437,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\ShiMoShou.png,npc_shimoshou,264001,,0,0,0
,3438,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Nest.png,,0,,0,0,0
,3439,Textures/Atlas/Dyn/CharacterCommonHead/Girllolie.png,Textures/Atlas/Dyn/CharacterHalfBody/Girllolie.png,,0,,0,0,0
,3440,Textures/Atlas/Dyn/CharacterCommonHead/Witchwilderness.png,Textures/Atlas/Dyn/CharacterHalfBody/Witchmoor.png,npc_huangyuannvwu,213001,,3441,0,2005
,3441,Textures/Atlas/Dyn/CharacterCommonHead/XiBo.png,Textures/Atlas/Dyn/CharacterHalfBody/Tinwave.png,npc_xibo,245001,,3399;3440;3508,0;0;0,2005
,3442,Textures/Atlas/Dyn/CharacterCommonHead/Girllolie.png,Textures/Atlas/Dyn/CharacterHalfBody/DrLucy.png,npc_maluxi,184001,,3441;3508,0;0,2005
哈扎克,3443,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures/Atlas/Dyn/CharacterHalfBody/Hazak.png,npc_hazhake,0,,0,0,0
,3444,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\GuardwarlordSalin.png,npc_salin,163001,,0,0,0
,3445,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Theviolinistlittleblack.png,npc_tiqinjiaxiaohei,0,,0,0,0
,3446,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3447,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Uncle.png,npc_dashu_normal,0,,0,0,0
,3448,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\TheBardofMammon.png,,0,,0,0,0
,3449,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures/Atlas/Dyn/CharacterHalfBody/MiddleEastmale.png,npc_shamonanqingnian,104600,,0,0,0
,3450,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3452,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3453,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3454,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3455,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3456,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3457,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures/Atlas/Dyn/CharacterHalfBody/GuardwarlordSalin.png,npc_salin,163001,,0,0,0
,3458,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3459,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3460,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3461,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3469,,Textures\Atlas\Dyn\CharacterHalfBody\warspiritwar.png,npc_kaijiayoulingbulao,232001,,0,0,0
狂化阿噗,3478,Textures/Atlas/Dyn/CharacterCommonHead/CrazyMichel.png,Textures\Atlas\Dyn\CharacterHalfBody\CrazyMichel.png,npc_kuanghuaapu,101000,,0,0,0
,3480,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Joey.png,,0,,0,0,0
,3485,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
采矿监工伊洛,3486,,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3488,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Cainshadow.png,,0,,0,0,0
,3490,Textures/Atlas/Dyn/CharacterCommonHead/Adancer.png,Textures\Atlas\Dyn\CharacterHalfBody\Adancer.png,npc_jueshiwuji,141001,,0,0,0
,3492,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures/Atlas/Dyn/CharacterHalfBody/Deadwalking.png,npc_Axingganranzhe,101300,,0,0,0
路标,3493,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\default.png,,0,,0,0,0
露西蒂尼雕像,3494,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\default.png,,0,,0,0,0
飞艇执行长,3495,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\ElvenArcher.png,npc_jinglinggongshou,234001,,0,0,0
树神守护者,3496,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\treemale.png,npc_nirenshuren,106200,,0,0,0
,3501,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\SilverShieldwar.png,npc_baiyindunzhan,226001,,0,0,0
,3502,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\SilverShieldwar.png,npc_baiyindunzhan,226001,,0,0,0
,3503,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\captaindeerstalker.png,npc_heitilujiaoshou,215001,,0,0,0
,3504,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Uncle.png,npc_dashu_normal,0,,0,0,0
,3505,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\MoritheEarlFear.png,npc_lvmaolanjue,137002,,0,0,0
,3506,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Womanoldwoman.png,npc_nongcunlaopopo,112001,,0,0,0
,3507,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Edgar.png,npc_jialin,107001,,0,0,0
,3508,Textures\Atlas\Dyn\CharacterCommonHead\kangguisite.png,Textures\Atlas\Dyn\CharacterHalfBody\ShipRepairRobot.png,npc_xiuchuanjiqiren,169001,,3441;3399,0;0,2005
,3509,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Fourhoofedgods.png,npc_sidishen,171001,,0,0,0
,3510,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Edgar.png,npc_jialin,107001,,0,0,0
,3512,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\default.png,,0,,0,0,0
,3513,,Textures\Atlas\Dyn\CharacterHalfBody\heiyiqishichangyuebo.png,,0,,0,0,0
,3514,,Textures\Atlas\Dyn\CharacterHalfBody\monvpucong.png,npc_monvpucong,271001,,0,0,0
,3515,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Lacrimalman.png,,0,,0,0,0
,3516,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Mysteriousbeast.png,npc_bianchuishahu,209001,,0,0,0
,3517,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\MoritheEarlFear.png,npc_lvmaolanjue,137002,,0,0,0
,3518,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\captaindeerstalker.png,npc_heitilujiaoshou,215001,,0,0,0
,3519,Textures/Atlas/Dyn/CharacterCommonHead/CaptainDeer.png,Textures/Atlas/Dyn/CharacterHalfBody/captaindeerstalker.png,npc_heitilujiaoshou,215001,,0,0,0
,3520,,Textures/Atlas/Dyn/CharacterHalfBody/Dani.png,npc_shujingdani,128001,,0,0,0
,3521,Textures\Atlas\Dyn\CharacterCommonHead\yuren.png,Textures/Atlas/Dyn/CharacterHalfBody/Mermaid.png,npc_leiyin,181001,,3432;3433,0;0,2005
,3522,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Jboshievil.png,npc_jboshi,237001,,3436;3438,0;0,2005
,3523,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Silence.png,,0,,0,0,0
,3524,Textures/Atlas/Dyn/CharacterCommonHead/Nore.png,Textures\Atlas\Dyn\CharacterHalfBody\1000.png,,0,,0,0,0
,3526,Textures/Atlas/Dyn/CharacterCommonHead/MoNiYe.png,Textures/Atlas/Dyn/CharacterHalfBody/moniye.png,npc_moniye,238001,,0,0,0
,3527,Textures/Atlas/Dyn/CharacterCommonHead/infectedadventurer.png,Textures/Atlas/Dyn/CharacterHalfBody/Infectedadventurer.png,npc_ganrandemaoxianzhe,198001,,0,0,0
,3528,Textures/Atlas/Dyn/CharacterCommonHead/HeroPrairie.png,Textures/Atlas/Dyn/CharacterHalfBody/PrairieRanger.png,,0,,0,0,0
,3529,Textures/Atlas/Dyn/CharacterCommonHead/Headhammer.png,Textures\Atlas\Dyn\CharacterHalfBody\ChuiZiTuanShouLing.png,npc_chuizituanshouling,251001,,0,0,0
,3530,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\caikuanggongbing.png,npc_caikuanggongbing,266001,,0,0,0
,3531,Textures/Atlas/Dyn/CharacterCommonHead/commanderdwarf.png,Textures\Atlas\Dyn\CharacterHalfBody\Commandershortgiant.png,npc_aijurenjiaxinuo,224001,,101;3398,1;0,2005
,3533,Textures/Atlas/Dyn/CharacterCommonHead/infectedadventurer.png,Textures\Atlas\Dyn\CharacterHalfBody\Infectedadventurer.png,npc_ganrandemaoxianzhe,198001,,0,0,0
,3536,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\PrairieRanger.png,,0,,0,0,0
,3538,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Deadwalking.png,npc_Axingganranzhe,101300,,0,0,0
,3540,,Textures\Atlas\Dyn\CharacterHalfBody\CrazyMichel.png,npc_kuanghuaapu,101000,,0,0,0
,3541,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Zombiemaster.png,npc_sangshifashi,136001,,0,0,0
,3542,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\MoneyColombo.png,npc_jinqiangebulin,143001,,0,0,0
,3543,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\ElvenArcher.png,npc_jinglinggongshou,234001,,0,0,0
,3544,Textures/Atlas/Dyn/CharacterCommonHead/Traditionaltreeman.png,Textures/Atlas/Dyn/CharacterHalfBody/Treeman.png,npc_chuantongshuren,106300,,104;3156,1;0,2003
,3545,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Hazak.png,npc_hazhake,0,,0,0,0
,3546,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures/Atlas/Dyn/CharacterHalfBody/Chiefdeerstalker.png,npc_lujiaoshoushouling,216001,,0,0,0
,3547,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\HarmontheOgre.png,npc_shirenmoyongbing,144001,,0,0,0
,3549,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3550,Textures/Atlas/Dyn/CharacterCommonHead/Traditionaltreeman.png,Textures\Atlas\Dyn\CharacterHalfBody\CrazyMichel.png,npc_kuanghuaapu,101000,,0,0,0
森林猎手,3551,Textures/Atlas/Dyn/CharacterCommonHead/ForestHunter.png,Textures/Atlas/Dyn/CharacterHalfBody/Completelytransparent.png,,0,,0,0,0
,3552,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3554,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures/Atlas/Dyn/CharacterHalfBody/Completelytransparent.png,,0,,0,0,0
,3555,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Witheredbeequeen.png,npc_kuyefengwang,0,,0,0,0
,3556,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Darksoul.png,npc_shihunlingzhusuoer,233001,,0,0,0
,3557,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Malebirdraceyouth.png,,0,,0,0,0
,3560,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures/Atlas/Dyn/CharacterHalfBody/Malebirdraceyouth.png,,0,,0,0,0
,3561,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures/Atlas/Dyn/CharacterHalfBody/Malebirdraceyouth2.png,npc_nanniaozu,207001,,0,0,0
,3562,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures/Atlas/Dyn/CharacterHalfBody/Malebirdraceyouth.png,,0,,0,0,0
,3563,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures/Atlas/Dyn/CharacterHalfBody/XiaoYing.png,npc_xiaoying,265001,,0,0,0
,3564,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Brigands.png,,0,,0,0,0
,3565,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\TheballoongirlXiaoya.png,npc_qiqiunvhaixiaoya,158001,,0,0,0
,3566,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Abbey.png,npc_abitan,130001,,0,0,0
,3567,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Beggar.png,npc_qigai,148001,,0,0,0
,3568,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\ResearchInstituteofBaixier.png,npc_baixier,162001,,0,0,0
,3569,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Womanoldwoman.png,npc_nongcunlaopopo,112001,,0,0,0
,3570,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\teenageboy.png,npc_zhengtai,0,,0,0,0
,3571,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\CrazyMichel.png,npc_kuanghuaapu,101000,,0,0,0
,3572,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Uncle.png,npc_dashu_normal,0,,0,0,0
,3573,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Bailiff.png,npc_fengchezhenlaoyeye,100700,,0,0,0
,3577,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Ancore.png,npc_anke,100400,,0,0,0
,3578,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\David.png,,0,,0,0,0
,3579,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Beggar.png,npc_qigai,148001,,0,0,0
,3580,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\ForgingEngineer.png,,0,,0,0,0
,3581,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures/Atlas/Dyn/CharacterHalfBody/ArmedbearWarrior.png,,0,,0,0,0
,3582,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Guard.png,npc_weibing,101600,,0,0,0
,3583,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\DruidElder.png,npc_deluyizhanglao,116001,,0,0,0
,3584,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\MiddleEastFemale.png,npc_zhongdongnvqingnian,104500,,0,0,0
,3585,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Oldman.png,npc_laotou,126001,,0,0,0
,3586,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Youngmen.png,npc_xiaoqingnian,124001,,0,0,0
,3589,Textures/Atlas/Dyn/CharacterCommonHead/Nore.png,Textures\Atlas\Dyn\CharacterHalfBody\1000.png,,0,,0,0,0
,3590,Textures\Atlas\Dyn\CharacterCommonHead\default.png,Textures/Atlas/Dyn/CharacterHalfBody/1000.png,,0,,0,0,0
,3595,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures/Atlas/Dyn/CharacterHalfBody/Cainshadow.png,,0,,0,0,0
,3596,Textures/Atlas/Dyn/CharacterCommonHead/DarkGhost.png,Textures\Atlas\Dyn\CharacterHalfBody\Darksoul.png,npc_shihunlingzhusuoer,233001,,0,0,0
佣兵舒拉,3618,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Youngwomen.png,,0,,0,0,0
哥布林乌纳伊,3630,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\GoblinHead.png,npc_toutiaogebulin,170001,,0,0,0
马斯德子爵,3631,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\default.png,,0,,0,0,0
侍灵骑士亚斯,3632,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,0,0,0
,3636,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures/Atlas/Dyn/CharacterHalfBody/tiny.png,npc_shanlingjuren,231001,,0,0,0
,3637,Textures/Atlas/Dyn/CharacterCommonHead/Manycats.png,Textures/Atlas/Dyn/CharacterHalfBody/Morethancat.png,,0,,0,0,0
,3638,Textures/Atlas/Dyn/CharacterCommonHead/fushide.png,Textures\Atlas\Dyn\CharacterHalfBody\Completelytransparent.png,,0,,3676,0,2005
,3641,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Edgar.png,npc_jialin,107001,,0,0,0
汉莎,3643,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures/Atlas/Dyn/CharacterHalfBody/Travelereli.png,npc_lvxingzheaili,199001,,0,0,0
斯达,3644,Textures/Atlas/Dyn/CharacterCommonHead/infectedadventurer.png,Textures/Atlas/Dyn/CharacterHalfBody/Infectedadventurer.png,npc_ganrandemaoxianzhe,198001,,0,0,0
卡佳,3645,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures\Atlas\Dyn\CharacterHalfBody\Travelereli.png,npc_lvxingzheaili,199001,,0,0,0
达卡,3646,Textures/Atlas/Dyn/CharacterCommonHead/default.png,Textures/Atlas/Dyn/CharacterHalfBody/breadgodmissionary.png,npc_chuanjiaoshi,214001,,0,0,0
佣兵特伍德,3647,,Textures/Atlas/Dyn/CharacterHalfBody/adventurersLeader.png,npc_shoulingainiao,189001,,0,0,0
佣兵特伍德,3648,,Textures/Atlas/Dyn/CharacterHalfBody/adventurersLeader.png,npc_shoulingainiao,189001,,0,0,0
巡逻守卫,3649,,Textures/Atlas/Dyn/CharacterHalfBody/GuardwarlordSalin.png,npc_salin,163001,,0,0,0
