,required,optional,optional,optional,optional,optional,optional,repeated,optional,optional,optional,repeated,optional,optional,optional,optional,optional,repeated,optional,repeated,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional
,112072,,11207,2,30,0,0,1,0,0,1,1120701,0,0,0,0,0,,0,11205,0,1000,0,1,10000,3030013,1,0,0,0,0,0,0,0,0
,112073,,11207,3,30,0,0,1,0,0,1,1120701,0,0,0,0,0,,0,11205,0,1000,0,1,50000,3030013,3,0,0,0,0,0,0,0,0
,112074,,11207,4,30,0,0,1,0,0,1,1120701,0,0,0,0,0,,0,11205,0,1000,0,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,112075,,11207,5,30,0,0,1,0,0,1,1120701,0,0,0,0,0,,0,11205,0,1000,0,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,112076,,11207,6,30,0,0,1,0,0,1,1120701,0,0,0,0,0,,0,11205,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
,112077,,11207,7,30,0,0,1,0,0,1,1120701,0,0,0,0,0,,0,11205,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
,112081,,11208,1,70,0,0,0,60000,0,0,,0,0,0,0,0,,0,11207;11208,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,0
,112101,,11210,1,50,0,0,0,0,0,0,,0,0,0,0,0,,0,11230;11231,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,112111,,11211,1,51,0,0,0,0,0,0,,0,0,0,0,0,,0,11233,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,112121,,11212,1,52,0,0,0,0,0,0,,0,0,0,0,0,,0,11234,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,112131,,11213,1,53,0,0,0,0,0,0,,0,0,0,0,0,,0,11240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,112141,,11214,1,54,0,0,0,0,0,0,,0,0,0,0,0,,0,11236;11237,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,112151,,11215,1,55,0,0,0,0,0,0,,0,0,0,0,0,,0,11235,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,112161,,11216,1,91,0,0,0,0,0,0,,0,0,0,0,0,,0,11291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,112162,,11216,2,91,0,0,0,0,0,0,,0,0,0,0,0,,0,11292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,112163,,11216,3,91,0,0,0,0,0,0,,0,0,0,0,0,,0,11293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,112164,,11216,4,91,0,0,0,0,0,0,,0,0,0,0,0,,0,11294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,112181,,11218,1,56,0,0,0,0,0,0,,0,0,0,0,0,,0,11241,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,113011,,11301,1,11,0,0,0,0,0,0,1130101,0,0,0,0,0,,0,,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0
,113021,,11302,1,12,0,0,0,0,0,0,1130201,0,0,0,0,0,,0,,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0
,113031,,11303,1,21,0,0,0,25000,0,0,1130301,0,0,0,0,0,,0,11302;11303;11304;11301,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0
,113032,,11303,2,21,0,0,0,25000,0,0,1130301,0,0,0,0,0,,0,11360;11361;11304;11301,0,0,150,1,10000,3030013,1,0,0,0,0,0,0,0,0
,113033,,11303,3,21,0,0,0,25000,0,0,1130301,0,0,0,0,0,,0,11362;11363;11304;11301,0,0,150,1,50000,3030013,3,0,0,0,0,0,0,0,0
,113034,,11303,4,21,0,0,0,25000,0,0,1130301,0,0,0,0,0,,0,11364;11365;11304;11301,0,0,150,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,113035,,11303,5,21,0,0,0,25000,0,0,1130301,0,0,0,0,0,,0,11366;11367;11304;11301,0,0,150,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,113036,,11303,6,21,0,0,0,25000,0,0,1130301,0,0,0,0,0,,0,11368;11369;11304;11301,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
,113037,,11303,7,21,0,0,0,25000,0,0,1130301,0,0,0,0,0,,0,11370;11371;11304;11301,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
,113041,,11304,1,22,0,0,0,35000,0,0,1130401;1130402,0,0,0,0,0,,0,11305;11307,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0
,113042,,11304,2,22,0,0,0,35000,0,0,1130401;1130402,0,0,0,0,0,,0,11305;11307,0,0,150,1,10000,3030013,1,0,0,0,0,0,0,0,0
,113043,,11304,3,22,0,0,0,35000,0,0,1130401;1130402,0,0,0,0,0,,0,11305;11307,0,0,150,1,50000,3030013,3,0,0,0,0,0,0,0,0
,113044,,11304,4,22,0,0,0,35000,0,0,1130401;1130402,0,0,0,0,0,,0,11305;11307,0,0,150,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,113045,,11304,5,22,0,0,0,35000,0,0,1130401;1130402,0,0,0,0,0,,0,11305;11307,0,0,150,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,113046,,11304,6,22,0,0,0,35000,0,0,1130401;1130402,0,0,0,0,0,,0,11305;11307,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
,113047,,11304,7,22,0,0,0,35000,0,0,1130401;1130402,0,0,0,0,0,,0,11305;11307,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
,113051,,11305,1,23,0,0,0,45000,0,0,1130501;1130502;1130503,0,0,0,0,0,104201,1,,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0
,113052,,11305,2,23,0,0,0,45000,0,0,1130501;1130502;1130503,0,0,0,0,0,104201,1,,0,0,150,1,10000,3030013,1,0,0,0,0,0,0,0,0
,113053,,11305,3,23,0,0,0,45000,0,0,1130501;1130502;1130503,0,0,0,0,0,104201,1,,0,0,150,1,50000,3030013,3,0,0,0,0,0,0,0,0
,113054,,11305,4,23,0,0,0,45000,0,0,1130501;1130502;1130503,0,0,0,0,0,104201,1,,0,0,150,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,113055,,11305,5,23,0,0,0,45000,0,0,1130501;1130502;1130503,0,0,0,0,0,104201,1,,0,0,150,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,113056,,11305,6,23,0,0,0,45000,0,0,1130501;1130502;1130503,0,0,0,0,0,104201,1,,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
,113057,,11305,7,23,0,0,0,45000,0,0,1130501;1130502;1130503,0,0,0,0,0,104201,1,,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
,113061,,11306,1,24,0,0,0,50000,0,0,1130601,0,0,0,0,0,,0,11309,0,0,200,1,0,0,0,0,0,0,0,0,0,0,0
,113062,,11306,2,24,0,0,0,50000,0,0,1130601,0,0,0,0,0,,0,11309,0,0,200,1,10000,3030013,1,0,0,0,0,0,0,0,0
,113063,,11306,3,24,0,0,0,50000,0,0,1130601,0,0,0,0,0,,0,11309,0,0,200,1,50000,3030013,3,0,0,0,0,0,0,0,0
,113064,,11306,4,24,0,0,0,50000,0,0,1130601,0,0,0,0,0,,0,11309,0,0,200,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,113065,,11306,5,24,0,0,0,50000,0,0,1130601,0,0,0,0,0,,0,11309,0,0,200,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,113066,,11306,6,24,0,0,0,50000,0,0,1130601,0,0,0,0,0,,0,11309,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0
,113067,,11306,7,24,0,0,0,50000,0,0,1130601,0,0,0,0,0,,0,11309,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0
,113071,,11307,1,30,0,0,1,0,0,1,1130701,0,0,0,0,0,,0,11311,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,0
,113072,,11307,2,30,0,0,1,0,0,1,1130701,0,0,0,0,0,,0,11311,0,1000,0,1,10000,3030013,1,0,0,0,0,0,0,0,0
,113073,,11307,3,30,0,0,1,0,0,1,1130701,0,0,0,0,0,,0,11311,0,1000,0,1,50000,3030013,3,0,0,0,0,0,0,0,0
,113074,,11307,4,30,0,0,1,0,0,1,1130701,0,0,0,0,0,,0,11311,0,1000,0,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,113075,,11307,5,30,0,0,1,0,0,1,1130701,0,0,0,0,0,,0,11311,0,1000,0,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,113076,,11307,6,30,0,0,1,0,0,1,1130701,0,0,0,0,0,,0,11311,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
,113077,,11307,7,30,0,0,1,0,0,1,1130701,0,0,0,0,0,,0,11311,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
,113081,,11308,1,70,0,0,0,60000,0,0,,0,0,0,0,0,,0,11313;11314,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,0
,113101,,11310,1,50,0,0,0,0,0,0,,0,0,0,0,0,,0,11330,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,113111,,11311,1,51,0,0,0,0,0,0,,0,0,0,0,0,,0,11331,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,113121,,11312,1,52,0,0,0,0,0,0,,0,0,0,0,0,,0,11332,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,113131,,11313,1,53,0,0,0,0,0,0,,0,0,0,0,0,,0,11333;11334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,113141,,11314,1,54,0,0,0,0,0,0,,0,0,0,0,0,,0,11335,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,113151,,11315,1,55,0,0,0,0,0,0,,0,0,0,0,0,,0,11343,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,113161,,11316,1,91,0,0,0,0,0,0,,0,0,0,0,0,,0,11391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,113162,,11316,2,91,0,0,0,0,0,0,,0,0,0,0,0,,0,11392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,113163,,11316,3,91,0,0,0,0,0,0,,0,0,0,0,0,,0,11393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,113164,,11316,4,91,0,0,0,0,0,0,,0,0,0,0,0,,0,11394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,113181,,11318,1,56,0,0,0,0,0,0,,0,0,0,0,0,,0,11336,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,114011,,11401,1,11,0,0,0,0,0,0,1140101,0,0,0,0,0,,0,,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0
,114021,,11402,1,12,0,0,0,0,0,0,1140201,0,0,0,0,0,,0,,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0
,114031,,11403,1,21,0,0,0,25000,0,0,1140301;1140302,0,0,0,0,0,104602;104602,1,,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0
,114032,,11403,2,21,0,0,0,25000,0,0,1140301;1140302,0,0,0,0,0,104602;104602,1,,0,0,150,1,10000,3030013,1,0,0,0,0,0,0,0,0
,114033,,11403,3,21,0,0,0,25000,0,0,1140301;1140302,0,0,0,0,0,104602;104602,1,,0,0,150,1,50000,3030013,3,0,0,0,0,0,0,0,0
,114034,,11403,4,21,0,0,0,25000,0,0,1140301;1140302,0,0,0,0,0,104602;104602,1,,0,0,150,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,114035,,11403,5,21,0,0,0,25000,0,0,1140301;1140302,0,0,0,0,0,104602;104602,1,,0,0,150,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,114036,,11403,6,21,0,0,0,25000,0,0,1140301;1140302,0,0,0,0,0,104602;104602,1,,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
,114037,,11403,7,21,0,0,0,25000,0,0,1140301;1140302,0,0,0,0,0,104602;104602,1,,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
,114041,,11404,1,22,0,0,0,35000,0,0,1140401;1140402,0,0,0,0,0,100802,1,11401,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0
,114042,,11404,2,22,0,0,0,35000,0,0,1140401;1140402,0,0,0,0,0,100802,1,11401,0,0,150,1,10000,3030013,1,0,0,0,0,0,0,0,0
,114043,,11404,3,22,0,0,0,35000,0,0,1140401;1140402,0,0,0,0,0,100802,1,11401,0,0,150,1,50000,3030013,3,0,0,0,0,0,0,0,0
,114044,,11404,4,22,0,0,0,35000,0,0,1140401;1140402,0,0,0,0,0,100802,1,11401,0,0,150,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,114045,,11404,5,22,0,0,0,35000,0,0,1140401;1140402,0,0,0,0,0,100802,1,11401,0,0,150,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,114046,,11404,6,22,0,0,0,35000,0,0,1140401;1140402,0,0,0,0,0,100802,1,11401,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
,114047,,11404,7,22,0,0,0,35000,0,0,1140401;1140402,0,0,0,0,0,100802,1,11401,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
,114051,,11405,1,23,0,0,0,45000,0,0,1140501;1140502;1140503,0,0,0,0,0,,0,11402;11403,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0
,114052,,11405,2,23,0,0,0,45000,0,0,1140501;1140502;1140503,0,0,0,0,0,,0,11402;11403,0,0,150,1,10000,3030013,1,0,0,0,0,0,0,0,0
,114053,,11405,3,23,0,0,0,45000,0,0,1140501;1140502;1140503,0,0,0,0,0,,0,11402;11403,0,0,150,1,50000,3030013,3,0,0,0,0,0,0,0,0
,114054,,11405,4,23,0,0,0,45000,0,0,1140501;1140502;1140503,0,0,0,0,0,,0,11402;11403,0,0,150,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,114055,,11405,5,23,0,0,0,45000,0,0,1140501;1140502;1140503,0,0,0,0,0,,0,11402;11403,0,0,150,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,114056,,11405,6,23,0,0,0,45000,0,0,1140501;1140502;1140503,0,0,0,0,0,,0,11402;11403,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
,114057,,11405,7,23,0,0,0,45000,0,0,1140501;1140502;1140503,0,0,0,0,0,,0,11402;11403,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
,114061,,11406,1,24,0,0,0,50000,0,0,1140601;1140602;1140603,0,0,0,0,0,,0,11404;11405,0,0,200,1,0,0,0,0,0,0,0,0,0,0,0
,114062,,11406,2,24,0,0,0,50000,0,0,1140601;1140602;1140603,0,0,0,0,0,,0,11404;11405,0,0,200,1,10000,3030013,1,0,0,0,0,0,0,0,0
,114063,,11406,3,24,0,0,0,50000,0,0,1140601;1140602;1140603,0,0,0,0,0,,0,11404;11405,0,0,200,1,50000,3030013,3,0,0,0,0,0,0,0,0
,114064,,11406,4,24,0,0,0,50000,0,0,1140601;1140602;1140603,0,0,0,0,0,,0,11404;11405,0,0,200,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,114065,,11406,5,24,0,0,0,50000,0,0,1140601;1140602;1140603,0,0,0,0,0,,0,11404;11405,0,0,200,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,114066,,11406,6,24,0,0,0,50000,0,0,1140601;1140602;1140603,0,0,0,0,0,,0,11404;11405,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0
,114067,,11406,7,24,0,0,0,50000,0,0,1140601;1140602;1140603,0,0,0,0,0,,0,11404;11405,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0
,114071,,11407,1,30,0,0,1,0,0,0,1140701;1140702;1140703,0,0,0,0,0,,0,11406;11407,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,0
,114072,,11407,2,30,0,0,1,0,0,0,1140701;1140702;1140703,0,0,0,0,0,,0,11406;11407,0,1000,0,1,10000,3030013,1,0,0,0,0,0,0,0,0
,114073,,11407,3,30,0,0,1,0,0,0,1140701;1140702;1140703,0,0,0,0,0,,0,11406;11407,0,1000,0,1,50000,3030013,3,0,0,0,0,0,0,0,0
,114074,,11407,4,30,0,0,1,0,0,0,1140701;1140702;1140703,0,0,0,0,0,,0,11406;11407,0,1000,0,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,114075,,11407,5,30,0,0,1,0,0,0,1140701;1140702;1140703,0,0,0,0,0,,0,11406;11407,0,1000,0,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,114076,,11407,6,30,0,0,1,0,0,0,1140701;1140702;1140703,0,0,0,0,0,,0,11406;11407,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
,114077,,11407,7,30,0,0,1,0,0,0,1140701;1140702;1140703,0,0,0,0,0,,0,11406;11407,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
,114081,,11408,1,70,0,0,0,60000,0,0,,0,0,0,0,0,104601,0,11408,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,0
,114101,,11410,1,50,0,0,0,0,0,0,,0,0,0,0,0,,0,11430,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,114111,,11411,1,51,0,0,0,0,0,0,,0,0,0,0,0,,0,11431,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,114121,,11412,1,52,0,0,0,0,0,0,,0,0,0,0,0,,0,11432,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,114131,,11413,1,53,0,0,0,0,0,0,,0,0,0,0,0,,0,11434,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,114141,,11414,1,54,0,0,0,0,0,0,,0,0,0,0,0,,0,11438;11439;11435,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,114151,,11415,1,55,0,0,0,0,0,0,,0,0,0,0,0,,0,11436,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,114161,,11416,1,91,0,0,0,0,0,0,,0,0,0,0,0,,0,11491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,114162,,11416,2,91,0,0,0,0,0,0,,0,0,0,0,0,,0,11492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,114163,,11416,3,91,0,0,0,0,0,0,,0,0,0,0,0,,0,11493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,114164,,11416,4,91,0,0,0,0,0,0,,0,0,0,0,0,,0,11494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,114181,,11418,1,56,0,0,0,0,0,0,,0,0,0,0,0,,0,11437,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,115011,,11501,1,11,0,0,0,0,0,0,1150101,0,0,0,0,0,202301;202301,0,11501,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0
,115021,,11502,1,12,0,0,0,0,0,0,1150201,0,0,0,0,0,,0,11501,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0
,115031,,11503,1,21,0,0,0,25000,0,0,1150301,0,0,0,0,0,202201;202201,0,11501,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0
,115032,,11503,2,21,0,0,0,25000,0,0,1150301,0,0,0,0,0,202201;202201,0,11501,0,0,150,1,10000,3030013,1,0,0,0,0,0,0,0,0
,115033,,11503,3,21,0,0,0,25000,0,0,1150301,0,0,0,0,0,202201;202201,0,11501,0,0,150,1,50000,3030013,3,0,0,0,0,0,0,0,0
,115034,,11503,4,21,0,0,0,25000,0,0,1150301,0,0,0,0,0,202201;202201,0,11501,0,0,150,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,115035,,11503,5,21,0,0,0,25000,0,0,1150301,0,0,0,0,0,202201;202201,0,11501,0,0,150,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,115036,,11503,6,21,0,0,0,25000,0,0,1150301,0,0,0,0,0,202201;202201,0,11501,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
,115037,,11503,7,21,0,0,0,25000,0,0,1150301,0,0,0,0,0,202201;202201,0,11501,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
,115041,,11504,1,22,0,0,0,35000,0,0,1150401,0,0,0,0,0,202201;202202;202202,0,11501,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0
,115042,,11504,2,22,0,0,0,35000,0,0,1150401,0,0,0,0,0,202201;202202;202202,0,11501,0,0,150,1,10000,3030013,1,0,0,0,0,0,0,0,0
,115043,,11504,3,22,0,0,0,35000,0,0,1150401,0,0,0,0,0,202201;202202;202202,0,11501,0,0,150,1,50000,3030013,3,0,0,0,0,0,0,0,0
,115044,,11504,4,22,0,0,0,35000,0,0,1150401,0,0,0,0,0,202201;202202;202202,0,11501,0,0,150,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,115045,,11504,5,22,0,0,0,35000,0,0,1150401,0,0,0,0,0,202201;202202;202202,0,11501,0,0,150,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,115046,,11504,6,22,0,0,0,35000,0,0,1150401,0,0,0,0,0,202201;202202;202202,0,11501,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
,115047,,11504,7,22,0,0,0,35000,0,0,1150401,0,0,0,0,0,202201;202202;202202,0,11501,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
,115051,,11505,1,23,0,0,0,45000,0,0,1150501,0,0,0,0,0,202301;202301,1,11501;11502,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0
,115052,,11505,2,23,0,0,0,45000,0,0,1150501,0,0,0,0,0,202301;202301,1,11501;11502,0,0,150,1,10000,3030013,1,0,0,0,0,0,0,0,0
,115053,,11505,3,23,0,0,0,45000,0,0,1150501,0,0,0,0,0,202301;202301,1,11501;11502,0,0,150,1,50000,3030013,3,0,0,0,0,0,0,0,0
,115054,,11505,4,23,0,0,0,45000,0,0,1150501,0,0,0,0,0,202301;202301,1,11501;11502,0,0,150,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,115055,,11505,5,23,0,0,0,45000,0,0,1150501,0,0,0,0,0,202301;202301,1,11501;11502,0,0,150,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,115056,,11505,6,23,0,0,0,45000,0,0,1150501,0,0,0,0,0,202301;202301,1,11501;11502,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
,115057,,11505,7,23,0,0,0,45000,0,0,1150501,0,0,0,0,0,202301;202301,1,11501;11502,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
,115061,,11506,1,24,0,0,0,50000,0,0,1150601,0,0,0,0,0,,0,11501;11502,0,0,200,1,0,0,0,0,0,0,0,0,0,0,0
,115062,,11506,2,24,0,0,0,50000,0,0,1150601,0,0,0,0,0,,0,11501;11501,0,0,200,1,10000,3030013,1,0,0,0,0,0,0,0,0
,115063,,11506,3,24,0,0,0,50000,0,0,1150601,0,0,0,0,0,,0,11501;11501,0,0,200,1,50000,3030013,3,0,0,0,0,0,0,0,0
,115064,,11506,4,24,0,0,0,50000,0,0,1150601,0,0,0,0,0,,0,11501;11501,0,0,200,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,115065,,11506,5,24,0,0,0,50000,0,0,1150601,0,0,0,0,0,,0,11501;11501,0,0,200,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,115066,,11506,6,24,0,0,0,50000,0,0,1150601,0,0,0,0,0,,0,11501;11501,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0
,115067,,11506,7,24,0,0,0,50000,0,0,1150601,0,0,0,0,0,,0,11501;11501,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0
,115071,,11507,1,30,0,0,1,0,0,1,1150701,0,0,0,0,0,,0,11501;11507;11509,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,0
,115072,,11507,2,30,0,0,1,0,0,1,1150701,0,0,0,0,0,,0,11501;11507;11509,0,1000,0,1,10000,3030013,1,0,0,0,0,0,0,0,0
,115073,,11507,3,30,0,0,1,0,0,1,1150701,0,0,0,0,0,,0,11501;11507;11509,0,1000,0,1,50000,3030013,3,0,0,0,0,0,0,0,0
,115074,,11507,4,30,0,0,1,0,0,1,1150701,0,0,0,0,0,,0,11501;11507;11509,0,1000,0,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,115075,,11507,5,30,0,0,1,0,0,1,1150701,0,0,0,0,0,,0,11501;11507;11509,0,1000,0,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,115076,,11507,6,30,0,0,1,0,0,1,1150701,0,0,0,0,0,,0,11501;11507;11509,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
,115077,,11507,7,30,0,0,1,0,0,1,1150701,0,0,0,0,0,,0,11501;11507;11509,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
,115081,,11508,1,70,0,0,0,60000,0,0,,0,0,0,0,0,,0,11501;11507;11509,0,1000,0,1,0,0,0,0,0,0,0,0,0,0,0
,115101,,11510,1,50,0,0,0,0,0,0,,0,0,0,0,0,,0,11510;11511,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,115111,,11511,1,51,0,0,0,0,0,0,,0,0,0,0,0,,0,11530;11531;11532,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,115121,,11512,1,52,0,0,0,0,0,0,,0,0,0,0,0,,0,11533,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,115131,,11513,1,53,0,0,0,0,0,0,,0,0,0,0,0,,0,11534;11535,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,115141,,11514,1,54,0,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,115151,,11515,1,55,0,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,115161,,11516,1,56,0,0,0,0,0,0,,0,0,0,0,0,,0,11536,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,115162,,11516,2,56,0,0,0,0,0,0,,0,0,0,0,0,,0,11537,0,0,0,1,10000,3030013,1,0,0,0,0,0,0,0,0
,115163,,11516,3,56,0,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,1,50000,3030013,3,0,0,0,0,0,0,0,0
,116011,,11601,1,11,0,0,0,0,0,0,1160101,0,0,0,0,0,,0,,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0
,116021,,11602,1,12,0,0,0,0,0,0,1160201,0,0,0,0,0,,0,,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0
,116031,,11603,1,21,0,0,0,25000,0,0,1160301,0,0,0,0,0,105001,0,11601,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0
,116032,,11603,2,21,0,0,0,25000,0,0,1160301,0,0,0,0,0,105001,0,11601,0,0,150,1,10000,3030013,1,0,0,0,0,0,0,0,0
,116033,,11603,3,21,0,0,0,25000,0,0,1160301,0,0,0,0,0,105001,0,11601,0,0,150,1,50000,3030013,3,0,0,0,0,0,0,0,0
,116034,,11603,4,21,0,0,0,25000,0,0,1160301,0,0,0,0,0,105001,0,11601,0,0,150,1,200000,3030013,5,3030014,2,0,0,0,0,0,0
,116035,,11603,5,21,0,0,0,25000,0,0,1160301,0,0,0,0,0,105001,0,11601,0,0,150,1,1000000,3030013,5,3030014,5,0,0,0,0,0,0
,116036,,11603,6,21,0,0,0,25000,0,0,1160301,0,0,0,0,0,105001,0,11601,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
,116037,,11603,7,21,0,0,0,25000,0,0,1160301,0,0,0,0,0,105001,0,11601,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0
,116041,,11604,1,22,0,0,0,35000,0,0,1160401,0,0,0,0,0,,0,11602,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0
