,required,optional,required,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional,optional
,20934,0,5,0,200505,3,3,1 2005 20593,1,,2,0,0,0,303,20593,0,201,0,0,
,20935,0,5,0,200505,4,3,1 2005 20593,1,,2,0,0,0,403,20593,0,201,0,0,
,20936,0,5,0,200505,5,3,1 2005 20593,1,,2,0,0,0,503,20593,0,201,0,0,
,20937,0,5,0,200505,1,3,1 2005 60390,1,,2,0,0,0,104,60390,0,204,0,0,
,20938,0,5,0,200505,2,3,1 2005 60390,1,,2,0,0,0,204,60390,0,204,0,0,
,20939,0,5,0,200505,3,3,1 2005 60390,1,,2,0,0,0,304,60390,0,204,0,0,
,20940,0,5,0,200505,4,3,1 2005 60390,1,,2,0,0,0,404,60390,0,204,0,0,
,20941,0,5,0,200505,5,3,1 2005 60390,1,,2,0,0,0,504,60390,0,204,0,0,
,20942,0,5,0,200505,1,3,1 2005 60391,1,,2,0,0,0,105,60391,0,204,0,0,
,20943,0,5,0,200505,2,3,1 2005 60391,1,,2,0,0,0,205,60391,0,204,0,0,
,20944,0,5,0,200505,3,3,1 2005 60391,1,,2,0,0,0,305,60391,0,204,0,0,
,20945,0,5,0,200505,4,3,1 2005 60391,1,,2,0,0,0,405,60391,0,204,0,0,
,20946,0,5,0,200505,5,3,1 2005 60391,1,,2,0,0,0,505,60391,0,204,0,0,
,20947,0,5,0,200505,1,3,1 2005 60392,1,,2,0,0,0,101,60392,0,204,0,0,
,20948,0,5,0,200505,2,3,1 2005 60392,1,,2,0,0,0,201,60392,0,204,0,0,
,20949,0,5,0,200505,3,3,1 2005 60392,1,,2,0,0,0,301,60392,0,204,0,0,
,20950,0,5,0,200505,4,3,1 2005 60392,1,,2,0,0,0,401,60392,0,204,0,0,
,20951,0,5,0,200505,5,3,1 2005 60392,1,,2,0,0,0,501,60392,0,204,0,0,
,20952,0,5,0,200505,1,3,2 2005 900562,1,,2,0,0,0,102,900562,0,202,0,0,
,20953,0,5,0,200505,2,3,2 2005 900562,1,,2,0,0,0,202,900562,0,202,0,0,
,20954,0,5,0,200505,3,3,2 2005 900562,1,,2,0,0,0,302,900562,0,202,0,0,
,20955,0,5,0,200505,4,3,2 2005 900562,1,,2,0,0,0,402,900562,0,202,0,0,
,20956,0,5,0,200505,5,3,2 2005 900562,1,,2,0,0,0,502,900562,0,202,0,0,
,20957,0,5,0,200505,1,3,2 2005 900563,1,,2,0,0,0,103,900563,0,202,0,0,
,20958,0,5,0,200505,2,3,2 2005 900563,1,,2,0,0,0,203,900563,0,202,0,0,
,20959,0,5,0,200505,3,3,2 2005 900563,1,,2,0,0,0,303,900563,0,202,0,0,
,20960,0,5,0,200505,4,3,2 2005 900563,1,,2,0,0,0,403,900563,0,202,0,0,
,20961,0,5,0,200505,5,3,2 2005 900563,1,,2,0,0,0,503,900563,0,202,0,0,
,20962,0,5,0,200505,1,3,2 2005 900564,1,,2,0,0,0,104,900564,0,202,0,0,
,20963,0,5,0,200505,2,3,2 2005 900564,1,,2,0,0,0,204,900564,0,202,0,0,
,20964,0,5,0,200505,3,3,2 2005 900564,1,,2,0,0,0,304,900564,0,202,0,0,
,20965,0,5,0,200505,4,3,2 2005 900564,1,,2,0,0,0,404,900564,0,202,0,0,
,20966,0,5,0,200505,5,3,2 2005 900564,1,,2,0,0,0,504,900564,0,202,0,0,
,20967,0,5,0,200505,1,3,2 2005 900565,1,,2,0,0,0,106,900565,0,203,0,0,
,20968,0,5,0,200505,2,3,2 2005 900565,1,,2,0,0,0,206,900565,0,203,0,0,
,20969,0,5,0,200505,3,3,2 2005 900565,1,,2,0,0,0,306,900565,0,203,0,0,
,20970,0,5,0,200505,4,3,2 2005 900565,1,,2,0,0,0,406,900565,0,203,0,0,
,20971,0,5,0,200505,5,3,2 2005 900565,1,,2,0,0,0,506,900565,0,203,0,0,
,35000,0,2,0,0,0,3,1 1000 20331,1,,5,0,0,0,0,20331,0,301,0,0,
,35001,0,2,0,0,0,3,2 1000 900274,1,,5,0,0,0,0,900274,0,303,0,0,
,35002,0,2,0,0,0,3,1 1000 20331,1,,5,0,0,0,0,20331,0,301,0,0,
,35003,0,2,0,0,0,3,"0 1000 -72.42,23.26,89.37",1,,2,0,0,0,0,0,0,301,0,0,
,35004,0,2,0,0,0,3,1 2001 20126,1,,5,0,0,0,0,20126,0,301,0,0,
,35005,0,2,1,0,0,3,1 2001 60122,1,,5,0,0,0,0,60122,0,304,0,0,
,35006,0,2,0,0,0,3,1 2001 20126,1,,2,0,0,0,0,20126,0,301,0,0,
,35007,0,2,0,0,0,3,1 2001 20332,1,,5,0,0,0,0,20332,0,301,0,0,
,35008,0,2,0,0,0,3,"0 2001 -45.24,0.10,-58.64",1,,5,0,0,0,0,"-45.24,0.10,-58.64",0,301,0,0,
,35009,0,2,0,0,0,3,2 2001 900275,1,,5,0,0,0,0,900275,0,302,0,0,
,35010,0,2,0,0,0,3,"0 2001 -45.24,0.10,-58.64",1,,2,0,0,0,0,"-45.24,0.10,-58.64",0,301,0,0,
,35011,0,2,0,0,0,3,1 2001 20333,1,,5,0,0,0,0,20333,0,301,0,0,
,35012,0,2,0,0,0,3,1 2001 20334,1,,5,0,0,0,0,20334,0,301,0,0,
,35013,0,2,0,0,0,3,"0 2001 17.81,0.01,-2.28",1,,5,0,0,0,0,"17.81,0.01,-2.28",0,302,0,0,
,35014,0,2,0,0,0,3,1 2001 20334,1,,5,0,0,0,0,20334,0,301,0,0,
,35015,0,2,0,0,0,3,1 1000 30365,1,,5,0,0,0,0,30365,0,301,0,0,
,35016,0,2,2,0,0,3,1 1000 20335,1,,5,0,102,0,0,20335,0,301,0,0,
,35017,0,2,0,0,0,3,2 1000 900277,1,,5,0,0,0,0,900277,0,302,0,0,
,35018,0,2,0,0,0,1,,1,,2,0,0,0,0,0,0,301,0,0,
挑战沙海苍鹰,40132,0,3,0,0,0,3,1 1000 30632,1,,3,0,0,0,0,1 2 1000 900469,0,203,0,0,
挑战暗夜魔导师,40133,0,3,0,0,0,3,2 2001 900470,1,,3,0,0,0,0,1 2 2001 900470,0,203,0,0,
挑战审判侍从,40134,0,3,0,0,0,3,2 2001 900471,1,,3,0,0,0,0,1 2 2001 900471,0,203,0,0,
挑战锋锐刺刃,40135,0,3,0,0,0,3,2 2001 900472,1,,3,0,0,0,0,1 2 2001 900472,0,203,0,0,
挑战迷梦蛛王,40136,0,3,0,0,0,3,2 2001 900473,1,,3,0,0,0,0,1 2 2001 900473,0,203,0,0,
挑战梦魇女巫,40137,0,3,0,0,0,3,2 2001 900474,1,,3,0,0,0,0,1 2 2001 900474,0,203,0,0,
挑战利斧战魔,40138,0,3,0,0,0,3,2 2001 900475,1,,3,0,0,0,0,1 2 2001 900475,0,203,0,0,
挑战妖媚舞姬,40139,0,3,0,0,0,3,2 2001 900476,1,,3,0,0,0,0,1 2 2001 900476,0,203,0,0,
挑战枯骨毒蜂,40140,0,3,0,0,0,3,2 2001 900477,1,,3,0,0,0,0,1 2 2001 900477,0,203,0,0,
挑战骑士副官,40141,0,3,0,0,0,3,2 2001 900478,1,,3,0,0,0,0,1 2 2001 900478,0,203,0,0,
挑战石翼暴君,40142,0,3,0,0,0,3,2 2001 900479,1,,3,0,0,0,0,1 2 2001 900479,0,203,0,0,
挑战邪灵法师,40143,0,3,0,0,0,3,2 2001 900480,1,,3,0,0,0,0,1 2 2001 900480,0,203,0,0,
挑战丧魂暴君,40144,0,3,0,0,0,3,2 2001 900481,1,,3,0,0,0,0,1 2 2001 900481,0,203,0,0,
挑战秘巫使,40145,0,3,0,0,0,3,2 2001 900482,1,,3,0,0,0,0,1 2 2001 900482,0,203,0,0,
挑战恶魔之子,40146,0,3,0,0,0,3,2 2001 900483,1,,3,0,0,0,0,1 2 2001 900483,0,203,0,0,
挑战熊人首领,40147,0,3,0,0,0,3,2 2001 900484,1,,3,0,0,0,0,1 2 2001 900484,0,203,0,0,
挑战战魂统领,40148,0,3,0,0,0,3,2 2001 900485,1,,3,0,0,0,0,1 2 2001 900485,0,203,0,0,
挑战赤角狂兽,40149,0,3,0,0,0,3,2 2001 900486,1,,3,0,0,0,0,1 2 2001 900486,0,203,0,0,
挑战爆炎男爵,40150,0,3,0,0,0,3,2 2001 900487,1,,3,0,0,0,0,1 2 2001 900487,0,203,0,0,
挑战砾风游贼,40151,0,3,0,0,0,3,2 2001 900488,1,,3,0,0,0,0,1 2 2001 900488,0,203,0,0,
挑战暮夜蜂王,40152,0,3,0,0,0,3,2 2001 900489,1,,3,0,0,0,0,1 2 2001 900489,0,203,0,0,
挑战叛变军团长,40153,0,3,0,0,0,3,2 2001 900490,1,,3,0,0,0,0,1 2 2001 900490,0,203,0,0,
挑战尖啸游隼,40154,0,3,0,0,0,3,2 2001 900491,1,,3,0,0,0,0,1 2 2001 900491,0,203,0,0,
挑战狂乱研究者,40155,0,3,0,0,0,3,2 2001 900492,1,,3,0,0,0,0,1 2 2001 900492,0,203,0,0,
挑战暗幕蝎王,40156,0,3,0,0,0,3,2 2001 900493,1,,3,0,0,0,0,1 2 2001 900493,0,203,0,0,
挑战狰狞鬼面,40157,0,3,0,0,0,3,2 2001 900494,1,,3,0,0,0,0,1 2 2001 900494,0,203,0,0,
挑战劫掠军骑长,40158,0,3,0,0,0,3,2 2001 900495,1,,3,0,0,0,0,1 2 2001 900495,0,203,0,0,
挑战魅魔使徒,40159,0,3,0,0,0,3,2 2001 900496,1,,3,0,0,0,0,1 2 2001 900496,0,203,0,0,
挑战铁骑领主,40160,0,3,0,0,0,3,2 2001 900497,1,,3,0,0,0,0,1 2 2001 900497,0,203,0,0,
挑战风啸游隼,40161,0,3,0,0,0,3,2 2001 900498,1,,3,0,0,0,0,1 2 2001 900498,0,203,0,0,
挑战沙海苍鹰,40162,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
挑战暗夜魔导师,40163,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
挑战审判侍从,40164,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
挑战锋锐刺刃,40165,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
挑战迷梦蛛王,40166,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
挑战梦魇女巫,40167,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
挑战利斧战魔,40168,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
挑战妖媚舞姬,40169,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
挑战枯骨毒蜂,40170,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
挑战骑士副官,40171,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
挑战石翼暴君,40172,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
挑战邪灵法师,40173,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
挑战丧魂暴君,40174,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
挑战秘巫使,40175,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
挑战恶魔之子,40176,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
挑战熊人首领,40177,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
挑战战魂统领,40178,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
挑战赤角狂兽,40179,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
挑战爆炎男爵,40180,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
挑战砾风游贼,40181,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
挑战暮夜蜂王,40182,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
挑战叛变军团长,40183,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
挑战尖啸游隼,40184,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
挑战狂乱研究者,40185,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
挑战暗幕蝎王,40186,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
挑战狰狞鬼面,40187,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
挑战劫掠军骑长,40188,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
挑战魅魔使徒,40189,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
挑战铁骑领主,40190,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
挑战风啸游隼,40191,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
,40192,0,3,0,0,0,3,2 2003 900499,1,,3,0,0,0,0,1 2 2003 900499,0,203,0,0,
,40193,0,3,0,0,0,3,2 2003 900500,1,,3,0,0,0,0,1 2 2003 900500,0,203,0,0,
,40194,0,3,0,0,0,3,2 2003 900501,1,,3,0,0,0,0,1 2 2003 900501,0,203,0,0,
,40195,0,3,0,0,0,3,2 2003 900502,1,,3,0,0,0,0,1 2 2003 900502,0,203,0,0,
,40196,0,3,0,0,0,3,2 2003 900503,1,,3,0,0,0,0,1 2 2003 900503,0,203,0,0,
,40197,0,3,0,0,0,3,2 2003 900504,1,,3,0,0,0,0,1 2 2003 900504,0,203,0,0,
,40198,0,3,0,0,0,3,2 2003 900505,1,,3,0,0,0,0,1 2 2003 900505,0,203,0,0,
,40199,0,3,0,0,0,3,2 2003 900506,1,,3,0,0,0,0,1 2 2003 900506,0,203,0,0,
,40200,0,3,0,0,0,3,2 2003 900507,1,,3,0,0,0,0,1 2 2003 900507,0,203,0,0,
,40201,0,3,0,0,0,3,2 2003 900508,1,,3,0,0,0,0,1 2 2003 900508,0,203,0,0,
,40202,0,3,0,0,0,3,2 2003 900509,1,,3,0,0,0,0,1 2 2003 900509,0,203,0,0,
,40203,0,3,0,0,0,3,2 2003 900510,1,,3,0,0,0,0,1 2 2003 900510,0,203,0,0,
,40204,0,3,0,0,0,3,2 2003 900511,1,,3,0,0,0,0,1 2 2003 900511,0,203,0,0,
,40205,0,3,0,0,0,3,2 2003 900512,1,,3,0,0,0,0,1 2 2003 900512,0,203,0,0,
,40206,0,3,0,0,0,3,2 2003 900513,1,,3,0,0,0,0,1 2 2003 900513,0,203,0,0,
,40207,0,3,0,0,0,3,2 2003 900514,1,,3,0,0,0,0,1 2 2003 900514,0,203,0,0,
,40208,0,3,0,0,0,3,2 2003 900515,1,,3,0,0,0,0,1 2 2003 900515,0,203,0,0,
,40209,0,3,0,0,0,3,2 2003 900516,1,,3,0,0,0,0,1 2 2003 900516,0,203,0,0,
,40210,0,3,0,0,0,3,2 2003 900517,1,,3,0,0,0,0,1 2 2003 900517,0,203,0,0,
,40211,0,3,0,0,0,3,2 2003 900518,1,,3,0,0,0,0,1 2 2003 900518,0,203,0,0,
,40212,0,3,0,0,0,3,2 2003 900519,1,,3,0,0,0,0,1 2 2003 900519,0,203,0,0,
,40213,0,3,0,0,0,3,2 2003 900520,1,,3,0,0,0,0,1 2 2003 900520,0,203,0,0,
,40214,0,3,0,0,0,3,2 2003 900521,1,,3,0,0,0,0,1 2 2003 900521,0,203,0,0,
,40215,0,3,0,0,0,3,2 2003 900522,1,,3,0,0,0,0,1 2 2003 900522,0,203,0,0,
,40216,0,3,0,0,0,3,2 2003 900523,1,,3,0,0,0,0,1 2 2003 900523,0,203,0,0,
,40217,0,3,0,0,0,3,2 2003 900524,1,,3,0,0,0,0,1 2 2003 900524,0,203,0,0,
,40218,0,3,0,0,0,3,2 2003 900525,1,,3,0,0,0,0,1 2 2003 900525,0,203,0,0,
,40219,0,3,0,0,0,3,2 2003 900526,1,,3,0,0,0,0,1 2 2003 900526,0,203,0,0,
,40220,0,3,0,0,0,3,2 2003 900527,1,,3,0,0,0,0,1 2 2003 900527,0,203,0,0,
,40221,0,3,0,0,0,3,2 2003 900528,1,,3,0,0,0,0,1 2 2003 900528,0,203,0,0,
,40222,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
,40223,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
,40224,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
,40225,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
,40226,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
,40227,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
,40228,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
,40229,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
,40230,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
,40231,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
,40232,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
,40233,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
,40234,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
,40235,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
,40236,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
,40237,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
,40238,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
,40239,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
,40240,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
,40241,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
,40242,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
,40243,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
,40244,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
,40245,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
,40246,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
,40247,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
,40248,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
,40249,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
,40250,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
,40251,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
锐斧战魔安德鲁,40252,0,3,0,0,0,3,2 2005 900530,1,,3,0,0,0,0,1 2 2005 900530,0,203,0,0,
实验合成兽巴德,40253,0,3,0,0,0,3,2 2005 900531,1,,3,0,0,0,0,1 2 2005 900531,0,203,0,0,
林地红魔阿诺德,40254,0,3,0,0,0,3,2 2005 900532,1,,3,0,0,0,0,1 2 2005 900532,0,203,0,0,
砾风游贼班森,40255,0,3,0,0,0,3,2 2005 900533,1,,3,0,0,0,0,1 2 2005 900533,0,203,0,0,
荆刺蜂后塞拉,40256,0,3,0,0,0,3,2 2005 900534,1,,3,0,0,0,0,1 2 2005 900534,0,203,0,0,
海上掠夺者格纳,40257,0,3,0,0,0,3,2 2005 900535,1,,3,0,0,0,0,1 2 2005 900535,0,203,0,0,
钢羽枭鹰伊伦,40258,0,3,0,0,0,3,2 2005 900536,1,,3,0,0,0,0,1 2 2005 900536,0,203,0,0,
邪能研究者格纳,40259,0,3,0,0,0,3,2 2005 900537,1,,3,0,0,0,0,1 2 2005 900537,0,203,0,0,
暮夜魔蝎洛兹,40260,0,3,0,0,0,3,2 2005 900538,1,,3,0,0,0,0,1 2 2005 900538,0,203,0,0,
翼魔统领塞曼,40261,0,3,0,0,0,3,2 2005 900539,1,,3,0,0,0,0,1 2 2005 900539,0,203,0,0,
密林怪盗贝克勒,40262,0,3,0,0,0,3,2 2005 900540,1,,3,0,0,0,0,1 2 2005 900540,0,203,0,0,
亡魂低语者埃莉,40263,0,3,0,0,0,3,2 2005 900541,1,,3,0,0,0,0,1 2 2005 900541,0,203,0,0,
暗金领主维恩,40264,0,3,0,0,0,3,2 2005 900542,1,,3,0,0,0,0,1 2 2005 900542,0,203,0,0,
风啸游隼丽丝,40265,0,3,0,0,0,3,2 2005 900543,1,,3,0,0,0,0,1 2 2005 900543,0,203,0,0,
强袭战狼斯塔克,40266,0,3,0,0,0,3,2 2005 900544,1,,3,0,0,0,0,1 2 2005 900544,0,203,0,0,
荒地魔蝎尼斯,40267,0,3,0,0,0,3,2 2005 900545,1,,3,0,0,0,0,1 2 2005 900545,0,203,0,0,
烈炎斧兽尼尔斯,40268,0,3,0,0,0,3,2 2005 900546,1,,3,0,0,0,0,1 2 2005 900546,0,203,0,0,
猩红先驱者欧文,40269,0,3,0,0,0,3,2 2005 900547,1,,3,0,0,0,0,1 2 2005 900547,0,203,0,0,
枯木蜂王艾蕾,40270,0,3,0,0,0,3,2 2005 900548,1,,3,0,0,0,0,1 2 2005 900548,0,203,0,0,
暗夜邪魔奥托,40271,0,3,0,0,0,3,2 2005 900549,1,,3,0,0,0,0,1 2 2005 900549,0,203,0,0,
暗影操控者格斯,40272,0,3,0,0,0,3,2 2005 900550,1,,3,0,0,0,0,1 2 2005 900550,0,203,0,0,
深渊领主桑德拉,40273,0,3,0,0,0,3,2 2005 900551,1,,3,0,0,0,0,1 2 2005 900551,0,203,0,0,
暗黑骑士长韦伯,40274,0,3,0,0,0,3,2 2005 900552,1,,3,0,0,0,0,1 2 2005 900552,0,203,0,0,
猩红鞭刺者多琳,40275,0,3,0,0,0,3,2 2005 900553,1,,3,0,0,0,0,1 2 2005 900553,0,203,0,0,
荒棘魔蛛克洛伊,40276,0,3,0,0,0,3,2 2005 900554,1,,3,0,0,0,0,1 2 2005 900554,0,203,0,0,
荒野领主里奥,40277,0,3,0,0,0,3,2 2005 900555,1,,3,0,0,0,0,1 2 2005 900555,0,203,0,0,
碎岩战锤查理,40278,0,3,0,0,0,3,2 2005 900556,1,,3,0,0,0,0,1 2 2005 900556,0,203,0,0,
邪鳍海魔奥利弗,40279,0,3,0,0,0,3,2 2005 900557,1,,3,0,0,0,0,1 2 2005 900557,0,203,0,0,
黯淡蔷薇坎蒂丝,40280,0,3,0,0,0,3,2 2005 900558,1,,3,0,0,0,0,1 2 2005 900558,0,203,0,0,
狂械暴徒奥德里,40281,0,3,0,0,0,3,2 2005 900559,1,,3,0,0,0,0,1 2 2005 900559,0,203,0,0,
锐斧战魔安德鲁,40282,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
实验合成兽巴德,40283,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
林地红魔阿诺德,40284,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
砾风游贼班森,40285,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
荆刺蜂后塞拉,40286,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
海上掠夺者格纳,40287,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
钢羽枭鹰伊伦,40288,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
邪能研究者格纳,40289,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
暮夜魔蝎洛兹,40290,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
翼魔统领塞曼,40291,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
密林怪盗贝克勒,40292,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
亡魂低语者埃莉,40293,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
暗金领主维恩,40294,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
风啸游隼丽丝,40295,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
强袭战狼斯塔克,40296,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
荒地魔蝎尼斯,40297,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
烈炎斧兽尼尔斯,40298,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
猩红先驱者欧文,40299,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
枯木蜂王艾蕾,40300,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
暗夜邪魔奥托,40301,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
暗影操控者格斯,40302,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
深渊领主桑德拉,40303,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
暗黑骑士长韦伯,40304,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
猩红鞭刺者多琳,40305,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
荒棘魔蛛克洛伊,40306,0,3,0,0,0,3,1 1000 20114,1,,2,0,0,0,0,1 1 1000 20575,0,201,0,0,
