,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required
天赋2,10734,,10000,1,1,10,118,2014,2015,2016,2017,10,99,10737,0,0,
天赋3,10735,,10000,1,1,10,42,23,1,1,0,10,40,23,6,10000,
技能3造成死亡时回复辅助技CD,10736,,10000,1,1,10,42,23,1,1,0,10,40,70,6,10000,
使用辅助技后恢复500XP,10737,,10000,1,1,10,44,70,0,0,0,10,11,72,0,500,
,10738,,10000,0,0,10,118,2014,2015,0,0,10,99,10739,10740,0,
,10739,,10000,0,1,10,44,24,0,0,0,10,21,201401,1,0,
,10740,,10000,0,1,10,44,24,0,0,0,10,21,201501,1,0,
熊伤害 2级,10760,,10000,1,1,10,70,0,0,0,0,10,35,0,31000,0,
熊伤害 3级,10761,,10000,1,1,10,70,0,0,0,0,10,35,0,32000,0,
熊伤害 4级,10762,,10000,1,1,10,70,0,0,0,0,10,35,0,33000,0,
熊伤害 5级,10763,,10000,1,1,10,70,0,0,0,0,10,35,0,34000,0,
熊伤害 6级,10764,,10000,1,1,10,70,0,0,0,0,10,35,0,35000,0,
熊伤害 7级,10765,,10000,1,1,10,70,0,0,0,0,10,35,0,38000,0,
技能1 2级,10766,,10000,1,1,10,40,0,0,0,0,10,114,2014,40,10760,1
技能1 3级,10767,,10000,1,1,10,40,0,0,0,0,10,114,2014,40,10761,1
技能1 4级,10768,,10000,1,1,10,40,0,0,0,0,10,114,2014,40,10762,1
技能1 5级,10769,,10000,1,1,10,40,0,0,0,0,10,114,2014,40,10763,1
技能1 6级,10770,,10000,1,1,10,40,0,0,0,0,10,114,2014,40,10764,1
技能1 7级,10771,,10000,1,1,10,40,0,0,0,0,10,114,2014,40,10765,1
技能2 2级,10772,,10000,1,1,10,40,0,0,0,0,10,114,2015,40,10760,1
技能2 3级,10773,,10000,1,1,10,40,0,0,0,0,10,114,2015,40,10761,1
技能2 4级,10774,,10000,1,1,10,40,0,0,0,0,10,114,2015,40,10762,1
技能2 5级,10775,,10000,1,1,10,40,0,0,0,0,10,114,2015,40,10763,1
技能2 6级,10776,,10000,1,1,10,40,0,0,0,0,10,114,2015,40,10764,1
技能2 7级,10777,,10000,1,1,10,40,0,0,0,0,10,114,2015,40,10765,1
技能3 2级,10778,,10000,1,1,10,40,0,0,0,0,10,114,2016,40,10760,1
技能3 3级,10779,,10000,1,1,10,40,0,0,0,0,10,114,2016,40,10761,1
技能3 4级,10780,,10000,1,1,10,40,0,0,0,0,10,114,2016,40,10762,1
技能3 5级,10781,,10000,1,1,10,40,0,0,0,0,10,114,2016,40,10763,1
技能3 6级,10782,,10000,1,1,10,40,0,0,0,0,10,114,2016,40,10764,1
技能3 7级,10783,,10000,1,1,10,40,0,0,0,0,10,114,2016,40,10765,1
,10791,,10000,0,0,20,40,0,0,0,0,10,99,1079101,0,0,
,10792,,10000,0,0,20,40,0,0,0,0,10,99,1079201,0,0,
,10793,,10000,0,0,20,40,0,0,0,0,10,99,1079301,0,0,
,10794,,10000,0,0,20,40,0,0,0,0,10,99,1079401,0,0,
技能1人,10801,,10000,1,1,10,44,0,0,0,0,10,54,10000,0,0,
技能2人,10802,,10000,1,1,10,24,2005,1,1,0,10,123,2005,10,10803,
,10803,,10000,1,1,10,1,0,0,0,0,10,55,5,5000,0,
技能4人,10804,,10000,1,1,10,44,0,0,0,0,30,54,20000,0,0,
XP人,10805,,10000,1,1,10,1,0,0,0,0,10,102,1,1,1000,10821;10822;10823;10824;10825;10826;10827
,10806,,10000,1,1,10,1,0,0,0,0,30,11,73,5,1000,
,10807,,10000,1,1,10,1,0,0,0,0,10,114,2018,30,10808,
,10808,,10000,1,1,10,1,0,0,0,0,30,122,5,1000,0,
技能1熊,10812,,10000,1,1,20,65,1,0,0,0,10,31,0,2000,0,
技能2熊,10813,,10000,1,1,10,40,0,0,0,0,10,114,2005,10,10814,1
,10814,,10000,1,1,10,1,0,0,0,0,10,21,201801,2,0,
技能3熊,10815,,10000,1,1,10,24,2005,1,1,0,10,99,10816,10817,0,
,10816,,10000,1,1,10,1,0,0,0,0,10,22,2005,1,0,
,10817,,10000,1,1,10,1,0,0,0,0,10,99,10818,10819,10819,
,10818,,10000,1,1,10,1,0,0,0,0,10,21,201801,1,0,
,10819,,5000,1,1,10,1,0,0,0,0,10,21,201801,1,0,
技能4熊,10820,,10000,1,1,10,40,0,0,0,0,10,114,2005,10,10821,1
,10821,,10000,1,1,10,1,0,0,0,0,10,31,0,3000,0,
XP熊,10822,,10000,1,1,10,44,0,0,0,0,10,102,1,1,1000,10801;10802;10803;10804;10805;10806;10807
,10823,,10000,1,1,10,24,2018,1,1,0,10,123,2018,10,10824,
,10824,,10000,1,1,10,1,0,0,0,0,10,31,0,2000,0,
防守技能,10825,,10000,1,1,10,1,0,0,0,0,10,11,73,5,2000,
特性,10830,,10000,1,1,10,23,2005,1,1,0,10,123,2005,10,10831,
,10831,,10000,0,0,10,1,0,0,0,0,30,122,5,300,0,
,10832,,10000,0,0,10,23,2018,1,1,0,10,123,2018,10,10833,
,10833,,10000,0,0,10,1,0,0,0,0,10,11,13,0,300,
突破1,10834,,10000,0,0,10,1,0,0,0,0,10,11,72,0,300,
突破8,10835,,10000,0,0,10,112,0,0,0,0,10,40,70,1,1000,
天赋1,10836,,10000,1,1,10,120,0,0,0,0,10,21,201801,2,0,
天赋3,10837,,10000,0,0,10,121,1,0,0,0,10,31,0,1500,0,
,10838,,10000,1,1,10,121,0,0,0,0,10,10,10839,0,0,
,10839,,10000,1,1,10,40,0,0,0,0,30,122,5,1500,0,
生命印记增加治疗量3%,10840,,10000,1,1,10,23,2005,1,1,0,10,123,2005,10,10841,
增加治疗效果3%,10841,,10000,0,0,10,1,0,0,0,0,30,122,5,300,0,
每个熊印记增加暴击3%,10842,,10000,0,0,10,23,2018,1,1,0,10,123,2018,10,10843,
增加暴击3%,10843,,10000,0,0,10,1,0,0,0,0,10,11,13,0,300,
每次获得生命恢复时，获得恢复值50%的护盾。,10844,,10000,0,0,10,112,0,0,0,0,10,162,5000,0,0,
技能1人 2级,10860,,10000,1,1,10,44,0,0,0,0,10,54,11000,0,0,
技能1人 3级,10861,,10000,1,1,10,44,0,0,0,0,10,54,12000,0,0,
技能1人 4级,10862,,10000,1,1,10,44,0,0,0,0,10,54,13000,0,0,
技能1人 5级,10863,,10000,1,1,10,44,0,0,0,0,10,54,14000,0,0,
技能1人 6级,10864,,10000,1,1,10,44,0,0,0,0,10,54,15000,0,0,
技能1人 7级,10865,,10000,1,1,10,44,0,0,0,0,10,54,17000,0,0,
XP人 2级,10866,,10000,1,1,10,1,0,0,0,0,30,11,73,5,1050,
XP人 3级,10867,,10000,1,1,10,1,0,0,0,0,30,11,73,5,1100,
XP人 4级,10868,,10000,1,1,10,1,0,0,0,0,30,11,73,5,1150,
XP人 5级,10869,,10000,1,1,10,1,0,0,0,0,30,11,73,5,1200,
XP人 6级,10870,,10000,1,1,10,1,0,0,0,0,30,11,73,5,1300,
XP人 7级,10871,,10000,1,1,10,1,0,0,0,0,30,11,73,5,1400,
熊伤害 2级,10872,,10000,1,1,20,65,1,0,0,0,10,31,0,2200,0,
熊伤害 3级,10873,,10000,1,1,20,65,1,0,0,0,10,31,0,2400,0,
熊伤害 4级,10874,,10000,1,1,20,65,1,0,0,0,10,31,0,2600,0,
熊伤害 5级,10875,,10000,1,1,20,65,1,0,0,0,10,31,0,2800,0,
熊伤害 6级,10876,,10000,1,1,20,65,1,0,0,0,10,31,0,3000,0,
熊伤害 7级,10877,,10000,1,1,20,65,1,0,0,0,10,31,0,3500,0,
,10891,,10000,1,1,10,23,2005,1,1,0,10,123,2005,10,1089101,
,10892,,10000,1,1,10,23,2005,1,1,0,10,123,2005,10,1089201,
,10893,,10000,1,1,10,23,2005,1,1,0,10,123,2005,10,1089301,
,10894,,10000,1,1,10,23,2005,1,1,0,10,123,2005,10,1089401,
,11101,,10000,1,1,10,44,0,0,0,0,10,151,4000,0,0,0
,11102,,10000,1,1,10,72,10000,1,0,0,10,150,5,10000,0,
,11103,,10000,1,1,10,1,0,0,0,0,10,255,1,2000,0,0
,11104,,10000,1,1,10,1,0,0,0,0,20,155,74,3000,0,
,11105,,10000,1,1,10,1,0,0,0,0,10,144,1,2000,0,0
,11106,,10000,1,1,10,24,2030,1,1,0,20,157,74,10000,0,0
,11107,,10000,1,1,10,42,0,1,1,0,10,158,74,10000,0,0
,11108,,10000,1,1,10,1,0,0,0,0,10,144,1,500,0,0
,11109,,10000,1,1,10,11,73,2,5000,0,10,144,1,1500,0,0
,11110,,10000,1,1,10,1,0,0,0,0,10,36,0,3000,0,0
,11111,,10000,1,1,10,1,0,0,0,0,10,144,1,1500,0,0
,11130,,10000,0,0,10,1,0,0,0,0,10,36,0,500,0,0
,11131,,10000,0,0,20,1,0,0,0,0,10,159,1000,0,0,0
全队护盾获取值增加10%,11132,,10000,0,0,10,1,0,0,0,0,30,150,5,1000,0,
奥义可获取的护盾值提升1倍,11133,,10000,0,0,10,40,30,0,0,0,10,150,5,10000,0,
霸体效果提升，转换的护盾量由30％提升至45%。,11134,,10000,0,0,10,1,0,0,0,0,10,112,11135,11113,0,
在对方攻击回合结束后45％的承受伤害会转换为自己的护盾。,11135,,10000,0,0,20,1,0,0,0,0,10,159,1500,0,0,
护盾值高于生命值时，命中率提升20%,11136,,10000,0,0,10,72,1,10000,0,0,10,11,11,5,2000,
护盾值高于生命值时，暴击率提升20%,11137,,10000,0,0,10,72,1,10000,0,0,10,11,13,5,2000,
,11138,,10000,0,1,10,51,0,0,0,0,10,144,1,2500,0,0
先锋位开场获得生命值上限25%的护盾,11139,,10000,1,1,10,2,1,0,0,0,10,255,1,2000,0,
拥有护盾时，受到伤害降低15%,11140,,10000,1,1,10,71,0,0,0,0,10,36,0,2000,0,
,11141,,10000,1,1,10,1,0,0,0,0,10,144,1,3000,0,
,11191,,10000,0,1,10,1,0,0,0,0,10,99,1119101,1119102,0,
,11192,,10000,0,1,10,1,0,0,0,0,10,99,1119201,1119202,0,
,11193,,10000,0,1,10,1,0,0,0,0,10,99,1119301,1119302,0,
,11194,,10000,0,1,10,71,0,0,0,0,10,11,16,5,6000,
,11201,,10000,1,1,10,31,2,0,0,0,10,40,23,6,10000,
,11202,,10000,1,1,10,204,22,2,0,0,10,151,5000,0,0,
,11203,,10000,1,1,10,44,22,0,0,0,10,151,5000,0,0,
,11204,,10000,1,1,10,1,0,0,0,0,10,11,14,0,8000,
,11205,,10000,1,1,10,1,0,0,0,0,41,99,11206,0,0,
,11206,,10000,2,1,10,11,73,2,5000,0,10,35,0,2000,0,
,11207,,10000,1,1,10,1,0,0,0,0,10,36,0,3000,0,
,11208,,10000,1,1,20,40,0,0,0,0,10,21,104001,1,0,
,11230,,10000,0,1,30,1,1,0,0,0,30,152,1,5,300,
,11231,,10000,0,1,30,47,1,0,0,0,30,99,11232,0,0,
,11232,,10000,1,1,10,31,2,0,0,0,10,11,72,0,100,
,11233,,10000,0,0,10,1,0,0,0,0,10,11,72,0,300,
,11234,,10000,1,1,10,1,0,0,0,0,10,11,13,0,1000,
,11235,,10000,1,1,10,71,0,0,0,0,10,11,16,5,5000,
,11236,,10000,1,1,10,2,1,0,0,0,10,21,104101,10,0,
,11237,,10000,1,1,10,47,0,0,0,0,10,99,11238,0,0,
,11238,,10000,1,1,10,31,2,0,0,0,10,114,1041,10,11239,1
,11239,,10000,1,1,10,1,0,0,0,0,41,57,5000,20,0,
,11240,,10000,0,1,10,1,0,0,0,0,30,11,13,0,500,
群攻伤害提高30%,11241,,10000,1,1,10,1,0,0,0,0,10,152,1,5,10000,
,11242,,10000,1,1,10,31,2,0,0,0,10,150,5,5000,0,
,11291,,10000,0,0,10,1,0,0,0,0,10,99,1129101,1129102,0,
,11292,,10000,0,0,10,1,0,0,0,0,10,99,1129201,1129202,0,
,11293,,10000,0,0,10,1,0,0,0,0,10,99,1129301,1129302,0,
,11294,,10000,0,0,10,1,0,0,0,0,10,99,1129401,1129402,0,
,11301,,10000,1,1,10,1,0,0,0,0,10,153,5,0,0,
,11302,,10000,1,1,10,21,2019,0,0,0,10,11,73,5,300,
,11303,,10000,1,1,10,21,2020,0,0,0,10,11,72,0,50,
,11304,,10000,1,1,10,21,2021,0,0,0,10,40,22,6,10000,
,11305,,10000,1,1,10,1,0,0,0,0,10,123,2019,10,11306,
,11306,,10000,1,1,10,1,0,0,0,0,10,31,0,5,0,
,11307,,10000,1,1,10,1,0,0,0,0,10,123,2019,10,11308,
,11308,,10000,1,1,10,1,0,0,0,0,20,11,72,1,50,
,11309,,10000,1,1,10,1,0,0,0,0,10,114,2021,10,11310,1
,11310,,10000,1,1,10,1,0,0,0,0,10,40,21,6,10000,
,11311,,10000,1,1,10,1,0,0,0,0,10,114,2020,10,11312,
,11312,,10000,1,1,10,1,0,0,0,0,10,31,0,500,0,
,11313,,10000,1,1,10,1,0,0,0,0,10,36,0,3000,0,
,11314,,10000,1,1,10,1,0,0,0,0,10,114,2019,10,11315,
,11315,,10000,1,1,10,1,0,0,0,0,10,154,3,3000,0,
,11330,,10000,1,1,10,1,0,0,0,0,10,99,11340,11341,11342,
,11331,,10000,0,0,10,1,0,0,0,0,10,11,72,0,200,
,11332,,10000,0,0,10,21,2019,0,0,0,10,40,24,1,1000,
,11333,,10000,1,1,10,1,0,0,0,0,10,115,104302,104301,0,
,11334,,10000,0,0,10,22,2021,0,0,0,10,160,11339,0,0,
,11335,,10000,0,0,10,22,2021,0,0,0,10,21,104401,1,0,
,11336,,10000,0,0,10,1,0,0,0,0,10,112,11337,11314,0,
,11337,,10000,1,1,10,1,0,0,0,0,10,114,2019,30,11315,
,11338,,10000,1,1,10,1,0,0,0,0,10,21,104301,1,0,
额外获得4层神秘魔法状态,11339,,10000,1,1,10,1,0,0,0,0,10,21,104301,4,0,
,11340,,10000,1,1,10,22,2019,0,0,0,10,160,11338,0,0,
,11341,,10000,1,1,10,22,2020,0,0,0,10,160,11338,0,0,
,11342,,10000,1,1,10,22,2021,0,0,0,10,160,11338,0,0,
,11343,,10000,0,0,10,22,2021,0,0,0,30,21,106201,1,0,
获得红牌时恢复生命（红牌印记效果）,11360,,10000,1,1,10,21,2019,0,0,0,10,11,73,5,350,
获得黑牌时恢复奥义（黑牌印记效果）,11361,,10000,1,1,10,21,2020,0,0,0,10,11,72,0,50,
获得红牌时恢复生命（红牌印记效果）,11362,,10000,1,1,10,21,2019,0,0,0,10,11,73,5,400,
获得黑牌时恢复奥义（黑牌印记效果）,11363,,10000,1,1,10,21,2020,0,0,0,10,11,72,0,50,
获得红牌时恢复生命（红牌印记效果）,11364,,10000,1,1,10,21,2019,0,0,0,10,11,73,5,450,
获得黑牌时恢复奥义（黑牌印记效果）,11365,,10000,1,1,10,21,2020,0,0,0,10,11,72,0,50,
获得红牌时恢复生命（红牌印记效果）,11366,,10000,1,1,10,21,2019,0,0,0,10,11,73,5,500,
获得黑牌时恢复奥义（黑牌印记效果）,11367,,10000,1,1,10,21,2020,0,0,0,10,11,72,0,50,
获得红牌时恢复生命（红牌印记效果）,11368,,10000,1,1,10,21,2019,0,0,0,10,11,73,5,550,
获得黑牌时恢复奥义（黑牌印记效果）,11369,,10000,1,1,10,21,2020,0,0,0,10,11,72,0,50,
获得红牌时恢复生命（红牌印记效果）,11370,,10000,1,1,10,21,2019,0,0,0,10,11,73,5,600,
获得黑牌时恢复奥义（黑牌印记效果）,11371,,10000,1,1,10,21,2020,0,0,0,10,11,72,0,50,
,11391,,4000,0,0,10,21,1043,0,0,0,12,21,104301,1,0,
,11392,,6000,0,0,10,21,1043,0,0,0,12,21,104301,1,0,
,11393,,8000,0,0,10,21,1043,0,0,0,12,21,104301,1,0,
,11394,,10000,0,0,10,21,1043,0,0,0,12,21,104301,1,0,
,11401,,10000,1,1,20,24,1008,1,1,0,10,40,21,1,5000,0
,11402,,10000,1,1,20,24,1008,1,1,0,10,11,13,0,5000,
,11403,,10000,1,1,20,24,1008,1,1,0,10,21,104601,1,0,0
,11404,,10000,1,1,20,11,73,2,2500,0,10,21,104601,1,0,0
,11405,,10000,1,1,20,102,73,4,2500,0,10,40,24,6,10000,0
,11406,,10000,1,1,20,32,1,73,0,0,10,34,10000,20000,20,0
,11407,,10000,1,1,20,11,73,2,2500,0,10,11,73,5,1500,0
,11408,,10000,1,1,10,1,0,0,0,0,10,113,3,1,0,0
,11430,,10000,1,1,10,31,2,1,0,0,10,21,104601,1,0,0
,11431,,10000,0,1,10,1,0,0,0,0,30,11,13,5,500,0
,11432,,10000,1,1,10,201,0,0,0,0,10,99,11433,0,0,0
,11433,,10000,1,1,10,24,1046,1,3,0,10,11,73,5,1000,0
,11434,,10000,1,1,20,23,1008,1,1,0,20,35,0,1000,0,
,11435,,3000,1,1,20,44,0,0,0,0,10,21,104601,1,0,0
,11436,,10000,0,1,10,124,1,0,0,0,10,36,0,1500,0,
目标血量比例低于自己时，造成的伤害提高15％。,11437,,10000,0,1,10,124,1,0,0,0,10,31,0,1500,0,
,11438,,10000,0,0,10,1,0,0,0,0,10,115,104603,104601,0,
,11439,,10000,0,0,10,1,0,0,0,0,10,115,104603,104602,0,
,11491,,10000,0,0,10,1,0,0,0,0,10,99,1149101,1149102,0,
,11492,,10000,0,0,10,1,0,0,0,0,10,99,1149201,1149202,0,
,11493,,10000,0,0,10,1,0,0,0,0,10,99,1149301,1149302,0,
,11494,,10000,0,0,10,1,0,0,0,0,10,99,1149401,1149402,0,
,11501,,10000,1,1,10,44,0,0,0,0,10,154,3,3000,0,
,11502,,10000,1,1,10,44,0,0,0,0,11,99,1150101,11504,0,
,11504,,10000,1,1,10,44,0,0,0,0,19,154,3,3000,0,
,11505,,10000,1,1,10,40,0,0,0,0,10,114,2023,10,11501,1
,11506,,10000,1,1,10,1,0,0,0,0,10,11,14,5,5000,
,11507,,10000,1,1,10,1,0,0,0,0,10,114,2023,10,11508,
,11508,,10000,1,1,10,1,0,0,0,0,10,144,3,1500,0,
,11509,,10000,1,1,10,1,0,0,0,0,21,163,202201,6,0,
,11510,,10000,1,1,10,1,0,0,0,0,10,144,1,3000,0,
,11511,,10000,1,1,10,71,1,0,0,0,20,99,0,0,0,
,11530,,10000,1,1,10,11,73,2,5000,0,10,144,3,3000,0,
,11531,,10000,1,1,10,201,0,0,0,0,10,21,202301,2,0,
,11532,,10000,1,1,10,44,0,0,0,0,10,54,3000,0,0,
,11533,,10000,0,0,10,1,0,0,0,0,10,11,72,0,300,
,11534,,10000,1,1,10,44,23,0,0,0,10,21,202301,2,0,
,11535,,10000,1,1,10,201,0,0,0,0,10,21,202301,2,0,
,11536,,3000,0,1,20,44,0,0,0,0,10,21,202301,1,0,
,11537,,10000,0,0,20,24,1049,0,0,0,10,40,24,6,10000,
,11601,,2000,0,0,10,1,0,0,0,0,20,21,1050,1,0,
,11602,,6000,1,1,10,1,0,0,0,0,10,40,21,6,10000,
,11603,,10000,1,1,10,1,0,0,0,0,10,102,0,0,1000,11626;11627;11628
,11604,,10000,1,1,20,23,1050,1,0,0,20,21,102403,1,0,
,11605,,5000,1,1,20,23,1050,1,0,0,41,21,105001,1,0,
,11607,,10000,0,0,10,1,0,0,0,0,20,21,105001,1,0,
,11608,,10000,0,0,10,1,0,0,0,0,20,21,102105,1,0,
,11609,,10000,1,1,10,1,0,0,0,0,10,102,0,1,1000,11601;11602;11603;11604;11605;11606;11607;11608
,11610,,10000,0,20,0,1,0,0,0,0,30,42,80,0,0,
,11611,,10000,0,10,0,1,0,0,0,0,20,103,1,2000,0,
,11612,,10000,1,1,10,1,0,0,0,0,10,11,73,5,2000,
,11631,,10000,1,1,10,126,0,0,0,0,10,99,11632,0,0,
,11632,,10000,0,1,20,23,1050,1,1,0,10,55,5,5000,0,
,11633,,10000,1,1,10,126,1,0,0,0,10,99,11634,0,0,
,11634,,10000,0,1,20,23,1050,1,1,0,10,54,3000,0,0,
,11635,,10000,1,1,10,1,0,0,0,0,10,102,0,1,1000,11601;11602;11603;11604;11605;11606;11607;11608
,11637,,10000,0,0,10,1,0,0,0,0,10,11,72,0,300,
,11638,,10000,0,0,20,23,1050,0,0,0,20,35,0,10000,10000,
,11639,,2000,0,0,10,1,0,0,0,0,20,21,1050,1,0,
,11640,,10000,1,1,10,127,0,0,0,0,10,11,73,5,2000,
,11641,,10000,1,1,10,127,0,0,0,0,10,11,72,0,300,
,11642,,10000,1,1,10,1,0,0,0,0,10,40,21,6,10000,
,11643,,10000,1,1,10,126,1,0,0,0,10,99,11644,0,0,
,11644,,10000,0,1,20,23,1050,1,1,0,10,11,13,0,10000,
,11645,,10000,1,1,40,205,1050,0,0,0,0,0,0,0,0,
,11646,,10000,1,1,10,40,30,0,0,0,10,99,11647,0,0,
,11647,,10000,1,1,20,23,1050,0,0,0,10,31,0,2000,0,
技能1,20101,,10000,1,1,10,1,0,0,0,0,10,11,13,0,2000,
技能3,20102,,10000,1,1,10,1,0,0,0,0,20,149,3,200,0,
技能4,20103,,10000,1,1,10,101,2001,1,5,0,10,100,5,20000,0,
,20104,,10000,1,1,10,1,0,0,0,0,20,147,3,200,0,
XP技能,20105,,10000,1,1,10,31,2,1,0,0,10,11,72,0,100,
,20106,,10000,1,1,10,1,0,0,0,0,10,114,2011,10,20107,
,20107,,10000,1,1,10,1,0,0,0,0,10,31,2,1000,0,
防守技能,20108,,10000,1,1,10,1,0,0,0,0,10,36,0,6000,0,
特性,20130,,10000,0,0,10,1,0,0,0,0,10,11,13,0,1000,
突破1,20131,,10000,0,0,10,1,0,0,0,0,10,11,72,0,300,
突破2,20132,,10000,0,0,10,44,1,0,0,0,10,21,200101,1,0,
天赋1,20133,,10000,1,1,10,44,21,0,0,0,10,21,201101,1,0,
,20134,,10000,1,1,10,44,70,0,0,0,10,21,201101,1,0,
天赋2,20135,,10000,1,1,10,23,2001,1,0,0,10,123,2001,10,20140,
天赋3,20136,,10000,1,1,10,40,1,0,0,0,10,99,20137,0,0,
,20137,,10000,1,1,10,31,2,1,0,0,20,21,102001,1,0,
,20138,,10000,0,0,10,1,0,0,0,0,10,55,6,5000,0,
,20140,,10000,0,0,10,1,0,0,0,0,10,31,2,300,0,
寒气和火焰同时存在 则暴击+10%,20141,,10000,1,1,10,23,2001,1,1,0,10,99,20142,0,0,
,20142,,10000,1,1,10,23,2011,1,1,0,10,11,13,0,1500,
,20143,,10000,1,1,10,103,2,5,0,0,10,99,20144,0,0,
,20144,,10000,1,1,10,44,24,0,0,0,10,21,106001,1,0,
,20145,,10000,1,1,10,40,30,0,0,0,10,31,0,1500,0,
技能4 2级,20160,,10000,1,1,10,101,2001,1,5,0,10,100,5,21000,0,
技能4 3级,20161,,10000,1,1,10,101,2001,1,5,0,10,100,5,22000,0,
技能4 4级,20162,,10000,1,1,10,101,2001,1,5,0,10,100,5,23000,0,
技能4 5级,20163,,10000,1,1,10,101,2001,1,5,0,10,100,5,24000,0,
技能4 6级,20164,,10000,1,1,10,101,2001,1,5,0,10,100,5,25000,0,
技能4 7级,20165,,10000,1,1,10,101,2001,1,5,0,10,100,5,27000,0,
XP技能2级,20166,,10000,1,1,10,31,2,1,0,0,10,11,72,0,105,
XP技能3级,20167,,10000,1,1,10,31,2,1,0,0,10,11,72,0,110,
XP技能4级,20168,,10000,1,1,10,31,2,1,0,0,10,11,72,0,115,
XP技能5级,20169,,10000,1,1,10,31,2,1,0,0,10,11,72,0,120,
XP技能6级,20170,,10000,1,1,10,31,2,1,0,0,10,11,72,0,125,
XP技能7级,20171,,10000,1,1,10,31,2,1,0,0,10,11,72,0,150,
,20191,,10000,0,0,10,1,0,0,0,0,10,99,2019101,2019102,0,
,20192,,10000,0,0,10,1,0,0,0,0,10,99,2019201,2019202,0,
,20193,,10000,0,0,10,1,0,0,0,0,10,99,2019301,2019302,0,
,20194,,10000,0,0,10,1,0,0,0,0,10,99,2019401,2019402,0,
技能1,30101,,10000,1,1,10,11,73,2,5000,0,10,31,0,2000,0,
技能2,30102,,10000,1,1,10,11,73,2,2000,0,10,144,1,1000,0,
技能3,30103,,10000,1,1,10,1,0,0,0,0,10,255,1,1000,0,
,30104,,10000,1,1,10,1,0,0,0,0,10,31,0,10000,0,
技能4,30105,,10000,1,1,10,102,73,4,500,0,10,40,24,6,10000,
XP技能,30106,,10000,1,1,10,102,73,4,2000,0,20,21,102101,1,0,
防守技能,30107,,10000,1,1,10,1,0,0,0,0,10,113,3,1,0,
,30108,,10000,1,1,20,40,0,0,0,0,10,11,72,0,100,
有破甲时触发,30109,,10000,1,1,20,24,1001,1,1,0,10,99,30110,30111,0,
消耗破甲,30110,,10000,1,1,10,44,0,0,0,0,20,22,1001,1,0,
增伤20%,30111,,10000,1,1,10,44,0,0,0,0,10,31,0,2000,0,
特性,30130,,10000,1,1,10,32,1,73,0,0,10,34,7500,15000,20,
突破1,30131,,10000,0,0,10,1,0,0,0,0,10,11,72,0,300,
突破2,30132,,10000,0,0,10,11,73,2,3000,0,10,36,0,3000,0,
天赋1,30133,,10000,1,1,10,42,0,1,1,0,10,144,1,1000,0,
天赋2,30134,,10000,1,1,10,201,0,0,0,0,10,99,30135,0,0,
,30135,,10000,1,1,10,102,73,4,1200,0,10,40,2,6,10000,
天赋3,30136,,10000,1,1,10,1,0,0,0,0,10,112,30137,30107,0,
,30137,,10000,0,1,10,1,0,0,0,0,10,113,4,1,1200,
重置主动技cd 1次,30138,,10000,1,1,10,1,0,0,0,0,10,112,30141,30105,0,
生命值低于20%则,30139,,10000,1,1,10,102,73,4,2000,0,10,99,30140,0,0,
暴击获得伤害30%护盾,30140,,10000,1,1,10,205,7,2,0,0,10,151,3000,0,0,
,30141,,10000,1,1,10,102,73,4,1200,0,10,40,24,6,10000,
XP技能2级,30160,,10000,1,1,10,102,73,4,2200,0,20,21,102101,1,0,
XP技能3级,30161,,10000,1,1,10,102,73,4,2400,0,20,21,102101,1,0,
XP技能4级,30162,,10000,1,1,10,102,73,4,2600,0,20,21,102101,1,0,
XP技能5级,30163,,10000,1,1,10,102,73,4,2800,0,20,21,102101,1,0,
XP技能6级,30164,,10000,1,1,10,102,73,4,3000,0,20,21,102101,1,0,
XP技能7级,30165,,10000,1,1,10,102,73,4,3500,0,20,21,102101,1,0,
,30191,,10000,0,1,10,1,0,0,0,0,10,99,3019101,3019102,3019103,
,30192,,10000,0,1,10,1,0,0,0,0,10,99,3019201,3019202,3019203,
,30193,,10000,0,1,10,1,0,0,0,0,10,99,3019301,3019302,3019303,
,30194,,10000,0,1,10,1,0,0,0,0,10,99,3019401,3019402,3019403,
技能1(配在特性上),30201,,10000,1,1,10,40,21,0,0,0,10,104,21,4,0,"0,999;10000,0;1000,1999;10000,10000,0;2000,2999;10000,10000,1000,0;3000,5000;10000,10000,10000,10000,0"
技能2,30202,,10000,1,1,20,24,1013,1,1,0,10,31,0,3000,0,
技能4,30203,,10000,1,1,10,40,0,0,0,0,20,103,73,3,3000,
XP技能,30204,,10000,1,1,10,1,0,0,0,0,10,11,73,5,1500,
XP技能,30205,,10000,1,1,20,62,1,0,0,0,10,31,0,2000,0,
防守技能,30206,,10000,1,1,10,1,0,0,0,0,10,11,12,0,2000,
特性,30230,,10000,0,1,10,31,3,1,0,0,10,11,72,0,50,
突破1,30231,,10000,0,0,10,1,0,0,0,0,10,11,72,0,300,
突破2,30232,,10000,0,0,10,44,70,0,0,0,10,21,102501,1,0,
天赋1,30233,,10000,0,0,10,44,21,0,0,0,10,55,5,10000,0,
天赋2,30234,,10000,0,1,10,52,0,0,0,0,11,99,30235,0,0,
,30235,,10000,1,1,11,62,1,0,0,0,11,21,102601,1,0,
天赋3,30236,,10000,1,1,10,44,24,0,0,0,20,21,102701,1,0,
