,required,required,required,required,required,required,required,required,required,required,required
本命升星,2011,2,6,2,1,3,5,0,0,6,39
本命升星,2012,2,6,2,1,4,5,0,0,6,40
本命升星,2013,2,6,2,1,5,5,0,0,6,41
本命升星,2014,2,6,2,1,6,5,0,0,6,42
本命升星,2015,2,6,2,1,7,5,0,0,6,43
本命升星,2016,2,6,2,1,2,10,0,0,6,44
本命升星,2017,2,6,2,1,3,10,0,0,6,45
本命升星,2018,2,6,2,1,4,10,0,0,6,46
本命升星,2019,2,6,2,1,5,10,0,0,6,47
本命升星,2020,2,6,2,1,6,10,0,0,6,48
本命升星,2021,2,6,2,1,7,10,0,0,6,49
本命升星,2022,2,6,2,1,2,15,0,0,6,50
本命升星,2023,2,6,2,1,3,15,0,0,6,51
本命升星,2024,2,6,2,1,4,15,0,0,6,52
本命升星,2025,2,6,2,1,5,15,0,0,6,53
本命升星,2026,2,6,2,1,6,15,0,0,6,54
本命升星,2027,2,6,2,1,7,15,0,0,6,55
本命升星,2028,2,6,2,1,2,20,0,0,6,56
本命升星,2029,2,6,2,1,3,20,0,0,6,57
本命升星,2030,2,6,2,1,4,20,0,0,6,58
本命升星,2031,2,6,2,1,5,20,0,0,6,59
本命升星,2032,2,6,2,1,6,20,0,0,6,60
本命升星,2033,2,6,2,1,7,20,0,0,7,1
本命升星,2034,2,6,2,1,2,30,0,0,7,2
本命升星,2035,2,6,2,1,3,30,0,0,7,3
本命升星,2036,2,6,2,1,4,30,0,0,7,4
本命升星,2037,2,6,2,1,5,30,0,0,7,5
本命升星,2038,2,6,2,1,6,30,0,0,7,6
本命升星,2039,2,6,2,1,7,30,0,0,7,7
军团贡献,2040,3,8,2,1,200,0,0,0,2,2
军团贡献,2041,3,8,2,1,500,0,0,0,2,2
军团贡献,2042,3,8,2,1,1000,0,0,0,2,2
军团贡献,2043,3,8,2,1,2000,0,0,0,2,2
军团贡献,2044,3,8,2,1,5000,0,0,0,2,2
军团贡献,2045,3,8,2,1,10000,0,0,0,2,2
军团贡献,2046,3,8,2,1,20000,0,0,0,2,2
军团悬赏次数,2047,3,8,3,1,10,0,0,0,2,3
军团悬赏次数,2048,3,8,3,1,30,0,0,0,2,3
军团悬赏次数,2049,3,8,3,1,60,0,0,0,2,3
军团悬赏次数,2050,3,8,3,1,120,0,0,0,2,3
军团悬赏次数,2051,3,8,3,1,180,0,0,0,2,3
军团悬赏次数,2052,3,8,3,1,300,0,0,0,2,3
军团悬赏次数,2053,3,8,3,1,500,0,0,0,2,3
军团悬赏次数,2054,3,8,3,1,800,0,0,0,2,3
军团悬赏次数,2055,3,8,3,1,1200,0,0,0,2,3
多人本通关,2056,3,13,1,1,30,0,0,0,1,8
多人本通关,2057,3,13,1,1,60,0,0,0,1,8
多人本通关,2058,3,13,1,1,120,0,0,0,1,8
多人本通关,2059,3,13,1,1,180,0,0,0,1,8
多人本通关,2060,3,13,1,1,300,0,0,0,1,8
多人本通关,2061,3,13,1,1,500,0,0,0,1,8
多人本通关,2062,3,13,1,1,800,0,0,0,1,8
多人本通关,2063,3,13,1,1,1200,0,0,0,1,8
好友宝箱,2064,3,16,1,1,500,1,0,0,1,18
好友宝箱,2065,3,16,1,1,2000,1,0,0,1,18
好友宝箱,2066,3,16,1,1,500,2,0,0,1,19
好友宝箱,2067,3,16,1,1,2000,2,0,0,1,19
好友宝箱,2068,3,16,1,1,500,3,0,0,1,20
好友宝箱,2069,3,16,1,1,2000,3,0,0,1,20
好友宝箱,2070,3,16,2,1,1000,0,0,0,2,4
好友宝箱,2071,3,16,2,1,3000,0,0,0,2,4
好友宝箱,2072,3,16,2,1,10000,0,0,0,2,4
好友宝箱,2073,3,16,2,1,20000,0,0,0,2,4
好友宝箱,2074,3,16,2,1,50000,0,0,0,2,4
好友宝箱,2075,3,16,2,1,100000,0,0,0,2,4
探索层宝箱,2076,3,15,1,1,300,1,0,0,3,2
探索层宝箱,2077,3,15,1,1,1000,1,0,0,3,2
探索层宝箱,2078,3,15,1,1,2000,1,0,0,3,2
探索层宝箱,2079,3,15,1,1,5000,1,0,0,3,2
探索层宝箱,2080,3,15,1,1,10000,1,0,0,3,2
探索层宝箱,2081,3,15,1,1,60,2,0,0,3,3
探索层宝箱,2082,3,15,1,1,180,2,0,0,3,3
探索层宝箱,2083,3,15,1,1,600,2,0,0,3,3
探索层宝箱,2084,3,15,1,1,1200,2,0,0,3,3
探索层宝箱,2085,3,15,1,1,3000,2,0,0,3,3
探索层宝箱,2086,3,15,1,1,6000,2,0,0,3,3
探索层宝箱,2087,3,15,1,1,150,3,0,0,3,4
探索层宝箱,2088,3,15,1,1,500,3,0,0,3,4
探索层宝箱,2089,3,15,1,1,1000,3,0,0,3,4
探索层宝箱,2090,3,15,1,1,2500,3,0,0,3,4
探索层宝箱,2091,3,15,1,1,5000,3,0,0,3,4
讨伐领主攻击次数,2092,3,17,1,1,300,3,0,0,1,12
讨伐领主攻击次数,2093,3,17,1,1,1000,3,0,0,1,12
讨伐领主攻击次数,2094,3,17,1,1,2000,3,0,0,1,12
讨伐领主攻击次数,2095,3,17,1,1,5000,3,0,0,1,12
讨伐领主攻击次数,2096,3,17,1,1,10000,3,0,0,1,12
讨伐领主攻击次数,2097,3,17,1,1,300,4,0,0,1,13
讨伐领主攻击次数,2098,3,17,1,1,1000,4,0,0,1,13
讨伐领主攻击次数,2099,3,17,1,1,2000,4,0,0,1,13
讨伐领主攻击次数,2100,3,17,1,1,5000,4,0,0,1,13
讨伐领主攻击次数,2101,3,17,1,1,10000,4,0,0,1,13
讨伐领主击杀次数,2102,3,17,2,1,80,3,0,0,1,16
讨伐领主击杀次数,2103,3,17,2,1,200,3,0,0,1,16
讨伐领主击杀次数,2104,3,17,2,1,500,3,0,0,1,16
讨伐领主击杀次数,2105,3,17,2,1,1000,3,0,0,1,16
讨伐领主击杀次数,2106,3,17,2,1,2000,3,0,0,1,16
讨伐领主击杀次数,2107,3,17,2,1,5000,3,0,0,1,16
装备升星,2108,1,3,2,1,1,4,0,0,0,0
装备进阶,2109,1,3,3,1,2,4,0,0,0,0
装备进阶,2110,1,3,3,1,3,1,0,0,0,0
装备升星,2111,1,3,2,1,2,4,0,0,0,0
装备进阶,2112,1,3,3,1,3,4,0,0,0,0
装备进阶,2113,1,3,3,1,4,1,0,0,0,0
装备进阶,2114,1,3,3,1,4,4,0,0,0,0
战队升级,2115,1,2,1,1,65,0,0,0,0,0
战队升级,2116,1,2,1,1,70,0,0,0,0,0
战队升级,2117,1,2,1,1,75,0,0,0,0,0
战队升级,2118,1,2,1,1,80,0,0,0,0,0
竞技场排名,2119,2,10,2,1,1800,0,0,0,7,9
竞技场排名,2120,2,10,2,1,1000,0,0,0,7,10
竞技场排名,2121,2,10,2,1,400,0,0,0,7,11
竞技场排名,2122,2,10,2,1,100,0,0,0,7,12
竞技场排名,2123,2,10,2,1,50,0,0,0,7,13
竞技场排名,2124,2,10,2,1,20,0,0,0,7,14
竞技场排名,2125,2,10,2,1,10,0,0,0,7,15
竞技场排名,2126,2,10,2,1,3,0,0,0,7,16
竞技场排名,2127,2,10,2,1,1,0,0,0,7,17
竞技场挑战次数,2128,3,10,3,1,30,0,0,0,2,5
竞技场挑战次数,2129,3,10,3,1,80,0,0,0,2,5
竞技场挑战次数,2130,3,10,3,1,150,0,0,0,2,5
竞技场挑战次数,2131,3,10,3,1,280,0,0,0,2,5
竞技场挑战次数,2132,3,10,3,1,500,0,0,0,2,5
竞技场挑战次数,2133,3,10,3,1,800,0,0,0,2,5
竞技场挑战次数,2134,3,10,3,1,1200,0,0,0,2,5
竞技场挑战次数,2135,3,10,3,1,1600,0,0,0,2,5
竞技场挑战次数,2136,3,10,3,1,2000,0,0,0,2,5
竞技场挑战次数,2137,3,10,3,1,2500,0,0,0,2,5
竞技场挑战次数,2138,3,10,3,1,3000,0,0,0,2,5
竞技场挑战次数,2139,3,10,3,1,4000,0,0,0,2,5
竞技场挑战次数,2140,3,10,3,1,5000,0,0,0,2,5
竞技场挑战次数,2141,3,10,3,1,6000,0,0,0,2,5
竞技场挑战次数,2142,3,10,3,1,7000,0,0,0,2,5
竞技场挑战次数,2143,3,10,3,1,8000,0,0,0,2,5
竞技场挑战次数,2144,3,10,3,1,9000,0,0,0,2,5
竞技场挑战次数,2145,3,10,3,1,10000,0,0,0,2,5
竞技场胜利,2146,3,10,4,1,20,0,0,0,2,6
竞技场胜利,2147,3,10,4,1,60,0,0,0,2,6
竞技场胜利,2148,3,10,4,1,120,0,0,0,2,6
竞技场胜利,2149,3,10,4,1,230,0,0,0,2,6
竞技场胜利,2150,3,10,4,1,400,0,0,0,2,6
竞技场胜利,2151,3,10,4,1,640,0,0,0,2,6
竞技场胜利,2152,3,10,4,1,960,0,0,0,2,6
竞技场胜利,2153,3,10,4,1,1280,0,0,0,2,6
竞技场胜利,2154,3,10,4,1,1600,0,0,0,2,6
竞技场胜利,2155,3,10,4,1,2000,0,0,0,2,6
竞技场胜利,2156,3,10,4,1,2400,0,0,0,2,6
竞技场胜利,2157,3,10,4,1,3200,0,0,0,2,6
竞技场胜利,2158,3,10,4,1,4000,0,0,0,2,6
竞技场胜利,2159,3,10,4,1,4800,0,0,0,2,6
竞技场胜利,2160,3,10,4,1,5600,0,0,0,2,6
竞技场胜利,2161,3,10,4,1,6400,0,0,0,2,6
竞技场胜利,2162,3,10,4,1,7200,0,0,0,2,6
竞技场胜利,2163,3,10,4,1,8000,0,0,0,2,6
竞技场消耗点数,2164,3,10,5,1,1500,0,0,0,2,7
竞技场消耗点数,2165,3,10,5,1,4000,0,0,0,2,7
竞技场消耗点数,2166,3,10,5,1,7500,0,0,0,2,7
竞技场消耗点数,2167,3,10,5,1,14000,0,0,0,2,7
竞技场消耗点数,2168,3,10,5,1,25000,0,0,0,2,7
竞技场消耗点数,2169,3,10,5,1,40000,0,0,0,2,7
竞技场消耗点数,2170,3,10,5,1,60000,0,0,0,2,7
竞技场消耗点数,2171,3,10,5,1,90000,0,0,0,2,7
竞技场消耗点数,2172,3,10,5,1,120000,0,0,0,2,7
竞技场消耗点数,2173,3,10,5,1,160000,0,0,0,2,7
竞技场消耗点数,2174,3,10,5,1,200000,0,0,0,2,7
竞技场消耗点数,2175,3,10,5,1,250000,0,0,0,2,7
竞技场消耗点数,2176,3,10,5,1,300000,0,0,0,2,7
竞技场消耗点数,2177,3,10,5,1,400000,0,0,0,2,7
竞技场消耗点数,2178,3,10,5,1,500000,0,0,0,2,7
竞技场消耗点数,2179,3,10,5,1,650000,0,0,0,2,7
竞技场消耗点数,2180,3,10,5,1,800000,0,0,0,2,7
竞技场消耗点数,2181,3,10,5,1,1000000,0,0,0,2,7
完成品质1的委托任务5次,2182,3,20,1,1,5,1,0,0,2,9
完成品质1的委托任务100次,2183,3,20,1,1,100,1,0,0,2,9
完成品质1的委托任务500次,2184,3,20,1,1,500,1,0,0,2,9
完成品质1的委托任务1000次,2185,3,20,1,1,1000,1,0,0,2,9
完成品质1的委托任务10000次,2186,3,20,1,1,10000,1,0,0,2,9
完成品质2的委托任务5次,2187,3,20,1,1,5,2,0,0,2,10
完成品质2的委托任务100次,2188,3,20,1,1,100,2,0,0,2,10
完成品质2的委托任务500次,2189,3,20,1,1,500,2,0,0,2,10
完成品质2的委托任务1000次,2190,3,20,1,1,1000,2,0,0,2,10
完成品质2的委托任务10000次,2191,3,20,1,1,10000,2,0,0,2,10
完成品质3的委托任务5次,2192,3,20,1,1,5,3,0,0,2,11
完成品质3的委托任务100次,2193,3,20,1,1,100,3,0,0,2,11
完成品质3的委托任务500次,2194,3,20,1,1,500,3,0,0,2,11
完成品质3的委托任务1000次,2195,3,20,1,1,1000,3,0,0,2,11
完成品质3的委托任务10000次,2196,3,20,1,1,10000,3,0,0,2,11
完成品质4的委托任务5次,2197,3,20,1,1,5,4,0,0,2,12
完成品质4的委托任务100次,2198,3,20,1,1,100,4,0,0,2,12
完成品质4的委托任务500次,2199,3,20,1,1,500,4,0,0,2,12
完成品质4的委托任务1000次,2200,3,20,1,1,1000,4,0,0,2,12
完成品质4的委托任务10000次,2201,3,20,1,1,10000,4,0,0,2,12
完成品质5的委托任务5次,2202,3,20,1,1,5,5,0,0,2,13
完成品质5的委托任务100次,2203,3,20,1,1,100,5,0,0,2,13
完成品质5的委托任务500次,2204,3,20,1,1,500,5,0,0,2,13
完成品质5的委托任务1000次,2205,3,20,1,1,1000,5,0,0,2,13
完成品质5的委托任务10000次,2206,3,20,1,1,10000,5,0,0,2,13
完成巡查任务5次,2207,3,20,2,1,5,0,0,0,2,14
完成巡查任务100次,2208,3,20,2,1,100,0,0,0,2,14
完成巡查任务500次,2209,3,20,2,1,500,0,0,0,2,14
完成巡查任务1000次,2210,3,20,2,1,1000,0,0,0,2,14
完成巡查任务10000次,2211,3,20,2,1,10000,0,0,0,2,14
完成日常任务5次,2212,3,20,3,1,5,0,0,0,2,15
完成日常任务100次,2213,3,20,3,1,100,0,0,0,2,15
完成日常任务500次,2214,3,20,3,1,500,0,0,0,2,15
完成日常任务1000次,2215,3,20,3,1,1000,0,0,0,2,15
完成日常任务10000次,2216,3,20,3,1,10000,0,0,0,2,15
完成悬赏任务5次,2217,3,20,4,1,5,0,0,0,2,16
完成悬赏任务100次,2218,3,20,4,1,100,0,0,0,2,16
完成悬赏任务500次,2219,3,20,4,1,500,0,0,0,2,16
完成悬赏任务1000次,2220,3,20,4,1,1000,0,0,0,2,16
完成悬赏任务10000次,2221,3,20,4,1,10000,0,0,0,2,16
讨伐领主召唤次数,2222,3,17,3,1,1,3,0,0,3,5
英雄进阶,2223,1,1,2,1,7,2,0,0,0,0
英雄进阶,2224,1,1,2,1,7,5,0,0,0,0
英雄进阶,2225,1,1,2,1,7,8,0,0,0,0
英雄进阶,2226,1,1,2,1,7,12,0,0,0,0
英雄进阶,2227,1,1,2,1,7,18,0,0,0,0
符文镶嵌,2228,2,4,2,1,2,5,1,0,8,8
悬赏任务次数,2229,3,20,4,1,12,0,0,0,2,16
悬赏任务次数,2230,3,20,4,1,24,0,0,0,2,16
装备强化,2231,1,3,1,1,30,4,5,0,0,0
英雄升级,2232,1,1,1,1,35,5,0,0,0,0
领主讨伐邀请,2233,3,17,4,1,2,0,0,0,3,6
圣界来袭邀请,2234,3,21,2,1,2,0,0,0,3,7
王牌通缉邀请,2235,3,22,2,1,2,0,0,0,3,8
奥义击杀数量,2236,3,12,2,1,200,0,0,0,1,6
探索层宝箱,2237,3,15,1,1,300,3,0,0,3,4
装备进阶,2238,1,3,3,1,6,4,5,0,0,0
主线进度,2239,2,7,1,1,10222,0,0,0,8,9
英雄升级,2240,1,1,1,1,35,3,0,0,0,0
英雄升级,2241,1,1,1,1,40,4,0,0,0,0
英雄进阶,2242,1,1,2,1,1,2,0,0,0,0
英雄进阶,2243,1,1,2,1,2,2,0,0,0,0
装备强化,2244,1,3,1,1,40,4,4,0,0,0
装备进阶,2245,1,3,3,1,1,2,1,0,0,0
本命升级,2246,2,6,1,2,10,4163,0,0,7,60
本命升级,2247,2,6,1,2,20,4163,0,0,8,1
本命升级,2248,2,6,1,2,10,101164,0,0,8,2
本命升级,2249,2,6,1,2,20,101164,0,0,8,3
本命升星,2250,2,6,2,2,3,4163,0,0,8,4
本命升星,2251,2,6,2,2,6,4163,0,0,8,5
本命升星,2252,2,6,2,2,3,101164,0,0,8,6
本命升星,2253,2,6,2,2,6,101164,0,0,8,7
抽卡,2254,3,24,1,1,1,4000055,3060030,0,2,17
抽卡,2255,3,24,1,1,10,4000055,3060030,0,2,17
抽卡,2256,3,24,1,1,100,4000055,3060030,0,2,17
抽卡,2257,3,24,1,1,500,4000055,3060030,0,2,17
抽卡,2258,3,24,1,1,1000,4000055,3060030,0,2,17
抽卡,2259,3,24,1,1,1,4000056,3060030,0,2,18
抽卡,2260,3,24,1,1,10,4000056,3060030,0,2,18
抽卡,2261,3,24,1,1,100,4000056,3060030,0,2,18
抽卡,2262,3,24,1,1,500,4000056,3060030,0,2,18
抽卡,2263,3,24,1,1,1000,4000056,3060030,0,2,18
召唤橙色圣界领主1次,2269,3,21,1,1,1,3,0,0,3,12
抽卡次数监听,2270,3,23,1,1,200,0,0,0,3,13
抽卡十连抽监听,2271,2,23,2,1,2,4,0,0,8,10
抽卡连续抽不出英雄,2272,4,23,3,1,75,4,0,0,3,14
抽卡连续同性别英雄,2273,4,23,4,1,5,1,0,0,3,15
抽卡连续同性别英雄,2274,4,23,4,1,5,2,0,0,3,20
技能升级,2275,1,4,1,1,1,2,1,0,0,0
技能升级,2276,1,4,1,1,1,5,1,0,0,0
本命升级,2277,2,6,1,1,35,3,0,0,2,1
本命升级,2278,2,6,1,1,40,4,0,0,2,2
本命升星,2279,2,6,2,1,1,3,0,0,2,3
战胜怪物次数,2280,3,12,1,1,40,0,0,0,4,1
战胜怪物次数,2281,3,12,1,1,100,0,0,0,4,1
战胜怪物次数,2282,3,12,1,1,200,0,0,0,4,1
巡查任务次数,2283,3,20,2,1,4,0,0,0,2,14
巡查任务次数,2284,3,20,2,1,10,0,0,0,2,14
王牌通缉召唤次数,2285,3,22,1,1,1,4,0,0,3,16
英雄升级,2286,1,1,1,1,27,1,0,0,0,0
好友宝箱,2287,3,16,1,1,3,1,0,0,1,18
悬赏任务次数,2288,3,20,4,1,18,0,0,0,2,16
悬赏任务次数,2289,3,20,4,1,30,0,0,0,2,16
悬赏任务次数,2290,3,20,4,1,39,0,0,0,2,16
日常任务次数,2291,3,20,3,1,10,0,0,0,2,15
英雄升级,2292,1,1,1,1,30,5,0,0,0,0
装备强化,2293,1,3,1,1,31,4,3,0,0,0
装备强化,2294,1,3,1,1,35,4,5,0,0,0
委托任务次数,2295,3,20,1,1,1,5,0,0,2,13
好友宝箱,2296,3,16,3,1,1,0,0,0,3,17
讨伐领主击杀次数,2297,3,17,2,1,2,3,0,0,1,16
英雄升级,2298,1,1,1,1,38,5,0,0,0,0
装备进阶,2299,1,3,3,1,3,4,2,0,0,0
装备进阶,2300,1,3,3,1,4,4,2,0,0,0
英雄进阶,2301,1,1,2,1,4,10,0,0,0,0
英雄进阶,2302,1,1,2,1,5,10,0,0,0,0
英雄进阶,2303,1,1,2,1,7,10,0,0,0,0
英雄进阶,2304,1,1,2,1,4,15,0,0,0,0
英雄进阶,2305,1,1,2,1,5,15,0,0,0,0
英雄进阶,2306,1,1,2,1,7,15,0,0,0,0
英雄进阶,2307,1,1,2,1,4,20,0,0,0,0
英雄进阶,2308,1,1,2,1,5,20,0,0,0,0
英雄进阶,2309,1,1,2,1,7,20,0,0,0,0
讨伐领主攻击次数,2310,3,17,1,1,500,4,0,0,1,13
讨伐领主攻击次数,2311,3,17,1,1,2500,4,0,0,1,13
战斗中打断怪物大招20次,2312,3,12,3,1,20,0,0,0,3,18
战斗中打断怪物大招50次,2313,3,12,3,1,50,0,0,0,3,18
战斗中打断怪物大招100次,2314,3,12,3,1,100,0,0,0,3,18
一次战斗中，使用西蒙累计获得奥兹刻痕4层。,2315,2,12,4,2,4,2010,101,0,8,14
一次战斗中，使用米兰达累计触发暴击10次。,2316,2,12,5,2,10,2,112,0,8,15
一次战斗中，使用纳塔娜累计抽取鬼牌10张。,2317,2,12,4,2,10,2021,113,0,8,16
一次战斗中，使用萨米尔累计获得怒刃印记20层。,2318,2,12,4,2,20,1046,114,0,8,17
一次战斗中，使用温丽累计获得焰火祭典15个。,2319,2,12,4,2,15,2001,201,0,8,18
一次战斗中，使用爱琳娜对敌方累计施加虚弱状态4次。,2320,2,12,4,2,4,1021,301,0,8,19
一次战斗中，使用泰雷累计成功格挡敌方进攻10次。,2321,2,12,5,2,10,1,102,0,8,20
一次战斗中，使用爱琪累计释放【技能1】10次。,2322,2,12,6,2,10,21,302,0,8,21
一次战斗中，使用兰奇累计获得炼狱之痕5枚。,2323,2,12,4,2,5,2004,103,0,8,22
一次战斗中，使用木禅对敌方累计施加缠绕状态5次。,2324,2,12,4,2,5,1010,104,0,8,23
一次战斗中，使用檐鬼对敌方累计施加飞镖印记40层。,2325,2,12,4,2,40,2013,106,0,8,24
一次战斗中，使用葛莱蒂斯累计获得风之箭矢40枚。,2326,2,12,4,2,40,3000,105,0,8,25
一次战斗中，使用夜崎隐通过辅助技累计打断敌方4次。,2327,2,12,6,2,4,1,107,0,8,26
一次战斗中，使用阿德琳累计获得生命印记20层。,2328,2,12,4,2,20,2005,108,0,8,27
一次战斗中，使用乔伊累计获得暗龙印记10层。,2329,2,12,4,2,10,2009,401,0,8,28
一次战斗中，累计打断对方行动6次。,2330,2,12,6,1,6,1,0,0,8,29
一次战斗中，累计施放【奥义技】6次。,2331,2,12,6,1,6,30,0,0,8,30
一次战斗中，累计援护登场6次。,2332,2,12,6,1,6,80,0,0,8,31
一次战斗中，累计施放【辅助技】6次。,2333,2,12,6,1,6,70,0,0,8,32
巡查任务次数,2346,3,20,2,1,30,0,0,0,2,14
委托任务次数,2347,3,20,1,1,1,3,0,0,2,11
委托任务次数,2348,3,20,1,1,3,4,0,0,2,12
委托任务次数,2349,3,20,1,1,10,4,0,0,2,12
悬赏任务次数,2350,3,20,4,1,8,0,0,0,2,16
悬赏任务次数,2351,3,20,4,1,20,0,0,0,2,16
悬赏任务次数,2352,3,20,4,1,40,0,0,0,2,16
获得英雄,2353,1,1,3,1,3,4,0,0,0,0
获得英雄,2354,1,1,3,1,3,5,0,0,0,0
获得英雄,2355,1,1,3,1,3,10,0,0,0,0
符文升级,2356,2,5,1,1,1,2,2,0,2,4
符文升级,2357,2,5,1,1,2,2,4,0,2,5
符文升级,2358,2,5,1,1,2,3,4,0,2,6
亲密等级,2359,1,18,1,1,9,2,0,0,0,0
秘境探索监听,2360,3,26,1,1,1,0,0,0,4,2
秘境探索监听,2361,3,26,1,1,5,0,0,0,4,2
秘境探索监听,2362,3,26,1,1,10,0,0,0,4,2
委托任务次数,2363,3,20,1,1,1,4,0,0,2,12
获得4个不同的本命,2392,2,6,3,1,2,4,0,0,9,31
获得7个不同的本命,2393,2,6,3,1,2,7,0,0,9,32
获得15个不同的本命,2394,2,6,3,1,2,15,0,0,9,33
测试，获得不同的SR本命1个,2395,2,6,3,1,3,1,0,0,9,34
测试，获得不同的SR本命5个,2396,2,6,3,1,3,5,0,0,9,35
测试，获得不同的SR本命20个,2397,2,6,3,1,3,20,0,0,9,36
测试，获得不同的SSR本命1个,2398,2,6,3,1,4,1,0,0,9,37
测试，获得不同的SSR本命5个,2399,2,6,3,1,4,5,0,0,9,38
测试，获得不同的SSR本命20个,2400,2,6,3,1,4,20,0,0,9,39
